Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredRASPositions
PX386898,1,94.372,1a,93.970,150-321,Yes,150;159;206;282;316;320;321
PX386899,3,94.416,3a,93.345,150-321,Yes,150;159;206;282;316;320;321
PX386900,1,93.814,1a,93.242,150-321,Yes,150;159;206;282;316;320;321
PX386901,3,94.585,3a,92.950,150-321,Yes,150;159;206;282;316;320;321
PX386905,3,95.149,3a,93.909,150-321,Yes,150;159;206;282;316;320;321
PX386907,1,93.119,1a,92.611,150-321,Yes,150;159;206;282;316;320;321
PX386908,1,94.303,1a,93.965,150-321,Yes,150;159;206;282;316;320;321
PX386909,1,93.812,1a,93.345,150-321,Yes,150;159;206;282;316;320;321
PX386911,3,95.657,3a,93.852,150-321,Yes,150;159;206;282;316;320;321
PX386913,1,92.132,1a,91.709,197-321,,206;282;316;320;321
PX386915,1,94.725,1a,94.209,150-321,Yes,150;159;206;282;316;320;321
PX386916,3,95.262,3a,93.627,150-321,Yes,150;159;206;282;316;320;321
PX386917,1,94.679,1a,93.927,150-321,Yes,150;159;206;282;316;320;321
PX386918,3,93.623,3a,92.446,150-321,Yes,150;159;206;282;316;320;321
PX386919,3,94.529,3a,93.397,150-321,Yes,150;159;206;282;316;320;321
PX386920,3,94.755,3a,93.965,150-321,Yes,150;159;206;282;316;320;321
PX386921,3,95.037,3a,92.893,150-321,Yes,150;159;206;282;316;320;321
PX386922,1,95.601,1a,94.585,150-321,Yes,150;159;206;282;316;320;321
PX386925,3,94.695,3a,93.517,150-321,Yes,150;159;206;282;316;320;321
PX386927,1,93.397,1a,93.228,150-321,Yes,150;159;206;282;316;320;321
PX386928,3,94.244,3a,93.345,150-321,Yes,150;159;206;282;316;320;321
PX386929,3,94.191,3a,92.950,150-321,Yes,150;159;206;282;316;320;321
PX386930,1,94.124,1a,93.390,150-321,Yes,150;159;206;282;316;320;321
PX386931,1,94.134,1a,94.021,150-321,Yes,150;159;206;282;316;320;321
PX386932,1,95.581,1a,95.241,150-321,Yes,150;159;206;282;316;320;321
PX386933,3,95.034,3a,93.179,150-321,Yes,150;159;206;282;316;320;321
PX386934,3,94.413,3a,93.292,150-321,Yes,150;159;206;282;316;320;321
PX386935,1,93.600,1a,93.247,150-321,Yes,150;159;206;282;316;320;321
PX386937,1,81.623,1b,92.785,150-321,Yes,150;159;206;282;316;320;321
PX386938,1,94.134,1a,93.401,150-321,Yes,150;159;206;282;316;320;321
PX386939,1,95.133,1a,94.844,150-321,Yes,150;159;206;282;316;320;321
PX386942,3,94.244,3a,93.063,150-321,Yes,150;159;206;282;316;320;321
PX386944,1,93.965,1a,93.514,150-321,Yes,150;159;206;282;316;320;321
PX386945,3,92.651,3a,91.598,150-321,Yes,150;159;206;282;316;320;321
PX386946,3,94.865,3a,93.799,150-321,Yes,150;159;206;282;316;320;321
PX386947,1,94.247,1a,93.683,150-321,Yes,150;159;206;282;316;320;321
PX386948,1,95.319,1a,94.191,150-321,Yes,150;159;206;282;316;320;321
PX386949,1,81.457,1b,91.168,150-321,Yes,150;159;206;282;316;320;321
PX386950,3,94.977,3a,93.292,150-321,Yes,150;159;206;282;316;320;321
PX386952,1,93.300,1a,92.680,150-321,Yes,150;159;206;282;316;320;321
PX386953,1,92.986,1a,92.590,150-321,Yes,150;159;206;282;316;320;321
PX386956,2,80.843,2b,93.193,150-321,Yes,150;159;206;282;316;320;321
PX386957,3,94.752,3a,93.799,150-321,Yes,150;159;206;282;316;320;321
PX386958,1,94.360,1a,93.629,150-321,Yes,150;159;206;282;316;320;321
PX386959,3,94.808,3a,93.743,150-321,Yes,150;159;206;282;316;320;321
PX386961,1,81.895,1b,91.540,150-321,Yes,150;159;206;282;316;320;321
PX386962,1,82.310,1l,95.601,150-321,Yes,150;159;206;282;316;320;321
PX386964,1,83.080,1l,94.416,150-321,Yes,150;159;206;282;316;320;321
PX386966,3,83.239,3b,91.991,150-321,Yes,150;159;206;282;316;320;321
PX386969,6,83.380,6a,94.854,150-321,Yes,150;159;206;282;316;320;321
PX386970,3,77.584,3h,83.943,150-321,Yes,150;159;206;282;316;320;321
PX386971,4,87.817,4c,94.755,150-321,Yes,150;159;206;282;316;320;321
PX386972,3,75.998,3h,92.627,150-321,Yes,150;159;206;282;316;320;321
PX386973,3,82.675,3b,91.653,150-321,Yes,150;159;206;282;316;320;321
PX386974,4,82.827,4r,93.909,150-321,Yes,150;159;206;282;316;320;321
PX386975,4,87.937,4c,95.429,150-321,Yes,150;159;206;282;316;320;321
PX386976,4,82.423,4r,93.962,150-321,Yes,150;159;206;282;316;320;321
PX386977,4,82.356,4v,92.555,150-321,Yes,150;159;206;282;316;320;321
PX386978,6,83.164,6a,95.380,150-321,Yes,150;159;206;282;316;320;321
PX386979,6,82.883,6a,94.211,150-321,Yes,150;159;206;282;316;320;321
PX386980,4,84.216,4t,93.627,150-321,Yes,150;159;206;282;316;320;321
PX386981,1,81.726,1g,94.191,150-321,Yes,150;159;206;282;316;320;321
PX386982,1,82.582,1g,94.187,150-321,Yes,150;159;206;282;316;320;321
PX386983,4,84.876,4v,95.485,150-321,Yes,150;159;206;282;316;320;321
PX386984,1,82.817,1l,94.529,150-321,Yes,150;159;206;282;316;320;321
PX386985,1,82.694,1e,93.514,150-321,Yes,150;159;206;282;316;320;321
PX386986,1,84.047,1e,93.852,150-321,Yes,150;159;206;282;316;320;321
PX386989,2,81.273,2b,93.379,150-321,Yes,150;159;206;282;316;320;321
PX386992,1,91.540,1a,91.371,150-321,Yes,150;159;206;282;316;320;321
PX386994,4,90.579,4a,90.579,150-321,Yes,150;159;206;282;316;320;321
PX386995,4,91.761,4a,91.761,150-321,Yes,150;159;206;282;316;320;321
PX386996,4,83.343,4d,94.391,150-321,Yes,150;159;206;282;316;320;321
PX386997,4,83.251,4d,95.037,150-321,Yes,150;159;206;282;316;320;321
PX386998,4,84.759,4d,95.581,150-321,Yes,150;159;206;282;316;320;321
PX386999,4,82.663,4k,93.878,150-321,Yes,150;159;206;282;316;320;321
PX387001,5,92.102,5a,92.330,150-321,Yes,150;159;206;282;316;320;321
PX387002,5,91.761,5a,91.930,150-321,Yes,150;159;206;282;316;320;321
PX387003,1,94.087,1a,93.443,150-321,Yes,150;159;206;282;316;320;321
PX387004,1,93.724,1a,93.089,150-321,Yes,150;159;206;282;316;320;321
PX387005,3,93.852,3a,92.273,150-321,Yes,150;159;206;282;316;320;321
PX387006,1,82.078,1b,91.594,150-321,Yes,150;159;206;282;316;320;321
PX387009,1,91.986,1a,91.591,150-321,Yes,150;159;206;282;316;320;321
PX387010,1,94.296,1a,93.523,150-321,Yes,150;159;206;282;316;320;321
PX387011,1,93.279,1a,92.642,150-321,Yes,150;159;206;282;316;320;321
PX387012,1,95.657,1a,95.544,150-321,Yes,150;159;206;282;316;320;321
PX387013,1,95.995,1a,95.431,150-321,Yes,150;159;206;282;316;320;321
PX387014,1,93.457,1a,92.837,150-321,Yes,150;159;206;282;316;320;321
PX387016,1,93.962,1a,93.905,150-321,Yes,150;159;206;282;316;320;321
PX387017,3,94.752,3a,93.630,150-321,Yes,150;159;206;282;316;320;321
PX387018,1,94.021,1a,93.683,150-321,Yes,150;159;206;282;316;320;321
PX387019,1,93.510,1a,93.679,150-321,Yes,150;159;206;282;316;320;321
PX387020,1,92.273,1a,91.935,150-321,Yes,150;159;206;282;316;320;321
PX387022,1,93.796,1a,93.457,150-321,Yes,150;159;206;282;316;320;321
PX387024,1,93.909,1a,93.570,150-321,Yes,150;159;206;282;316;320;321
PX387026,3,93.739,3a,92.329,150-321,Yes,150;159;206;282;316;320;321
PX387029,1,80.012,1b,91.124,150-321,Yes,150;159;206;282;316;320;321
PX387031,3,93.457,3a,92.047,150-321,Yes,150;159;206;282;316;320;321
PX387032,1,94.924,1a,94.473,150-321,Yes,150;159;206;282;316;320;321
PX387033,1,92.538,1a,91.892,150-321,Yes,150;159;206;282;316;320;321
PX387036,1,81.988,1b,93.665,150-321,Yes,150;159;206;282;316;320;321
PX387037,1,92.442,1a,91.991,150-321,Yes,150;159;206;282;316;320;321
PX387039,3,93.510,3a,92.672,150-321,Yes,150;159;206;282;316;320;321
PX387040,2,79.404,2b,91.304,150-321,Yes,150;159;206;282;316;320;321
PX446232,4,83.324,4f,94.529,150-321,Yes,150;159;206;282;316;320;321
PX459926,1,84.375,1e,94.923,150-321,Yes,150;159;206;282;316;320;321
EU155213,1,94.529,1a,94.134,150-321,Yes,150;159;206;282;316;320;321
EU155214,1,94.698,1a,93.852,150-321,Yes,150;159;206;282;316;320;321
EU155215,1,96.163,1a,95.485,150-321,Yes,150;159;206;282;316;320;321
EU155216,1,96.108,1a,95.713,150-321,Yes,150;159;206;282;316;320;321
EU155217,1,81.669,1b,93.683,150-321,Yes,150;159;206;282;316;320;321
EU155218,1,82.234,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
EU155219,1,82.356,1b,92.946,150-321,Yes,150;159;206;282;316;320;321
EU155220,1,82.864,1b,92.664,150-321,Yes,150;159;206;282;316;320;321
EU155221,1,82.459,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
EU155222,1,81.736,1b,93.067,150-321,Yes,150;159;206;282;316;320;321
EU155223,1,81.998,1b,93.679,150-321,Yes,150;159;206;282;316;320;321
EU155224,1,81.951,1b,93.119,150-321,Yes,150;159;206;282;316;320;321
EU155225,1,81.951,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
EU155226,1,82.177,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
EU155227,1,82.638,1b,93.119,150-321,Yes,150;159;206;282;316;320;321
EU155228,1,82.177,1b,93.288,150-321,Yes,150;159;206;282;316;320;321
EU155229,1,82.459,1b,94.247,150-321,Yes,150;159;206;282;316;320;321
EU155230,1,82.516,1b,93.115,150-321,Yes,150;159;206;282;316;320;321
EU155231,1,82.525,1b,93.627,150-321,Yes,150;159;206;282;316;320;321
EU155232,1,82.516,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
EU155233,1,94.191,1a,94.134,150-321,Yes,150;159;206;282;316;320;321
EU155234,1,82.403,1b,92.946,150-321,Yes,150;159;206;282;316;320;321
EU155235,1,82.121,1b,93.341,150-321,Yes,150;159;206;282;316;320;321
EU155236,1,97.349,1a,96.616,150-321,Yes,150;159;206;282;316;320;321
EU155237,1,96.672,1a,96.616,150-321,Yes,150;159;206;282;316;320;321
EU155238,1,97.011,1a,96.390,150-321,Yes,150;159;206;282;316;320;321
EU155239,1,96.953,1a,96.246,150-321,Yes,150;159;206;282;316;320;321
EU155240,1,94.529,1a,93.909,150-321,Yes,150;159;206;282;316;320;321
EU155242,1,94.360,1a,93.796,150-321,Yes,150;159;206;282;316;320;321
EU155243,1,94.585,1a,93.965,150-321,Yes,150;159;206;282;316;320;321
EU155244,1,97.349,1a,96.503,150-321,Yes,150;159;206;282;316;320;321
EU155245,1,96.954,1a,96.616,150-321,Yes,150;159;206;282;316;320;321
EU155246,1,96.896,1a,96.501,150-321,Yes,150;159;206;282;316;320;321
EU155248,1,97.067,1a,95.939,150-321,Yes,150;159;206;282;316;320;321
EU155249,1,96.501,1a,95.655,150-321,Yes,150;159;206;282;316;320;321
EU155250,1,96.558,1a,95.824,150-321,Yes,150;159;206;282;316;320;321
EU155251,1,96.390,1a,95.544,150-321,Yes,150;159;206;282;316;320;321
EU155252,1,96.390,1a,95.883,150-321,Yes,150;159;206;282;316;320;321
EU155253,1,82.074,1b,92.897,150-321,Yes,150;159;206;282;316;320;321
EU155254,1,82.280,1b,93.397,150-321,Yes,150;159;206;282;316;320;321
EU155255,1,82.628,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
EU155256,1,82.356,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
EU155257,1,82.798,1b,93.739,150-321,Yes,150;159;206;282;316;320;321
EU155258,1,82.064,1b,93.454,150-321,Yes,150;159;206;282;316;320;321
EU155259,1,81.839,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
EU155261,1,82.111,1b,93.397,150-321,Yes,150;159;206;282;316;320;321
EU155262,1,81.567,1b,92.386,150-321,Yes,150;159;206;282;316;320;321
EU155263,1,82.901,1b,93.002,150-321,Yes,150;159;206;282;316;320;321
EU155264,1,82.131,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
EU155266,1,96.165,1a,95.262,150-321,Yes,150;159;206;282;316;320;321
EU155267,1,96.503,1a,95.601,150-321,Yes,150;159;206;282;316;320;321
EU155268,1,94.867,1a,94.134,150-321,Yes,150;159;206;282;316;320;321
EU155269,1,94.642,1a,94.191,150-321,Yes,150;159;206;282;316;320;321
EU155270,1,96.277,1a,95.544,150-321,Yes,150;159;206;282;316;320;321
EU155271,1,95.939,1a,95.601,150-321,Yes,150;159;206;282;316;320;321
EU155272,1,94.360,1a,93.965,150-321,Yes,150;159;206;282;316;320;321
EU155274,1,96.503,1a,96.108,150-321,Yes,150;159;206;282;316;320;321
EU155275,1,95.883,1a,95.375,150-321,Yes,150;159;206;282;316;320;321
EU155276,1,96.729,1a,95.826,150-321,Yes,150;159;206;282;316;320;321
EU155277,1,93.401,1a,92.781,150-321,Yes,150;159;206;282;316;320;321
EU155278,1,95.431,1a,95.037,150-321,Yes,150;159;206;282;316;320;321
EU155279,1,83.023,1b,92.781,150-321,Yes,150;159;206;282;316;320;321
EU155280,1,81.782,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
EU155281,1,82.121,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
EU155282,1,94.191,1a,94.021,150-321,Yes,150;159;206;282;316;320;321
EU155283,1,94.867,1a,94.247,150-321,Yes,150;159;206;282;316;320;321
EU155284,1,94.698,1a,94.021,150-321,Yes,150;159;206;282;316;320;321
EU155285,1,96.898,1a,96.390,150-321,Yes,150;159;206;282;316;320;321
EU155286,1,96.560,1a,95.713,150-321,Yes,150;159;206;282;316;320;321
EU155287,1,96.447,1a,95.883,150-321,Yes,150;159;206;282;316;320;321
EU155288,1,97.688,1a,96.758,150-321,Yes,150;159;206;282;316;320;321
EU155289,1,94.980,1a,94.585,150-321,Yes,150;159;206;282;316;320;321
EU155290,1,96.842,1a,96.108,150-321,Yes,150;159;206;282;316;320;321
EU155291,1,97.857,1a,96.985,150-321,Yes,150;159;206;282;316;320;321
EU155292,1,97.236,1a,96.560,150-321,Yes,150;159;206;282;316;320;321
EU155293,1,96.277,1a,95.770,150-321,Yes,150;159;206;282;316;320;321
EU155294,1,95.206,1a,94.529,150-321,Yes,150;159;206;282;316;320;321
EU155295,1,94.247,1a,94.247,150-321,Yes,150;159;206;282;316;320;321
EU155296,1,96.616,1a,95.791,150-321,Yes,150;159;206;282;316;320;321
EU155297,1,95.372,1a,94.977,150-321,Yes,150;159;206;282;316;320;321
EU155298,1,95.542,1a,95.429,150-321,Yes,150;159;206;282;316;320;321
EU155299,1,95.598,1a,94.808,150-321,Yes,150;159;206;282;316;320;321
EU155300,1,81.895,1b,93.570,150-321,Yes,150;159;206;282;316;320;321
EU155301,1,82.741,1b,93.852,150-321,Yes,150;159;206;282;316;320;321
EU155302,1,80.813,1b,93.909,150-321,Yes,150;159;206;282;316;320;321
EU155303,1,83.249,1b,93.232,150-321,Yes,150;159;206;282;316;320;321
EU155304,1,82.854,1b,93.965,150-321,Yes,150;159;206;282;316;320;321
EU155305,1,82.516,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
EU155306,1,82.177,1b,92.386,150-321,Yes,150;159;206;282;316;320;321
EU155307,1,81.557,1b,93.288,150-321,Yes,150;159;206;282;316;320;321
EU155308,1,82.121,1b,93.408,150-321,Yes,150;159;206;282;316;320;321
EU155309,1,96.390,1a,96.108,150-321,Yes,150;159;206;282;316;320;321
EU155310,1,96.447,1a,95.883,150-321,Yes,150;159;206;282;316;320;321
EU155311,1,96.672,1a,95.826,150-321,Yes,150;159;206;282;316;320;321
EU155313,1,95.093,1a,94.867,150-321,Yes,150;159;206;282;316;320;321
EU155314,1,94.247,1a,93.739,150-321,Yes,150;159;206;282;316;320;321
EU155315,1,81.782,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
EU155316,1,81.634,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
EU155317,1,82.798,1b,93.059,150-321,Yes,150;159;206;282;316;320;321
EU155318,1,83.023,1b,93.683,150-321,Yes,150;159;206;282;316;320;321
EU155319,1,94.191,1a,93.570,150-321,Yes,150;159;206;282;316;320;321
EU155320,1,97.913,1a,97.099,150-321,Yes,150;159;206;282;316;320;321
EU155321,1,96.390,1a,96.221,150-321,Yes,150;159;206;282;316;320;321
EU155322,1,94.755,1a,94.021,150-321,Yes,150;159;206;282;316;320;321
EU155323,1,93.514,1a,92.893,150-321,Yes,150;159;206;282;316;320;321
EU155324,1,82.403,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
EU155325,1,82.018,1b,92.777,150-321,Yes,150;159;206;282;316;320;321
EU155326,1,82.177,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
EU155327,1,82.854,1b,93.232,150-321,Yes,150;159;206;282;316;320;321
EU155328,1,82.008,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
EU155329,1,82.628,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
EU155330,1,82.064,1b,93.739,150-321,Yes,150;159;206;282;316;320;321
EU155331,1,82.798,1b,93.796,150-321,Yes,150;159;206;282;316;320;321
EU155332,1,83.136,1b,93.796,150-321,Yes,150;159;206;282;316;320;321
EU155333,1,82.741,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
EU155334,1,82.064,1b,93.739,150-321,Yes,150;159;206;282;316;320;321
EU155335,1,82.290,1b,93.683,150-321,Yes,150;159;206;282;316;320;321
EU155336,1,81.613,1b,93.683,150-321,Yes,150;159;206;282;316;320;321
EU155337,1,82.064,1b,93.852,150-321,Yes,150;159;206;282;316;320;321
EU155338,1,98.026,1a,97.099,150-321,Yes,150;159;206;282;316;320;321
EU155339,1,96.390,1a,95.995,150-321,Yes,150;159;206;282;316;320;321
EU155340,1,96.898,1a,95.826,150-321,Yes,150;159;206;282;316;320;321
EU155341,1,94.924,1a,94.642,150-321,Yes,150;159;206;282;316;320;321
EU155342,1,96.785,1a,95.601,150-321,Yes,150;159;206;282;316;320;321
EU155343,1,98.421,1a,97.611,150-321,Yes,150;159;206;282;316;320;321
EU155344,1,97.970,1a,97.011,150-321,Yes,150;159;206;282;316;320;321
EU155345,1,93.288,1a,93.063,150-321,Yes,150;159;206;282;316;320;321
EU155346,1,94.021,1a,93.627,150-321,Yes,150;159;206;282;316;320;321
EU155347,1,93.796,1a,93.345,150-321,Yes,150;159;206;282;316;320;321
EU155348,1,93.796,1a,93.570,150-321,Yes,150;159;206;282;316;320;321
EU155349,1,94.473,1a,93.683,150-321,Yes,150;159;206;282;316;320;321
EU155351,1,94.473,1a,94.134,150-321,Yes,150;159;206;282;316;320;321
EU155352,1,94.078,1a,93.909,150-321,Yes,150;159;206;282;316;320;321
EU155353,1,94.357,1a,94.018,150-321,Yes,150;159;206;282;316;320;321
EU155354,1,97.180,1a,96.560,150-321,Yes,150;159;206;282;316;320;321
EU155355,1,93.909,1a,93.401,150-321,Yes,150;159;206;282;316;320;321
EU155356,1,82.187,1b,93.461,150-321,Yes,150;159;206;282;316;320;321
EU155357,1,82.131,1b,94.078,150-321,Yes,150;159;206;282;316;320;321
EU155358,1,82.393,1b,92.889,150-321,Yes,150;159;206;282;316;320;321
EU155359,1,82.403,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
EU155360,1,82.403,1b,93.175,150-321,Yes,150;159;206;282;316;320;321
EU155361,1,81.726,1b,92.329,150-321,Yes,150;159;206;282;316;320;321
EU155362,1,81.049,1b,92.499,150-321,Yes,150;159;206;282;316;320;321
EU155363,1,83.023,1b,93.457,150-321,Yes,150;159;206;282;316;320;321
EU155364,1,82.459,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
EU155365,1,82.346,1b,92.555,150-321,Yes,150;159;206;282;316;320;321
EU155366,1,82.393,1b,93.514,150-321,Yes,150;159;206;282;316;320;321
EU155367,1,81.726,1b,92.104,150-321,Yes,150;159;206;282;316;320;321
EU155368,1,82.064,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
EU155369,1,81.726,1b,93.401,150-321,Yes,150;159;206;282;316;320;321
EU155370,1,82.403,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
EU155371,1,82.403,1b,92.611,150-321,Yes,150;159;206;282;316;320;321
EU155372,1,82.121,1b,93.345,150-321,Yes,150;159;206;282;316;320;321
EU155373,1,81.546,1b,92.893,150-321,Yes,150;159;206;282;316;320;321
EU155374,1,82.469,1b,93.852,150-321,Yes,150;159;206;282;316;320;321
EU155375,1,82.316,1b,93.559,150-321,Yes,150;159;206;282;316;320;321
EU155376,1,82.628,1b,93.627,150-321,Yes,150;159;206;282;316;320;321
EU155377,1,81.726,1b,93.006,150-321,Yes,150;159;206;282;316;320;321
EU155378,1,96.219,1a,95.711,150-321,Yes,150;159;206;282;316;320;321
EU155380,1,95.037,1a,94.755,150-321,Yes,150;159;206;282;316;320;321
EU155381,1,82.177,1b,93.063,150-321,Yes,150;159;206;282;316;320;321
EU155382,1,81.500,1b,92.156,150-321,Yes,150;159;206;282;316;320;321
EU158186,6,75.414,6v,100.000,150-321,Yes,150;159;206;282;316;320;321
EU234061,1,82.459,1b,93.683,150-321,Yes,150;159;206;282;316;320;321
EU234062,1,82.290,1b,93.172,150-321,Yes,150;159;206;282;316;320;321
EU234063,1,95.883,1a,95.601,150-321,Yes,150;159;206;282;316;320;321
EU234064,1,95.770,1a,94.980,150-321,Yes,150;159;206;282;316;320;321
EU234065,1,98.534,1a,97.611,150-321,Yes,150;159;206;282;316;320;321
EU239713,1,94.924,1a,94.078,150-321,Yes,150;159;206;282;316;320;321
EU239714,1,81.275,1b,93.623,150-321,Yes,150;159;206;282;316;320;321
EU239715,1,97.744,1a,96.815,150-321,Yes,150;159;206;282;316;320;321
EU239716,1,96.388,1a,95.449,150-321,Yes,150;159;206;282;316;320;321
EU246930,6,79.425,6a,87.946,150-321,Yes,150;159;206;282;316;320;321
EU246931,6,76.295,6e,84.837,150-321,Yes,150;159;206;282;316;320;321
EU246932,6,75.155,6e,89.566,150-321,Yes,150;159;206;282;316;320;321
EU246933,6,75.506,6l,95.939,150-321,Yes,150;159;206;282;316;320;321
EU246934,6,75.679,6o,93.059,150-321,Yes,150;159;206;282;316;320;321
EU246935,6,74.068,6i,96.277,150-321,Yes,150;159;206;282;316;320;321
EU246936,6,75.648,6f,95.544,150-321,Yes,150;159;206;282;316;320;321
EU246938,6,75.268,6n,97.124,150-321,Yes,150;159;206;282;316;320;321
EU246939,6,74.279,6t,100.000,150-321,Yes,150;159;206;282;316;320;321
EU246940,6,77.014,6u,100.000,150-321,Yes,150;159;206;282;316;320;321
EU250017,1,96.954,1a,96.052,150-321,Yes,150;159;206;282;316;320;321
EU255927,1,94.247,1a,94.021,150-321,Yes,150;159;206;282;316;320;321
EU255928,1,93.457,1a,93.683,150-321,Yes,150;159;206;282;316;320;321
EU255929,1,94.134,1a,93.909,150-321,Yes,150;159;206;282;316;320;321
EU255930,1,93.288,1a,92.781,150-321,Yes,150;159;206;282;316;320;321
EU255931,1,97.349,1a,96.334,150-321,Yes,150;159;206;282;316;320;321
EU255932,1,97.124,1a,96.447,150-321,Yes,150;159;206;282;316;320;321
EU255933,1,94.924,1a,94.247,150-321,Yes,150;159;206;282;316;320;321
EU255934,1,95.713,1a,95.431,150-321,Yes,150;159;206;282;316;320;321
EU255935,1,96.842,1a,96.729,150-321,Yes,150;159;206;282;316;320;321
EU255936,1,96.503,1a,96.052,150-321,Yes,150;159;206;282;316;320;321
EU255937,1,94.191,1a,93.683,150-321,Yes,150;159;206;282;316;320;321
EU255938,1,97.124,1a,96.108,150-321,Yes,150;159;206;282;316;320;321
EU255939,1,94.811,1a,94.416,150-321,Yes,150;159;206;282;316;320;321
EU255940,1,96.108,1a,95.770,150-321,Yes,150;159;206;282;316;320;321
EU255941,1,96.390,1a,96.108,150-321,Yes,150;159;206;282;316;320;321
EU255942,1,97.011,1a,96.189,150-321,Yes,150;159;206;282;316;320;321
EU255943,1,94.134,1a,93.739,150-321,Yes,150;159;206;282;316;320;321
EU255944,1,94.642,1a,94.247,150-321,Yes,150;159;206;282;316;320;321
EU255945,1,94.416,1a,93.965,150-321,Yes,150;159;206;282;316;320;321
EU255946,1,93.627,1a,93.288,150-321,Yes,150;159;206;282;316;320;321
EU255947,1,94.134,1a,94.021,150-321,Yes,150;159;206;282;316;320;321
EU255948,1,93.965,1a,93.852,150-321,Yes,150;159;206;282;316;320;321
EU255949,1,94.021,1a,93.458,150-321,Yes,150;159;206;282;316;320;321
EU255950,1,93.457,1a,92.724,150-321,Yes,150;159;206;282;316;320;321
EU255951,1,94.865,1a,94.244,150-321,Yes,150;159;206;282;316;320;321
EU255952,1,93.852,1a,93.232,150-321,Yes,150;159;206;282;316;320;321
EU255953,1,95.937,1a,95.372,150-321,Yes,150;159;206;282;316;320;321
EU255954,1,94.191,1a,93.852,150-321,Yes,150;159;206;282;316;320;321
EU255955,1,93.739,1a,92.950,150-321,Yes,150;159;206;282;316;320;321
