Accession,ClosestGenotype,ClosestGenotypePident,ClosestGenotypeAlignedNT,ClosestSubtype,ClosestSubtypePident,ClosestSubtypeAlignedNT,ReferenceOverlapAA,FullyCover,CoveredRASPositions
MT259604,1,92.739,303,1a,91.419,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259605,1,93.399,303,1a,92.079,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259606,1,92.739,303,1a,91.419,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259607,1,93.729,303,1a,92.409,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259608,1,93.069,303,1a,91.749,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259609,1,94.059,303,1a,93.399,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259610,1,92.739,303,1a,91.419,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259611,1,93.729,303,1a,92.409,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259612,1,94.389,303,1a,93.069,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259613,1,92.739,303,1a,92.079,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259614,1,94.059,303,1a,93.399,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259615,1,92.739,303,1a,92.079,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259616,1,93.069,303,1a,91.749,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259617,1,96.040,303,1a,95.380,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259618,1,93.399,303,1a,92.079,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259619,1,92.409,303,1a,91.089,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259620,1,95.033,302,1a,93.709,302,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259621,1,94.389,303,1a,93.069,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259622,1,93.729,303,1a,92.409,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259623,1,93.709,302,1a,92.384,302,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259624,1,96.040,303,1a,95.380,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259625,1,93.069,303,1a,92.409,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259626,1,94.371,302,1a,93.046,302,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259627,1,93.069,303,1a,93.069,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259628,1,94.389,303,1a,93.069,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259629,1,94.389,303,1a,93.069,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259630,1,92.739,303,1a,92.739,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259631,1,95.380,303,1a,94.059,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259632,1,91.749,303,1a,90.429,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259633,1,94.389,303,1a,93.069,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259634,1,93.729,303,1a,92.409,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259635,1,92.409,303,1a,91.749,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259636,1,95.380,303,1a,94.719,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259637,1,94.719,303,1a,93.399,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259638,1,94.719,303,1a,94.059,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259639,1,94.862,253,1a,94.466,253,26-85,,26;28;29;30;31;32;38;58;62
MT259640,1,96.040,303,1a,95.380,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259641,1,93.729,303,1a,92.409,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259642,1,94.389,303,1a,93.069,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259643,1,91.749,303,1a,90.429,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259644,1,95.380,303,1a,94.059,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259645,1,93.377,302,1a,92.053,302,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259646,1,92.409,303,1a,92.409,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259647,1,95.710,303,1a,94.389,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259648,1,90.759,303,1a,90.099,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259649,1,92.409,303,1a,91.749,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259650,1,94.719,303,1a,94.059,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259651,1,94.389,303,1a,93.069,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259652,1,92.739,303,1a,91.419,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259653,1,93.069,303,1a,92.409,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259654,1,91.419,303,1a,90.099,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259655,1,94.389,303,1a,93.729,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259656,1,93.729,303,1a,92.409,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259657,1,93.069,303,1a,91.749,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259658,1,92.079,303,1a,91.419,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT259659,1,95.380,303,1a,94.719,303,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347782,3,88.194,288,3a,88.542,288,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347783,3,91.986,287,3a,90.244,287,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347784,3,92.014,288,3a,91.319,288,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347785,3,90.391,281,3a,88.889,288,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347786,3,93.031,287,3a,91.289,287,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347787,3,93.728,287,3a,90.941,287,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347788,3,92.388,289,3a,91.003,289,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347789,3,91.289,287,3a,88.502,287,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347790,3,93.031,287,3a,89.547,287,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347791,3,95.018,281,3a,91.228,285,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347792,3,93.559,295,3a,89.492,295,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347793,3,93.814,291,3a,90.378,291,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347794,3,93.380,287,3a,90.244,287,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347795,3,92.527,281,3a,90.036,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347796,3,92.364,275,3a,89.818,275,26-92,,26;28;29;30;31;32;38;58;62;92
MT347797,3,92.336,274,3a,89.706,272,26-92,,26;28;29;30;31;32;38;58;62;92
MT347798,3,92.832,279,3a,90.681,279,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347799,3,93.594,281,3a,91.103,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347800,3,93.262,282,3a,90.036,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347801,3,93.640,283,3a,90.391,281,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347802,3,93.310,284,3a,90.141,284,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT347803,3,93.310,284,3a,89.789,284,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603183,1,99.496,397,1a,97.985,397,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603184,1,99.743,389,1a,98.201,389,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603185,1,98.232,396,1a,96.717,396,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603186,1,94.330,388,1a,92.784,388,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603187,1,97.243,399,1a,95.739,399,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603188,1,100.000,389,1a,98.458,389,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603189,1,97.686,389,1a,96.144,389,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603190,1,97.656,384,1a,96.094,384,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603191,1,99.244,397,1a,98.237,397,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603192,1,98.237,397,1a,97.229,397,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603193,1,99.471,378,1a,97.884,378,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603194,1,96.977,397,1a,95.970,397,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603195,1,96.231,398,1a,94.724,398,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603196,1,99.748,397,1a,98.237,397,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603197,1,97.354,378,1a,95.767,378,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603198,1,98.237,397,1a,96.725,397,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603199,1,99.497,398,1a,97.990,398,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603200,1,98.489,397,1a,96.977,397,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603201,1,98.575,351,1a,97.436,351,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603202,1,98.990,396,1a,97.475,396,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603203,1,96.212,396,1a,94.697,396,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603204,1,96.241,399,1a,94.737,399,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603205,1,99.213,381,1a,97.638,381,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603206,1,99.246,398,1a,97.739,398,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603207,1,97.487,398,1a,96.482,398,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603208,1,99.485,388,1a,97.938,388,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603209,1,99.246,398,1a,97.739,398,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603210,1,98.688,381,1a,97.113,381,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603211,1,97.416,387,1a,95.866,387,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603212,1,98.744,398,1a,97.236,398,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603213,1,96.734,398,1a,95.226,398,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603214,1,78.667,600,1b,93.771,594,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603215,1,78.045,583,1b,96.913,583,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603216,1,77.627,590,1b,94.407,590,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603217,1,78.803,585,1b,95.369,583,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603218,3,94.523,566,3a,93.286,566,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603219,3,96.684,573,3a,92.321,573,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603220,3,96.929,521,3a,92.131,521,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603221,3,93.463,566,3a,91.873,566,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603222,3,95.669,508,3a,91.913,507,28-93,,28;29;30;31;32;38;58;62;92;93
MT603223,3,92.807,570,3a,90.685,569,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603224,3,94.434,521,3a,91.363,521,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603225,3,95.062,567,3a,92.226,566,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603226,3,94.764,573,3a,92.147,573,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603227,3,93.520,571,3a,91.228,570,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603228,3,96.842,475,3a,92.632,475,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603229,3,95.378,476,3a,93.697,476,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603230,3,95.833,456,3a,91.667,456,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603231,3,96.140,544,3a,93.934,544,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MT603232,3,93.684,475,3a,92.421,475,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON228289,5,89.177,1349,5a,90.454,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON228290,5,89.630,1350,5a,90.454,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON228291,5,87.649,1344,5a,88.576,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON228292,5,89.185,1350,5a,90.454,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
ON228293,5,88.419,1347,5a,90.723,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252764,3,73.626,455,3b,86.842,456,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252765,3,73.626,455,3b,86.842,456,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252766,3,72.088,455,3b,87.333,450,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252767,3,74.388,449,3b,87.333,450,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252768,1,95.070,426,1a,94.131,426,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252769,5,71.381,601,5a,71.973,603,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252770,5,70.413,605,5a,70.549,601,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252771,5,71.642,603,5a,71.429,602,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252772,3,73.594,409,3b,86.765,408,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252773,5,71.310,603,5a,71.570,605,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252774,6,70.511,607,6n,95.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252775,5,72.546,601,5a,72.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252776,5,72.379,601,5a,72.167,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252777,3,73.469,441,3b,85.941,441,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252778,3,73.497,449,3b,87.939,456,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252779,6,70.181,607,6n,96.333,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252780,5,71.303,568,5a,72.105,570,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252781,3,71.991,432,3b,86.353,447,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252782,5,71.476,603,5a,71.927,602,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252783,3,72.527,455,3b,88.158,456,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252784,5,71.880,601,5a,72.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252785,3,72.979,433,3b,88.356,438,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252786,6,70.675,607,6n,95.500,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252787,3,71.220,410,3b,86.247,429,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252788,6,70.195,614,6v,94.118,612,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252789,4,70.957,606,4v,71.569,612,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252790,5,72.438,566,5a,71.681,565,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252791,1,92.143,420,1a,91.667,420,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252792,3,71.129,381,3b,84.673,398,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252793,3,71.801,422,3b,85.579,423,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252794,3,73.602,447,3b,87.528,441,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252795,1,95.714,420,1a,94.762,420,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252796,1,92.966,327,1a,91.743,327,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252797,4,69.917,605,4d,71.192,604,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252798,5,70.337,563,5a,70.304,559,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252799,6,69.829,527,6n,96.057,558,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252800,6,71.280,289,6n,96.875,288,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252801,6,70.675,607,6n,95.667,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252802,6,70.016,607,6n,96.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252803,5,71.681,565,5a,71.454,564,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252804,5,72.114,563,5a,71.698,583,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252805,3,73.187,455,3b,84.649,456,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252806,3,91.939,459,3a,91.398,465,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252807,5,72.340,564,5a,72.469,563,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252808,5,72.054,594,5a,72.148,596,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252809,5,72.509,582,5a,72.089,584,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252810,4,71.287,606,4d,72.924,602,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252811,6,69.917,605,6n,97.000,600,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252812,5,72.546,601,5a,72.305,603,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252813,3,93.571,420,3a,91.905,420,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252814,5,71.886,594,5a,72.148,596,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252815,5,72.569,576,5a,72.696,575,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252816,3,92.143,420,3a,92.619,420,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252817,3,74.545,275,3b,85.366,287,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252818,3,92.644,435,3a,91.724,435,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252819,5,72.379,601,5a,72.562,605,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252820,1,93.734,399,1a,92.982,399,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252821,3,90.693,462,3a,90.929,463,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252822,6,72.542,295,6xa,97.279,294,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252823,5,72.085,566,5a,72.535,568,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK252824,3,73.304,457,3b,89.333,450,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327981,6,70.878,1116,6g,76.935,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327982,6,69.684,917,6g,80.696,575,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327983,6,69.310,971,6g,74.408,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327984,6,70.874,1133,6g,80.476,630,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327985,6,71.640,1012,6g,77.129,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327986,6,75.778,1350,6a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327987,6,69.811,1113,6q,75.728,618,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327988,5,70.837,1015,5b,70.840,631,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327989,6,70.304,1347,6xh,83.228,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327990,6,71.233,1095,6w,72.178,629,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327991,6,71.442,1075,6w,73.927,629,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327992,6,71.720,1128,6g,80.263,608,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327993,6,72.970,1084,6xa,73.291,629,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327995,5,70.655,702,5a,70.032,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327996,6,69.407,1350,6xh,83.570,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327997,6,70.479,1128,6g,78.095,630,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327998,5,69.374,1071,5a,71.835,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK327999,6,72.035,1037,6q,75.394,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328000,6,71.115,1094,6g,80.472,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328001,6,71.638,1093,6w,72.468,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328002,6,69.338,1360,6xh,83.360,631,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328003,6,70.082,1347,6xh,83.386,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328004,6,71.821,582,6xj,72.213,583,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328005,6,72.106,1097,6g,80.738,623,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328006,6,69.157,1352,6xh,84.968,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328007,6,69.813,1123,6q,75.475,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328008,6,67.768,999,6g,75.513,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328009,6,71.692,975,6q,76.850,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328010,6,70.007,1347,6xh,83.070,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328012,6,71.001,1369,6b,74.290,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328013,6,71.454,1128,6g,81.015,611,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328014,6,72.507,1033,6g,78.041,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328015,6,73.770,976,6g,80.640,625,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328016,6,71.615,613,6g,79.630,540,32-93,,32;38;58;62;92;93
MK328017,6,71.850,881,6g,78.637,543,32-93,,32;38;58;62;92;93
MK328018,6,73.252,987,6g,76.108,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328019,6,71.277,1128,6g,79.107,627,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328020,6,71.339,1120,6g,75.633,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328021,6,72.172,1096,6w,73.609,629,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328022,6,69.399,1098,6g,80.317,630,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328023,6,71.310,1084,6xe,74.448,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328024,6,70.411,1095,6g,77.567,633,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328025,6,70.000,340,6xg,74.780,341,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK328026,6,73.300,1015,6g,76.741,632,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK548362,1,92.783,1344,1a,93.114,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK548363,1,92.411,1344,1a,94.479,634,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK548364,1,91.071,1344,1a,92.801,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK548365,1,93.378,1344,1a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK548366,1,91.815,1344,1a,93.271,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK548367,1,91.295,1344,1a,92.488,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK548368,1,93.155,1344,1a,94.210,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK548369,1,92.107,1343,1a,92.790,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612000,1,93.750,1344,1a,93.740,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612003,1,96.726,1344,1a,96.714,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612006,3,93.584,1356,3a,92.175,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612009,1,91.815,1344,1a,92.645,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612012,3,92.625,1356,3a,92.958,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612015,1,92.188,1344,1a,92.320,638,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612018,3,93.142,1356,3a,92.801,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612021,2,89.700,1398,2a,90.866,635,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612024,3,92.920,1356,3a,94.366,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612027,3,93.432,1355,3a,91.862,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612030,1,94.568,1344,1a,94.366,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612033,3,93.215,1356,3a,94.053,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612036,3,92.920,1356,3a,93.114,639,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK612039,4,88.024,1336,4a,88.679,636,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK799639,4,76.173,1343,4n,91.574,629,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK814770,4,81.585,429,4d,92.991,428,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK814771,4,88.889,432,4c,91.400,407,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK816407,1,77.568,584,1b,91.610,584,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK816408,3,92.427,581,3a,91.081,583,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
MK816409,1,78.313,581,1b,92.586,580,26-93,Yes,26;28;29;30;31;32;38;58;62;92;93
