Gene,Accession,CometSubtype,BlastPerGeneSubtype,CompareCondition
NS5A,HM349378,1a,,Comet_vs_PerGene
NS5A,HM349379,1a,,Comet_vs_PerGene
NS5A,HM349380,1a,,Comet_vs_PerGene
NS5A,HM349381,1a,,Comet_vs_PerGene
NS5A,HM349382,1a,,Comet_vs_PerGene
NS5A,HM349383,1a,,Comet_vs_PerGene
NS5A,HM349384,1a,,Comet_vs_PerGene
NS5A,HM349385,1a,,Comet_vs_PerGene
NS5A,HM349386,1a,,Comet_vs_PerGene
NS5A,HM349387,1a,,Comet_vs_PerGene
NS5A,HM349388,1a,,Comet_vs_PerGene
NS5A,HM349389,1a,,Comet_vs_PerGene
NS5A,HM349390,1a,,Comet_vs_PerGene
NS5A,HM349391,1a,,Comet_vs_PerGene
NS5A,HM349392,1a,,Comet_vs_PerGene
NS5A,HM349393,1a,,Comet_vs_PerGene
NS5A,HM349394,1a,,Comet_vs_PerGene
NS5A,HM349395,1a,,Comet_vs_PerGene
NS5A,HM349396,1a,,Comet_vs_PerGene
NS5A,HM349397,1a,,Comet_vs_PerGene
NS5A,HM349398,1a,,Comet_vs_PerGene
NS5A,HM349399,1a,,Comet_vs_PerGene
NS5A,HM349400,1a,,Comet_vs_PerGene
NS5A,HM349401,1a,,Comet_vs_PerGene
NS5A,HM349402,1a,,Comet_vs_PerGene
NS5A,HM349403,1a,,Comet_vs_PerGene
NS5A,HM349404,1a,,Comet_vs_PerGene
NS5A,HM349405,1a,,Comet_vs_PerGene
NS5A,HM349406,1a,,Comet_vs_PerGene
NS5A,HM349407,1a,,Comet_vs_PerGene
NS5A,HM349408,1a,,Comet_vs_PerGene
NS5A,HM349409,1a,,Comet_vs_PerGene
NS5A,HM349410,1a,,Comet_vs_PerGene
NS5A,HM349411,1a,,Comet_vs_PerGene
NS5A,HM349412,1a,,Comet_vs_PerGene
NS5A,HM349413,1a,,Comet_vs_PerGene
NS5A,HM349414,1a,,Comet_vs_PerGene
NS5A,HM349415,1a,,Comet_vs_PerGene
NS5A,HM349416,1a,,Comet_vs_PerGene
NS5A,HM349417,1a,,Comet_vs_PerGene
NS5A,HM349418,1a,,Comet_vs_PerGene
NS5A,HM349419,1a,,Comet_vs_PerGene
NS5A,HM349420,1a,,Comet_vs_PerGene
NS5A,HM349421,1a,,Comet_vs_PerGene
NS5A,HM349422,1a,,Comet_vs_PerGene
NS5A,HM349423,1a,,Comet_vs_PerGene
NS5A,HM349424,1a,,Comet_vs_PerGene
NS5A,HM349425,1a,,Comet_vs_PerGene
NS5A,HM349426,1a,,Comet_vs_PerGene
NS5A,HM349427,1a,,Comet_vs_PerGene
NS5A,HM349428,1a,,Comet_vs_PerGene
NS5A,HM349429,1a,,Comet_vs_PerGene
NS5A,HM349430,1a,,Comet_vs_PerGene
NS5A,HM349431,1a,,Comet_vs_PerGene
NS5A,HM349432,1a,,Comet_vs_PerGene
NS5A,HM349433,1a,,Comet_vs_PerGene
NS5A,HM349434,1a,,Comet_vs_PerGene
NS5A,HM349435,1a,,Comet_vs_PerGene
NS5A,HM349436,1a,,Comet_vs_PerGene
NS5A,HM349437,1a,,Comet_vs_PerGene
NS5A,HM349438,1a,,Comet_vs_PerGene
NS5A,HM349439,1a,,Comet_vs_PerGene
NS5A,HM349440,1a,,Comet_vs_PerGene
NS5A,HM349441,1a,,Comet_vs_PerGene
NS5A,HM349442,1a,,Comet_vs_PerGene
NS5A,HM349443,1a,,Comet_vs_PerGene
NS5A,HM349444,1a,,Comet_vs_PerGene
NS5A,HM349445,1a,,Comet_vs_PerGene
NS5A,HM349446,1a,,Comet_vs_PerGene
NS5A,HM349447,1a,,Comet_vs_PerGene
NS5A,HM349448,1a,,Comet_vs_PerGene
NS5A,HM349449,1a,,Comet_vs_PerGene
NS5A,HM349450,1a,,Comet_vs_PerGene
NS5A,HM349451,1a,,Comet_vs_PerGene
NS5A,HM349452,1a,,Comet_vs_PerGene
NS5A,HM349453,1a,,Comet_vs_PerGene
NS5A,HM349454,1a,,Comet_vs_PerGene
NS5A,HM349455,1a,,Comet_vs_PerGene
NS5A,HM349456,1a,,Comet_vs_PerGene
NS5A,HM349457,1a,,Comet_vs_PerGene
NS5A,HM349458,1a,,Comet_vs_PerGene
NS5A,HM349459,1a,,Comet_vs_PerGene
NS5A,HM349460,1a,,Comet_vs_PerGene
NS5A,HM349461,1a,,Comet_vs_PerGene
NS5A,HM349462,1a,,Comet_vs_PerGene
NS5A,HM349463,1a,,Comet_vs_PerGene
NS5A,HM349464,1a,,Comet_vs_PerGene
NS5A,HM349465,1a,,Comet_vs_PerGene
NS5A,HM349466,1a,,Comet_vs_PerGene
NS5A,HM349467,1a,,Comet_vs_PerGene
NS5A,HM349468,1a,,Comet_vs_PerGene
NS5A,HM349469,1a,,Comet_vs_PerGene
NS5A,HM349470,1a,,Comet_vs_PerGene
NS5A,HM349471,1a,,Comet_vs_PerGene
NS5A,HM349472,1a,,Comet_vs_PerGene
NS5A,HM349473,1a,,Comet_vs_PerGene
NS5A,HM349474,1a,,Comet_vs_PerGene
NS5A,HM349475,1a,,Comet_vs_PerGene
NS5A,HM349476,1a,,Comet_vs_PerGene
NS5A,HM349477,1a,,Comet_vs_PerGene
NS5A,HM349478,1a,,Comet_vs_PerGene
NS5A,HM349479,1a,,Comet_vs_PerGene
NS5A,HM349480,1a,,Comet_vs_PerGene
NS5A,HM349481,1a,,Comet_vs_PerGene
NS5A,HM349482,1a,,Comet_vs_PerGene
NS5A,HM349483,1a,,Comet_vs_PerGene
NS5A,HM349484,1a,,Comet_vs_PerGene
NS5A,HM349485,1a,,Comet_vs_PerGene
NS5A,HM349486,1a,,Comet_vs_PerGene
NS5A,HM349487,1a,,Comet_vs_PerGene
NS5A,HM349488,1a,,Comet_vs_PerGene
NS5A,HM349489,1a,,Comet_vs_PerGene
NS5A,HM349490,1a,,Comet_vs_PerGene
NS5A,HM349491,1a,,Comet_vs_PerGene
NS5A,HM349492,1a,,Comet_vs_PerGene
NS5A,HM349493,1a,,Comet_vs_PerGene
NS5A,HM349494,1a,,Comet_vs_PerGene
NS5A,HM349495,1a,,Comet_vs_PerGene
NS5A,HM349496,1a,,Comet_vs_PerGene
NS5A,HM349497,1a,,Comet_vs_PerGene
NS5A,HM349498,1a,,Comet_vs_PerGene
NS5A,HM349499,1a,,Comet_vs_PerGene
NS5A,HM349500,1a,,Comet_vs_PerGene
NS5A,HM349501,1a,,Comet_vs_PerGene
NS5A,HM349502,1a,,Comet_vs_PerGene
NS5A,HM349503,1a,,Comet_vs_PerGene
NS5A,HM349504,1a,,Comet_vs_PerGene
NS5A,HM349505,1a,,Comet_vs_PerGene
NS5A,HM349506,1a,,Comet_vs_PerGene
NS5A,HM349507,1a,,Comet_vs_PerGene
NS5A,HM349508,1a,,Comet_vs_PerGene
NS5A,HM349509,1a,,Comet_vs_PerGene
NS5A,HM349510,1a,,Comet_vs_PerGene
NS5A,HM349511,1a,,Comet_vs_PerGene
NS5A,HM349512,1a,,Comet_vs_PerGene
NS5A,HM349513,1a,,Comet_vs_PerGene
NS5A,HM349514,1a,,Comet_vs_PerGene
NS5A,HM349515,1a,,Comet_vs_PerGene
NS5A,HM349516,1a,,Comet_vs_PerGene
NS5A,HM349517,1a,,Comet_vs_PerGene
NS5A,HM349518,1a,,Comet_vs_PerGene
NS5A,HM349519,1a,,Comet_vs_PerGene
NS5A,HM349520,1a,,Comet_vs_PerGene
NS5A,HM349521,1a,,Comet_vs_PerGene
NS5A,HM349522,1a,,Comet_vs_PerGene
NS5A,HM349523,1a,,Comet_vs_PerGene
NS5A,HM349524,1a,,Comet_vs_PerGene
NS5A,HM349525,1a,,Comet_vs_PerGene
NS5A,HM349526,1a,,Comet_vs_PerGene
NS5A,HM349527,1a,,Comet_vs_PerGene
NS5A,HM349528,1a,,Comet_vs_PerGene
NS5A,HM349529,1a,,Comet_vs_PerGene
NS5A,HM349530,1a,,Comet_vs_PerGene
NS5A,HM349531,1a,,Comet_vs_PerGene
NS5A,HM349532,1a,,Comet_vs_PerGene
NS5A,HM349533,1a,,Comet_vs_PerGene
NS5A,HM349534,1a,,Comet_vs_PerGene
NS5A,HM349535,1a,,Comet_vs_PerGene
NS5A,HM349536,1a,,Comet_vs_PerGene
NS5A,HM349537,1a,,Comet_vs_PerGene
NS5A,HM349538,1a,,Comet_vs_PerGene
NS5A,HM349539,1a,,Comet_vs_PerGene
NS5A,HM349540,1a,,Comet_vs_PerGene
NS5A,HM349541,1a,,Comet_vs_PerGene
NS5A,HM349542,1a,,Comet_vs_PerGene
NS5A,HM349543,1a,,Comet_vs_PerGene
NS5A,HM349544,1a,,Comet_vs_PerGene
NS5A,HM349545,1a,,Comet_vs_PerGene
NS5A,HM349546,1a,,Comet_vs_PerGene
NS5A,HM349547,1a,,Comet_vs_PerGene
NS5A,HM349548,1a,,Comet_vs_PerGene
NS5A,HM349549,1a,,Comet_vs_PerGene
NS5A,HM349550,1a,,Comet_vs_PerGene
NS5A,HM349551,1a,,Comet_vs_PerGene
NS5A,HM349552,1a,,Comet_vs_PerGene
NS5A,HM349553,1a,,Comet_vs_PerGene
NS5A,HM349554,1a,,Comet_vs_PerGene
NS5A,HM349555,1a,,Comet_vs_PerGene
NS5A,HM349556,1a,,Comet_vs_PerGene
NS5A,HM349557,1a,,Comet_vs_PerGene
NS5A,HM349558,1a,,Comet_vs_PerGene
NS5A,HM349559,1a,,Comet_vs_PerGene
NS5A,HM349560,1a,,Comet_vs_PerGene
NS5A,HM349561,1a,,Comet_vs_PerGene
NS5A,HM349562,1a,,Comet_vs_PerGene
NS5A,HM349563,1a,,Comet_vs_PerGene
NS5A,HM349564,1a,,Comet_vs_PerGene
NS5A,HM349565,1a,,Comet_vs_PerGene
NS5A,HM349566,1a,,Comet_vs_PerGene
NS5A,HM349567,1a,,Comet_vs_PerGene
NS5A,HM349568,1a,,Comet_vs_PerGene
NS5A,HM349569,1a,,Comet_vs_PerGene
NS5A,HM349570,1a,,Comet_vs_PerGene
NS5A,HM349571,1a,,Comet_vs_PerGene
NS5A,HM349572,1a,,Comet_vs_PerGene
NS5A,HM349573,1a,,Comet_vs_PerGene
NS5A,HM349574,1a,,Comet_vs_PerGene
NS5A,HM349575,1a,,Comet_vs_PerGene
NS5A,HM349576,1a,,Comet_vs_PerGene
NS5A,HM349577,1a,,Comet_vs_PerGene
NS5A,HM349578,1a,,Comet_vs_PerGene
NS5A,HM349579,1a,,Comet_vs_PerGene
NS5A,HM349580,1a,,Comet_vs_PerGene
NS5A,HM349581,1a,,Comet_vs_PerGene
NS5A,HM349582,1a,,Comet_vs_PerGene
NS5A,HM349583,1a,,Comet_vs_PerGene
NS5A,HM349584,1a,,Comet_vs_PerGene
NS5A,HM349585,1a,,Comet_vs_PerGene
NS5A,HM349586,1a,,Comet_vs_PerGene
NS5A,HM349587,1a,,Comet_vs_PerGene
NS5A,HM349588,1a,,Comet_vs_PerGene
NS5A,HM349589,1a,,Comet_vs_PerGene
NS5A,HM349590,1a,,Comet_vs_PerGene
NS5A,HM349591,1a,,Comet_vs_PerGene
NS5A,HM349592,1a,,Comet_vs_PerGene
NS5A,HM349593,1a,,Comet_vs_PerGene
NS5A,HM349594,1a,,Comet_vs_PerGene
NS5A,HM349595,1a,,Comet_vs_PerGene
NS5A,HM349596,1a,,Comet_vs_PerGene
NS5A,HM349597,1a,,Comet_vs_PerGene
NS5A,HM349598,1a,,Comet_vs_PerGene
NS5A,HM349599,1a,,Comet_vs_PerGene
NS5A,HM349600,1a,,Comet_vs_PerGene
NS5A,HM349601,1a,,Comet_vs_PerGene
NS5A,HM349602,1a,,Comet_vs_PerGene
NS5A,HM349603,1a,,Comet_vs_PerGene
NS5A,HM349604,1a,,Comet_vs_PerGene
NS5A,HM349605,1a,,Comet_vs_PerGene
NS5A,HM349606,1a,,Comet_vs_PerGene
NS5A,HM349607,1a,,Comet_vs_PerGene
NS5A,HM349608,1a,,Comet_vs_PerGene
NS5A,HM349609,1a,,Comet_vs_PerGene
NS5A,HM349610,1a,,Comet_vs_PerGene
NS5A,HM349611,1a,,Comet_vs_PerGene
NS5A,HM349612,1a,,Comet_vs_PerGene
NS5A,HM349613,1a,,Comet_vs_PerGene
NS5A,HM349614,1a,,Comet_vs_PerGene
NS5A,HM349615,1a,,Comet_vs_PerGene
NS5A,HM349616,1a,,Comet_vs_PerGene
NS5A,HM349617,1a,,Comet_vs_PerGene
NS5A,HM349618,1a,,Comet_vs_PerGene
NS5A,HM349619,1a,,Comet_vs_PerGene
NS5A,HM349620,1a,,Comet_vs_PerGene
NS5A,HM349621,1a,,Comet_vs_PerGene
NS5A,HM349622,1a,,Comet_vs_PerGene
NS5A,HM349623,1a,,Comet_vs_PerGene
NS5A,HM349624,1a,,Comet_vs_PerGene
NS5A,HM349625,1a,,Comet_vs_PerGene
NS5A,HM349626,1a,,Comet_vs_PerGene
NS5A,HM349627,1a,,Comet_vs_PerGene
NS5A,HM349628,1a,,Comet_vs_PerGene
NS5A,HM349629,1a,,Comet_vs_PerGene
NS5A,HM349630,1a,,Comet_vs_PerGene
NS5A,HM349631,1a,,Comet_vs_PerGene
NS5A,HM349632,1a,,Comet_vs_PerGene
NS5A,HM349633,1a,,Comet_vs_PerGene
NS5A,HM349634,1a,,Comet_vs_PerGene
NS5A,HM349635,1a,,Comet_vs_PerGene
NS5A,HM349636,1a,,Comet_vs_PerGene
NS5A,HM349637,1a,,Comet_vs_PerGene
NS5A,HM349638,1a,,Comet_vs_PerGene
NS5A,HM349639,1a,,Comet_vs_PerGene
NS5A,HM349640,1a,,Comet_vs_PerGene
NS5A,HM349641,1a,,Comet_vs_PerGene
NS5A,HM349642,1a,,Comet_vs_PerGene
NS5A,HM349643,1a,,Comet_vs_PerGene
NS5A,HM349644,1a,,Comet_vs_PerGene
NS5A,HM349645,1a,,Comet_vs_PerGene
NS5A,HM349646,1a,,Comet_vs_PerGene
NS5A,HM349647,1a,,Comet_vs_PerGene
NS5A,HM349648,1a,,Comet_vs_PerGene
NS5A,HM349649,1a,,Comet_vs_PerGene
NS5A,HM349650,1a,,Comet_vs_PerGene
NS5A,HM349651,1a,,Comet_vs_PerGene
NS5A,HM349652,1a,,Comet_vs_PerGene
NS5A,HM349653,1a,,Comet_vs_PerGene
NS5A,HM349654,1a,,Comet_vs_PerGene
NS5A,HM349655,1a,,Comet_vs_PerGene
NS5A,HM349656,1a,,Comet_vs_PerGene
NS5A,HM349657,1a,,Comet_vs_PerGene
NS5A,HM349658,1a,,Comet_vs_PerGene
NS5A,HM349659,1a,,Comet_vs_PerGene
NS5A,HM349660,1a,,Comet_vs_PerGene
NS5A,HM349661,1a,,Comet_vs_PerGene
NS5A,HM349662,1a,,Comet_vs_PerGene
NS5A,HM349663,1a,,Comet_vs_PerGene
NS5A,HM349664,1a,,Comet_vs_PerGene
NS5A,HM349665,1a,,Comet_vs_PerGene
NS5A,HM349666,1a,,Comet_vs_PerGene
NS5A,HM349667,1a,,Comet_vs_PerGene
NS5A,HM349668,1a,,Comet_vs_PerGene
NS5A,HM349669,1a,,Comet_vs_PerGene
NS5A,HM349670,1a,,Comet_vs_PerGene
NS5A,HM349671,1a,,Comet_vs_PerGene
NS5A,HM349672,1a,,Comet_vs_PerGene
NS5A,HM349673,1a,,Comet_vs_PerGene
NS5A,HM349674,1a,,Comet_vs_PerGene
NS5A,HM349675,1a,,Comet_vs_PerGene
NS5A,HM349676,1a,,Comet_vs_PerGene
NS5A,HM349677,1a,,Comet_vs_PerGene
NS5A,HM349678,1a,,Comet_vs_PerGene
NS5A,HM349679,1a,,Comet_vs_PerGene
NS5A,HM349680,1a,,Comet_vs_PerGene
NS5A,HM349681,1a,,Comet_vs_PerGene
NS5A,HM349682,1a,,Comet_vs_PerGene
NS5A,HM349683,1a,,Comet_vs_PerGene
NS5A,HM349684,1a,,Comet_vs_PerGene
NS5A,HM349685,1a,,Comet_vs_PerGene
NS5A,HM349686,1a,,Comet_vs_PerGene
NS5A,HM349687,1a,,Comet_vs_PerGene
NS5A,HM349688,1a,,Comet_vs_PerGene
NS5A,HM349689,1a,,Comet_vs_PerGene
NS5A,HM349690,1a,,Comet_vs_PerGene
NS5A,HM349691,1a,,Comet_vs_PerGene
NS5A,HM349692,1a,,Comet_vs_PerGene
NS5A,HM349693,1a,,Comet_vs_PerGene
NS5A,HM349694,1a,,Comet_vs_PerGene
NS5A,HM349695,1a,,Comet_vs_PerGene
NS5A,HM349696,1a,,Comet_vs_PerGene
NS5A,HM349697,1a,,Comet_vs_PerGene
NS5A,HM349698,1a,,Comet_vs_PerGene
NS5A,HM349699,1a,,Comet_vs_PerGene
NS5A,HM349700,1a,,Comet_vs_PerGene
NS5A,HM349701,1a,,Comet_vs_PerGene
NS5A,HM349702,1a,,Comet_vs_PerGene
NS5A,HM349703,1a,,Comet_vs_PerGene
NS5A,HM349704,1a,,Comet_vs_PerGene
NS5A,HM349705,1a,,Comet_vs_PerGene
NS5A,HM349706,1a,,Comet_vs_PerGene
NS5A,HM349707,1a,,Comet_vs_PerGene
NS5A,HM349708,1a,,Comet_vs_PerGene
NS5A,HM349709,1a,,Comet_vs_PerGene
NS5A,HM349710,1a,,Comet_vs_PerGene
NS5A,HM349711,1a,,Comet_vs_PerGene
NS5A,HM349712,1a,,Comet_vs_PerGene
NS5A,HM349713,1a,,Comet_vs_PerGene
NS5A,HM349714,1a,,Comet_vs_PerGene
NS5A,HM349715,1a,,Comet_vs_PerGene
NS5A,HM349716,1a,,Comet_vs_PerGene
NS5A,HM349717,1a,,Comet_vs_PerGene
NS5A,HM349718,1a,,Comet_vs_PerGene
NS5A,HM349719,1a,,Comet_vs_PerGene
NS5A,HM349720,1a,,Comet_vs_PerGene
NS5A,HM349721,1a,,Comet_vs_PerGene
NS5A,HM349722,1a,,Comet_vs_PerGene
NS5A,HM349723,1a,,Comet_vs_PerGene
NS5A,HM349724,1a,,Comet_vs_PerGene
NS5A,HM349725,1a,,Comet_vs_PerGene
NS5A,HM349726,1a,,Comet_vs_PerGene
NS5A,HM349727,1a,,Comet_vs_PerGene
NS5A,HM349728,1a,,Comet_vs_PerGene
NS5A,HM349729,1a,,Comet_vs_PerGene
NS5A,HM349730,1a,,Comet_vs_PerGene
NS5A,HM349731,1a,,Comet_vs_PerGene
NS5A,HM349732,1a,,Comet_vs_PerGene
NS5A,HM349733,1a,,Comet_vs_PerGene
NS5A,HM349734,1a,,Comet_vs_PerGene
NS5A,HM349735,1a,,Comet_vs_PerGene
NS5A,HM349736,1a,,Comet_vs_PerGene
NS5A,HM349737,1a,,Comet_vs_PerGene
NS5A,HM349738,1a,,Comet_vs_PerGene
NS5A,HM349739,1a,,Comet_vs_PerGene
NS5A,HM349740,1a,,Comet_vs_PerGene
NS5A,HM349741,1a,,Comet_vs_PerGene
NS5A,HM349742,1a,,Comet_vs_PerGene
NS5A,HM349743,1a,,Comet_vs_PerGene
NS5A,HM349744,1a,,Comet_vs_PerGene
NS5A,HM349745,1a,,Comet_vs_PerGene
NS5A,HM349746,1a,,Comet_vs_PerGene
NS5A,HM349747,1a,,Comet_vs_PerGene
NS5A,HM349748,1a,,Comet_vs_PerGene
NS5A,HM349749,1a,,Comet_vs_PerGene
NS5A,HM349750,1a,,Comet_vs_PerGene
NS5A,HM349751,1a,,Comet_vs_PerGene
NS5A,HM349752,1a,,Comet_vs_PerGene
NS5A,HM349753,1a,,Comet_vs_PerGene
NS5A,HM349754,1a,,Comet_vs_PerGene
NS5A,HM349755,1a,,Comet_vs_PerGene
NS5A,HM349756,1a,,Comet_vs_PerGene
NS5A,HM349757,1a,,Comet_vs_PerGene
NS5A,HM349758,1a,,Comet_vs_PerGene
NS5A,HM349759,1a,,Comet_vs_PerGene
NS5A,HM349760,1a,,Comet_vs_PerGene
NS5A,HM349761,1a,,Comet_vs_PerGene
NS5A,HM349762,1a,,Comet_vs_PerGene
NS5A,HM349763,1a,,Comet_vs_PerGene
NS5A,HM349764,1a,,Comet_vs_PerGene
NS5A,HM349765,1a,,Comet_vs_PerGene
NS5A,HM349766,1a,,Comet_vs_PerGene
NS5A,HM349767,1a,,Comet_vs_PerGene
NS5A,HM349768,1a,,Comet_vs_PerGene
NS5A,HM349769,1a,,Comet_vs_PerGene
NS5A,HM349770,1a,,Comet_vs_PerGene
NS5A,HM349771,1a,,Comet_vs_PerGene
NS5A,HM349772,1a,,Comet_vs_PerGene
NS5A,HM349773,1a,,Comet_vs_PerGene
NS5A,HM349774,1a,,Comet_vs_PerGene
NS5A,HM349775,1a,,Comet_vs_PerGene
NS5A,HM349776,1a,,Comet_vs_PerGene
NS5A,HM349777,1a,,Comet_vs_PerGene
NS5A,HM349778,1a,,Comet_vs_PerGene
NS5A,HM349779,1a,,Comet_vs_PerGene
NS5A,HM349780,1a,,Comet_vs_PerGene
NS5A,HM349781,1a,,Comet_vs_PerGene
NS5A,HM349782,1a,,Comet_vs_PerGene
NS5A,HM349783,1a,,Comet_vs_PerGene
NS5A,HM349784,1a,,Comet_vs_PerGene
NS5A,HM349785,1a,,Comet_vs_PerGene
NS5A,HM349786,1a,,Comet_vs_PerGene
NS5A,HM349787,1a,,Comet_vs_PerGene
NS5A,HM349788,1a,,Comet_vs_PerGene
NS5A,HM349789,1a,,Comet_vs_PerGene
NS5A,HM349790,1a,,Comet_vs_PerGene
NS5A,HM349791,1a,,Comet_vs_PerGene
NS5A,HM349792,1a,,Comet_vs_PerGene
NS5A,HM349793,1a,,Comet_vs_PerGene
NS5A,HM349794,1a,,Comet_vs_PerGene
NS5A,HM349795,1a,,Comet_vs_PerGene
NS5A,HM349796,1a,,Comet_vs_PerGene
NS5A,HM349797,1a,,Comet_vs_PerGene
NS5A,HM349798,1a,,Comet_vs_PerGene
NS5A,HM349799,1a,,Comet_vs_PerGene
NS5A,HM349800,1a,,Comet_vs_PerGene
NS5A,HM349801,1a,,Comet_vs_PerGene
NS5A,HM349802,1a,,Comet_vs_PerGene
NS5A,HM349803,1a,,Comet_vs_PerGene
NS5A,HM349804,1a,,Comet_vs_PerGene
NS5A,HM349805,1a,,Comet_vs_PerGene
NS5A,HM349806,1a,,Comet_vs_PerGene
NS5A,HM349807,1a,,Comet_vs_PerGene
NS5A,HM349808,1a,,Comet_vs_PerGene
NS5A,HM349809,1a,,Comet_vs_PerGene
NS5A,HM349810,1a,,Comet_vs_PerGene
NS5A,HM349811,1a,,Comet_vs_PerGene
NS5A,HM349812,1a,,Comet_vs_PerGene
NS5A,HM349813,1a,,Comet_vs_PerGene
NS5A,HM349814,1a,,Comet_vs_PerGene
NS5A,HM349815,1a,,Comet_vs_PerGene
NS5A,HM349816,1a,,Comet_vs_PerGene
NS5A,HM349817,1a,,Comet_vs_PerGene
NS5A,HM349818,1a,,Comet_vs_PerGene
NS5A,HM349819,1a,,Comet_vs_PerGene
NS5A,HM349820,1a,,Comet_vs_PerGene
NS5A,HM349821,1a,,Comet_vs_PerGene
NS5A,HM349822,1a,,Comet_vs_PerGene
NS5A,HM349823,1a,,Comet_vs_PerGene
NS5A,HM349824,1a,,Comet_vs_PerGene
NS5A,HM349825,1a,,Comet_vs_PerGene
NS5A,HM349826,1a,,Comet_vs_PerGene
NS5A,HM349827,1a,,Comet_vs_PerGene
NS5A,HM349828,1a,,Comet_vs_PerGene
NS5A,HM349829,1a,,Comet_vs_PerGene
NS5A,HM349830,1a,,Comet_vs_PerGene
NS5A,HM349831,1a,,Comet_vs_PerGene
NS5A,HM349832,1a,,Comet_vs_PerGene
NS5A,HM349833,1a,,Comet_vs_PerGene
NS5A,HM349834,1a,,Comet_vs_PerGene
NS5A,HM349835,1a,,Comet_vs_PerGene
NS5A,HM349836,1a,,Comet_vs_PerGene
NS5A,HM349837,1a,,Comet_vs_PerGene
NS5A,HM349838,1a,,Comet_vs_PerGene
NS5A,HM349839,1a,,Comet_vs_PerGene
NS5A,HM349840,1a,,Comet_vs_PerGene
NS5A,HM349841,1a,,Comet_vs_PerGene
NS5A,HM349842,1a,,Comet_vs_PerGene
NS5A,HM349843,1a,,Comet_vs_PerGene
NS5A,HM349844,1a,,Comet_vs_PerGene
NS5A,HM349845,1a,,Comet_vs_PerGene
NS5A,HM349846,1a,,Comet_vs_PerGene
NS5A,HM349847,1a,,Comet_vs_PerGene
NS5A,HM349848,1a,,Comet_vs_PerGene
NS5A,HM349849,1a,,Comet_vs_PerGene
NS5A,HM349850,1a,,Comet_vs_PerGene
NS5A,HM349851,1a,,Comet_vs_PerGene
NS5A,HM349852,1a,,Comet_vs_PerGene
NS5A,HM349853,1a,,Comet_vs_PerGene
NS5A,HM349854,1a,,Comet_vs_PerGene
NS5A,HM349855,1a,,Comet_vs_PerGene
NS5A,HM349856,1a,,Comet_vs_PerGene
NS5A,HM349857,1a,,Comet_vs_PerGene
NS5A,HM349858,1a,,Comet_vs_PerGene
NS5A,HM349859,1a,,Comet_vs_PerGene
NS5A,HM349860,1a,,Comet_vs_PerGene
NS5A,HM349861,1a,,Comet_vs_PerGene
NS5A,HM349862,1a,,Comet_vs_PerGene
NS5A,HM349863,1a,,Comet_vs_PerGene
NS5A,HM349864,1a,,Comet_vs_PerGene
NS5A,HM349865,1a,,Comet_vs_PerGene
NS5A,HM349866,1a,,Comet_vs_PerGene
NS5A,HM349867,1a,,Comet_vs_PerGene
NS5A,HM349868,1a,,Comet_vs_PerGene
NS5A,HM349869,1a,,Comet_vs_PerGene
NS5A,HM349870,1a,,Comet_vs_PerGene
NS5A,HM349871,1a,,Comet_vs_PerGene
NS5A,HM349872,1a,,Comet_vs_PerGene
NS5A,HM349873,1a,,Comet_vs_PerGene
NS5A,HM349874,1a,,Comet_vs_PerGene
NS5A,HM349875,1a,,Comet_vs_PerGene
NS5A,HM349876,1a,,Comet_vs_PerGene
NS5A,HM349877,1a,,Comet_vs_PerGene
NS5A,HM349878,1a,,Comet_vs_PerGene
NS5A,HM349879,1a,,Comet_vs_PerGene
NS5A,HM349880,1a,,Comet_vs_PerGene
NS5A,HM349881,1a,,Comet_vs_PerGene
NS5A,HM349882,1a,,Comet_vs_PerGene
NS5A,HM349883,1a,,Comet_vs_PerGene
NS5A,HM349884,1a,,Comet_vs_PerGene
NS5A,HM349885,1a,,Comet_vs_PerGene
NS5A,HM349886,1a,,Comet_vs_PerGene
NS5A,HM349887,1a,,Comet_vs_PerGene
NS5A,HM349888,1a,,Comet_vs_PerGene
NS5A,HM349889,1a,,Comet_vs_PerGene
NS5A,HM349890,1a,,Comet_vs_PerGene
NS5A,HM349891,1a,,Comet_vs_PerGene
NS5A,HM349892,1a,,Comet_vs_PerGene
NS5A,HM349893,1a,,Comet_vs_PerGene
NS5A,HM349894,1a,,Comet_vs_PerGene
NS5A,HM349895,1a,,Comet_vs_PerGene
NS5A,HM349896,1a,,Comet_vs_PerGene
NS5A,HM349897,1a,,Comet_vs_PerGene
NS5A,HM349898,1a,,Comet_vs_PerGene
NS5A,HM349899,1a,,Comet_vs_PerGene
NS5A,HM349900,1a,,Comet_vs_PerGene
NS5A,HM349901,1a,,Comet_vs_PerGene
NS5A,HM349902,1a,,Comet_vs_PerGene
NS5A,HM349903,1a,,Comet_vs_PerGene
NS5A,HM349904,1a,,Comet_vs_PerGene
NS5A,HM349905,1a,,Comet_vs_PerGene
NS5A,HM349906,1a,,Comet_vs_PerGene
NS5A,HM349907,1a,,Comet_vs_PerGene
NS5A,HM349908,1a,,Comet_vs_PerGene
NS5A,HM349909,1a,,Comet_vs_PerGene
NS5A,HM349910,1a,,Comet_vs_PerGene
NS5A,HM349911,1a,,Comet_vs_PerGene
NS5A,HM349912,1a,,Comet_vs_PerGene
NS5A,HM349913,1a,,Comet_vs_PerGene
NS5A,HM349914,1a,,Comet_vs_PerGene
