Gene,CometSubtype,BlastPerGeneSubtype,BlastFullGenomeSubtype,DifferentCount,CompareCondition
NS3,"unassigned_1, 6p-2j-2a-2k-2j",6p,2i,1,Comet_vs_PerGene
NS3,"unassigned_1, 6t-6f",6q,6q,1,Comet_vs_PerGene
NS3,"unassigned_1, 6u-2b",6u,6u,1,Comet_vs_PerGene
NS3,"unassigned_1, 6w-2b",6w,6w,1,Comet_vs_PerGene
NS5A,1a,,1a,1794,Comet_vs_PerGene
NS5A,1b,,1b,827,Comet_vs_PerGene
NS5A,1b,,7a,204,Comet_vs_PerGene
NS5A,6a,,6a,156,Comet_vs_PerGene
NS5A,2a,,2a,130,Comet_vs_PerGene
NS5A,3a,,3a,97,Comet_vs_PerGene
NS5A,1b,1d,1d,73,Comet_vs_PerGene
NS5A,2b,,2b,68,Comet_vs_PerGene
NS5A,4a,4c,4c,45,Comet_vs_PerGene
NS5A,"unassigned_1, 3a-3h",3a,3a,42,Comet_vs_PerGene
NS5A,4a,,4a,37,Comet_vs_PerGene
NS5A,1b,1i,1i,35,Comet_vs_PerGene
NS5A,1b,1i,1b,29,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-2b",1a,1a,23,Comet_vs_PerGene
NS5A,4a,4c,4a,20,Comet_vs_PerGene
NS5A,6xa,5a,5a,15,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2b",1b,1b,13,Comet_vs_PerGene
NS5A,6l,6xj,6xj,12,Comet_vs_PerGene
NS5A,6n,6xg,6xg,11,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-1a",1b,1b,9,Comet_vs_PerGene
NS5A,4r,1a,1a,8,Comet_vs_PerGene
NS5A,6e,6xc,6xc,8,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6d-6b",1b,1b,8,Comet_vs_PerGene
NS5A,1a,1k,1k,7,Comet_vs_PerGene
NS5A,1b,,4g,7,Comet_vs_PerGene
NS5A,2j,2q,2q,7,Comet_vs_PerGene
NS5A,6w,6g,6g,7,Comet_vs_PerGene
NS5A,6w,6xh,6xh,7,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2j-2k",1b,1b,7,Comet_vs_PerGene
NS5A,2j,2v,2v,6,Comet_vs_PerGene
NS5A,4r,1b,1b,6,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-1b",1a,1a,6,Comet_vs_PerGene
NS5A,"unassigned_1, 3a-2b",3a,3a,6,Comet_vs_PerGene
NS5A,1a,1o,1o,5,Comet_vs_PerGene
NS5A,1b,1o,1o,5,Comet_vs_PerGene
NS5A,2a,2u,2u,5,Comet_vs_PerGene
NS5A,2j,2f,2f,5,Comet_vs_PerGene
NS5A,2k,2q,2q,5,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-3h",1b,1b,5,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6b",1b,1b,5,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6k-6d-6b-6d",1b,1b,5,Comet_vs_PerGene
NS5A,1a,1n,1a,4,Comet_vs_PerGene
NS5A,2j,2i,2i,4,Comet_vs_PerGene
NS5A,4a,4l,4a,4,Comet_vs_PerGene
NS5A,6e,6q,6q,4,Comet_vs_PerGene
NS5A,6w,6q,6g,4,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-3a",1a,1a,4,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-4a",1a,1a,4,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2k",1b,1b,4,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6k-6b",1b,1b,4,Comet_vs_PerGene
NS5A,1a,1k,1a,3,Comet_vs_PerGene
NS5A,1c,1o,1o,3,Comet_vs_PerGene
NS5A,1h,1i,1b,3,Comet_vs_PerGene
NS5A,2a,2f,2f,3,Comet_vs_PerGene
NS5A,2a,2i,2i,3,Comet_vs_PerGene
NS5A,2b,2l,2l,3,Comet_vs_PerGene
NS5A,2j,2f,2d,3,Comet_vs_PerGene
NS5A,2j,2q,2m,3,Comet_vs_PerGene
NS5A,2j,2u,2u,3,Comet_vs_PerGene
NS5A,4k,4b,4b,3,Comet_vs_PerGene
NS5A,4m,,4m,3,Comet_vs_PerGene
NS5A,4n,,4n,3,Comet_vs_PerGene
NS5A,4o,,4o,3,Comet_vs_PerGene
NS5A,4v,4q,4q,3,Comet_vs_PerGene
NS5A,6a,6xd,6xd,3,Comet_vs_PerGene
NS5A,6l,6xb,6xb,3,Comet_vs_PerGene
NS5A,6w,6xf,6xf,3,Comet_vs_PerGene
NS5A,6xa,5a,6xa,3,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-1a-6k-1a-6b-1a",1b,1b,3,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6b-6h-6b",1b,1b,3,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6h-6b",1b,1b,3,Comet_vs_PerGene
NS5A,"unassigned_1, 2j-5a",8a,8a,3,Comet_vs_PerGene
NS5A,"unassigned_1, 3a-1a",3a,3a,3,Comet_vs_PerGene
NS5A,"unassigned_1, 4d-2j-2a-2m-2a",4d,4d,3,Comet_vs_PerGene
NS5A,"unassigned_1, 6a-3h-6h",6a,6a,3,Comet_vs_PerGene
NS5A,1a,1j,1a,2,Comet_vs_PerGene
NS5A,1a,1m,1m,2,Comet_vs_PerGene
NS5A,1a,1n,1n,2,Comet_vs_PerGene
NS5A,1b,,8a,2,Comet_vs_PerGene
NS5A,1b,1g,1b,2,Comet_vs_PerGene
NS5A,1b,1k,1o,2,Comet_vs_PerGene
NS5A,1b,1n,1b,2,Comet_vs_PerGene
NS5A,1c,1o,1c,2,Comet_vs_PerGene
NS5A,2a,2q,2q,2,Comet_vs_PerGene
NS5A,2b,2q,2q,2,Comet_vs_PerGene
NS5A,2b,2t,2t,2,Comet_vs_PerGene
NS5A,2j,2a,2q,2,Comet_vs_PerGene
NS5A,2j,2q,2c,2,Comet_vs_PerGene
NS5A,2j,2q,2d,2,Comet_vs_PerGene
NS5A,2j,5a,5a,2,Comet_vs_PerGene
NS5A,2q,2u,2u,2,Comet_vs_PerGene
NS5A,3a,3d,3d,2,Comet_vs_PerGene
NS5A,3a,3e,3e,2,Comet_vs_PerGene
NS5A,4a,4l,4l,2,Comet_vs_PerGene
NS5A,4r,1k,1k,2,Comet_vs_PerGene
NS5A,6e,5b,5b,2,Comet_vs_PerGene
NS5A,6e,6xf,6xf,2,Comet_vs_PerGene
NS5A,6k,6xi,6xi,2,Comet_vs_PerGene
NS5A,6k,6xi,8a,2,Comet_vs_PerGene
NS5A,6n,6xe,6xe,2,Comet_vs_PerGene
NS5A,6q,1d,1d,2,Comet_vs_PerGene
NS5A,6r,1k,6r,2,Comet_vs_PerGene
NS5A,6w,5a,6g,2,Comet_vs_PerGene
NS5A,6w,6g,8a,2,Comet_vs_PerGene
NS5A,6w,6q,6xf,2,Comet_vs_PerGene
NS5A,6w,6v,6xa,2,Comet_vs_PerGene
NS5A,6w,8a,8a,2,Comet_vs_PerGene
NS5A,6xa,1d,6xa,2,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-4a-4v",1a,1a,2,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2a-2k",1b,1b,2,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2j-2a-2b",1b,1b,2,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2j-2a-2j-2k",1b,1b,2,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6k-6d-6k-6d-6k-6d",1b,1b,2,Comet_vs_PerGene
NS5A,"unassigned_1, 1l-2a",1l,1l,2,Comet_vs_PerGene
NS5A,"unassigned_1, 1l-4f",1l,1l,2,Comet_vs_PerGene
NS5A,"unassigned_1, 2a-2b",2a,2a,2,Comet_vs_PerGene
NS5A,"unassigned_1, 3a-3h-6k-3h-2b",3a,3a,2,Comet_vs_PerGene
NS5A,"unassigned_1, 3b-3h",3b,3b,2,Comet_vs_PerGene
NS5A,"unassigned_1, 4a-1a",4a,4a,2,Comet_vs_PerGene
NS5A,"unassigned_1, 4v-4g",4s,4s,2,Comet_vs_PerGene
NS5A,"unassigned_1, 6a-3h-6b-6h-3h",6a,6a,2,Comet_vs_PerGene
NS5A,1a,1b,1b,1,Comet_vs_PerGene
NS5A,1a,1c,1c,1,Comet_vs_PerGene
NS5A,1a,1j,1j,1,Comet_vs_PerGene
NS5A,1a,1o,1a,1,Comet_vs_PerGene
NS5A,1b,,4f,1,Comet_vs_PerGene
NS5A,1b,,6xc,1,Comet_vs_PerGene
NS5A,1b,1d,1b,1,Comet_vs_PerGene
NS5A,1b,1h,1b,1,Comet_vs_PerGene
NS5A,1b,1k,1d,1,Comet_vs_PerGene
NS5A,1b,1k,1k,1,Comet_vs_PerGene
NS5A,1b,1l,1k,1,Comet_vs_PerGene
NS5A,1b,1m,1b,1,Comet_vs_PerGene
NS5A,1b,1m,1n,1,Comet_vs_PerGene
NS5A,1b,1n,1n,1,Comet_vs_PerGene
NS5A,1b,1o,1k,1,Comet_vs_PerGene
NS5A,1b,5a,6xa,1,Comet_vs_PerGene
NS5A,1b,6b,6d,1,Comet_vs_PerGene
NS5A,1b,6u,6p,1,Comet_vs_PerGene
NS5A,1b,6w,6xg,1,Comet_vs_PerGene
NS5A,1b,6xa,6xd,1,Comet_vs_PerGene
NS5A,1c,1n,1c,1,Comet_vs_PerGene
NS5A,1h,1d,1d,1,Comet_vs_PerGene
NS5A,1l,4d,4d,1,Comet_vs_PerGene
NS5A,2a,2c,2c,1,Comet_vs_PerGene
NS5A,2a,2f,2d,1,Comet_vs_PerGene
NS5A,2a,2f,2q,1,Comet_vs_PerGene
NS5A,2a,2l,2l,1,Comet_vs_PerGene
NS5A,2a,2q,2a,1,Comet_vs_PerGene
NS5A,2a,2q,2m,1,Comet_vs_PerGene
NS5A,2a,2q,2r,1,Comet_vs_PerGene
NS5A,2a,2r,2r,1,Comet_vs_PerGene
NS5A,2b,1b,1b,1,Comet_vs_PerGene
NS5A,2b,2i,2i,1,Comet_vs_PerGene
NS5A,2b,7b,7b,1,Comet_vs_PerGene
NS5A,2c,2f,2c,1,Comet_vs_PerGene
NS5A,2j,1g,7b,1,Comet_vs_PerGene
NS5A,2j,2c,2c,1,Comet_vs_PerGene
NS5A,2j,2d,2d,1,Comet_vs_PerGene
NS5A,2j,2d,2q,1,Comet_vs_PerGene
NS5A,2j,2e,2c,1,Comet_vs_PerGene
NS5A,2j,2f,2c,1,Comet_vs_PerGene
NS5A,2j,2r,2q,1,Comet_vs_PerGene
NS5A,2j,2r,2r,1,Comet_vs_PerGene
NS5A,2j,2u,2c,1,Comet_vs_PerGene
NS5A,2j,2u,2j,1,Comet_vs_PerGene
NS5A,2j,3h,3h,1,Comet_vs_PerGene
NS5A,2j,7b,7a,1,Comet_vs_PerGene
NS5A,2k,2f,2k,1,Comet_vs_PerGene
NS5A,2k,2q,2k,1,Comet_vs_PerGene
NS5A,2k,2u,2k,1,Comet_vs_PerGene
NS5A,2q,2a,2q,1,Comet_vs_PerGene
NS5A,2q,2r,2q,1,Comet_vs_PerGene
NS5A,2q,2u,2q,1,Comet_vs_PerGene
NS5A,3a,3d,3h,1,Comet_vs_PerGene
NS5A,3a,3h,3h,1,Comet_vs_PerGene
NS5A,3a,7b,7b,1,Comet_vs_PerGene
NS5A,3b,,3b,1,Comet_vs_PerGene
NS5A,3g,,3a,1,Comet_vs_PerGene
NS5A,3k,3h,3h,1,Comet_vs_PerGene
NS5A,4a,4c,4p,1,Comet_vs_PerGene
NS5A,4a,4c,4v,1,Comet_vs_PerGene
NS5A,4a,4n,4n,1,Comet_vs_PerGene
NS5A,4a,4n,4v,1,Comet_vs_PerGene
NS5A,4a,4o,4a,1,Comet_vs_PerGene
NS5A,4a,4q,4c,1,Comet_vs_PerGene
NS5A,4a,4v,4c,1,Comet_vs_PerGene
NS5A,4a,4v,4v,1,Comet_vs_PerGene
NS5A,4d,1a,1a,1,Comet_vs_PerGene
NS5A,4d,1d,1d,1,Comet_vs_PerGene
NS5A,4d,4b,4b,1,Comet_vs_PerGene
NS5A,4d,6f,6f,1,Comet_vs_PerGene
NS5A,4f,4d,4f,1,Comet_vs_PerGene
NS5A,4f,4g,4g,1,Comet_vs_PerGene
NS5A,4f,4v,4c,1,Comet_vs_PerGene
NS5A,4g?,4g,4g,1,Comet_vs_PerGene
NS5A,4k,1b,1b,1,Comet_vs_PerGene
NS5A,4k,1e,1a,1,Comet_vs_PerGene
NS5A,4k,1e,4k,1,Comet_vs_PerGene
NS5A,4k,1g,1i,1,Comet_vs_PerGene
NS5A,4k,1g,4k,1,Comet_vs_PerGene
NS5A,4k,1i,4k,1,Comet_vs_PerGene
NS5A,4k,4d,4l,1,Comet_vs_PerGene
NS5A,4k,4g,4g,1,Comet_vs_PerGene
NS5A,4k,4g,4k,1,Comet_vs_PerGene
NS5A,4k,4r,4k,1,Comet_vs_PerGene
NS5A,4k,4v,4g,1,Comet_vs_PerGene
NS5A,4l,,4l,1,Comet_vs_PerGene
NS5A,4o,4p,4o,1,Comet_vs_PerGene
NS5A,4o,4v,4o,1,Comet_vs_PerGene
NS5A,4r,1a,1e,1,Comet_vs_PerGene
NS5A,4r,1e,1a,1,Comet_vs_PerGene
NS5A,4r,1e,1e,1,Comet_vs_PerGene
NS5A,4r,1e,4r,1,Comet_vs_PerGene
NS5A,4r,1g,1g,1,Comet_vs_PerGene
NS5A,4r,1h,1h,1,Comet_vs_PerGene
NS5A,4r,4v,4k,1,Comet_vs_PerGene
NS5A,4v,4p,4q,1,Comet_vs_PerGene
NS5A,4v,4q,4l,1,Comet_vs_PerGene
NS5A,4v,4s,4s,1,Comet_vs_PerGene
NS5A,6a,5a,6j,1,Comet_vs_PerGene
NS5A,6a,6xj,6b,1,Comet_vs_PerGene
NS5A,6e,,6e,1,Comet_vs_PerGene
NS5A,6e,4v,4v,1,Comet_vs_PerGene
NS5A,6e,6p,8a,1,Comet_vs_PerGene
NS5A,6e,6q,1c,1,Comet_vs_PerGene
NS5A,6e,6q,6c,1,Comet_vs_PerGene
NS5A,6e,6xc,1k,1,Comet_vs_PerGene
NS5A,6g,5a,6g,1,Comet_vs_PerGene
NS5A,6g,5b,6g,1,Comet_vs_PerGene
NS5A,6k,4v,4v,1,Comet_vs_PerGene
NS5A,6k,6xb,6k,1,Comet_vs_PerGene
NS5A,6l,6xb,6k,1,Comet_vs_PerGene
NS5A,6l,6xi,6l,1,Comet_vs_PerGene
NS5A,6l,6xi,6xi,1,Comet_vs_PerGene
NS5A,6l,6xj,6xb,1,Comet_vs_PerGene
NS5A,6n,4d,4d,1,Comet_vs_PerGene
NS5A,6n,4d,6n,1,Comet_vs_PerGene
NS5A,6n,4v,6n,1,Comet_vs_PerGene
NS5A,6n,5a,5a,1,Comet_vs_PerGene
NS5A,6n,5a,6n,1,Comet_vs_PerGene
NS5A,6n,6xe,6n,1,Comet_vs_PerGene
NS5A,6o,4r,4r,1,Comet_vs_PerGene
NS5A,6o,5a,5a,1,Comet_vs_PerGene
NS5A,6o,6q,6q,1,Comet_vs_PerGene
NS5A,6o,8a,8a,1,Comet_vs_PerGene
NS5A,6p,4q,4q,1,Comet_vs_PerGene
NS5A,6q,1b,1b,1,Comet_vs_PerGene
NS5A,6q,5b,5b,1,Comet_vs_PerGene
NS5A,6r,1d,6r,1,Comet_vs_PerGene
NS5A,6r,1k,1k,1,Comet_vs_PerGene
NS5A,6t,1b,1b,1,Comet_vs_PerGene
NS5A,6t,4r,4r,1,Comet_vs_PerGene
NS5A,6w,5a,8a,1,Comet_vs_PerGene
NS5A,6w,6a,6xd,1,Comet_vs_PerGene
NS5A,6w,6q,6q,1,Comet_vs_PerGene
NS5A,6w,6t,6xa,1,Comet_vs_PerGene
NS5A,6w,6xa,6xa,1,Comet_vs_PerGene
NS5A,6w,6xc,6xc,1,Comet_vs_PerGene
NS5A,6w,6xe,5a,1,Comet_vs_PerGene
NS5A,6w,6xe,6h,1,Comet_vs_PerGene
NS5A,6w,6xe,6l,1,Comet_vs_PerGene
NS5A,6w,6xg,6g,1,Comet_vs_PerGene
NS5A,6w,6xh,6q,1,Comet_vs_PerGene
NS5A,6w,6xh,8a,1,Comet_vs_PerGene
NS5A,6xa,1i,6xa,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-1b",1i,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-1b",1k,1k,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-1c",1a,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-1l",1a,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-1l",1l,1l,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-2k",1a,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-4k-1b-4k-1b-4k",1a,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-4o-4v-4o",1a,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1a-4r",1a,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-1a",1a,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-1a",1b,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-1a",1k,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-1a",1n,1a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2a",1b,1i,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2b-6d-6b",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2j-2a-2j-2q-2k-2q-2k",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2j-2m",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-2j-2q-2k",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-3g-6b",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-3g-6d-6b",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-3k",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-4r-1a-4r",1g,1g,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6h-2a-6h-6d-3g",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6h-6b-6h-6b-6d",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6h-6d",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6k-6d-6b",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6k-6d-6b-3g",1b,1b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1b-6w",8a,8a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1e-4a-4w-4f",1e,1e,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1e-4f-4w-4f-4p",1e,1e,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1e-4k-4n-4g-4a-4f-4d-4g",1e,1e,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1h-4f",1h,1h,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1h-4f-4l-4f",1h,1h,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1l-1a",1l,1l,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1l-1a-1b",1l,1l,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1l-1b-1a-4t-1a-4t",1l,1l,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1l-2k-2a",1l,1l,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1l-2k-2j-2a-2q",1l,1l,1,Comet_vs_PerGene
NS5A,"unassigned_1, 1l-4v-4f",1l,1l,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2a-1b",1b,2a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2a-2b",2b,2a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2a-2c",2a,2a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2a-2k",2q,2q,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2a-3a",2a,2a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2b-1b",2b,2b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2b-2a",2b,2a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2b-2d",2b,2d,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2c-2a",2c,2c,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2c-2b-3g-2b-2a",2c,2c,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2c-6h-2b",2c,2c,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2c-6h-3h",2c,2c,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2d-2a",2d,2d,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2i-2k",2i,2i,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2i-2k-2b-3h",2i,2i,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2i-2k-2c-3h",2i,2i,1,Comet_vs_PerGene
NS5A,"unassigned_1, 2j-6k",2j,2j,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3a-1a",1a,3a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3a-3g",3a,3a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3a-3g",3h,3h,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3a-6k-3g",3a,3a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3b-3a",3b,3b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3b-3a-2b-3k-2b-3h",3b,3b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3b-3a-3g-2b-3h-2b-3h",3b,3b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3h-6a",3h,1k,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3i-3h-6h-6b",3i,3i,1,Comet_vs_PerGene
NS5A,"unassigned_1, 3i-3k",3i,3i,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4a-2a-3g-6b-3g",4a,4a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4a-3h-6h-6d-6h-6d",4a,4a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4a-6b-6h-6b",4a,4a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4a-6h-6b-6h-6b",4a,4a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4a-6k",4a,4a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4d-3g-2b-6k-2b-6k-1a-6k-6d-6k",4d,4d,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4d-4a-4n-4g-1a-3h",4d,4d,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4d-4a-4n-4g-4n-4k-4g-4w-3g-3h-6h-6d-6h-6d",4d,4d,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4d-4o",4d,4d,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4k-4f",4w,4w,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4r-4d",4r,4r,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4v-4a-4p",4v,4v,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4v-4g",4v,4q,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4v-4k",4s,4q,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4v-4k",4v,4q,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4v-4m",4q,4q,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4v-4m-4p-4t-4a-3g-2b-1a-3h",4v,4v,1,Comet_vs_PerGene
NS5A,"unassigned_1, 4v-4o",4q,4q,1,Comet_vs_PerGene
NS5A,"unassigned_1, 5a-1c",5b,5b,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6a-2a-6k-3a-4r-3h-6b-6h-3h",6a,6a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6a-3a",6a,6a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6a-3h",6a,6a,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6g-3b",6g,6g,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6n-2m-2a-6d",6n,6n,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6n-6o-6e-6a-6o",6n,6n,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6p-2j-2a-2k-2j",6p,2i,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6t-6f",6q,6q,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6u-2b",6u,6u,1,Comet_vs_PerGene
NS5A,"unassigned_1, 6w-2b",6w,6w,1,Comet_vs_PerGene
NS5B,2j,2u,2u,301,Comet_vs_PerGene
NS5B,1b,1d,1d,123,Comet_vs_PerGene
NS5B,6q,8a,8a,91,Comet_vs_PerGene
NS5B,6e,6xc,6xc,76,Comet_vs_PerGene
NS5B,4a,4c,4c,74,Comet_vs_PerGene
NS5B,2j,2v,2v,63,Comet_vs_PerGene
NS5B,4v,4p,4p,56,Comet_vs_PerGene
NS5B,2m,2u,2u,49,Comet_vs_PerGene
NS5B,6e,6xf,6xf,49,Comet_vs_PerGene
NS5B,2a,2u,2u,48,Comet_vs_PerGene
NS5B,2q,2u,2u,46,Comet_vs_PerGene
NS5B,4v,4l,4l,46,Comet_vs_PerGene
NS5B,2j,2a,2a,43,Comet_vs_PerGene
NS5B,4v,4q,4q,42,Comet_vs_PerGene
NS5B,6s,1a,1a,42,Comet_vs_PerGene
NS5B,"unassigned_1, 3a-3h",3a,3a,42,Comet_vs_PerGene
NS5B,1b,1o,1o,40,Comet_vs_PerGene
NS5B,4v,4c,4c,37,Comet_vs_PerGene
NS5B,6e,8a,8a,37,Comet_vs_PerGene
NS5B,4v,4m,4m,35,Comet_vs_PerGene
NS5B,6j,1m,1m,35,Comet_vs_PerGene
NS5B,2j,2r,2r,34,Comet_vs_PerGene
NS5B,2j,2d,2d,32,Comet_vs_PerGene
NS5B,4v,4a,4a,30,Comet_vs_PerGene
NS5B,2b,2l,2l,29,Comet_vs_PerGene
NS5B,6n,6xg,6xg,28,Comet_vs_PerGene
NS5B,6i,1m,1m,26,Comet_vs_PerGene
NS5B,1c,1o,1o,24,Comet_vs_PerGene
NS5B,1b,1i,1i,23,Comet_vs_PerGene
NS5B,6l,1a,1a,23,Comet_vs_PerGene
NS5B,"unassigned_1, 1a-2b",1a,1a,23,Comet_vs_PerGene
NS5B,2b,2t,2t,22,Comet_vs_PerGene
NS5B,2j,2q,2q,21,Comet_vs_PerGene
NS5B,6h,8a,8a,21,Comet_vs_PerGene
NS5B,6n,8a,8a,20,Comet_vs_PerGene
NS5B,2b,2u,2u,18,Comet_vs_PerGene
NS5B,4v,4t,4t,18,Comet_vs_PerGene
NS5B,6w,6g,6g,18,Comet_vs_PerGene
NS5B,"unassigned_1, 1b-1a",1b,1b,18,Comet_vs_PerGene
NS5B,6e,7a,7a,17,Comet_vs_PerGene
NS5B,6w,6xf,6xf,17,Comet_vs_PerGene
NS5B,2j,2t,2t,16,Comet_vs_PerGene
NS5B,6r,1e,1e,16,Comet_vs_PerGene
NS5B,2j,2f,2f,15,Comet_vs_PerGene
NS5B,1b,1d,1b,14,Comet_vs_PerGene
NS5B,2j,2k,2k,14,Comet_vs_PerGene
NS5B,6n,1m,1m,14,Comet_vs_PerGene
NS5B,2j,2m,2m,13,Comet_vs_PerGene
NS5B,4v,4d,4d,13,Comet_vs_PerGene
NS5B,6l,6xj,6xj,13,Comet_vs_PerGene
NS5B,6r,8a,8a,13,Comet_vs_PerGene
NS5B,6w,8a,8a,13,Comet_vs_PerGene
NS5B,"unassigned_1, 1b-2b",1b,1b,13,Comet_vs_PerGene
NS5B,2j,2i,2i,12,Comet_vs_PerGene
