Accession,ClosestGenotype,ClosestSubtype,ReferenceOverlapAA
AB444490,,,
AB444491,,,
AB444492,,,
AB444493,,,
AB444494,,,
AB444495,,,
AB444496,,,
AB444497,,,
AB444498,,,
AB444499,,,
AB444500,,,
AB444501,,,
AB444502,,,
AB444503,,,
AB444504,,,
AB444505,,,
AB444506,,,
AB444507,,,
AB444508,,,
AB444509,,,
AB444510,,,
AB444511,,,
AB444512,,,
AB444513,,,
AB444514,,,
AB444515,,,
AB444516,,,
AB444517,,,
AB444518,,,
AB444519,,,
AB444520,,,
AB444521,,,
AB444522,,,
AB444523,,,
AB444524,,,
AB444525,,,
AB444526,,,
AB444527,,,
AB444528,,,
AB444529,,,
AB444530,,,
AB444531,,,
AB444532,,,
AB444533,,,
AB461373,,,
AB461374,,,
AB461375,,,
AB461376,,,
AB461377,,,
AB461378,,,
AB461379,,,
AB461380,,,
AB461381,,,
AB461382,,,
AB461383,,,
AB461384,,,
AB469847,,,
AB469848,,,
AB470005,,,
AB470006,,,
AB470007,,,
AB470008,,,
AB470009,,,
AB470010,,,
AB470011,,,
AB470012,,,
AB470013,,,
AB470014,,,
AB470015,,,
AB470016,,,
AB470017,,,
AB470018,,,
AB470019,,,
AB470020,,,
AB470021,,,
AB470022,,,
AB470023,,,
AB470024,,,
AB470025,,,
AB470026,,,
AB470027,,,
AB470028,,,
AB470029,,,
AB470030,,,
AB470031,,,
AB470032,,,
AB470033,,,
AB470034,,,
AB470035,,,
AB470036,,,
AB470037,,,
AB470038,,,
AB470039,,,
AB470040,,,
AB470041,,,
AB470042,,,
AB470043,,,
AB470044,,,
AB470045,,,
AB470046,,,
AB470047,,,
AB470048,,,
AB470049,,,
AB470050,,,
AB470051,,,
AB470052,,,
AB470053,,,
AB470054,,,
AB470055,,,
AB470056,,,
AB470057,,,
AB470058,,,
AB470059,,,
AB470060,,,
AB470061,,,
AB470062,,,
AB470063,,,
AB470064,,,
AB470065,,,
AB470066,,,
AB470067,,,
AB470068,,,
AB470069,,,
AB470243,,,
AB470244,,,
AB470245,,,
AB470246,,,
AB470247,,,
AB470248,,,
AB470249,,,
AB470250,,,
AB470251,,,
AB470252,,,
AB470253,,,
AB470254,,,
AB470255,,,
AB472146,,,
AB472147,,,
AB472148,,,
AB472149,,,
AB472150,,,
AB472151,,,
AB472152,,,
AB472153,,,
AB472154,,,
AB472155,,,
AB472156,,,
AB472157,,,
AB472158,,,
AB472159,,,
AB472160,,,
AB472161,,,
AB472162,,,
AB472163,,,
AB472164,,,
AB472165,,,
AB472166,,,
AB472167,,,
AB472168,,,
AB472169,,,
AB472170,,,
AB472171,,,
AB472172,,,
AB472173,,,
AB472174,,,
AB472175,,,
AB472176,,,
AB472177,,,
AB472178,,,
AB472179,,,
AB472180,,,
AB472181,,,
AB472182,,,
AB472183,,,
AB472184,,,
AB472185,,,
AB472186,,,
AB472187,,,
AB472188,,,
AB472189,,,
AB488511,,,
AB488512,,,
AB488513,,,
AB488514,,,
AB488515,,,
AB488516,,,
AB488517,,,
AB488518,,,
AB488519,,,
AB488520,,,
AB488521,,,
AB488522,,,
AB492181,,,
AB492182,,,
AB492183,,,
AB492184,,,
AB492185,,,
AB492186,,,
AB492187,,,
AB492188,,,
AB492189,,,
AB492190,,,
AB492191,,,
AB492192,,,
AB492193,,,
AB492194,,,
AB492195,,,
AB492196,,,
AB492197,,,
AB492198,,,
AB492199,,,
AB492200,,,
AB492201,,,
AB492202,,,
AB492203,,,
AB492204,,,
AB492205,,,
AB492206,,,
AB492207,,,
AB492208,,,
AB492209,,,
AB492210,,,
AB492211,,,
AB492212,,,
AB492213,,,
AB492214,,,
AB492215,,,
AB492216,,,
AB492217,,,
AB492218,,,
AB492219,,,
AB492220,,,
AB492221,,,
AB492222,,,
AB492223,,,
AB492224,,,
AB492225,,,
AB492226,,,
AB492227,,,
AB492228,,,
AB492229,,,
AB492230,,,
AB492231,,,
AB492232,,,
AB492233,,,
AB492234,,,
AB492235,,,
AB516999,,,
AB517000,,,
AB518774,1,1b,26-93
AB518775,1,1b,26-93
AB518776,1,1b,26-93
AB518777,1,1b,26-93
AB518778,1,1b,26-93
AB518779,1,1b,26-93
AB518780,1,1b,26-93
AB518781,1,1b,26-93
AB518782,1,1b,26-93
AB518783,1,1b,26-93
AB518784,1,1b,26-93
AB518785,1,1b,26-93
AB518786,1,1b,26-93
AB518787,1,1b,26-93
AB518788,1,1b,26-93
AB518789,1,1b,26-93
AB518790,1,1b,26-93
AB518791,1,1b,26-93
AB518792,1,,
AB518793,1,1b,26-93
AB518794,1,1b,26-93
AB518795,1,1b,26-93
AB520610,1,1a,26-93
AB523166,,,
AB523167,,,
AB523168,,,
AB523169,,,
AB523170,,,
AB523171,,,
AB523172,,,
AB523173,,,
AB523174,,,
AB523175,,,
AB523176,,,
AB523177,,,
AB523178,,,
AB523179,,,
AB523180,,,
AB523181,,,
AB523182,,,
AB523183,,,
AB523184,,,
AB523185,,,
AB523186,,,
AB523187,,,
AB523188,,,
AB523189,,,
AB523190,,,
AB523191,,,
AB523192,,,
AB523193,,,
AB523194,,,
AB523195,,,
AB523196,,,
AB523197,,,
AB523198,,,
AB523199,,,
AB523200,,,
AB523201,,,
AB523202,,,
AB523203,,,
AB523204,,,
AB523205,,,
AB523206,,,
AB523207,,,
AB523208,,,
AB523209,,,
AB523210,,,
AB523211,,,
AB523212,,,
AB523213,,,
AB523214,,,
AB523215,,,
AB523216,,,
AB523217,,,
AB523218,,,
AB523219,,,
AB523220,,,
AB523221,,,
AB523222,,,
AB523223,,,
AB523224,,,
AB523225,,,
AB523226,,,
AB523227,,,
AB523228,,,
AB523229,,,
AB523230,,,
AB523231,,,
AB523232,,,
AB523233,,,
AB523234,,,
AB523235,,,
AB523236,,,
AB523237,,,
AB523238,,,
AB523239,,,
AB523240,,,
AB523241,,,
AB523242,,,
AB523243,,,
AB523244,,,
AB523245,,,
AB523246,,,
AB523247,,,
AB523248,,,
AB523249,,,
AB523250,,,
AB523251,,,
AB523252,,,
AB523253,,,
AB523254,,,
AB523255,,,
AB523256,,,
AB523257,,,
AB523258,,,
AB523259,,,
AB523260,,,
AB523261,,,
AB523262,,,
AB523263,,,
AB523264,,,
AB523265,,,
AB523266,,,
AB523267,,,
AB523268,,,
AB523269,,,
AB523270,,,
AB523271,,,
AB523272,,,
AB523273,,,
AB523274,,,
AB523275,,,
AB523276,,,
AB523277,,,
AB523278,,,
AB523279,,,
AB523280,,,
AB523281,,,
AB523282,,,
AB523283,,,
AB523284,,,
AB523285,,,
AB523286,,,
AB523287,,,
AB523288,,,
AB523289,,,
AB523290,,,
AB523291,,,
AB523292,,,
AB523293,,,
AB523294,,,
AB523295,,,
AB523296,,,
AB523297,,,
AB523298,,,
AB523299,,,
AB523300,,,
AB523301,,,
AB523302,,,
AB523303,,,
AB523304,,,
AB523305,,,
AB523306,,,
AB523307,,,
AB523308,,,
AB523309,,,
AB523310,,,
AB523311,,,
AB523312,,,
AB523313,,,
AB523314,,,
AB523315,,,
AB523316,,,
AB523317,,,
AB523318,,,
AB523319,,,
AB523320,,,
AB523321,,,
AB523322,,,
AB523323,,,
AB523324,,,
AB523325,,,
AB523326,,,
AB523327,,,
AB523328,,,
AB523329,,,
AB523330,,,
AB523331,,,
AB523332,,,
AB523333,,,
AB523334,,,
AB523335,,,
AB523336,,,
AB523337,,,
AB523338,,,
AB523339,,,
AB523340,,,
AB523341,,,
AB523342,,,
AB523343,,,
AB523344,,,
AB523345,,,
AB523346,,,
AB523347,,,
AB523348,,,
AB523349,,,
AB523350,,,
AB523351,,,
AB523352,,,
AB523353,,,
AB523354,,,
AB523355,,,
AB523356,,,
AB523357,,,
AB523358,,,
AB523359,,,
AB523360,,,
AB523361,,,
AB548070,,,
AB548071,,,
AB548072,,,
AB548073,,,
AB548074,,,
AB548075,,,
AB548076,,,
AB548077,,,
AB548078,,,
AB548079,,,
AB548080,,,
AB548081,,,
AB548082,,,
AB548083,,,
AB548084,,,
AB548085,,,
AB548086,,,
AB548087,,,
AB548088,,,
AB548089,,,
AB548090,,,
AB548091,,,
AB548092,,,
AB548093,,,
AB548094,,,
AB548095,,,
AB548096,,,
AB548097,,,
AB548098,,,
AB548099,,,
AB548100,,,
AB548101,,,
AB548102,,,
AB548103,,,
AB548104,,,
AB548105,,,
AB548106,,,
AB548107,,,
AB548108,,,
AB548109,,,
AB548110,,,
AB548111,,,
AB548112,,,
AB548113,,,
AB548114,,,
AB548115,,,
AB548116,,,
AB548117,,,
AB548118,,,
AB548119,,,
AB548120,,,
AB548121,,,
AB548122,,,
AB548123,,,
AB548124,,,
AB548125,,,
AB548126,,,
AB548127,,,
AB548128,,,
AB548129,,,
AB548130,,,
AB548131,,,
AB548132,,,
AB548133,,,
AB548134,,,
AB548135,,,
AB548136,,,
AB548137,,,
AB555523,,,
AB555524,,,
AB555525,,,
AB555526,,,
AB555527,,,
AB555528,,,
AB555529,,,
AB555530,,,
AB555531,,,
AB555532,,,
AB555533,,,
AB555534,,,
AB555535,,,
AB555536,,,
AB555537,,,
AB555538,,,
AB555539,,,
AB555540,,,
AB558135,1,1b,26-93
AB559564,2,2b,26-93
AB587132,,,
AB587133,,,
AB587134,,,
AB587135,,,
AB600751,2,2a,26-93
AB600752,2,2a,26-93
AB600753,2,2a,26-93
AB600754,2,2a,26-93
AB600755,2,2a,26-93
AB600756,2,2a,26-93
AB600757,2,2a,26-93
AB600758,2,2a,26-93
AB600759,2,2a,26-93
AB600760,2,2a,26-93
AB600761,2,2a,26-93
AB600762,2,2a,26-93
AB600763,2,2a,26-93
AB600764,2,2a,26-93
AB600765,2,2a,26-93
AB600766,2,2a,26-93
AB600767,2,2a,26-93
AB600768,2,2a,26-93
AB600769,2,2b,26-93
AB600770,2,2a,26-93
AB600771,2,2a,26-93
AB600772,2,2a,26-93
AB600773,2,2a,26-93
AB600774,2,2a,26-93
AB600775,2,2a,26-93
AB600776,2,2a,26-93
AB600777,2,2a,26-93
AB600778,2,2a,26-93
AB600779,2,2a,26-93
AB600780,2,2a,26-93
AB600781,2,,
AB600782,2,,
AB600783,2,,
AB600784,2,,
AB600785,2,,
AB600786,2,,
AB600787,2,,
AB600788,2,,
AB600789,2,,
AB600790,2,,
AB600791,2,,
AB600792,2,,
AB600793,2,,
AB600794,2,,
AB600795,2,,
AB600796,2,,
AB600797,2,,
AB600798,2,,
AB600799,2,,
AB600800,2,,
AB600801,2,2b,26-93
AB600802,2,2b,26-93
AB600803,2,2b,26-93
AB600804,2,2b,26-93
AB600805,2,2b,26-93
AB600806,2,2b,26-93
AB600807,2,2b,26-93
AB600808,2,2b,26-93
AB600809,2,2b,26-93
AB600810,2,2b,26-93
AB600811,2,2b,26-93
AB600812,2,2b,26-93
AB600813,2,2b,26-93
AB600814,2,2b,26-93
AB600815,2,2b,26-93
AB600816,2,2b,26-93
AB600817,2,2b,26-93
AB600818,2,2b,26-93
AB600819,2,2b,26-93
AB600820,2,2b,26-93
AB600821,2,2b,26-93
AB600822,2,2b,26-93
AB600823,2,,
AB600824,2,,
AB600825,2,,
AB600826,2,,
AB600827,2,,
AB600828,2,,
AB600829,2,,
AB600830,2,,
AB600831,2,,
AB600832,2,,
AB600833,2,,
AB600834,2,,
AB601987,1,1b,26-93
AB601988,1,1b,26-93
AB601989,1,1b,26-93
AB601990,1,1b,26-93
AB601991,1,1b,26-93
AB601992,1,1b,26-93
AB601993,1,1b,26-93
AB601994,1,1b,26-93
AB601995,1,1b,26-93
AB601996,1,1b,26-93
AB601997,1,1b,26-93
AB601998,1,1b,26-93
AB601999,1,1b,26-93
AB602000,1,1b,26-93
AB602001,1,1b,26-93
AB602002,1,1b,26-93
AB602003,1,1b,26-93
AB602004,1,1b,26-93
AB602005,1,1b,26-93
AB602006,1,1b,26-93
AB602007,1,1b,26-93
AB602008,1,1b,26-93
AB602009,1,1b,26-93
AB602010,1,1b,26-93
AB602011,1,1b,26-93
AB602012,1,1b,26-93
AB602013,1,1b,26-93
AB602014,1,1b,26-93
AB602015,1,1b,26-93
AB602016,1,1b,26-93
AB602017,1,1b,26-93
AB602018,1,1b,26-93
AB602019,1,1b,26-93
AB602020,1,1b,26-93
AB602021,1,1b,26-93
AB602022,1,1b,26-93
AB602023,1,1b,26-93
AB602024,1,1b,26-93
AB602025,1,1b,26-93
AB602026,1,1b,26-93
AB602027,1,1b,26-93
AB602028,1,1b,26-93
AB602029,1,1b,26-93
AB602030,1,1b,26-93
AB602031,1,1b,26-93
AB602032,1,1b,26-93
AB602033,1,1b,26-93
AB602034,1,1b,26-93
AB602035,1,1b,26-93
AB602036,1,1b,26-93
AB602037,1,1b,26-93
AB602038,1,1b,26-93
AB602039,1,1b,26-93
AB602040,1,,
AB602041,1,,
AB602042,1,,
AB602043,1,,
AB622121,1,1b,26-93
AB622123,,,
AB622124,,,
AB661373,2,2b,26-93
AB661374,2,2b,26-93
AB661375,2,2b,26-93
AB661376,2,2b,26-93
AB661377,2,2b,26-93
AB661378,2,2b,26-93
AB661379,2,2b,26-93
AB661380,2,2b,26-93
AB661381,2,2b,26-93
AB661382,2,2b,26-93
AB661383,2,2b,26-93
AB661384,2,2b,26-93
AB661385,2,2b,26-93
AB661386,2,2b,26-93
AB661387,2,2b,26-93
AB661388,2,2b,26-93
AB661389,2,2b,26-93
AB661390,2,2b,26-93
AB661391,2,2b,26-93
AB661392,2,2b,26-93
AB661393,2,2b,26-93
AB661394,2,2b,26-93
AB661395,2,2b,26-93
AB661396,2,2b,26-93
AB661397,2,2b,26-93
AB661398,2,2b,26-93
AB661399,2,2b,26-93
AB661400,2,2b,26-93
AB661401,2,2b,26-93
AB661402,2,2b,26-93
AB661403,2,2b,26-93
AB661404,2,2b,26-93
AB661405,2,2b,26-93
AB661406,2,2b,26-93
AB661407,2,2b,26-93
AB661408,2,2b,26-93
AB661409,2,2b,26-93
AB661410,2,2b,26-93
AB661411,2,2b,26-93
AB661412,2,2b,26-93
AB661413,2,2b,26-93
AB661414,2,2b,26-93
AB661415,2,2b,26-93
AB661416,2,2b,26-93
AB661417,2,2b,26-93
AB661418,2,2b,26-93
AB661419,2,2b,26-93
AB661420,2,2b,26-93
AB661421,2,2b,26-93
AB661422,2,2b,26-93
AB661423,2,2b,26-93
AB661424,2,2b,26-93
AB661425,2,2b,26-93
AB661426,2,2b,26-93
AB661427,2,2b,26-93
AB661428,2,2b,26-93
AB661429,2,2b,26-93
AB661430,2,2b,26-93
AB661431,2,2b,26-93
AB661432,2,2b,26-93
AB661784,,,
AB661785,,,
AB661786,,,
AB661787,,,
AB661788,,,
AB661789,,,
AB661790,,,
AB661791,,,
AB661792,,,
AB661793,,,
AB661794,,,
AB661795,,,
AB661796,,,
AB661797,,,
AB661798,,,
AB661799,,,
AB661800,,,
AB661801,,,
AB661802,,,
AB661803,,,
AB661804,,,
AB661805,,,
AB661806,,,
AB661807,,,
AB661808,,,
AB661809,,,
AB661810,,,
AB661811,,,
AB661812,,,
AB661813,,,
AB661814,,,
AB661815,,,
AB661816,,,
AB661817,,,
AB661818,,,
AB661819,,,
AB661820,,,
AB661821,,,
AB661822,,,
AB661823,,,
AB661824,,,
AB661825,,,
AB661826,,,
AB661827,,,
AB677527,1,1b,26-93
AB677528,1,1b,26-93
AB677529,1,1b,26-93
AB677530,1,1b,26-93
AB677531,1,1b,26-93
AB677532,1,1b,26-93
AB677533,1,1b,26-93
AB690460,2,2a,26-93
AB690461,2,2a,26-93
AB691595,3,3a,26-93
AB691596,3,3a,26-93
AB691953,1,1b,26-93
AB693834,,,
AB693835,,,
AB693836,,,
AB693837,,,
AB693838,,,
AB693839,,,
AB693840,,,
AB693841,,,
AB693842,,,
AB693843,,,
AB693844,,,
AB693845,,,
AB693846,,,
AB693847,1,1b,26-93
AB693848,1,1b,26-93
AB693849,1,1b,26-93
AB693850,1,1b,26-93
AB693851,1,1b,26-93
AB693852,1,1b,26-93
AB693853,1,1b,26-93
AB693854,1,1b,26-93
AB693855,1,1b,26-93
AB693856,1,1b,26-93
AB693857,1,1b,26-93
AB693858,1,1b,26-93
AB693859,1,1b,26-93
AB693860,1,1b,26-93
AB693861,1,1b,26-93
AB693862,1,1b,26-93
AB693863,1,1b,26-93
AB693864,1,1b,26-93
AB693865,1,1b,26-93
AB693866,1,1b,26-93
AB693867,1,1b,26-93
AB693868,1,1b,26-93
AB693869,1,1b,26-93
AB693870,1,1b,26-93
AB693871,1,1b,26-93
AB693872,1,1b,26-93
AB709241,,,
AB709242,,,
AB709243,,,
AB709244,,,
AB709245,,,
AB709246,,,
AB709247,,,
AB709248,,,
AB709249,,,
AB709250,,,
AB709251,,,
AB709252,,,
AB709253,,,
AB709254,,,
AB709255,,,
AB709256,,,
AB709257,,,
AB709258,,,
AB709259,,,
AB709260,,,
AB709261,,,
AB709262,,,
AB709263,,,
AB709264,,,
AB709265,,,
AB709266,,,
AB709267,,,
AB709268,,,
AB709269,,,
AB709270,,,
AB709271,,,
AB709272,,,
AB709273,,,
AB709274,,,
AB709275,,,
AB709276,,,
AB709277,,,
AB709278,,,
AB709279,,,
AB709280,,,
AB709281,,,
AB709282,,,
AB709283,,,
AB709284,,,
AB709285,,,
AB709286,,,
AB709287,,,
AB709288,,,
AB709289,,,
AB709290,,,
AB709291,,,
AB709292,,,
AB709293,,,
AB709294,,,
AB709295,,,
AB709296,,,
AB709297,,,
AB709298,,,
AB709299,,,
AB709300,,,
AB709301,,,
AB709302,,,
AB709303,,,
AB709304,,,
AB709305,,,
AB709306,,,
AB709307,,,
AB709308,,,
AB709309,,,
AB709310,,,
AB709311,,,
AB709312,,,
AB709313,,,
AB709314,,,
AB709315,,,
AB709316,,,
AB709317,,,
AB709318,,,
AB709319,,,
AB709320,,,
AB709321,,,
AB709322,,,
AB709323,,,
AB709324,,,
AB709325,,,
AB709326,,,
AB709327,,,
AB709328,,,
AB709329,,,
AB709330,,,
AB709331,,,
AB709332,,,
AB709333,,,
AB709334,,,
AB709335,,,
AB709336,,,
AB709337,,,
AB709338,,,
AB709339,,,
AB709340,,,
AB709341,,,
AB709342,,,
AB709343,,,
AB709344,,,
AB709345,,,
AB709346,,,
AB709347,,,
AB709348,,,
AB709349,,,
AB709350,,,
AB709351,,,
AB709352,,,
AB709353,,,
AB709354,,,
AB709355,,,
AB709356,,,
AB709357,,,
AB709358,,,
AB709359,,,
AB709360,,,
AB709361,,,
AB709362,,,
AB709363,,,
AB709364,,,
AB709365,,,
AB709366,,,
AB709367,,,
AB709368,,,
AB709369,,,
AB709370,,,
AB709371,,,
AB709372,,,
AB709373,,,
AB709374,,,
AB709375,,,
AB709376,,,
AB709377,,,
AB709378,,,
AB709379,,,
AB709380,,,
AB709381,,,
AB709382,,,
AB709383,,,
AB709384,,,
AB709385,,,
AB709386,,,
AB709387,,,
AB709388,,,
AB709389,,,
AB709390,,,
AB709391,,,
AB709392,,,
AB709393,,,
AB709394,,,
AB709395,,,
AB709396,,,
AB709397,,,
AB709398,,,
AB709399,,,
AB709400,,,
AB709401,,,
AB709402,,,
AB709403,,,
AB709404,,,
AB709405,,,
AB709406,,,
AB709407,,,
AB709408,,,
AB709409,,,
AB709410,,,
AB709411,,,
AB709412,,,
AB709413,,,
AB709414,,,
AB709415,,,
AB709416,,,
AB709417,,,
AB709418,,,
AB709419,,,
AB709420,,,
AB709421,,,
AB709422,,,
AB709423,,,
AB709424,,,
AB709425,,,
AB709426,,,
AB709427,,,
AB709428,,,
AB709429,,,
AB709430,,,
AB709431,,,
AB709432,,,
AB709433,,,
AB709434,,,
AB709435,,,
AB709436,,,
AB709437,,,
AB709438,,,
AB709439,,,
AB709440,,,
AB709441,,,
AB709442,,,
AB709443,,,
AB709444,,,
AB709445,,,
AB709446,,,
AB709447,,,
AB709448,,,
AB709449,,,
AB709450,,,
AB709451,,,
AB709452,,,
AB709453,,,
AB709454,,,
AB709455,,,
AB709456,,,
AB709457,,,
AB709458,,,
AB709459,,,
AB709460,,,
AB709461,,,
AB709462,,,
AB709463,,,
AB709464,,,
AB709465,,,
AB709466,,,
AB709467,,,
AB709468,,,
AB709469,,,
AB709470,,,
AB709471,,,
AB709472,,,
AB709473,,,
AB709474,,,
AB709475,,,
AB709476,,,
AB709477,,,
AB709478,,,
AB709479,,,
AB709480,,,
AB709481,,,
AB709482,,,
AB709483,,,
AB709484,,,
AB709485,,,
AB709486,,,
AB709487,,,
AB709488,,,
AB709489,,,
AB709490,,,
AB709491,,,
AB709492,,,
AB709493,,,
AB709494,,,
AB709495,,,
AB709496,,,
AB709497,,,
AB709498,,,
AB709499,,,
AB709500,,,
AB709501,,,
AB709502,,,
AB709503,,,
AB709504,,,
AB709505,,,
AB709506,,,
AB709507,,,
AB709508,,,
AB709509,,,
AB709510,,,
AB709511,,,
AB709512,,,
AB709513,,,
AB709514,,,
AB709515,,,
AB709516,,,
AB709517,,,
AB709518,,,
AB709519,,,
AB709520,,,
AB709521,,,
AB709522,,,
AB709523,,,
AB709524,,,
AB709525,,,
AB709526,,,
AB709527,,,
AB709528,,,
AB709529,,,
AB709530,,,
AB709531,,,
AB709532,,,
AB709533,,,
AB709534,,,
AB709535,1,1b,26-93
AB709536,1,1b,26-93
AB709537,1,1b,26-93
AB709538,1,1b,26-93
AB709539,1,1b,26-93
AB709540,1,1b,26-93
AB709541,1,1b,26-93
AB709542,1,1b,26-93
AB709543,1,1b,26-93
AB709544,1,1b,26-93
AB709545,1,1b,26-93
AB709546,1,1b,26-93
AB709547,1,1b,26-93
AB709548,1,1b,26-93
AB709549,1,1b,26-93
AB709550,1,1b,26-93
AB709551,1,1b,26-93
AB709552,1,1b,26-93
AB709553,1,1b,26-93
AB709554,1,1b,26-93
AB709555,1,1b,26-93
AB709556,1,1b,26-93
AB709557,1,1b,26-93
AB709558,1,1b,26-93
AB709559,1,1b,26-93
AB709560,1,1b,26-93
AB709561,1,1b,26-93
AB709562,1,1b,26-93
AB709563,1,1b,26-93
AB709564,1,1b,26-93
AB709565,1,1b,26-93
AB709566,1,1b,26-93
AB709567,1,1b,26-93
AB709568,1,1b,26-93
AB709569,1,1b,26-93
AB709570,1,1b,26-93
AB709571,1,1b,26-93
AB709572,1,1b,26-93
AB709573,1,1b,26-93
AB709574,1,1b,26-93
AB709575,1,1b,26-93
AB709576,1,1b,26-93
AB709577,1,1b,26-93
AB709578,1,1b,26-93
AB709579,1,1b,26-93
AB709580,1,1b,26-93
AB709581,1,1b,26-93
AB709582,1,1b,26-93
AB709583,1,1b,26-93
AB709584,1,1b,26-93
AB709585,1,1b,26-93
AB709586,1,1b,26-93
AB709587,1,1b,26-93
AB709588,1,1b,26-93
AB709589,1,1b,26-93
AB709590,1,1b,26-93
AB709591,1,1b,26-93
AB709592,1,1b,26-93
AB709593,1,1b,26-93
AB709594,1,1b,26-93
AB709595,1,1b,26-93
AB709596,1,1b,26-93
AB709597,1,1b,26-93
AB709598,1,1b,26-93
AB709599,1,1b,26-93
AB709600,1,1b,26-93
AB709601,1,1b,26-93
AB709602,1,1b,26-93
AB709603,1,1b,26-93
AB709604,1,1b,26-93
AB709605,1,1b,26-93
AB709606,1,1b,26-93
AB709607,1,1b,26-93
AB709608,1,1b,26-93
AB709609,1,1b,26-93
AB709610,1,1b,26-93
AB709611,1,1b,26-93
AB709612,1,1b,26-93
AB709613,1,1b,26-93
AB709614,1,1b,26-93
AB709615,1,1b,26-93
AB709616,1,1b,26-93
AB709617,1,1b,26-93
AB709618,1,1b,26-93
AB709619,1,1b,26-93
AB709620,1,1b,26-93
AB709621,1,1b,26-93
AB709622,1,1b,26-93
AB709623,1,1b,26-93
AB709624,1,1b,26-93
AB709625,1,1b,26-93
AB709626,1,1b,26-93
AB709627,1,1b,26-93
AB709628,1,1b,26-93
AB709629,1,1b,26-93
AB709630,1,1b,26-93
AB709631,1,1b,26-93
AB709632,1,1b,26-93
AB709633,1,1b,26-93
AB709634,1,1b,26-93
AB709635,1,1b,26-93
AB709636,1,1b,26-93
AB709637,1,1b,26-93
AB709638,1,1b,26-93
AB709639,1,1b,26-93
AB709640,1,1b,26-93
AB709641,1,1b,26-93
AB709642,1,1b,26-93
AB709643,1,1b,26-93
AB709644,1,1b,26-93
AB709645,1,1b,26-93
AB709646,1,1b,26-93
AB709647,1,1b,26-93
AB709648,1,1b,26-93
AB709649,1,1b,26-93
AB709650,1,1b,26-93
AB709651,1,1b,26-93
AB709652,1,1b,26-93
AB709653,1,1b,26-93
AB709654,1,1b,26-93
AB709655,1,1b,26-93
AB709656,1,1b,26-93
AB709657,1,1b,26-93
AB709658,1,1b,26-93
AB709659,1,1b,26-93
AB709660,1,1b,26-93
AB709661,1,1b,26-93
AB709662,1,1b,26-93
AB709663,1,1b,26-93
AB709664,1,1b,26-93
AB709665,1,1b,26-93
AB709666,1,1b,26-93
AB709667,1,1b,26-93
AB709668,1,1b,26-93
AB709669,1,1b,26-93
AB709670,1,1b,26-93
AB709671,1,1b,26-93
AB709672,1,1b,26-93
AB709673,1,1b,26-93
AB709674,1,1b,26-93
AB709675,1,1b,26-93
AB709676,1,1b,26-93
AB709677,1,1b,26-93
AB709678,1,1b,26-93
AB709679,1,1b,26-93
AB709680,1,1b,26-93
AB709681,1,1b,26-93
AB709682,1,1b,26-93
AB709683,1,1b,26-93
AB709684,1,1b,26-93
AB709685,1,1b,26-93
AB709686,1,1b,26-93
AB709687,1,1b,26-93
AB709688,1,1b,26-93
AB709689,1,1b,26-93
AB709690,1,1b,26-93
AB709691,1,1b,26-93
AB709692,1,1b,26-93
AB709693,1,1b,26-93
AB709694,1,1b,26-93
AB709695,1,1b,26-93
AB709696,1,1b,26-93
AB709697,1,1b,26-93
AB709698,1,1b,26-93
AB709699,1,1b,26-93
AB709700,1,1b,26-93
AB709701,1,1b,26-93
AB709702,1,1b,26-93
AB709703,1,1b,26-93
AB709704,1,1b,26-93
AB709705,1,1b,26-93
AB709706,1,1b,26-93
AB709707,1,1b,26-93
AB709708,1,1b,26-93
AB709709,1,1b,26-93
AB709710,1,1b,26-93
AB709711,1,1b,26-93
AB709712,1,1b,26-93
AB709713,1,1b,26-93
AB709714,1,1b,26-93
AB709715,1,1b,26-93
AB709716,1,1b,26-93
AB709717,1,1b,26-93
AB709718,1,1b,26-93
AB709719,1,1b,26-93
AB709720,1,1b,26-93
AB709721,1,1b,26-93
AB709722,1,1b,26-93
AB709723,1,1b,26-93
AB709724,1,1b,26-93
AB709725,1,1b,26-93
AB709726,1,1b,26-93
AB709727,1,1b,26-93
AB709728,1,1b,26-93
AB709729,1,1b,26-93
AB709730,1,1b,26-93
AB709731,1,1b,26-93
AB709732,1,1b,26-93
AB709733,1,1b,26-93
AB709734,1,1b,26-93
AB709735,1,1b,26-93
AB709736,1,1b,26-93
AB709737,1,1b,26-93
AB709738,1,1b,26-93
AB709739,1,1b,26-93
AB709740,1,1b,26-93
AB709741,1,1b,26-93
AB709742,1,1b,26-93
AB709743,1,1b,26-93
AB709744,1,1b,26-93
AB709745,1,1b,26-93
AB709746,1,1b,26-93
AB709747,1,1b,26-93
AB709748,1,1b,26-93
AB709749,1,1b,26-93
AB709750,1,1b,26-93
AB709751,1,1b,26-93
AB709752,1,1b,26-93
AB709753,1,1b,26-93
AB709754,1,1b,26-93
AB709755,1,1b,26-93
AB709756,1,1b,26-93
AB709757,1,1b,26-93
AB709758,1,1b,26-93
AB709759,1,1b,26-93
AB709760,1,1b,26-93
AB709761,1,1b,26-93
AB709762,1,1b,26-93
AB709763,1,1b,26-93
AB709764,1,1b,26-93
AB709765,1,1b,26-93
AB709766,1,1b,26-93
AB709767,1,1b,26-93
AB709768,1,1b,26-93
AB709769,1,1b,26-93
AB709770,1,1b,26-93
AB709771,1,1b,26-93
AB709772,1,1b,26-93
