accession,genotype,subtype
EU781808,,
EU781809,,
EU781810,,
EU781811,,
EU781812,,
EU781813,,
EU781814,,
EU781815,,
EU781816,,
EU781817,,
EU781818,,
EU781819,,
EU781820,,
EU781821,,
EU781822,,
EU781823,,
EU781824,,
EU781825,,
EU781826,,
EU781827,,
EU781828,,
EU781829,,
EU781830,,
EU781831,,
EU781832,,
EU798760,6,6v
EU798761,6,6v
EU826174,3,
EU826175,3,
EU826176,3,
EU826177,3,
EU826178,3,
EU826179,3,
EU826180,3,
EU826181,3,
EU826182,3,
EU826183,3,
EU826184,3,
EU826185,3,
EU826186,3,
EU826187,3,
EU826188,3,
EU826189,3,
EU826190,3,
EU826191,3,
EU826192,3,
EU826193,3,
EU826194,3,
EU826195,3,
EU826196,3,
EU826197,3,
EU826198,3,
EU826199,3,
EU826200,3,
EU826201,3,
EU826202,3,
EU826203,3,
EU826204,3,
EU826205,3,
EU826206,3,
EU826207,3,
EU826208,3,
EU826209,3,
EU826210,3,
EU826211,3,
EU826212,3,
EU826213,3,
EU826214,3,
EU826215,3,
EU826216,3,
EU826217,3,
EU826218,3,
EU826219,3,
EU826220,3,
EU826221,3,
EU826222,3,
EU826223,3,
EU826224,3,
EU826225,3,
EU826226,3,
EU826227,3,
EU826228,3,
EU826229,3,
EU826230,3,
EU826231,3,
EU826232,3,
EU826233,3,
EU826234,3,
EU826235,3,
EU826236,3,
EU826237,3,
EU826238,3,
EU826239,3,
EU826240,3,
EU826241,3,
EU826242,3,
EU826243,3,
EU826244,3,
EU826245,3,
EU826246,3,
EU826247,3,
EU826248,3,
EU826249,3,
EU826250,3,
EU826251,3,
EU826252,3,
EU826253,3,
EU826254,3,
EU826255,3,
EU826256,3,
EU826257,3,
EU826258,3,
EU826259,3,
EU826260,3,
EU826261,3,
EU826262,3,
EU826263,3,
EU826264,3,
EU826265,3,
EU826266,3,
EU826267,3,
EU826268,3,
EU826269,3,
EU826270,3,
EU826271,3,
EU826272,3,
EU826273,3,
EU826274,3,
EU826275,3,
EU826276,3,
EU826277,3,
EU826278,3,
EU826279,3,
EU826280,3,
EU826281,3,
EU826282,3,
EU826283,3,
EU826284,3,
EU826285,3,
EU826286,3,
EU826287,3,
EU826288,3,
EU826289,3,
EU826290,3,
EU826291,3,
EU826292,3,
EU826293,3,
EU826294,3,
EU826295,3,
EU826296,3,
EU826297,3,
EU826298,3,
EU826299,3,
EU826300,3,
EU826301,3,
EU826302,3,
EU826303,3,
EU826304,3,
EU826305,3,
EU826306,3,
EU826307,3,
EU826308,3,
EU826309,3,
EU826310,3,
EU826311,3,
EU826312,3,
EU826313,3,
EU826314,3,
EU826315,3,
EU826316,3,
EU826317,3,
EU826318,3,
EU826319,3,
EU826320,3,
EU826321,3,
EU826322,3,
EU826323,3,
EU826324,3,
EU826325,3,
EU826326,3,
EU826327,3,
EU826328,3,
EU826329,3,
EU826330,3,
EU826331,3,
EU826332,3,
EU826333,3,
EU826334,3,
EU826335,3,
EU826336,3,
EU826337,3,
EU826338,3,
EU826339,3,
EU826340,3,
EU826341,3,
EU826342,3,
EU826343,3,
EU826344,3,
EU826345,3,
EU826346,3,
EU826347,3,
EU826348,3,
EU826349,3,
EU826350,3,
EU826351,3,
EU826352,3,
EU934905,1,1a
FJ024274,1,1a
FJ024275,1,1a
FJ024276,1,1a
FJ024277,1,1b
FJ024278,1,1a
FJ024279,1,1b
FJ024280,1,1a
FJ024281,1,1a
FJ024282,1,1a
FJ025854,4,4b
FJ025855,4,4b
FJ025856,4,4b
FJ407092,3,3i
FJ435090,6,6v
FJ462431,4,4p
FJ462432,4,4g
FJ462433,4,4m
FJ462434,4,4q
FJ462435,4,4b
FJ462436,4,4c
FJ462437,4,4d
FJ462438,4,4k
FJ462439,4,4r
FJ462440,4,4o
FJ462441,4,4n
FJ518798,1,1a
FJ518799,1,1a
FJ518800,1,1b
FJ518801,1,
FJ518802,1,1b
FJ839869,4,4t
FJ839870,4,4l
FJ896264,,
FJ896265,,
FJ896266,,
FJ896267,,
FJ896268,,
FJ896269,,
FJ896270,,
FJ896271,,
FJ896272,,
FJ896273,,
FJ896274,,
FJ896275,,
FJ896276,,
FJ896277,,
FJ896278,,
FJ896279,,
FJ896280,,
FJ896281,,
FJ896282,,
FJ896283,,
FJ896284,,
FJ896285,,
FJ896286,,
FJ896287,,
FJ896288,,
FJ896289,,
FJ896290,,
FJ896291,,
FJ896292,,
FJ896293,,
FJ896294,,
FJ896295,,
FJ896296,,
FJ896297,,
FJ896298,,
FJ896299,,
FJ896300,,
FJ896301,,
FJ896302,,
FJ896303,,
FJ896304,,
FJ896305,,
FJ896306,,
FJ896307,,
FJ896308,,
FJ896309,,
FJ896310,,
FJ896311,,
FJ896312,,
FJ896313,,
FJ896314,,
FJ896315,,
FJ896316,,
FJ896317,,
FJ896318,,
FJ896319,,
FJ896320,,
FJ896321,,
FJ896322,,
FJ896323,,
FJ896324,,
FJ896325,,
FJ896326,,
FJ896327,,
FJ896328,,
FJ896329,,
FJ896330,,
FJ896331,,
FJ896332,,
FJ896333,,
FJ896334,,
FJ896335,,
FJ896336,,
FJ896337,,
FJ896338,,
FJ896339,,
FJ896340,,
FJ896341,,
FJ896342,,
FJ896343,,
FJ896344,,
FJ896345,,
FJ896346,,
FJ896347,,
FJ896348,,
FJ896349,,
FJ896350,,
FJ896351,,
FJ896352,,
FJ896353,,
FJ896354,,
FJ896355,,
FJ896356,,
FJ896357,,
FJ896358,,
FJ896359,,
FJ896360,,
FJ896361,,
FJ896362,,
FJ896363,,
FJ896364,,
FJ896365,,
FJ896366,,
FJ896367,,
FJ896368,,
FJ896369,,
FJ896370,,
FJ931538,3,
FJ931539,3,
FJ931540,3,
FJ931541,3,
FJ931542,3,
FJ931543,3,
FJ931544,3,
FJ931545,3,
FJ931546,3,
FJ931547,3,
FJ931548,3,
FJ931549,3,
FJ931550,3,
FJ931551,3,
FJ931552,3,
FJ931553,3,
FJ931554,3,
FJ931555,3,
FJ931556,3,
FJ931557,3,
FJ931558,3,
FJ931559,3,
FJ931560,3,
FJ931561,3,
FJ931562,3,
FJ931563,3,
FJ931564,3,
FJ931566,3,
FJ931567,3,
FJ931568,3,
FJ931569,3,
FJ931570,3,
FJ931571,3,
FJ931572,3,
FJ931573,3,
FJ931574,3,
FJ931575,3,
FJ931576,3,
FJ931577,3,
FJ931578,3,
FJ931579,3,
FJ931580,3,
FJ931581,3,
FJ931582,3,
FJ931583,3,
FJ931584,3,
FJ931585,3,
FJ931586,3,
FJ931587,3,
FJ931588,3,
FJ931589,3,
FJ931590,3,
FJ931591,3,
FJ931592,3,
FJ931593,3,
FJ931594,3,
FJ931595,3,
FJ931596,3,
FJ931597,3,
FJ931598,3,
FJ931599,3,
FJ931600,3,
FJ931601,3,
FJ931602,3,
FJ931603,3,
FJ931604,3,
FJ931605,3,
FJ931606,3,
FJ931607,3,
FJ931608,3,
FJ931609,3,
FJ932274,1,
FJ932275,1,
FJ932276,1,
FJ932277,1,
FJ932278,1,
FJ932279,1,
FJ932280,1,
FJ932281,1,
FJ932282,1,
FJ932283,1,
FJ932284,1,
FJ932285,1,
FJ932286,1,
FJ932287,1,
FJ932288,1,
FJ932289,1,
FJ932290,1,
FJ932291,1,
FJ932292,1,
FJ932293,1,
FJ932294,1,
FJ932295,1,
FJ932296,1,
FJ932297,1,
FJ932298,1,
FJ932299,1,
FJ932300,1,
FJ932301,1,
FJ932302,1,
FJ932303,1,
FJ932304,1,
FJ932305,1,
FJ932306,1,
FJ932307,1,
FJ932308,1,
FJ932309,1,
FJ932310,1,
FJ932311,1,
FJ932312,1,
FJ932313,1,
FJ932314,1,
FJ932315,1,
FJ932316,1,
FJ932317,1,
FJ932318,1,
FJ932319,1,
FJ932320,1,
FJ932321,1,
FJ932322,1,
FJ932323,1,
FJ932324,1,
FJ932325,1,
FJ932326,1,
FJ932327,1,
FJ932328,1,
FJ932329,1,
FJ932330,1,
FJ932331,1,
FJ932332,1,
FJ932333,1,
FJ932334,1,
FJ932335,1,
FJ932336,1,
FJ932337,1,
FJ932338,1,
FJ932339,1,
FJ932340,1,
FJ932341,1,
FJ932342,1,
FJ932343,1,
FJ932344,1,
FJ932345,1,
FJ932346,1,
FJ932347,1,
FJ932348,1,
FJ932349,1,
FJ932350,1,
FJ932351,1,
FJ932352,1,
FJ932353,1,
FJ932354,1,
FJ932355,1,
FJ932356,1,
FJ932357,1,
FJ932358,1,
FJ932359,1,
FN666428,,
FN666429,,
GQ356200,3,3a
GQ356201,3,3a
GQ356202,3,3a
GQ356203,3,3a
GQ356204,3,3a
GQ356205,3,3a
GQ356206,3,3a
GQ356207,3,3a
GQ356208,3,3a
GQ356209,3,3a
GQ356210,3,3a
GQ356211,3,3a
GQ356212,3,3a
GQ356213,3,3a
GQ356214,3,3a
GQ356215,3,3a
GQ356216,3,3a
GQ356217,3,3a
GQ913865,1,1a
GQ913866,1,1a
GQ913867,1,1a
GQ913868,1,1b
GQ913869,1,1b
GQ913870,1,1b
GQ913871,1,1b
GQ913872,1,1b
GQ913873,1,1b
GQ913874,1,1b
OM312365,1,1a
OM312366,1,1a
OM312367,1,1a
OM312368,1,1a
OM312369,1,1a
OM312370,1,1a
OM312371,1,1a
OM312372,1,1a
OM312373,1,1a
OM312374,1,1a
OM312375,1,1a
OM312376,1,1a
OM312377,1,1a
OM312378,1,1a
OM312379,1,1a
OM312380,1,1a
OM312381,1,1a
OM312382,1,1a
OM312383,1,1a
OM312384,1,1a
OM312385,1,1a
OM312386,1,1a
OM312387,1,1a
OM312388,1,1a
OM312389,1,1a
OM312390,1,1a
OM312391,1,1a
OM312392,1,1a
OM312393,1,1a
OM312394,1,1a
OM312395,1,1a
OM312396,1,1a
OM312397,1,1a
OM312398,1,1a
OM312399,1,1a
OM312400,1,1a
OM312401,1,1a
OM312402,1,1a
OM312403,1,1a
OM312404,1,1a
OM312405,1,1a
OM312406,1,1a
OM312407,1,1a
OM312408,1,1a
OM312409,1,1a
OM312410,1,1a
OM312411,1,1a
OM312412,1,1a
OM312413,1,1a
OM312414,1,1a
OM312415,1,1a
OM312416,1,1a
OM312417,1,1a
OM312418,1,1a
OM312419,1,1a
OM312420,1,1a
OM312421,1,1a
OM312422,1,1a
OM312423,1,1a
OM312424,1,1a
OM312425,1,1a
OM312426,1,1a
OM312427,1,1a
OM312428,1,1a
OM312429,1,1a
OM312430,1,1a
OM312431,1,1a
OM312432,1,1a
OM312433,1,1a
OM312434,1,1a
OM312435,1,1a
OM312436,1,1a
OM312437,1,1a
OM312438,1,1a
OM312439,1,1a
OM312440,1,1a
OM312441,1,1a
OM312442,1,1a
OM312443,1,1a
OM312444,1,1a
OM312445,1,1a
OM312446,1,1a
OM312447,1,1a
OM312448,1,1a
OM312449,1,1a
OM312450,1,1a
OM312451,1,1a
OM312452,1,1a
OM312453,1,1a
OM312454,1,1a
OM312455,1,1a
OM312456,1,1a
OM312457,1,1a
OM312458,1,1a
OM312459,1,1a
OM312460,1,1a
OM312461,1,1a
OM312462,1,1a
OM312463,1,1a
OM312464,1,1a
OM312465,1,1a
OM312466,1,1a
OM312467,1,1a
OM312468,1,1a
OM312469,1,1a
OM312470,1,1a
OM312471,1,1a
OM312472,1,1a
OM312473,1,1a
OM312474,1,1b
OM312475,1,1b
OM312476,1,1b
OM312477,1,1b
OM312478,1,1b
OM312479,1,1b
OM312480,1,1b
OM312481,1,1b
OM312482,1,1b
OM312483,1,1b
OM312484,1,1b
OM312485,1,1b
OM312486,1,1b
OM312487,1,1b
OM312488,1,1b
OM312489,1,1b
OM312490,1,1b
OM312491,1,1b
OM312492,1,1b
OM312493,1,1b
OM312494,1,1b
OM312495,1,1b
OM312496,1,1b
OM312497,1,1b
OM312498,1,1b
OM312499,1,1b
OM312500,1,1b
OM312501,1,1b
OM312502,1,1b
OM312503,1,1b
OM312504,1,1b
OM312505,1,1b
OM312506,1,1b
OM312507,1,1b
OM312508,1,1b
OM312509,1,1b
OM312510,1,1b
OM312511,1,1b
OM312512,1,1b
OM312513,1,1b
OM312514,1,1b
OM312515,1,1b
OM312516,1,1b
OM312517,1,1b
OM312518,1,1b
OM312519,1,1b
OM312520,1,1b
OM312521,1,1b
OM312522,1,1b
OM312523,1,1b
OM312524,1,1b
OM312525,1,1b
OM312526,1,1b
OM312527,1,1b
OM312528,1,1b
OM312529,1,1b
OM312530,1,1b
OM312531,1,1b
OM312532,1,1b
OM312533,1,1b
OM312534,1,1b
OM312535,1,1b
OM312536,1,1b
OM312537,1,1b
OM312538,1,1b
OM312539,1,1b
OM312540,1,1b
OM312541,1,1b
OM312542,1,1b
OM312543,1,1b
OM312544,1,1b
OM312545,1,1b
OM312546,1,1b
OM312547,1,1b
OM312548,1,1b
OM312549,1,1b
OM312550,1,1b
OM312551,1,1b
OM312552,1,1b
OM312553,1,1b
OM312554,3,3a
OM312555,3,3a
OM312556,3,3a
OM312557,3,3a
OM312558,3,3a
OM312559,3,3a
OM312560,3,3a
OM312561,3,3a
OM312562,3,3a
OM312563,3,3a
OM312564,3,3a
OM312565,3,3a
OM312566,3,3a
OM312567,3,3a
OM312568,3,3a
OM312569,3,3a
OM312570,3,3a
OM312571,3,3a
OM312572,3,3a
OM312573,3,3a
OM312574,3,3a
OM312575,3,3a
OM312576,3,3a
OM312577,3,3a
OM312578,3,3a
OM312579,3,3a
OM312580,3,3a
OM312581,3,3a
OM312582,3,3a
OM312583,3,3a
OM312584,3,3a
OM312585,3,3a
OM312586,3,3a
OM312587,3,3a
OM312588,3,3a
OM312589,3,3a
OM312590,3,3a
OM312591,3,3a
OM312592,3,3a
OM312593,3,3a
OM312594,3,3a
OM312595,3,3a
OM312596,3,3a
OM312597,3,3a
OM312598,3,3a
OM312599,3,3a
OM312600,3,3a
OM312601,3,3a
OM312602,3,3a
OM312603,3,3a
OM312604,3,3a
OM312605,3,3a
OM312606,3,3a
OM312607,3,3a
OM312608,3,3a
OM312609,3,3a
OM312610,3,3a
OM312611,3,3a
OM312612,3,3a
OM312613,3,3a
OM312614,3,3a
OM312615,3,3a
OM312616,3,3a
OM312617,3,3a
OM312618,3,3a
OM312619,3,3a
OM312620,3,3a
OM312621,3,3a
OM312622,3,3a
OM312623,3,3a
OM312624,3,3a
OM312625,3,3a
OM312626,3,3a
OM312627,3,3a
OM312628,3,3a
OM312629,3,3a
OM312630,3,3a
OM312631,3,3a
OM312632,3,3a
OM312633,3,3a
OM312634,3,3a
OM312635,3,3a
OM312636,3,3a
OM312637,3,3a
OM312638,3,3a
OM312639,3,3a
OM312640,3,3a
OM312641,3,3a
OM312642,3,3a
OM312643,3,3a
OM312644,3,3a
OM312645,3,3a
OM312646,3,3a
OM312647,3,3a
OM312648,3,3a
OM312649,3,3a
OM312650,3,3a
OM312651,3,3a
OM312652,3,3a
OM312653,3,3a
OM312654,3,3a
OM312655,3,3a
OM312656,3,3a
OM312657,3,3a
OM312658,3,3a
OM312659,3,3a
OM312660,3,3a
OM312661,3,3a
OM312662,3,3a
OM312663,3,3a
OM312664,3,3a
JX022751,1,1b
JX022752,1,1b
JX022753,1,1b
JX022754,1,1b
JX022755,1,1b
JX022756,1,1b
JX022757,1,1b
JX022758,1,1b
JX022759,1,1b
JX022760,1,1b
JX022761,1,1b
JX022762,1,1b
JX022763,1,1b
JX022764,1,1b
JX022765,1,1b
JX022766,1,1b
JX022767,1,1b
JX022768,1,1b
JX022769,1,1b
JX022770,1,1b
JX022771,1,1b
JX022772,1,1b
JX022773,1,1b
JX022774,1,1b
JX022775,1,1b
JX022776,1,1b
JX022777,1,1b
JX022778,1,1b
JX022779,1,1b
JX183549,6,6k-related
JX183550,6,6k-related
JX183551,6,6k-related
JX183552,6,6k-related
JX183553,6,6l-related
JX183554,6,6l-related
JX183555,6,6l
JX183556,6,6l
JX183557,,
JX183558,,
JX227949,,
JX227950,,
JX227951,,
JX227952,,
JX227953,,
JX227954,,
JX227955,,
JX227956,,
JX227957,,
JX227958,,
JX227959,,
JX227960,,
JX227961,,
JX227962,,
JX227963,,
JX227964,4,
JX227965,,
JX227966,,
JX227967,,
JX227968,,
JX227969,,
JX227970,,
JX227971,,
JX227972,,
JX227973,,
JX227974,,
JX227975,,
JX227976,,
JX227977,,
JX227978,,
JX227979,,
JX674827,,
JX674828,,
JX674829,,
JX674830,,
JX674831,,
JX674832,,
JX674833,,
JX674834,,
JX674835,,
JX674836,,
JX674837,,
JX674838,,
JX674839,,
JX674840,,
JX674841,,
JX674842,,
JX674843,,
JX674844,,
JX674845,,
JX674846,,
JX674847,,
JX674848,,
JX674849,,
JX674850,,
JX674851,,
JX674852,,
JX674853,,
JX674854,,
JX674855,,
JX674856,,
JX674857,,
JX674858,,
JX674859,,
JX674860,,
JX674861,,
JX674862,,
JX674863,,
JX674864,,
JX674865,,
JX674866,,
JX674867,,
JX674868,,
JX674869,,
JX674870,,
JX674871,,
JX674872,,
JX674873,,
JX674874,,
JX674875,,
JX674876,,
JX674877,,
JX674878,,
JX674879,,
JX674880,,
JX674881,,
JX674882,,
JX674883,,
JX674884,,
JX674885,,
JX674886,,
JX674887,,
JX674888,,
JX674889,,
JX674890,,
JX674891,,
JX674892,,
JX674893,,
JX674894,,
JX674895,,
JX674896,,
JX674897,,
JX674898,,
JX674899,,
JX674900,,
JX674901,,
JX674902,,
JX674903,,
JX674904,,
JX674905,,
JX674906,,
JX674907,,
JX674908,,
JX674909,,
JX674910,,
JX674911,,
JX674912,,
JX674913,,
JX674914,,
JX674915,,
JX674916,,
JX674917,,
JX674918,,
JX674919,,
JX674920,,
JX674921,,
JX674922,,
JX674923,,
JX674924,,
JX674925,,
JX674926,,
JX674927,,
JX674928,,
JX674929,,
JX674930,,
JX674931,,
KC124769,1,1b
KC124770,1,1b
KC124771,1,1b
KC124772,1,1b
KC124773,1,1b
KC124774,1,1b
KC124775,1,1b
KC124776,1,1b
KC124777,1,1b
KC124778,1,1b
KC124779,1,1b
KC124780,1,1b
KC124781,1,1b
KC124782,1,1b
KC124783,1,1b
KC124784,1,1b
KC124785,1,1b
KC124786,1,1b
KC124787,1,1b
KC124788,1,1b
KC124789,1,1b
KC124790,1,1b
KC124791,1,1b
KC124792,1,1b
KC124793,1,1b
KC124794,1,1b
KC124795,1,1b
KC124796,1,1b
KC124797,1,1b
KC124798,1,1b
KC124799,1,1b
KC124800,1,1b
KC124801,1,1b
KC124802,1,1b
KC124803,1,1b
KC124804,1,1b
KC124805,1,1b
KC124806,1,1b
KC124807,1,1b
KC124808,1,1b
KC124809,1,1b
KC124810,1,1b
KC124811,1,1b
KC124812,1,1b
KC124813,1,1b
KC124814,1,1b
KC124815,1,1b
KC124816,1,1b
KC124817,1,1b
KC124818,1,1b
KC124819,1,1b
KC124820,1,1b
KC124821,1,1b
KC124822,1,1b
KC124823,1,1b
KC124824,1,1b
KC124825,1,1b
KC124826,1,1b
KC124827,1,1b
KC124828,1,1b
KC124829,1,1b
KC124830,1,1b
KC124831,1,1b
KC124832,1,1b
KC124833,1,1b
KC124834,1,1b
KC124835,1,1b
KC124836,1,1b
KC124837,1,1b
KC124838,1,1b
KC124839,1,1b
KC124840,1,1b
KC124841,1,1b
KC124842,1,1b
KC124843,1,1b
KC124844,1,1b
KC124845,1,1b
KC124846,1,1b
KC124847,1,1b
KC124848,1,1b
KC124849,1,1b
KC124850,1,1b
KC124851,1,1b
KC124852,1,1b
KC124853,1,1b
KC124854,1,1b
KC124855,1,1b
KC124856,1,1b
KC124857,1,1b
KC124858,1,1b
KC124859,1,1b
KC124860,1,1b
KC124861,1,1b
KC124862,1,1b
KC124863,1,1b
KC124864,1,1b
KC124865,1,1b
KC124866,1,1b
KC124867,1,1b
KC124868,1,1b
KC124869,1,1b
KC124870,1,1b
KC124871,1,1b
KC124872,1,1b
KC124873,1,1b
KC124874,1,1b
KC124875,1,1b
KC124876,1,1b
KC124877,1,1b
KC124878,1,1b
KC124879,1,1b
KC124880,1,1b
KC124881,1,1b
KC124882,1,1b
KC124883,1,1b
KC124884,1,1b
KC124885,1,1b
KC124886,1,1b
KC124887,1,1b
KC124888,1,1b
KC124889,1,1b
KC124890,1,1b
KC124891,1,1b
KC124892,1,1b
KC124893,1,1b
KC124894,1,1b
KC124895,1,1b
KC124896,1,1b
KC124897,1,1b
KC124898,1,1b
KC124899,1,1b
KC124900,1,1b
KC124901,1,1b
KC124902,1,1b
KC124903,1,1b
KC124904,1,1b
KC124905,1,1b
KC124906,1,1b
KC124907,1,1b
KC124908,1,1b
KC124909,1,1b
KC124910,1,1b
KC124911,1,1b
KC124912,1,1b
KC124913,1,1b
KC124914,1,1b
KC124915,1,1b
KC124916,1,1b
KC124917,1,1b
KC124918,1,1b
KC124919,1,1b
KC124920,1,1b
KC124921,1,1b
KC124922,1,1b
KC124923,1,1b
KC124924,1,1b
KC124925,1,1b
KC124926,1,1b
KC124927,1,1b
KC124928,1,1b
KC124929,1,1b
KC124930,1,1b
KC124931,1,1b
KC124932,1,1b
KC124933,1,1b
KC124934,1,1b
KC124935,1,1b
KC124936,1,1b
KC124937,1,1b
KC124938,1,1b
KC124939,1,1b
KC124940,1,1b
KC124941,1,1b
KC124942,1,1b
KC124943,1,1b
KC124944,1,1b
KC124945,1,1b
KC124946,1,1b
KC124947,1,1b
KC124948,1,1b
KC124949,1,1b
KC124950,1,1b
KC124951,1,1b
KC124952,1,1b
KC124953,1,1b
KC124954,1,1b
KC124955,1,1b
KC124956,1,1b
KC124957,1,1b
KC124958,1,1b
KC124959,1,1b
KC124960,1,1b
KC124961,1,1b
KC124962,1,1b
KC124963,1,1b
KC124964,1,1b
KC124965,1,1b
KC124966,1,1b
KC124967,1,1b
KC124968,1,1b
KC124969,1,1b
KC124970,1,1b
KC124971,1,1b
KC124972,1,1b
KC124973,1,1b
KC124974,1,1b
KC124975,1,1b
KC124976,1,1b
KC124977,1,1b
KC124978,1,1b
KC124979,1,1b
KC124980,1,1b
KC124981,1,1b
KC124982,1,1b
KC124983,1,1b
KC124984,1,1b
KC124985,1,1b
KC124986,1,1b
KC124987,1,1b
KC124988,1,1b
KC124989,1,1b
KC124990,1,1b
KC124991,1,1b
KC124992,1,1b
KC124993,1,1b
KC124994,1,1b
KC124995,1,1b
KC124996,1,1b
KC124997,1,1b
KC124998,1,1b
KC124999,1,1b
KC125000,1,1b
KC125001,1,1b
KC125002,1,1b
KC125003,1,1b
KC125004,1,1b
KC125005,1,1b
KC125006,1,1b
KC125007,1,1b
KC127119,1,1a
KC127120,1,1a
KC127121,1,1a
KC127122,1,1a
KC127123,1,1a
KC127124,1,1a
KC127125,1,1a
KC127126,1,1a
KC127127,1,1a
KC127128,1,1a
KC127129,1,1a
KC127130,1,1a
KC127131,1,1a
KC127132,1,1a
KC127133,1,1a
KC127134,1,1a
KC127135,1,1a
KC127136,1,1a
KC127137,1,1a
KC127138,1,1a
KC127139,1,1a
KC127140,1,1a
KC127141,1,1a
KC127142,1,1a
KC127143,1,1a
KC127144,1,1a
KC127145,1,1a
KC127146,1,1a
KC127147,1,1a
KC127148,1,1a
KC127149,1,1a
KC127150,1,1a
KC127151,1,1a
KC127152,1,1a
KC127153,1,1a
KC127154,1,1a
KC127155,1,1a
KC127156,1,1a
KC127157,1,1a
KC127158,1,1a
KC127159,1,1a
KC127160,1,1a
KC127161,1,1a
KC127162,1,1a
KC127163,1,1a
KC127164,1,1a
KC127165,1,1a
KC127166,1,1a
KC127167,1,1a
KC127168,1,1a
KC127169,1,1a
KC127170,1,1a
KC127171,1,1a
KC127172,1,1a
KC127173,1,1a
KC127174,1,1a
KC127175,1,1a
KC127176,1,1a
KC127177,1,1a
KC127178,1,1a
KC127179,1,1a
KC127180,1,1a
KC127181,1,1a
KC127182,1,1a
KC127183,1,1a
KC127184,1,1a
KC127185,1,1a
KC127186,1,1a
KC127187,1,1a
KC127188,1,1a
KC127189,1,1a
KC127190,1,1a
KC127191,1,1a
KC127192,1,1a
KC127193,1,1a
KC127194,1,1a
KC127195,1,1a
KC127196,1,1a
KC127197,1,1a
KC127198,1,1a
KC127199,1,1a
KC127200,1,1a
KC127201,1,1a
KC127202,1,1a
KC127203,1,1a
KC127204,1,1a
KC127205,1,1a
KC127206,1,1a
KC127207,1,1a
KC127208,1,1a
KC127209,1,1a
KC127210,1,1a
KC127211,1,1a
KC127212,1,1a
KC127213,1,1a
KC127214,1,1a
KC127215,1,1a
KC127216,1,1a
KC127217,1,1a
KC127218,1,1a
KC127219,1,1a
KC127220,1,1a
KC127221,1,1a
KC127222,1,1a
KC127223,1,1a
KC127224,1,1a
KC127225,1,1a
KC127226,1,1a
KC127227,1,1a
KC127228,1,1a
KC127229,1,1a
KC127230,1,1a
KC127231,1,1a
KC127232,1,1a
KC127233,1,1a
KC127234,1,1a
KC127235,1,1a
KC127236,1,1a
KC127237,1,1a
KC127238,1,1a
KC127239,1,1a
KC127240,1,1a
KC127241,1,1a
KC127242,1,1a
KC127243,1,1a
KC127244,1,1a
KC127245,1,1a
KC127246,1,1a
KC127247,1,1a
KC127248,1,1a
KC127249,1,1a
KC127250,1,1a
KC127251,1,1a
KC127252,1,1a
KC127253,1,1a
KC127254,1,1a
KC127255,1,1a
KC127256,1,1a
KC127257,1,1a
KC127258,1,1a
KC127259,1,1a
KC127260,1,1a
KC127261,1,1a
KC127262,1,1a
KC127263,1,1a
KC127264,1,1a
KC127265,1,1a
KC127266,1,1a
KC127267,1,1a
KC127268,1,1a
KC127269,1,1a
KC127270,1,1a
KC127271,1,1a
KC127272,1,1a
KC127273,1,1a
KC127274,1,1a
KC127275,1,1a
KC127276,1,1a
KC127277,1,1a
KC127278,1,1a
KC127279,1,1a
KC127280,1,1a
KC127281,1,1a
KC127282,1,1a
KC127283,1,1a
KC127284,1,1a
KC127285,1,1a
KC127286,1,1a
KC127287,1,1a
KC127288,1,1a
KC127289,1,1a
KC127290,1,1a
KC127291,1,1a
KC127292,1,1a
KC127293,1,1a
KC127294,1,1a
KC127295,1,1a
KC127296,1,1a
KC127297,1,1a
KC127298,1,1a
KC127299,1,1a
KC127300,1,1a
KC127301,1,1a
KC127302,1,1a
KC127303,1,1a
KC127304,1,1a
KC127305,1,1a
KC127306,1,1a
KC127307,1,1a
KC127308,1,1a
KC127309,1,1a
KC127310,1,1a
KC127311,1,1a
KC127312,1,1a
KC127313,1,1a
KC127314,1,1a
KC127315,1,1a
KC127316,1,1a
KC127317,1,1a
KC127318,1,1a
KC127319,1,1a
KC127320,1,1a
KC127321,1,1a
KC127322,1,1a
KC127323,1,1a
KC127324,1,1a
KC127325,1,1a
KC127326,1,1a
KC127327,1,1a
KC127328,1,1a
KC127329,1,1a
KC127330,1,1a
KC127331,1,1a
KC127332,1,1a
KC127333,1,1a
KC127334,1,1a
KC127335,1,1a
KC127336,1,1a
KC127337,1,1a
KC127338,1,1a
KC127339,1,1a
KC127340,1,1a
KC127341,1,1a
KC127342,1,1a
KC127343,1,1a
KC127344,1,1a
KC127345,1,1a
KC127346,1,1a
KC127347,1,1a
KC127348,1,1a
KC127349,1,1a
KC127350,1,1a
KC127351,1,1a
KC127352,1,1a
KC127353,1,1a
KC127354,1,1a
KC127355,1,1a
KC127356,1,1a
KC127357,1,1a
KC127358,1,1a
KC127359,1,1a
KC127360,1,1a
KC127361,1,1a
KC127362,1,1a
KC127363,1,1a
KC127364,1,1a
KC127365,1,1a
KC127366,1,1a
KC127367,1,1a
KC127368,1,1a
KC127369,1,1a
KC127370,1,1a
KC127371,1,1a
KC127372,1,1a
KC127373,1,1a
KC127374,1,1a
KC127375,1,1a
KC127376,1,1a
KC127377,1,1a
KC127378,1,1a
KC127379,1,1a
KC127380,1,1a
KC127381,1,1a
KC127382,1,1a
KC127383,1,1a
KC127384,1,1a
KC127385,1,1a
