accession,genotype,subtype
EF194976,1,1b
EF194977,1,1b
EF194978,1,1b
EF194979,1,1b
EF194980,1,1b
EF194981,1,1b
EF194982,1,1b
EF194983,1,1b
EF194984,1,1b
EF194985,1,1b
EF194986,1,1b
EF194987,1,1b
EF194988,1,1b
EF194989,1,1b
EF194990,1,1b
EF194991,1,1b
EF194992,1,1b
EF194993,1,1b
EF194994,1,1b
EF194995,1,1b
EF194996,1,1b
EF194997,1,1b
EF194998,1,1b
EF194999,1,1b
EF195000,1,1b
EF195001,1,1b
EF195003,1,1b
EF195004,1,1b
EF195005,1,1b
EF195006,1,1b
EF195007,1,1b
EF195008,1,1b
EF195009,1,1b
EF195010,1,1b
EF195011,1,1b
EF195012,1,1b
EF195013,1,1b
EF195014,1,1b
EF195015,1,1b
EF195016,1,1b
EF195017,1,1b
EF195018,1,1b
EF195019,1,1b
EF195020,1,1b
EF195021,1,1b
EF195022,1,1b
EF195023,1,1b
EF195024,1,1b
EF195025,2,2c
EF195026,2,2c
EF195027,2,2c
EF195028,2,2a
EF195029,3,3a
EF195030,3,3a
EF195031,3,3a
EF195032,3,3a
EF195033,3,3a
EF195034,3,3a
EF195035,3,3a
EF195036,3,3a
EF195037,3,3a
EF195038,3,3a
EF195039,3,3a
EF195040,3,3a
EF195041,3,3a
EF195042,3,3a
EF195043,3,3a
EF195044,3,3a
EF195045,3,3a
EF195046,3,3a
EF195047,3,3a
EF195048,3,3a
EF195049,3,3a
EF195050,3,3a
EF195051,3,3a
EF195052,3,3a
EF195053,3,3a
EF195054,3,3a
EF195055,3,3a
EF195056,3,3a
EF195057,3,3a
EF195058,3,3a
EF195059,3,3a
EF195060,3,3a
EF195061,3,3a
EF195062,3,3a
EF195063,3,3a
EF195064,3,3a
EF195065,3,3a
EF195066,3,3a
EF195067,3,3a
EF205237,2,2b
EF205238,4,
EF205239,1,1b
EF205240,2,2b
EF205241,2,2b
EF205243,2,2b
EF205244,1,1a
EF205245,1,1a
EF205246,1,1a
EF205247,1,1b
EF205248,2,2b
EF205249,1,1a
EF205250,1,1a
EF205251,2,2b
EF205252,1,1a
EF205253,1,1a
EF406189,1,
EF406190,1,
EF406191,1,
EF406192,1,
EF406193,1,
EF406194,1,
EF406195,1,
EF406196,1,
EF406197,1,
EF406198,1,
EF406199,1,
EF406200,1,
EF406201,1,
EF406202,1,
EF406203,1,
EF406204,1,
EF406205,1,
EF406206,1,
EF406207,1,
EF406208,1,
EF406209,1,
EF406210,1,
EF406211,1,
EF406212,1,
EF406213,1,
EF406214,1,
EF406215,1,
EF406216,1,
EF406217,1,
EF406218,1,
EF406219,1,
EF406220,1,
EF406221,1,
EF406222,1,
EF406223,1,
EF406224,1,
EF406225,1,
EF406226,1,
EF406227,1,
EF406228,1,
EF406229,3,
EF406230,3,
EF406231,3,
EF406232,3,
EF406233,3,
EF406234,3,
EF406235,3,
EF406236,3,
EF406237,3,
EF406238,3,
EF406239,3,
EF406240,3,
EF406241,3,
EF406242,3,
EF406243,3,
EF406244,3,
EF406245,3,
EF406246,3,
EF406247,3,
EF406248,3,
EF407411,1,1a
EF407412,1,1a
EF407413,1,1a
EF407414,1,1a
EF407415,1,1a
EF407416,1,1a
EF407417,1,1a
EF407418,1,1a
EF407419,1,1a
EF407420,1,1a
EF407421,1,1a
EF407422,1,1a
EF407423,1,1a
EF407424,1,1a
EF407425,1,1a
EF407426,1,1a
EF407427,1,1a
EF407428,1,1a
EF407429,1,1a
EF407430,1,1a
EF407431,1,1a
EF407432,1,1a
EF407433,1,1a
EF407434,1,1a
EF407435,1,1a
EF407436,1,1a
EF407437,1,1a
EF407438,1,1a
EF407439,1,1a
EF407440,1,1a
EF407441,1,1a
EF407442,1,1a
EF407443,1,1a
EF407444,1,1a
EF407445,1,1a
EF407446,1,1a
EF407447,1,1a
EF407448,1,1a
EF407449,1,1a
EF407450,1,1a
EF407451,1,1a
EF407452,1,1a
EF407453,1,1a
EF407454,1,1a
EF407455,1,1a
EF407456,1,1a
EF407457,1,1a
EF407458,1,1b
EF407459,1,1b
EF407460,1,1b
EF407461,1,1b
EF407462,1,1b
EF407463,1,1b
EF407464,1,1b
EF407465,1,1b
EF407466,1,1b
EF407467,1,1b
EF407468,1,1b
EF407469,1,1b
EF407470,1,1b
EF407471,1,1b
EF407472,1,1b
EF407473,1,1b
EF407474,1,1b
EF407475,1,1b
EF407476,1,1b
EF407477,1,1b
EF407478,1,1b
EF407479,1,1b
EF407480,1,1b
EF407481,1,1b
EF407482,1,1b
EF407483,1,1b
EF407484,1,1b
EF407485,1,1b
EF407486,1,1b
EF407487,1,1b
EF407488,1,1b
EF407489,1,1b
EF407490,1,1b
EF407491,1,1b
EF407492,1,1b
EF407493,1,1b
EF407494,1,1b
EF407495,1,1b
EF407496,1,1b
EF407497,1,1b
EF407498,1,1b
EF407499,1,1b
EF407500,1,1b
EF407501,1,1b
EF407502,1,1b
EF407503,1,1b
EF407504,1,1b
EF424625,6,6q
EF424626,6,6p
EF424627,6,6o
EF424628,6,6l
EF424629,6,6c
EF467642,1,1b
EF467643,1,1b
EF467644,1,1b
EF467645,1,1b
EF467646,4,
EF467647,1,1b
EF467648,4,
EF467649,4,
EF467650,4,
EF467651,4,
EF467652,4,
EF467653,4,
EF470414,1,1b
EF470415,1,1b
EF470416,1,1b
EF470417,1,1b
EF470418,1,1b
EF470419,1,1b
EF543243,6,
EF543244,6,
EF543245,3,3a
EF543246,3,3a
EF543247,3,3a
EF543248,3,3a
EF543249,3,3a
EF543250,3,3a
EF543251,3,3b
EF543252,1,1b
EF543253,1,1b
EF543254,1,1b
EF543255,1,1b
EF543256,1,1a
EF543257,1,1a
EF543258,1,1a
EF589160,4,4f
EF589161,4,4f
EF632069,6,6t
EF632070,6,6t
EF632071,6,6t
EF694393,4,4a
EF694394,4,4a
EF694395,4,4a
EF694396,4,4a
EF694397,4,4o
EF694398,4,4u
EF694399,4,4a
EF694400,4,4a
EF694401,4,4a
EF694402,4,4a
EF694403,4,4a
EF694404,4,4a
EF694405,4,4a
EF694406,4,4a
EF694407,4,4u
EF694408,4,4a
EF694409,4,4a
EF694410,4,4a
EF694411,4,4o
EF694412,4,4a
EF694413,4,4a
EF694414,4,4a
EF694415,4,4a
EF694416,4,4a
EF694417,4,4a
EF694418,4,4a
EF694419,4,4a
EF694420,4,4a
EF694421,4,4m
EF694422,4,4o
EF694423,4,4a
EF694425,4,4a
EF694426,4,4a
EF694427,4,4a
EF694428,4,4a
EF694429,4,4u
EF694431,4,4u
EF694432,4,4a
EF694433,4,4a
EF694434,4,4a
EF694435,4,4u
EF694436,1,1g
EF694437,4,4a
EF694438,4,4a
EF694439,4,4a
EF694440,4,4a
EF694441,4,4a
EF694442,4,4a
EF694443,4,4a
EF694444,4,4a
EF694445,4,4a
EF694446,4,4a
EF694447,4,4a
EF694448,4,4a
EF694449,4,4a
EF694450,4,4a
EF694451,4,4a
EF694452,1,1g
EF694453,4,4a
EF694454,4,4a
EF694455,4,4a
EF694456,4,4a
EF694457,4,4a
EF694458,4,4a
EF694459,4,4u
EF694460,4,4a
EF694461,4,4u
EF694462,4,4a
EF694463,4,4u
EF694464,4,4a
EF694465,4,4a
EF694466,4,4u
EF694467,4,4a
EF694468,4,4a
EF694469,4,4a
EF694470,4,4a
EF694471,4,4u
EF694472,4,4a
EF694473,4,4a
EF694474,4,4u
EF694475,4,4a
EF694476,4,4a
EF694477,4,4a
EF694478,4,4a
EF694479,4,4a
EF694480,4,4a
EF694481,4,4u
EF694482,1,1b
EF694483,4,4a
EF694484,4,4u
EF694485,4,4a
EF694486,4,4a
EF694487,4,4a
EF694488,4,4u
EF694489,4,4a
EF694490,4,4u
EF694491,4,4a
EF694492,4,4u
EF694493,4,4a
EF694494,4,4u
EF694495,4,4a
EF694496,4,4u
EF694497,4,4u
EF694498,4,4a
EF694499,4,4a
EF694500,4,4a
EF694501,4,4a
EF694502,4,4a
EF694503,4,4a
EF694504,4,4a
EF694505,4,4a
EF694506,4,4a
EF694507,4,4a
EF694508,4,4a
EF694509,4,4a
EF694510,4,4a
EF694511,4,4a
EF694512,4,4a
EF694513,4,4a
EF694514,4,4a
EF694515,4,4a
EF694516,4,4u
EF694517,4,4m
EF694518,4,4a
EF694519,4,4a
EF694520,4,4a
EF694521,4,4a
EF694522,4,4a
EF694523,4,4a
EF694524,4,4a
EF694525,4,4a
EU081314,3,3b
EU081315,3,3b
EU081316,3,3b
EU081317,3,3b
EU081318,3,3b
EU081319,3,3a
EU081320,3,3a
EU081321,3,3a
EU081322,6,6n
EU081323,6,6n
EU081324,6,6n
EU081325,6,6u
EU081326,6,6u
EU081327,1,1a
EU081328,1,1b
EU081442,1,1b
EU081443,6,6n
EU081444,3,3b
EU081445,3,3b
EU081446,1,1b
EU081447,1,1b
EU081448,3,3b
EU081449,1,1b
EU081450,1,1b
EU081451,3,3b
EU081452,3,3a
EU081453,6,6a
EU081454,3,3b
EU081455,1,1b
EU081456,3,3b
EU081457,3,3b
EU081458,3,3b
EU081459,3,3a
EU081460,3,3a
EU081461,1,1b
EU081462,3,3a
EU081463,6,6n
EU081464,3,3b
EU081465,6,6a
EU081466,6,6n
EU081467,3,3b
EU081468,1,1b
EU081469,3,3a
EU081470,3,3a
EU081471,3,3b
EU081472,3,3a
EU081473,6,6a
EU081474,1,1b
EU081475,3,3a
EU081476,1,1b
EU081477,1,1b
EU081478,3,3b
EU081479,1,1b
EU081480,3,3b
EU081481,3,3b
EU081482,3,3b
EU081483,3,3a
EU081484,3,3a
EU081485,3,3a
EU081486,3,3a
EU081487,3,3a
EU081488,1,1b
EU081489,6,6a
EU081490,1,1b
EU081491,1,1b
EU081492,3,3a
EU081493,6,6n
EU081494,6,6n
EU081495,6,6n
EU081496,3,3a
EU081497,3,3b
EU081498,6,6u
EU081499,3,3b
EU081500,6,6u
EU081501,3,3a
EU081502,6,6u
EU081503,3,3a
EU081504,3,3b
EU081505,6,6u
EU081506,6,6u
EU081507,3,3b
EU081508,3,3a
EU123120,2,2b
EU123121,2,2b
EU123122,2,2b
EU123123,2,2b
EU123124,2,2b
EU123125,2,2b
EU123126,1,1a
EU123127,1,1a
EU123128,2,2b
EU123129,2,2b
EU123130,1,1a
EU123131,1,1a
EU123132,2,2b
EU123133,2,2b
EU123134,2,2b
EU123135,2,2b
EU123136,2,2b
EU123137,2,2b
EU123138,1,1a
EU123139,1,1a
EU123140,1,1a
EU123141,1,1a
EU123142,2,2b
EU123143,1,1a
EU123144,1,1a
EU123145,2,2b
EU123146,2,2b
EU123147,2,2b
EU123148,1,1a
EU123149,1,1a
EU123150,1,1a
EU123151,1,1a
EU123152,2,2b
EU123153,1,1a
EU123154,2,2b
EU123155,1,1a
EU123156,2,2b
EU123157,1,1a
EU123158,2,2b
EU123159,1,1a
EU123160,2,2b
EU123161,2,2b
EU123162,1,1a
EU123163,1,1a
EU123164,1,1a
EU123165,1,1a
EU123166,2,2b
EU123167,2,2b
EU123168,2,2b
EU123169,2,2b
EU123170,2,2b
EU123171,2,2b
EU123172,2,2b
EU123173,2,2b
EU123174,2,2b
EU123175,2,2b
EU123176,1,1a
EU123177,2,2b
EU123178,2,2b
EU123179,2,2b
EU123180,2,2b
EU123181,1,1a
EU123182,1,1a
EU123183,2,2b
EU123184,1,1a
EU123185,2,2b
EU123186,2,2b
EU123187,2,2b
EU123188,2,2b
EU123189,2,2b
EU123190,2,2b
EU123191,2,2b
EU123192,2,2b
EU123193,2,2b
EU123194,2,2b
EU123195,2,2b
EU123196,2,2b
EU123197,2,2b
EU123198,2,2b
EU123199,2,2b
EU123200,2,2b
EU123201,2,2b
EU123202,2,2b
EU123203,2,2b
EU123204,2,2b
EU123205,2,2b
EU123206,2,2b
EU123207,2,2b
EU123208,2,2b
EU123209,2,2b
EU123210,2,2b
EU123211,2,2b
EU123212,1,1a
EU123213,2,2b
EU123214,2,2b
EU123215,1,1a
EU123216,2,2b
EU123217,1,1a
EU123218,2,2b
EU123219,2,2b
EU123220,1,1a
EU123221,1,1a
EU123222,2,2b
EU123223,2,2b
EU123224,2,2b
EU123225,2,2b
EU123226,2,2b
EU123227,1,1a
EU123228,1,1a
EU123229,2,2b
EU123230,2,2b
EU123231,1,1a
EU123232,2,2b
EU123233,2,2b
EU123234,1,1a
EU123235,1,1a
EU123236,2,2b
EU123237,2,2b
EU123238,2,2b
EU123239,2,2b
EU123240,2,2b
EU123241,1,1a
EU123242,1,1a
EU123243,2,2b
EU123244,1,1a
EU123245,2,2b
EU123246,1,1a
EU123247,1,1a
EU123248,2,2b
EU123249,2,2b
EU123250,1,1a
EU123251,2,2b
EU123252,1,1a
EU123253,1,1a
EU123254,1,1a
EU123255,2,2b
EU123256,2,2b
EU123257,2,2b
EU123258,2,2b
EU123259,2,2b
EU123260,1,1a
EU123261,2,2b
EU123262,2,2b
EU123263,1,1a
EU123264,1,1a
EU123265,2,2b
EU123266,2,2b
EU123267,2,2b
EU123268,2,2b
EU123269,2,2b
EU123270,2,2b
EU123271,2,2b
EU123272,2,2b
EU123273,2,2b
EU123274,1,1a
EU123275,1,1a
EU123276,1,1a
EU123277,2,2b
EU123278,1,1a
EU123279,2,2b
EU123280,1,1a
EU123281,2,2b
EU123282,1,1a
EU123283,1,1a
EU123284,2,2b
EU123285,2,2b
EU123286,2,2b
EU123287,2,2b
EU123288,2,2b
EU123289,1,1a
EU123290,2,2b
EU123291,2,2b
EU123292,1,1a
EU123293,1,1a
EU123294,2,2b
EU123295,1,1a
EU123296,2,2b
EU123297,1,1a
EU123298,1,1a
EU123299,2,2b
EU123300,1,1a
EU123301,1,1a
EU123302,1,1a
EU127994,6,
OR477026,4,4f
OR477027,4,4f
OR477028,2,
OR477029,1,1l
OR477030,4,4p
OR477031,1,1e
OR477032,1,1e
OR477033,1,1h
OR477034,2,2r
OR477035,1,1l
OR477036,4,4f
OR477037,4,4p
OR477038,4,4f
OR477040,2,
OR477041,4,4f
OR477042,2,
OR477043,4,4f
OR477044,2,
OR477045,2,
OR477046,2,
OR477047,2,
OR477048,4,4k
OR477049,1,1l
OR477050,4,4f
OR477051,4,4f
OR477052,1,
OR477053,1,1l
OR477054,1,
OR477055,1,1h
OR477056,4,4f
OR477057,4,4f
OR477059,1,
OR477060,1,1h
OR477061,4,4f
OR477062,4,4f
OR477063,4,
OR477064,4,4f
OR477065,4,4f
OR477066,2,
OR477067,1,1h
OR477068,2,
OR477069,1,1e
OR477070,1,
OR477071,4,4f
OR478290,4,4f
OR478291,2,
OR478292,4,4f
OR478293,4,4f
OR478294,1,1h
OR478295,1,1l
OR478296,2,2r
OR478297,1,1l
OR478298,4,4f
OR478299,4,4f
OR478300,4,4p
OR478301,4,4f
OR478302,4,4t
OR478303,4,4f
OR478304,1,1e
OR478305,1,1l
OR478307,1,1e
OR478308,4,4f
OR478309,4,4p
OR478310,1,
OR478311,2,
OR478312,4,4f
OR478313,1,1e
OR478314,2,2r
OR478315,2,
OR478316,4,
OR478317,4,
OR478318,1,1e
OR478319,4,
OR478320,1,
OR478321,1,1e
OR478322,4,
OR478323,4,4f
OR478324,1,1e
OR478325,2,
OR478326,1,1e
OR478327,2,
OR478328,4,4f
OR478329,1,1l
OR478330,4,4t
OR478331,1,
OR478332,1,1e
OR478333,4,4f
OR478334,1,1l
OR478335,1,1l
OR478336,4,4f
OR478337,1,1l
OR478338,4,4f
OR478339,1,1e
OR478340,2,2c
OR478341,2,
OR478342,1,1e
OR478343,2,
OR478344,1,1l
OR478345,4,4f
OR478346,4,4f
OR478347,4,4p
OR478348,2,
OR478349,1,1e
OR478350,4,
OR478351,1,1l
OR478352,1,1e
OR478353,2,
OR478354,2,
OR478355,2,
OR478356,4,4f
OR478357,4,4t
OR478358,1,1e
OR478359,4,4f
OR478360,2,
OR478361,4,4c
OR478362,4,4f
OR478363,2,
OR478364,1,1h
OR478365,4,4f
OR478366,4,4f
OR478367,4,4t
OR478368,1,1l
OR478369,1,1l
OR478370,1,1l
OR478371,2,
OR478372,2,
OR478373,1,
OR478374,2,
OR478375,1,1e
OR478376,4,4f
OR478377,4,4f
OR478378,2,
OR480599,2,
OR480600,2,
OR480601,1,1e
OR480602,1,1e
OR480603,2,2r
OR480604,2,
OR480605,1,1l
OR480606,4,
OR480607,4,4f
OR480608,2,
OR480609,1,1l
OR480610,2,
OR480611,1,1h
OR480612,2,
OR480613,1,
OR480614,4,4f
OR480615,4,4f
OR480616,2,
OR480617,1,1e
OR480618,2,
OR480619,1,1l
OR480620,2,
OR480621,4,4t
OR480622,2,
OR480623,1,
OR480624,1,1l
OR480625,1,1h
OR480626,4,
OR480627,4,4f
OR480628,4,4f
OR480629,1,1l
OR480630,1,1l
OR480631,2,
OR480632,4,4f
OR480633,4,4t
OR480634,1,1e
OR480635,2,
OR480636,2,
OR480637,1,1e
OR480638,2,
OR480639,4,4f
OR480640,1,1e
OR480641,2,
OR480642,2,
OR480643,1,1l
OR480644,4,
OR480645,2,
OR480646,4,4f
OR490539,2,
OR490540,2,
OR490541,1,1e
OR490542,2,
OR490543,4,4f
OR490544,2,
OR490545,1,1e
OR490546,1,1e
OR490547,1,1e
OR490548,4,4f
OR490549,2,
OR490550,2,
OR490551,2,
OR490552,2,
OR490553,4,
OR490554,2,
OR490555,4,
OR490556,2,
OR490557,2,
OR490558,,
OR490559,2,
OR490560,4,4f
OR490561,1,1l
OR490562,1,1l
OR490563,4,
OR490564,2,
OR490565,2,
OR490566,2,
OR490567,1,1l
OR490568,1,
OR490569,2,
OR490570,1,1e
OR490571,4,4f
OR490572,2,
OR490573,1,1e
OR490574,1,1l
OR490575,1,1l
OR490576,4,4f
OR490577,1,1e
OR490578,4,
OR490579,4,
OR490580,4,4f
OR490581,2,2r
OR490582,2,
OR490583,4,
OR490584,2,
OR490585,4,4f
OR490586,4,4f
OR490587,4,4f
OR490588,4,4f
OR497849,4,4k
OR497850,4,4k
OR497851,4,4k
OR497852,4,4k
OR497853,4,4d
OR497854,4,4d
OR497855,4,4d
OR497856,4,4d
OR497857,4,4d
OR497858,4,4d
OR497859,4,4d
OR497860,4,4d
OR497861,4,4d
OR497862,4,4d
OR497863,4,4d
OR497864,4,4d
OR497865,4,4d
OR497866,4,4d
OR497867,4,4d
OR497868,4,4d
OR497869,4,4d
OR497870,4,4r
OR497871,4,4r
OR497872,1,1c
OR497873,4,4v
OR497874,4,4a
OR497875,4,4a
OR497876,2,2k1b
OR497877,1,1a
OR497878,1,1a
OR497879,1,1a
OR497880,1,1a
OR497881,1,1a
OR497882,1,1a
OR497883,1,1a
OR497884,1,1a
OR497885,1,1a
OR497886,1,1a
OR497887,1,1a
OR497888,1,1a
OR497889,1,1a
OR497890,1,1a
OR497891,1,1a
OR497892,1,1a
OR497893,1,1a
OR497894,1,1a
OR497895,1,1a
OR497896,1,1a
OR497897,1,1a
OR497898,1,1a
OR497899,1,1a
OR497900,1,1a
OR497901,1,1a
OR497902,1,1a
OR497903,1,1a
OR497904,1,1a
OR497905,1,1a
OR497906,1,1a
OR497907,1,1a
OR497908,1,1a
OR497909,1,1a
OR497910,1,1a
OR497911,1,1a
OR497912,1,1a
OR497913,1,1a
OR497914,1,1a
OR497915,1,1a
OR497916,1,1a
OR497917,1,1a
OR497918,1,1a
OR497919,1,1a
OR497920,1,1a
OR497921,1,1a
OR497922,1,1a
OR497923,1,1a
OR497924,1,1a
OR497925,1,1a
OR497926,1,1a
OR497927,1,1a
OR497928,1,1a
OR497929,1,1a
OR497930,1,1a
OR497931,1,1a
OR497932,1,1a
OR497933,1,1a
OR497934,1,1a
OR497935,1,1a
OR497936,1,1a
OR497937,1,1a
OR497938,1,1a
OR497939,1,1a
OR497940,1,1a
OR497941,1,1a
OR497942,1,1a
OR497943,1,1a
OR497944,1,1a
OR497945,1,1a
OR497946,1,1a
OR497947,1,1a
OR497948,1,1a
OR497949,1,1a
OR497950,1,1a
OR497951,1,1a
OR497952,1,1a
OR497953,1,1a
OR497954,1,1a
OR497955,2,2a
OR497956,4,4c
OR497957,2,2c
OR497958,2,2c
OR497959,3,3a
OR497960,3,3a
OR497961,3,3a
OR497962,3,3a
OR497963,3,3a
OR497964,3,3a
OR497965,3,3a
OR497966,3,3a
OR497967,3,3a
OR497968,3,3a
OR497969,3,3a
OR497970,3,3a
OR497971,3,3a
OR497972,3,3a
OR497973,3,3a
OR497974,3,3a
OR497975,3,3a
OR497976,3,3a
OR497977,3,3a
OR497978,3,3a
OR497979,3,3a
OR497980,3,3a
OR497981,3,3a
OR497982,3,3a
OR497983,3,3a
OR497984,3,3a
OR497985,3,3a
OR497986,3,3a
OR497987,3,3a
OR497988,4,4q
OR497989,1,1b
OR497990,1,1b
OR497991,1,1b
OR497992,1,1b
OR497993,1,1b
OR497994,1,1b
OR497995,1,1b
OR497996,1,1b
OR497997,1,1b
OR497998,1,1b
OR497999,1,1b
OR498000,1,1b
OR498001,1,1b
OR498002,1,1b
OR498003,1,1b
OR498004,1,1b
OR498005,1,1b
OR498006,1,1b
OR498007,1,1b
OR498008,1,1b
OR498009,1,1b
OR498010,1,1b
OR498011,1,1b
OR498012,1,1b
OR498013,1,1b
OR498014,1,1b
OR498015,1,1b
OR498016,1,1b
OR498017,1,1b
OR498018,1,1b
OR498019,1,1b
OR498020,1,1b
OR498021,1,1b
OR498022,1,1b
OR498023,1,1b
OR498024,1,1b
OR498025,1,1b
OR498026,1,1b
OR498027,1,1b
OR498028,1,1b
OR498029,1,1b
OR498030,1,1b
OR498031,1,1b
OR498032,1,1b
OR498033,1,1b
OR498034,1,1b
OR498035,1,1b
OR498036,1,1b
OR498037,1,1b
OR498038,1,1b
OR498039,1,1b
OR498040,1,1b
OR498041,1,1b
OR498042,1,1b
OR498043,1,1b
OR498044,1,1b
OR498045,1,1b
OR498046,1,1b
OR498047,1,1b
OR498048,1,1b
OR498049,1,1b
OR498050,1,1b
OR498051,1,1b
OR498052,1,1b
OR498053,1,1b
OR498054,1,1b
OR498055,1,1b
OR498056,1,1b
OR498057,1,1b
OR498058,1,1b
OR498059,1,1b
OR498060,1,1b
OR498061,1,1b
OR498062,1,1b
OR498063,1,1b
OR498064,1,1b
OR498065,1,1b
OR498066,1,1b
OR498067,1,1b
OR498068,1,1b
OR498069,1,1b
OR498070,1,1b
OR498071,1,1b
OR498072,2,2i
OR520298,1,
OR520299,1,
OR520300,4,
OR520301,4,
OR520302,1,
OR520303,4,
OR520304,4,
OR520305,4,
OR520306,1,
OR520307,4,
OR520308,1,
OR520309,2,
OR520310,1,
OR520311,1,
OR520312,2,
OR520313,4,
OR520314,4,
OR520315,4,
OR520316,4,
OR520317,2,
OR520318,4,
OR520319,1,
OR520320,2,
OR520321,4,
OR520322,1,
OR520323,1,
OR520324,4,
OR520325,1,
OR520326,1,
OR520327,1,
OR520328,4,
OR520329,4,
OR520330,2,
OR520331,1,
OR520332,4,
OR520333,4,
OR520334,1,
OR520335,4,
OR520336,1,
OR520337,1,
OR520338,1,
OR520339,2,
OR520340,1,
OR520341,2,
OR520342,4,
OR520343,1,
OR520344,2,
OR520345,4,
OR520346,1,
OR520347,4,
OR520348,1,
OR520349,1,
OR520350,1,
OR520351,1,
OR520352,1,
OR520353,2,
OR520354,4,
OR520355,2,
OR520356,1,
OR520357,2,
OR520358,2,
OR520359,1,
OR520360,2,
OR520361,1,
OR520362,2,
OR520363,4,
OR520364,1,
OR520365,1,
OR520366,4,
OR520367,4,
OR520368,4,
OR520369,1,
OR520370,4,
OR520371,4,
OR520372,1,
OR520373,2,
OR520374,1,
OR529249,1,
OR529250,1,
OR529251,4,
OR529252,4,
OR529253,1,
OR529254,1,
OR529255,2,
OR529256,4,
OR529257,4,
OR529258,2,
OR529259,4,
OR529260,1,
OR529261,1,
OR529262,4,
OR529263,4,
OR529264,2,
OR529265,1,
OR529266,4,
OR529267,1,
OR529268,2,
OR529269,4,
OR529270,4,
OR529271,1,
OR529272,1,
OR529273,1,
OR529274,2,
OR529275,4,
OR529276,4,
OR529277,4,
OR529278,1,
OR529279,4,
OR529280,2,
OR529281,1,
OR529282,1,
OR529283,1,
OR529284,4,
OR529285,2,
OR529286,1,
OR529287,4,
OR529288,1,
OR529289,2,
OR529290,1,
OR529291,2,
OR529292,2,
OR529293,4,
OR529294,1,
OR529295,1,
OP425919,,
OP425920,,
OP425921,,
OP425922,,
OP425923,,
OP425924,,
OP425925,,
OP425926,,
OP425927,,
OP425928,,
OP425929,,
OP425930,,
OP425931,,
OP425932,,
OP425933,,
OP425934,,
OP425935,,
OP425936,,
OP425937,,
OP425938,,
OP425939,,
OP425940,,
OP425941,,
OP425942,,
OP425943,,
OP425944,,
OP425945,,
OP425946,,
OP425947,,
OP425948,,
OP425949,,
OP425950,,
OP425951,,
OP425952,,
OP425953,,
OP425954,,
OP425955,,
OP425956,,
OR610546,3,3a
OR610548,1,1a
OR610549,1,1a
OR610550,1,1a
OR610551,1,1a
OR610553,1,1b
OR610554,1,1a
OR610555,1,1a
OR610559,1,1b
OR610561,1,1a
OR610562,1,1a
OR610563,3,3a
OR610566,3,3a
OR610567,1,1a
OR610568,1,1a
OR610569,1,1b
OR610570,3,3a
OR610571,1,1a
OR610572,1,1a
OR610573,1,1a
OR610574,1,1a
OR610575,1,1a
OR610576,1,1a
OR610577,1,1a
OR610578,1,1a
OR610579,1,1a
OR610580,1,1a
U01214,,
U13010,,
U14281,,
U14282,,
U14283,,
U14284,,
U14285,,
U14286,,
U14287,,
U14288,,
U14289,,
U14290,,
U14291,,
U14292,,
U14293,,
U14294,,
U14295,,
U14296,,
U14297,,
U14298,,
U14299,,
U14300,,
U14301,,
U14302,,
U14303,,
U14304,,
U14305,,
U14306,,
U14307,,
U14308,,
U14309,,
U14310,,
U14311,,
U14312,,
U14313,,
U14314,,
U14315,,
U14316,,
U14317,,
U14318,,
U14319,,
U14320,,
U28019,,
U28020,,
U28021,,
U28022,,
U28023,,
U28024,,
U28025,,
U31267,,
U31271,,
U31273,,
U31274,,
U31276,,
U37640,,
U37641,,
U37642,,
U37643,,
U37660,,
U37661,,
U37662,,
U37663,,
U37664,,
U37665,,
U37666,,
U37667,,
U37668,,
U37669,,
U37670,,
U37671,,
U80314,,
U80317,,
U80318,,
U80319,,
U80323,,
U80324,,
U80329,,
U80330,,
U80331,,
U80332,,
U80333,,
U80334,,
U80335,,
U80336,,
U80337,,
U80338,,
U80339,,
U80341,,
U80342,,
U80344,,
U80345,,
U80346,,
U80349,,
U80350,,
U80351,,
U80352,,
U80353,,
U80354,,
U80355,,
X76918,,
X79820,,
X88600,,
X88616,,
X88710,,
X88732,,
X88733,,
X88740,,
X88741,,
X88743,,
X88744,,
X88746,,
X88748,,
X88763,,
X91298,,
X91301,,
X91303,,
X91416,,
X91417,,
X91418,,
X91420,,
X91422,,
Y11604,,
Y12083,,
Y13184,,
Z35549,,
Z35559,,
Z35578,,
Z36525,,
Z36526,,
Z36527,,
Z70362,,
Z70418,,
Z70421,,
Z70429,,
Z70430,,
Z70444,,
Z70445,,
Z70459,,
Z70466,,
Z70468,,
Z70469,,
Z70470,,
Z70471,,
Z70479,,
Z70494,,
Z70502,,
Z99040,,
Z99041,,
Z99042,,
Z99043,,
Z99044,,
OR765771,,
OR765772,,
OR765773,,
OR765774,,
OR765775,,
OR765776,,
OR765777,,
OR765778,,
OR765779,,
OR765780,,
OR765781,,
OR765782,,
OR765783,,
OR765784,,
OR765785,,
OR765786,,
OR765787,,
OR765788,,
OR765789,,
OR765790,,
OR765791,,
OR765792,,
OR765793,,
OR765794,,
OR765795,,
OR765796,,
OR765797,,
OR765798,,
OR765799,,
OR765800,,
OR765801,,
OR765802,,
OR765803,,
OR765804,,
OR765805,,
OR765806,,
OR765807,,
OR765808,,
OR765809,,
OR765810,,
