Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
MK135399,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MK135410,"UNASSIGNED_1, 1B-1A","UNASSIGNED_1, 1B-1A",1B,1B,1B,5,,2,"1B;UNASSIGNED_1, 1B-1A",AllFiveDisagree
MK139015,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139016,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139017,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139018,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139019,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139020,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139021,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
MK139022,6N,6N,6XG,6XG,6XG,5,,2,6N;6XG,AllFiveDisagree
D16613,3A,3A,3D,3D,,4,GenBank,2,3A;3D,AvailableCallsDisagree
D16615,3G,3G,3I,3I,,4,GenBank,2,3G;3I,AvailableCallsDisagree
D16619,3A,3A,3E,3E,,4,GenBank,2,3A;3E,AvailableCallsDisagree
D16621,3A,3A,3D,3D,,4,GenBank,2,3A;3D,AvailableCallsDisagree
D17494,6E,6E,7A,7A,,4,GenBank,2,6E;7A,AvailableCallsDisagree
D49769,2Q,2C,2F,2F,,4,GenBank,3,2C;2F;2Q,AvailableCallsDisagree
D49776,2A,2A,2E,2E,,4,GenBank,2,2A;2E,AvailableCallsDisagree
D49777,2A,2A,2F,2F,,4,GenBank,2,2A;2F,AvailableCallsDisagree
D84263,6D,6D,8A,6D,,4,GenBank,2,6D;8A,AvailableCallsDisagree
D85516,"UNASSIGNED_1, 1B-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6B",AvailableCallsDisagree
D86531,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
D89815,"UNASSIGNED_1, 1B-6D-6B",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-6D-6B",AvailableCallsDisagree
DQ001201,3A,3A,3A,3A,1B,5,,2,1B;3A,AllFiveDisagree
DQ071885,"UNASSIGNED_1, 1B-3H",1B,1B,1B,,4,GenBank,2,"1B;UNASSIGNED_1, 1B-3H",AvailableCallsDisagree
DQ155521,6L,6L,1L,1L,,4,GenBank,2,1L;6L,AvailableCallsDisagree
DQ155526,6E,6E,7A,7A,,4,GenBank,2,6E;7A,AvailableCallsDisagree
DQ155541,6E,6E,8A,8A,,4,GenBank,2,6E;8A,AvailableCallsDisagree
DQ155542,6E,6E,8A,8A,,4,GenBank,2,6E;8A,AvailableCallsDisagree
DQ155551,6E,6E,7A,7A,,4,GenBank,2,6E;7A,AvailableCallsDisagree
DQ155560,"UNASSIGNED_1, 6P-2J-2A-2K-2J",6P,2I,6P,2I,5,,3,"2I;6P;UNASSIGNED_1, 6P-2J-2A-2K-2J",AllFiveDisagree
DQ179117,6V,6V,3D,3D,,4,GenBank,2,3D;6V,AvailableCallsDisagree
DQ220813,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
DQ220814,2J,2A,2U,2U,,4,GenBank,3,2A;2J;2U,AvailableCallsDisagree
DQ220815,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
DQ220816,2J,2A,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
DQ220837,2A,2A,2I,2I,2I,5,,2,2A;2I,AllFiveDisagree
DQ220840,2A,2A,2I,2I,2I,5,,2,2A;2I,AllFiveDisagree
DQ220841,2J,2J,2I,2I,2I,5,,2,2I;2J,AllFiveDisagree
DQ220846,2J,2J,2I,2I,2I,5,,2,2I;2J,AllFiveDisagree
DQ220847,2J,2J,2I,2I,2I,5,,2,2I;2J,AllFiveDisagree
DQ220848,2J,2J,2I,2I,2I,5,,2,2I;2J,AllFiveDisagree
DQ220851,2J,2I,2I,2I,2I,5,,2,2I;2J,AllFiveDisagree
DQ220852,2J,2J,2I,2I,2I,5,,2,2I;2J,AllFiveDisagree
DQ220853,2J,2J,2I,2I,2I,5,,2,2I;2J,AllFiveDisagree
DQ220912,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
DQ220913,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
DQ220914,2J,2J,2D,2D,,4,GenBank,2,2D;2J,AvailableCallsDisagree
DQ220915,2J,2J,2F,2F,,4,GenBank,2,2F;2J,AvailableCallsDisagree
DQ220916,2B,2B,2F,2F,,4,GenBank,2,2B;2F,AvailableCallsDisagree
DQ220917,2Q,2Q,2D,2D,,4,GenBank,2,2D;2Q,AvailableCallsDisagree
DQ220920,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
DQ220921,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
DQ220922,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
DQ220929,2J,2J,2A,2A,2A,5,,2,2A;2J,AllFiveDisagree
DQ220933,2J,2J,2A,2A,2A,5,,2,2A;2J,AllFiveDisagree
DQ220941,2A,2A,2R,2R,,4,GenBank,2,2A;2R,AvailableCallsDisagree
DQ220942,2J,2J,2T,2T,,4,GenBank,2,2J;2T,AvailableCallsDisagree
DQ220943,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
DQ220944,2Q,2Q,2L,2L,2L,5,,2,2L;2Q,AllFiveDisagree
DQ220945,4K,4K,2L,2L,2L,5,,2,2L;4K,AllFiveDisagree
DQ220946,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
DQ220947,2B,2B,2L,2L,2L,5,,2,2B;2L,AllFiveDisagree
DQ220948,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
DQ278891,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
DQ278893,6L,6L,6XJ,6XJ,6K,5,,3,6K;6L;6XJ,AllFiveDisagree
DQ345614,2B,2B,2T,2T,2B,5,,2,2B;2T,AllFiveDisagree
DQ345615,2B,2B,2T,2T,2B,5,,2,2B;2T,AllFiveDisagree
DQ345616,2B,2B,2T,2T,2B,5,,2,2B;2T,AllFiveDisagree
DQ345617,2B,2B,2L,2L,,4,GenBank,2,2B;2L,AvailableCallsDisagree
DQ345618,2J,2J,2T,2T,2B,5,,3,2B;2J;2T,AllFiveDisagree
DQ345622,2J,2J,2J,2J,2K,5,,2,2J;2K,AllFiveDisagree
DQ345628,2Q,2Q,2T,2T,2B,5,,3,2B;2Q;2T,AllFiveDisagree
DQ345629,2J,2J,2T,2T,2B,5,,3,2B;2J;2T,AllFiveDisagree
DQ364460,"UNASSIGNED_1, 1B-2B",1B,1B,1B,2B,5,,3,"1B;2B;UNASSIGNED_1, 1B-2B",AllFiveDisagree
DQ417439,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417440,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417441,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417442,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417443,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417444,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417445,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417446,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417447,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417448,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417449,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417450,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417451,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ417452,1B,1B,1B,1B,2K,5,,2,1B;2K,AllFiveDisagree
DQ508478,4D,4D,4O,4O,,4,GenBank,2,4D;4O,AvailableCallsDisagree
DQ640366,6I,6I,1M,1M,,4,GenBank,2,1M;6I,AvailableCallsDisagree
DQ640367,6I,6I,1L,1L,,4,GenBank,2,1L;6I,AvailableCallsDisagree
DQ790366,2J,2J,2A,2A,2A,5,,2,2A;2J,AllFiveDisagree
DQ835767,6M,6M,8A,6M,6M,5,,2,6M;8A,AllFiveDisagree
EF015700,3A,3A,3I,3I,,4,GenBank,2,3A;3I,AvailableCallsDisagree
EF015702,3A,3A,3I,3I,,4,GenBank,2,3A;3I,AvailableCallsDisagree
EF015713,3A,3A,3I,3I,,4,GenBank,2,3A;3I,AvailableCallsDisagree
EF026073,2J,5A,5A,5A,,4,GenBank,2,2J;5A,AvailableCallsDisagree
EF115981,1L,1L,1M,1M,,4,GenBank,2,1L;1M,AvailableCallsDisagree
EF115982,1A,1A,1N,1N,,4,GenBank,2,1A;1N,AvailableCallsDisagree
EF115985,1L,1L,1N,1N,,4,GenBank,2,1L;1N,AvailableCallsDisagree
EF115987,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
EF115988,1A,1A,1M,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
EF115989,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
EF115990,1A,1A,1N,1N,,4,GenBank,2,1A;1N,AvailableCallsDisagree
EF115994,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
EF115998,1A,1A,1M,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
EF116013,1A,1A,1K,1K,1K,5,,2,1A;1K,AllFiveDisagree
EF116014,1A,1A,1M,1M,,4,GenBank,2,1A;1M,AvailableCallsDisagree
EF116018,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
EF116020,1A,1A,1K,1K,1K,5,,2,1A;1K,AllFiveDisagree
EF116021,1A,1A,1J,1J,1J,5,,2,1A;1J,AllFiveDisagree
EF116025,2J,2Q,2R,2R,,4,GenBank,3,2J;2Q;2R,AvailableCallsDisagree
EF116026,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
EF116027,2J,2J,2V,2V,,4,GenBank,2,2J;2V,AvailableCallsDisagree
EF116028,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
EF116033,2K,2B,2R,2R,,4,GenBank,3,2B;2K;2R,AvailableCallsDisagree
EF116034,2J,2J,2K,2K,,4,GenBank,2,2J;2K,AvailableCallsDisagree
EF116035,2J,2J,2L,2L,,4,GenBank,2,2J;2L,AvailableCallsDisagree
EF116038,2J,2J,2R,2R,,4,GenBank,2,2J;2R,AvailableCallsDisagree
EF116040,2A,2A,2R,2R,2R,5,,2,2A;2R,AllFiveDisagree
EF116042,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
EF116044,2B,2B,2J,2J,,4,GenBank,2,2B;2J,AvailableCallsDisagree
EF116053,2J,2J,2K,2K,,4,GenBank,2,2J;2K,AvailableCallsDisagree
EF116054,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
EF116061,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
EF116062,2J,2K,2D,2D,,4,GenBank,3,2D;2J;2K,AvailableCallsDisagree
EF116063,2J,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
EF116064,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
EF116065,2J,2J,2A,2A,,4,GenBank,2,2A;2J,AvailableCallsDisagree
EF116066,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
EF116067,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
EF116070,3G,3G,3H,3H,,4,GenBank,2,3G;3H,AvailableCallsDisagree
EF116096,4V,4V,4B,4B,,4,GenBank,2,4B;4V,AvailableCallsDisagree
EF116101,4V,4V,4W,4W,,4,GenBank,2,4V;4W,AvailableCallsDisagree
EF116102,4L,4L,4B,4B,,4,GenBank,2,4B;4L,AvailableCallsDisagree
EF116104,4F,4F,4K,4K,,4,GenBank,2,4F;4K,AvailableCallsDisagree
EF116105,4V,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
EF116106,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
EF116115,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
EF116119,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
EF116121,4V,4V,4M,4M,4E,5,,3,4E;4M;4V,AllFiveDisagree
EF116127,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
EF116132,4K,4K,4B,4B,,4,GenBank,2,4B;4K,AvailableCallsDisagree
EF116134,4V,4V,4C,4C,,4,GenBank,2,4C;4V,AvailableCallsDisagree
EF116141,4K,4K,4K,4K,4H,5,,2,4H;4K,AllFiveDisagree
EF116142,4V,4V,4L,4L,,4,GenBank,2,4L;4V,AvailableCallsDisagree
EF116144,4V,4V,4Q,4Q,4Q,5,,2,4Q;4V,AllFiveDisagree
EF116151,6E,6E,6T,6T,,4,GenBank,2,6E;6T,AvailableCallsDisagree
EF116152,6L,6L,6XF,6XF,,4,GenBank,2,6L;6XF,AvailableCallsDisagree
EF116166,6E,6E,6XC,6XC,,4,GenBank,2,6E;6XC,AvailableCallsDisagree
EF116170,6L,6L,1M,1M,,4,GenBank,2,1M;6L,AvailableCallsDisagree
EF116175,6E,6E,1A,1A,,4,GenBank,2,1A;6E,AvailableCallsDisagree
EF116176,6H,6H,8A,8A,,4,GenBank,2,6H;8A,AvailableCallsDisagree
EF116177,6Q,6Q,8A,8A,,4,GenBank,2,6Q;8A,AvailableCallsDisagree
EF116179,6J,6J,1M,1M,,4,GenBank,2,1M;6J,AvailableCallsDisagree
EF116180,6L,6L,6XI,6XI,,4,GenBank,2,6L;6XI,AvailableCallsDisagree
EF116182,6Q,6Q,8A,8A,6Q,5,,2,6Q;8A,AllFiveDisagree
EF116183,6H,6H,8A,8A,6H,5,,2,6H;8A,AllFiveDisagree
EF116186,6R,6R,1E,1E,6R,5,,2,1E;6R,AllFiveDisagree
EF116191,6Q,6Q,3D,3D,6Q,5,,2,3D;6Q,AllFiveDisagree
EF116198,6K,6K,8A,8A,,4,GenBank,2,6K;8A,AvailableCallsDisagree
EF116201,3A,3A,7B,7B,,4,GenBank,2,3A;7B,AvailableCallsDisagree
EF175826,2J,2J,2A,2A,2A,5,,2,2A;2J,AllFiveDisagree
EF175837,6E,6E,7A,7A,,4,GenBank,2,6E;7A,AvailableCallsDisagree
EF694398,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694407,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694408,4A,4A,4M,4M,4A,5,,2,4A;4M,AllFiveDisagree
EF694412,4A,4A,4M,4M,4A,5,,2,4A;4M,AllFiveDisagree
EF694429,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694431,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694435,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694459,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694461,4V,4V,4Q,4Q,4U,5,,3,4Q;4U;4V,AllFiveDisagree
EF694463,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694466,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694471,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694474,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694481,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694484,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694488,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694490,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694492,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694494,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694496,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694497,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EF694516,4V,4V,4L,4L,4U,5,,3,4L;4U;4V,AllFiveDisagree
EU081324,6N,6N,6XG,6XG,6N,5,,2,6N;6XG,AllFiveDisagree
EU081325,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU081326,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU081498,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU081500,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU081502,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU081505,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU081506,6XA,6XA,6XA,6XA,6U,5,,2,6U;6XA,AllFiveDisagree
EU123120,2A,2A,2A,2A,2B,5,,2,2A;2B,AllFiveDisagree
EU123121,2A,2A,2A,2A,2B,5,,2,2A;2B,AllFiveDisagree
EU123123,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123125,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123132,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123133,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123134,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123137,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123145,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123146,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123147,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123152,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123154,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123156,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123158,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123160,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123161,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123166,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123167,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123177,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123180,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123186,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123187,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123189,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123190,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123191,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123192,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123193,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123194,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123195,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123196,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123197,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123198,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123199,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123200,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123201,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123202,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123203,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123204,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123205,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123209,2A,2A,2A,2A,2B,5,,2,2A;2B,AllFiveDisagree
EU123214,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123216,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123218,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123219,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123224,2A,2A,2A,2A,2B,5,,2,2A;2B,AllFiveDisagree
EU123225,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123226,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123229,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123230,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123232,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123236,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123238,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123239,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123243,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123245,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123248,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123251,2A,2A,2A,2A,2B,5,,2,2A;2B,AllFiveDisagree
EU123257,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123258,2A,2A,2A,2A,2B,5,,2,2A;2B,AllFiveDisagree
EU123261,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123265,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123266,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123268,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123269,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123271,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123272,2A,2A,2A,2A,2B,5,,2,2A;2B,AllFiveDisagree
EU123273,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123281,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123284,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123285,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123287,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123290,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123294,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU123299,1A,1A,1A,1A,2B,5,,2,1A;2B,AllFiveDisagree
EU127994,6T,6T,7A,7A,,4,GenBank,2,6T;7A,AvailableCallsDisagree
OR477028,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR477034,2J,2J,2U,2U,2R,5,,3,2J;2R;2U,AllFiveDisagree
OR477037,4V,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
OR477040,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
OR477042,2J,2J,2K,2K,,4,GenBank,2,2J;2K,AvailableCallsDisagree
OR477044,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR477045,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR477046,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR477047,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
OR477052,1L,1L,1D,1D,,4,GenBank,2,1D;1L,AvailableCallsDisagree
OR477054,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OR477066,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR477068,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR477070,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OR478291,2M,2M,2U,2U,,4,GenBank,2,2M;2U,AvailableCallsDisagree
OR478296,2J,2J,2U,2U,2R,5,,3,2J;2R;2U,AllFiveDisagree
OR478302,4V,4V,4T,4T,4T,5,,2,4T;4V,AllFiveDisagree
OR478309,4V,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
OR478310,1B,1B,1I,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
OR478311,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR478314,2J,2J,2U,2U,2R,5,,3,2J;2R;2U,AllFiveDisagree
OR478315,2B,2B,2T,2T,,4,GenBank,2,2B;2T,AvailableCallsDisagree
OR478316,4V,4V,4P,4P,,4,GenBank,2,4P;4V,AvailableCallsDisagree
OR478317,4L,4L,4C,4C,,4,GenBank,2,4C;4L,AvailableCallsDisagree
OR478319,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
OR478320,1A,1A,1O,1O,,4,GenBank,2,1A;1O,AvailableCallsDisagree
OR478322,4K,4K,4P,4P,,4,GenBank,2,4K;4P,AvailableCallsDisagree
OR478325,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR478330,4V,4V,4T,4T,4T,5,,2,4T;4V,AllFiveDisagree
OR478331,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OR478340,2J,2J,2U,2U,2C,5,,3,2C;2J;2U,AllFiveDisagree
OR478341,2A,2A,2U,2U,,4,GenBank,2,2A;2U,AvailableCallsDisagree
OR478343,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR478347,4V,4V,4P,4P,4P,5,,2,4P;4V,AllFiveDisagree
OR478348,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR478350,4D,4D,4M,4M,,4,GenBank,2,4D;4M,AvailableCallsDisagree
OR478353,2Q,2Q,2U,2U,,4,GenBank,2,2Q;2U,AvailableCallsDisagree
OR478354,2Q,2Q,2R,2R,,4,GenBank,2,2Q;2R,AvailableCallsDisagree
OR478355,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR478357,4L,4L,4T,4T,4T,5,,2,4L;4T,AllFiveDisagree
OR478360,2J,2J,2U,2U,,4,GenBank,2,2J;2U,AvailableCallsDisagree
OR478361,4A,4A,4C,4C,4C,5,,2,4A;4C,AllFiveDisagree
