Accession,ClosestSubtypeAlignedNT,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
MT151199,354,21.469,34.294,30.312,26.496,29.745,28.405,,30.145,1,21.469,4,26.496
MT151200,354,8.757,,31.228,27.299,30.655,32.471,29.682,,1,8.757,4,27.299
MT151201,354,22.881,32.593,29.193,26.211,29.395,28.889,,,1,22.881,4,26.211
MT151204,354,19.492,32.886,29.688,27.586,30.816,29.799,34.043,34.493,1,19.492,4,27.586
MT151206,351,18.519,35.316,30.060,26.724,29.191,30.659,32.042,,1,18.519,4,26.724
MT151210,354,20.845,34.593,28.349,25.788,27.954,29.799,29.787,29.769,1,20.845,4,25.788
MT151211,336,17.847,36.012,29.730,30.000,30.539,30.747,32.082,32.219,1,17.847,4,30.000
MT151212,354,22.599,,26.562,28.024,28.190,30.172,30.931,,1,22.599,3,26.562
MT151213,354,22.316,34.302,26.791,27.729,29.107,30.747,,31.105,1,22.316,3,26.791
MT151216,354,24.000,34.421,28.487,28.045,31.325,30.372,32.740,,1,24.000,4,28.045
MT151217,354,21.690,34.294,28.793,27.729,26.426,29.226,,30.259,1,21.690,5,26.426
MT151218,354,6.497,33.468,30.824,28.448,,32.692,33.333,,1,6.497,4,28.448
MT151220,354,21.008,,29.283,26.781,,31.609,,30.523,1,21.008,4,26.781
MT151222,347,22.701,33.429,32.601,22.636,28.116,30.199,30.961,,1,22.701,4,22.636
MT151223,354,22.129,,,26.989,26.554,27.778,32.028,,1,22.129,5,26.554
MT151224,354,22.535,,30.000,26.934,28.286,28.080,30.690,30.725,1,22.535,4,26.934
MT151225,353,23.662,34.007,30.938,27.794,31.627,29.023,,32.950,1,23.662,4,27.794
MT151226,350,21.307,33.032,29.693,29.518,30.199,32.673,30.303,,1,21.307,4,29.518
MT151228,354,23.729,31.970,30.721,27.195,,29.885,27.972,31.560,1,23.729,4,27.195
MT151234,354,20.056,,28.840,28.080,,29.714,30.142,32.174,1,20.056,4,28.080
MT151235,354,7.062,31.852,32.099,27.011,28.402,32.184,30.142,,1,7.062,4,27.011
MT151238,351,19.034,,31.169,29.360,,31.642,30.690,,1,19.034,4,29.360
MT151241,350,22.286,32.653,33.333,29.394,28.986,31.143,31.203,32.754,1,22.286,5,28.986
MT151242,354,22.316,32.853,,26.496,27.954,28.653,,30.259,1,22.316,4,26.496
MT151247,354,5.932,35.015,32.716,27.586,31.024,32.759,30.420,,1,5.932,4,27.586
MT151251,354,6.215,34.058,31.169,27.586,,33.929,31.718,,1,6.215,4,27.586
MT151254,354,5.367,33.968,30.466,27.874,29.586,33.929,30.496,,1,5.367,4,27.874
MT151255,351,19.547,,27.653,25.140,26.970,30.086,28.966,30.725,1,19.547,4,25.140
MT151263,354,24.000,33.929,28.783,27.966,32.530,31.232,30.961,,1,24.000,4,27.966
MT151264,332,22.222,,30.284,26.230,30.357,31.609,29.368,31.475,1,22.222,4,26.230
MT151265,354,6.215,,31.790,27.586,,33.929,31.278,,1,6.215,4,27.586
MT151267,354,5.650,,29.310,27.586,31.700,33.524,,,1,5.650,4,27.586
MT151269,354,7.062,,31.454,28.161,29.882,33.621,31.095,,1,7.062,4,28.161
MT151271,354,21.972,34.174,28.923,26.062,27.954,30.946,29.893,30.851,1,21.972,4,26.062
MT151272,351,20.113,33.068,32.508,29.513,,30.725,31.250,,1,20.113,4,29.513
MT151273,354,5.367,,31.541,27.011,31.065,33.036,31.399,,1,5.367,4,27.011
MT151276,354,7.062,,31.724,27.586,30.473,33.046,30.851,,1,7.062,4,27.586
MT151278,354,21.186,,29.688,28.205,28.000,28.653,,28.163,1,21.186,4,28.205
MT151280,354,20.563,33.577,29.595,27.429,29.683,32.665,,30.282,1,20.563,4,27.429
MT151285,354,21.408,,29.283,26.966,27.954,28.253,,30.435,1,21.408,4,26.966
MT184369,635,24.444,33.693,31.297,31.065,31.628,31.691,33.930,31.051,1,24.444,4,31.065
MT184370,635,24.593,33.693,30.986,30.977,31.628,31.691,33.930,30.957,1,24.593,4,30.977
MT184371,635,24.444,33.558,31.297,30.950,31.721,31.569,33.930,31.051,1,24.444,4,30.950
MT184372,635,24.127,32.568,32.549,31.533,30.659,31.410,35.013,30.731,1,24.127,5,30.659
MT184373,635,24.127,32.568,32.643,31.272,28.749,30.966,34.510,30.270,1,24.127,5,28.749
MT184374,635,23.860,32.568,32.643,31.446,30.057,31.118,34.364,30.339,1,23.860,5,30.057
MT233451,638,5.463,34.277,32.432,29.094,30.063,32.390,33.898,,1,5.463,4,29.094
MT233452,638,5.556,35.119,32.492,30.724,,33.530,34.970,,1,5.556,4,30.724
MT233453,613,6.199,35.911,32.865,30.198,30.651,33.498,34.477,,1,6.199,4,30.198
MT233454,639,5.021,,31.312,28.833,,32.118,33.287,32.328,1,5.021,4,28.833
MT233455,639,5.439,33.147,31.519,29.114,,31.697,33.706,32.482,1,5.439,4,29.114
MT233456,639,8.819,33.583,31.962,28.832,29.062,32.647,34.187,,1,8.819,4,28.832
MT233457,639,5.989,32.867,31.232,28.692,,31.653,33.147,32.153,1,5.989,4,28.692
MT233458,639,6.140,33.976,32.853,30.236,29.641,33.481,34.305,,1,6.140,4,30.236
MT233459,639,5.750,,31.519,29.155,,31.831,33.989,32.482,1,5.750,4,29.155
MT233460,639,5.330,33.287,31.375,29.155,,31.549,33.848,32.624,1,5.330,4,29.155
MT233461,639,5.655,,31.150,29.305,,31.886,34.384,,1,5.655,4,29.305
MT233462,638,10.181,33.147,32.812,29.775,30.986,32.213,33.986,,1,10.181,4,29.775
MT233463,600,5.667,34.673,32.021,29.442,,33.051,33.904,,1,5.667,4,29.442
MT233464,639,5.333,34.027,30.990,29.003,,31.446,33.878,,1,5.333,4,29.003
MT233465,638,8.333,,32.703,29.000,30.380,31.669,34.314,,1,8.333,4,29.000
MT233466,639,8.631,34.081,32.595,28.681,30.312,32.180,33.798,,1,8.631,4,28.681
MT233467,639,5.226,33.286,31.602,29.244,,31.534,33.946,32.618,1,5.226,4,29.244
MT233468,627,7.337,34.135,33.063,28.180,29.825,31.562,33.162,,1,7.337,4,28.180
MT233469,638,10.912,34.281,33.652,30.618,31.210,32.864,32.933,,1,10.912,4,30.618
MT233470,609,5.255,34.102,31.303,28.760,,32.013,33.562,,1,5.255,4,28.760
MT233471,639,4.848,33.701,31.310,28.997,,31.768,33.219,,1,4.848,4,28.997
MT233472,638,9.495,33.997,33.333,29.339,30.573,32.500,33.105,,1,9.495,4,29.339
MT233473,639,6.056,33.757,32.861,30.043,30.942,31.960,34.943,32.051,1,6.056,4,30.043
MT233474,639,5.710,33.706,31.519,29.395,,31.520,33.986,32.766,1,5.710,4,29.395
MT233475,639,6.834,34.777,33.386,31.241,30.769,33.333,34.134,,1,6.834,4,31.241
MT233476,638,10.644,33.146,33.239,30.197,31.542,32.440,34.222,,1,10.644,4,30.197
MT233477,554,5.957,34.924,33.267,29.323,,32.422,33.072,,1,5.957,4,29.323
MT233478,639,5.352,33.145,31.609,29.244,,31.683,33.850,32.479,1,5.352,4,29.244
MT233479,639,4.762,33.858,31.150,28.683,,31.299,33.733,,1,4.762,4,28.683
MT233480,639,5.303,33.858,31.150,28.527,,30.986,33.562,32.701,1,5.303,4,28.527
MT233481,601,5.990,35.050,33.167,30.182,31.219,34.167,35.163,,1,5.990,4,30.182
MT233482,639,4.455,,30.612,28.683,,31.925,33.219,,1,4.455,4,28.683
MT233483,621,4.348,,32.258,29.642,30.259,32.736,34.744,,1,4.348,4,29.642
MT233484,624,8.494,,30.795,29.450,28.778,31.884,33.959,30.667,1,8.494,5,28.778
MT233485,639,4.985,33.858,31.310,29.135,,31.455,33.733,,1,4.985,4,29.135
MT233486,639,5.352,33.912,31.470,28.840,,31.768,33.562,,1,5.352,4,28.840
MT233487,639,9.417,34.677,32.367,29.892,31.250,33.333,34.439,32.980,1,9.417,4,29.892
MT233488,639,5.531,33.858,31.310,29.305,,31.768,33.562,,1,5.531,4,29.305
MT233489,639,5.352,33.543,31.470,28.840,,31.612,33.390,,1,5.352,4,28.840
MT233490,639,5.232,33.832,31.310,29.154,,31.612,34.132,,1,5.232,4,29.154
MT233491,639,5.493,33.286,31.609,29.387,,31.542,33.850,32.621,1,5.493,4,29.387
MT233492,555,5.225,,31.441,29.567,30.948,32.164,33.398,,1,5.225,4,29.567
MT233493,638,9.926,33.383,31.393,30.222,,32.756,34.361,,1,9.926,4,30.222
MT233494,618,5.987,35.552,32.487,29.951,,34.314,34.888,33.333,1,5.987,4,29.951
MT233495,639,5.556,33.968,31.150,29.559,,32.059,34.175,,1,5.556,4,29.559
MT233496,603,5.804,34.609,32.101,29.048,,33.836,33.962,,1,5.804,4,29.048
MT233497,639,5.556,33.675,31.470,29.265,,31.765,34.175,,1,5.556,4,29.265
MT233498,639,5.000,33.543,31.051,28.885,,31.447,33.390,,1,5.000,4,28.885
MT233499,638,10.565,34.030,33.493,30.317,31.051,32.864,32.933,,1,10.565,4,30.317
MT233500,639,5.208,33.881,31.150,29.154,,31.737,34.030,,1,5.208,4,29.154
MT233501,639,5.848,33.675,31.300,29.559,,31.471,33.730,,1,5.848,4,29.559
MT233502,639,5.000,33.858,31.310,28.997,,31.612,33.562,,1,5.000,4,28.997
MT233503,606,9.241,34.545,33.333,29.636,30.551,33.278,33.105,,1,9.241,4,29.636
MT233504,624,22.843,34.713,31.012,27.929,30.583,30.707,33.391,31.780,1,22.843,4,27.929
MT233505,635,22.848,,30.744,27.646,28.951,31.171,32.965,30.806,1,22.848,4,27.646
MT233506,623,23.435,34.824,31.029,28.732,29.984,31.672,34.466,32.504,1,23.435,4,28.732
MT233507,635,23.562,35.196,31.364,30.416,30.014,31.405,34.393,32.083,1,23.562,5,30.014
MT233508,633,22.117,35.220,29.902,28.095,29.635,31.100,33.333,,1,22.117,4,28.095
MT233509,630,22.222,32.253,30.556,28.230,28.939,30.240,33.708,32.637,1,22.222,4,28.230
MT233510,635,21.925,34.189,32.057,29.185,30.441,31.224,33.957,30.705,1,21.925,4,29.185
MT233511,558,22.980,34.086,31.132,26.769,30.036,32.724,34.381,,1,22.980,4,26.769
MT233512,630,21.712,33.788,30.921,26.603,30.868,30.288,33.814,32.315,1,21.712,4,26.603
MT233513,635,22.800,32.842,29.802,30.108,28.591,31.362,33.149,30.567,1,22.800,5,28.591
MT233514,624,24.320,35.112,31.414,27.911,29.053,31.074,,33.119,1,24.320,4,27.911
MT233515,630,21.905,34.242,32.263,27.592,29.374,31.040,34.029,32.372,1,21.905,4,27.592
MT233516,635,22.254,33.613,30.922,27.778,30.213,31.206,33.522,31.534,1,22.254,4,27.778
MT233517,635,22.997,34.071,31.915,28.135,30.253,31.446,35.022,31.934,1,22.997,4,28.135
MT233518,632,21.739,34.249,30.758,28.696,28.963,30.713,32.609,30.378,1,21.739,5,28.963
MT259593,303,4.620,33.704,31.183,28.231,,31.852,30.142,,1,4.620,4,28.231
MT259594,303,4.620,34.444,30.000,27.551,,30.996,31.560,,1,4.620,4,27.551
MT259595,303,6.931,32.222,31.047,28.169,,31.481,29.433,,1,6.931,4,28.169
MT259596,303,6.271,33.065,29.391,27.817,,31.783,30.851,,1,6.271,4,27.817
MT259597,303,4.290,32.593,30.345,27.817,,31.111,29.592,,1,4.290,4,27.817
MT259598,303,3.960,34.201,31.379,28.873,,32.472,,,1,3.960,4,28.873
MT259599,303,4.950,32.129,31.183,29.197,29.861,31.338,,,1,4.950,4,29.197
MT259600,303,4.950,,29.749,28.873,,31.154,31.203,,1,4.950,4,28.873
MT259601,303,5.941,,29.391,28.521,,31.734,31.206,,1,5.941,4,28.521
MT259602,303,5.611,,30.824,28.912,,31.395,31.915,,1,5.611,4,28.912
MT259603,303,7.261,,30.545,28.772,30.208,31.636,30.175,,1,7.261,4,28.772
MT259604,303,7.261,33.032,31.273,28.873,,30.798,31.560,,1,7.261,4,28.873
MT259605,303,6.601,,29.749,28.521,,32.558,31.560,,1,6.601,4,28.521
MT259606,303,7.261,33.065,29.749,28.421,,31.395,31.206,,1,7.261,4,28.421
MT259607,303,6.271,,29.032,28.521,,31.365,31.560,,1,6.271,4,28.521
MT259608,303,6.931,,29.391,28.873,,30.627,31.206,,1,6.931,4,28.873
MT259609,303,5.941,33.065,30.466,29.577,,31.559,31.915,,1,5.941,4,29.577
MT259610,303,7.261,33.032,31.183,28.364,,31.481,30.282,,1,7.261,4,28.364
MT259611,303,6.271,32.661,31.183,29.592,,32.171,32.270,,1,6.271,4,29.592
MT259612,303,5.611,33.333,29.749,27.113,,32.472,30.634,,1,5.611,4,27.113
MT259613,303,7.261,,31.183,30.282,,31.273,30.851,31.560,1,7.261,4,30.282
MT259614,303,5.941,32.258,30.108,28.223,,,30.142,,1,5.941,4,28.223
MT259615,303,7.261,,30.345,27.891,30.496,31.365,29.225,,1,7.261,4,27.891
MT259616,303,6.931,,28.621,28.169,,29.520,31.317,,1,6.931,4,28.169
MT259617,303,3.960,,,28.231,,31.481,31.206,,1,3.960,4,28.231
MT259618,303,6.601,33.065,30.108,29.225,,31.395,30.496,,1,6.601,4,29.225
MT259619,303,7.591,32.222,30.345,29.225,,30.909,29.825,,1,7.591,4,29.225
MT259620,302,4.967,,31.560,28.956,,32.765,31.206,,1,4.967,4,28.956
MT259621,303,5.611,,30.824,28.521,,30.620,31.206,,1,5.611,4,28.521
MT259622,303,6.271,32.661,31.183,28.873,,31.618,31.206,,1,6.271,4,28.873
MT259623,302,6.291,34.274,31.541,27.931,,31.008,31.034,,1,6.291,4,27.931
MT259624,303,3.960,,,28.231,,31.481,31.206,,1,3.960,4,28.231
MT259625,303,6.931,32.963,30.935,28.070,,31.365,31.560,,1,6.931,4,28.070
MT259626,302,5.629,,30.824,28.571,,31.783,29.787,,1,5.629,4,28.571
MT259627,303,6.931,31.518,29.749,28.873,30.584,32.692,30.970,,1,6.931,4,28.873
MT259628,303,5.611,32.593,31.034,27.817,,30.741,29.352,30.496,1,5.611,4,27.817
MT259629,303,5.611,32.593,31.034,27.817,,30.741,29.352,30.496,1,5.611,4,27.817
MT259630,303,7.261,30.526,29.391,29.225,31.271,32.692,,,1,7.261,4,29.225
MT259631,303,4.620,32.661,30.466,28.912,,31.395,31.206,,1,4.620,4,28.912
MT259632,303,8.251,31.852,29.749,29.577,,,29.474,,1,8.251,4,29.577
MT259633,303,5.611,31.325,30.466,29.252,,33.333,31.560,,1,5.611,4,29.252
MT259634,303,6.271,33.704,30.325,28.169,,29.771,31.206,,1,6.271,4,28.169
MT259635,303,7.591,,30.824,29.577,,29.845,31.206,31.560,1,7.591,4,29.577
MT259636,303,4.620,,28.966,28.169,,31.111,,,1,4.620,4,28.169
MT259637,303,5.281,32.661,31.541,28.521,,32.222,30.769,,1,5.281,4,28.521
MT259638,303,5.281,33.065,29.749,29.932,,31.923,31.343,,1,5.281,4,29.932
MT259639,253,5.138,,30.603,,,33.058,,,1,5.138,3,30.603
MT259640,303,3.960,33.704,32.069,28.873,,30.741,,,1,3.960,4,28.873
MT259641,303,6.271,,28.674,27.113,,31.783,32.042,,1,6.271,4,27.113
MT259642,303,5.611,,31.802,28.169,,30.741,31.752,,1,5.611,4,28.169
MT259643,303,8.251,,30.292,29.577,,30.769,29.851,,1,8.251,4,29.577
MT259644,303,4.620,,31.915,28.873,,33.333,,,1,4.620,4,28.873
MT259645,302,6.623,33.871,31.900,27.586,,30.620,31.379,,1,6.623,4,27.586
MT259646,303,7.591,,29.553,28.521,,31.852,30.142,,1,7.591,4,28.521
MT259647,303,4.290,,29.310,28.521,,29.630,,,1,4.290,4,28.521
MT259648,303,9.241,,32.103,28.873,30.142,30.258,29.104,,1,9.241,4,28.873
MT259649,303,7.591,32.258,28.674,27.737,,30.741,29.329,,1,7.591,4,27.737
MT259650,303,5.281,32.661,29.391,28.873,,32.171,31.338,,1,5.281,4,28.873
MT259651,303,5.611,33.065,30.108,28.169,,31.008,30.851,,1,5.611,4,28.169
MT259652,303,7.261,,31.769,29.455,,31.481,30.420,,1,7.261,4,29.455
MT259653,303,6.931,32.258,29.391,27.178,,,30.282,31.095,1,6.931,4,27.178
MT259654,303,8.581,34.815,29.818,28.169,,31.365,30.451,,1,8.581,4,28.169
MT259655,303,5.611,,29.749,29.225,,31.395,31.690,,1,5.611,4,29.225
MT259656,303,6.271,34.677,31.900,28.223,,30.620,30.496,,1,6.271,4,28.223
MT259657,303,6.931,,29.310,28.873,,29.520,32.028,,1,6.931,4,28.873
MT259658,303,7.921,,29.032,29.930,,32.171,31.449,,1,7.921,3,29.032
MT259659,303,4.620,,29.655,27.465,,31.111,,,1,4.620,4,27.465
MT512570,635,24.041,34.054,31.662,29.904,31.503,30.705,33.422,31.151,1,24.041,4,29.904
MT554100,,8.480,31.128,,32.911,28.197,25.166,31.325,25.182,1,8.480,6,25.166
MT554101,,20.388,,28.519,31.016,28.470,27.304,32.571,24.150,1,20.388,8,24.150
MT557687,639,0.446,34.688,33.551,31.326,31.238,30.134,33.919,31.500,1,0.446,4,31.326
MT557688,639,1.265,34.718,33.614,31.551,31.146,30.134,33.549,31.200,1,1.265,4,31.551
MT557689,639,0.298,34.787,33.644,31.409,31.146,30.246,33.826,31.400,1,0.298,4,31.409
MT557690,639,0.521,34.688,33.644,31.409,31.238,30.357,34.011,31.500,1,0.521,4,31.409
MT596912,636,7.436,,32.749,30.218,30.343,29.799,33.606,31.757,1,7.436,6,29.799
MT603183,397,0.504,,32.698,27.954,31.830,33.155,,33.159,1,0.504,4,27.954
MT603184,389,0.257,,32.768,27.378,31.152,32.888,,,1,0.257,4,27.378
MT603185,396,1.768,,32.153,27.195,31.061,32.615,,,1,1.768,4,27.195
MT603186,388,5.670,34.293,31.880,26.912,30.357,32.051,,,1,5.670,4,26.912
MT603187,399,2.757,34.133,32.065,26.629,30.673,32.713,32.836,,1,2.757,4,26.629
MT603188,389,0.000,,32.768,27.378,31.414,32.888,,,1,0.000,4,27.378
MT603189,389,2.314,,31.638,26.912,31.414,32.888,,,1,2.314,4,26.912
MT603190,384,2.344,,32.486,26.629,30.343,33.154,32.107,,1,2.344,4,26.629
MT603191,397,0.756,,32.425,26.513,31.328,33.155,,,1,0.756,4,26.513
MT603192,397,1.763,,32.153,27.089,30.982,33.422,,,1,1.763,4,27.089
MT603193,378,0.529,,32.768,27.195,30.831,32.143,,,1,0.529,4,27.195
MT603194,397,3.023,,32.425,27.762,32.080,33.422,32.776,,1,3.023,4,27.762
MT603195,398,3.769,,31.608,26.629,29.851,33.333,31.365,,1,3.769,4,26.629
MT603196,397,0.252,,32.970,27.089,31.328,33.155,,,1,0.252,4,27.089
MT603197,378,2.646,,31.638,27.762,29.867,32.468,,,1,2.646,4,27.762
MT603198,397,1.763,34.540,32.698,26.801,30.175,33.422,,,1,1.763,4,26.801
MT603199,398,0.503,,32.970,26.801,31.000,33.333,,,1,0.503,4,26.801
MT603200,397,1.511,,31.880,28.045,31.328,33.690,,,1,1.511,4,28.045
MT603201,351,1.425,,33.041,27.273,31.965,32.792,,,1,1.425,4,27.273
MT603202,396,1.010,,32.698,27.195,31.135,32.884,,,1,1.010,4,27.195
MT603203,396,3.788,34.293,31.880,26.629,30.303,33.423,30.153,,1,3.788,4,26.629
MT603204,399,3.759,34.400,32.609,26.801,31.172,34.133,,,1,3.759,4,26.801
MT603205,381,0.787,,33.051,27.378,31.915,32.468,,,1,0.787,4,27.378
MT603206,398,0.754,,33.243,27.666,31.500,33.333,,,1,0.754,4,27.666
MT603207,398,2.513,34.133,32.153,25.779,30.750,33.600,,,1,2.513,4,25.779
MT603208,388,0.515,,32.203,26.801,30.809,32.800,,,1,0.515,4,26.801
MT603209,398,0.754,,32.425,26.801,31.500,33.067,,,1,0.754,4,26.801
MT603210,381,1.312,,32.768,27.089,31.383,32.792,,,1,1.312,4,27.089
MT603211,387,2.584,,32.203,26.912,31.414,33.422,,33.420,1,2.584,4,26.912
MT603212,398,1.256,,33.243,27.378,31.000,33.067,,,1,1.256,4,27.378
MT603213,398,3.266,34.933,33.243,27.479,30.500,33.600,32.934,,1,3.266,4,27.479
MT603214,594,21.333,34.050,30.182,28.120,29.481,32.095,33.755,,1,21.333,4,28.120
MT603215,583,21.955,33.272,31.463,27.170,29.082,31.453,33.206,31.624,1,21.955,4,27.170
MT603216,590,22.373,33.333,31.703,27.425,29.276,32.264,33.205,,1,22.373,4,27.425
MT603217,583,21.197,32.781,30.952,25.094,28.961,30.598,32.432,31.453,1,21.197,4,25.094
MT632105,635,24.030,33.379,33.435,31.004,31.793,32.063,33.990,29.616,1,24.030,8,29.616
MT632106,635,24.052,33.109,32.321,31.902,29.571,30.855,33.274,30.812,1,24.052,6,30.855
MT632107,635,26.067,35.269,33.992,32.867,32.228,33.023,35.721,31.996,1,26.067,5,32.228
MT632108,635,23.494,33.378,32.170,30.235,30.784,31.691,33.802,30.459,1,23.494,4,30.235
MT632109,636,22.966,34.324,31.509,29.869,29.981,31.461,34.211,30.932,1,22.966,4,29.869
MT632110,639,8.185,34.059,33.147,30.938,30.812,30.157,33.771,31.231,1,8.185,4,30.938
MT632111,636,22.957,,31.891,31.266,31.360,30.734,33.687,31.092,1,22.957,4,31.266
MT632112,635,23.458,34.590,32.207,29.678,29.778,31.921,34.752,30.626,1,23.458,4,29.678
MT632113,635,23.991,33.784,30.914,30.253,29.425,32.000,33.274,30.459,1,23.991,4,30.253
MT632114,635,23.682,33.829,30.996,30.200,29.910,30.769,34.639,29.200,1,23.682,4,30.200
MT632115,639,8.259,33.604,34.264,31.179,30.734,30.784,34.041,30.632,1,8.259,4,31.179
MT632116,638,5.060,32.913,32.678,30.944,30.948,30.410,33.395,31.076,1,5.060,4,30.944
MT632117,635,23.915,34.641,31.988,30.803,30.288,31.506,34.218,31.603,1,23.915,4,30.803
MT632118,639,6.101,34.432,32.870,30.742,30.548,30.449,33.656,29.970,1,6.101,4,30.742
MT632119,635,23.860,33.919,32.075,30.729,30.698,30.864,33.741,31.121,1,23.860,4,30.729
MT632120,635,24.425,33.829,32.216,30.722,31.140,30.233,33.304,30.337,1,24.425,6,30.233
MT632121,638,8.185,34.176,33.239,30.587,31.134,30.317,33.363,31.805,1,8.185,4,30.587
MT632122,635,24.753,33.705,31.614,29.895,30.499,31.352,33.772,29.963,1,24.753,4,29.895
MT632123,635,25.590,34.054,32.453,31.712,29.271,30.909,34.422,31.498,1,25.590,5,29.271
MT632124,635,24.741,34.558,31.801,30.729,31.141,30.983,33.421,30.776,1,24.741,4,30.729
MT632125,179,10.533,,33.148,31.846,30.717,25.212,35.458,29.273,1,10.533,6,25.212
MT632126,636,23.217,33.063,31.367,30.507,30.196,31.818,33.771,30.000,1,23.217,4,30.507
MT632127,639,11.756,35.624,33.569,32.594,32.598,31.647,36.207,33.634,1,11.756,6,31.647
MT632128,636,24.276,34.497,31.887,30.279,30.410,32.342,34.190,30.330,1,24.276,4,30.279
MT632129,635,23.744,35.559,31.282,31.185,30.948,31.163,33.919,30.841,1,23.744,4,31.185
MT632130,639,6.324,34.579,33.302,30.938,30.600,30.146,33.487,31.138,1,6.324,4,30.938
MT632131,635,23.141,34.143,30.805,29.678,29.991,31.070,35.088,30.899,1,23.141,4,29.678
MT632132,635,22.437,33.740,31.861,29.939,30.776,31.725,34.544,30.618,1,22.437,4,29.939
MT632133,635,22.593,34.235,31.525,30.480,31.418,30.643,33.835,30.906,1,22.593,4,30.480
MT632134,635,24.505,33.198,31.073,30.306,29.306,31.691,33.917,30.084,1,24.505,4,30.306
MT632135,635,23.991,32.389,32.167,29.713,31.157,30.144,33.713,30.870,1,23.991,4,29.713
MT632136,635,23.643,34.449,31.762,30.174,30.955,30.974,33.569,30.318,1,23.643,4,30.174
MT632137,634,23.368,33.602,32.547,30.148,29.162,30.631,34.125,30.141,1,23.368,4,30.148
MT632138,635,22.691,32.615,31.685,29.887,30.983,30.705,33.510,29.682,1,22.691,4,29.887
MT632139,635,24.524,,32.075,30.810,29.530,29.955,34.016,30.740,1,24.524,4,30.810
MT632140,636,23.842,34.232,31.965,31.103,31.134,31.122,34.612,30.862,1,23.842,4,31.103
MT632141,636,23.820,33.962,31.638,30.113,30.455,31.877,34.215,30.272,1,23.820,4,30.113
MT632142,635,24.353,33.603,32.143,30.863,31.041,31.628,34.871,29.372,1,24.353,8,29.372
MT632143,636,24.067,33.063,31.925,30.253,30.811,31.320,34.016,30.918,1,24.067,4,30.253
MT632144,635,23.936,33.875,31.385,30.314,30.762,30.338,33.864,29.689,1,23.936,4,30.314
MT632145,636,24.164,33.468,30.378,30.366,30.483,31.447,33.746,30.402,1,24.164,4,30.366
MT632147,305,23.014,34.831,31.794,31.675,31.509,32.091,33.421,30.831,1,23.014,4,31.675
MT632148,636,24.543,34.100,32.358,30.957,31.041,29.392,33.805,30.805,1,24.543,4,30.957
MT632149,636,23.224,34.459,31.569,30.986,29.795,30.148,33.887,29.747,1,23.224,5,29.795
MT632150,635,23.762,34.186,32.045,31.648,30.343,31.724,33.599,29.800,1,23.762,8,29.800
MT632151,635,24.277,35.628,31.380,30.122,29.720,29.617,33.831,30.093,1,24.277,5,29.720
MT632152,636,22.772,34.865,31.356,30.131,29.815,31.349,33.835,29.467,1,22.772,4,30.131
MT632153,635,23.897,34.054,32.072,30.374,30.129,30.556,33.186,28.814,1,23.897,4,30.374
MT632154,636,23.323,34.008,31.698,30.287,30.605,31.365,33.807,30.717,1,23.323,4,30.287
MT632155,639,5.506,34.752,32.400,30.938,30.644,30.800,34.257,30.739,1,5.506,4,30.938
MT632156,639,5.952,34.960,33.240,30.709,30.176,30.602,34.306,30.800,1,5.952,4,30.709
MT632157,639,6.622,,33.803,30.682,30.382,30.882,34.369,31.431,1,6.622,4,30.682
MT632159,639,6.994,36.040,34.101,32.867,32.435,32.584,35.912,33.500,1,6.994,4,32.867
MT632160,639,6.994,34.554,32.940,30.412,30.577,31.787,33.245,31.131,1,6.994,4,30.412
MT632161,635,25.152,33.737,31.981,30.374,30.103,31.716,34.311,30.725,1,25.152,4,30.374
MT632163,635,23.939,,31.291,31.652,31.296,32.747,33.038,30.675,1,23.939,8,30.675
MT632164,636,23.229,34.455,32.042,30.401,30.233,31.599,33.215,31.086,1,23.229,4,30.401
MT632165,635,24.471,34.641,31.207,30.218,31.447,31.691,33.888,30.000,1,24.471,4,30.218
MT632166,635,23.036,33.198,31.509,30.480,30.512,30.948,34.663,29.879,1,23.036,4,30.480
MT632167,635,23.551,,31.822,30.461,30.148,30.445,33.510,29.719,1,23.551,5,30.148
MT632168,635,24.030,34.324,30.878,30.553,30.698,30.650,34.041,30.870,1,24.030,4,30.553
MT632169,486,5.709,32.177,33.911,29.532,30.457,31.840,33.367,30.916,1,5.709,4,29.532
