Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype4aDistance,Subtype4bDistance,Subtype4cDistance,Subtype4dDistance,Subtype4dDistance,Subtype4fDistance,Subtype4fDistance,Subtype4gDistance,Subtype4kDistance,Subtype4kDistance,Subtype4lDistance,Subtype4mDistance,Subtype4nDistance,Subtype4oDistance,Subtype4pDistance,Subtype4qDistance,Subtype4rDistance,Subtype4sDistance,Subtype4tDistance,Subtype4vDistance,Subtype4vDistance,Subtype4wDistance,Subtype4wDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MG455959,637,4,10.204,20.129,12.878,17.011,17.011,19.555,19.555,21.395,20.353,20.353,15.584,18.601,17.011,17.093,17.806,16.349,23.175,20.191,19.237,15.433,15.433,21.406,21.406,4a,10.204,4c,12.878
MG455966,630,4,22.979,23.188,20.746,20.509,20.509,20.986,20.986,19.841,18.065,18.065,21.626,22.734,21.648,23.263,21.463,20.886,10.635,22.893,22.576,20.191,20.191,22.684,22.684,4r,10.635,4k,18.065
MG455969,637,4,11.303,23.387,12.156,19.237,19.237,20.986,20.986,21.129,21.314,21.314,18.019,20.509,18.919,19.010,18.124,17.778,22.222,21.486,19.078,18.268,18.268,23.962,23.962,4a,11.303,4c,12.156
MG455972,636,4,11.006,20.161,12.866,17.460,17.460,19.048,19.048,21.111,20.192,20.192,15.909,18.730,18.095,17.384,18.254,17.011,22.638,21.587,19.365,16.825,16.825,20.288,20.288,4a,11.006,4c,12.866
MG455980,636,4,11.164,21.290,12.242,18.601,18.601,21.145,21.145,21.712,21.795,21.795,16.558,19.873,18.919,17.732,18.283,17.143,23.651,19.555,19.237,16.693,16.693,23.163,23.163,4a,11.164,4c,12.242
MG455981,630,4,21.270,21.053,20.159,7.619,7.619,20.159,20.159,23.175,21.154,21.154,18.182,20.444,19.841,19.298,19.365,14.944,22.258,21.111,20.317,15.873,15.873,22.648,22.648,4d,7.619,4q,14.944
MG455983,628,4,20.827,20.194,18.312,7.484,7.484,18.790,18.790,22.169,20.032,20.032,17.532,19.586,19.108,19.169,18.850,15.605,21.565,21.885,20.288,14.650,14.650,21.850,21.850,4d,7.484,4v,14.650
MG455984,627,4,20.096,22.967,18.627,19.458,19.458,19.904,19.904,23.285,21.546,21.546,18.049,20.574,19.777,10.845,18.949,17.891,22.810,22.807,21.691,18.182,18.182,23.248,23.248,4o,10.845,4q,17.891
MG455996,635,4,12.126,21.497,13.672,19.078,19.078,20.191,20.191,21.905,21.635,21.635,16.911,20.032,19.237,17.891,18.442,17.806,24.267,20.032,20.350,17.460,17.460,22.204,22.204,4a,12.126,4c,13.672
MG456003,620,4,23.764,22.876,20.392,19.427,19.427,22.329,22.329,19.268,8.871,8.871,20.292,22.010,20.194,22.349,20.415,19.313,20.458,23.175,20.191,21.178,21.178,22.045,22.045,4k,8.871,4g,19.268
MG456007,621,4,22.943,21.940,21.533,19.873,19.873,20.509,20.509,20.317,15.781,15.781,18.537,20.986,20.194,22.294,20.350,18.871,19.870,21.940,21.304,19.683,19.683,20.447,20.447,4k,15.781,4l,18.537
MG456008,630,4,20.159,19.010,17.778,4.444,4.444,17.937,17.937,20.476,18.476,18.476,14.935,18.889,16.984,17.863,16.984,13.514,20.355,19.524,17.778,13.016,13.016,19.355,19.355,4d,4.444,4v,13.016
MG456010,629,4,21.613,8.903,18.447,20.509,20.509,20.806,20.806,22.648,22.436,22.436,20.388,21.774,19.936,20.893,19.714,18.949,22.913,22.488,20.734,18.979,18.979,17.619,17.619,4b,8.903,4w,17.619
MG456014,630,4,20.000,19.063,18.123,5.079,5.079,18.571,18.571,19.677,17.949,17.949,16.071,18.095,16.984,17.703,16.190,12.560,21.622,19.355,16.984,12.540,12.540,19.777,19.777,4d,5.079,4q,12.560
MG456017,630,4,19.048,19.649,17.143,5.079,5.079,18.254,18.254,20.032,18.314,18.314,15.584,18.889,16.825,16.427,16.825,12.719,20.679,18.095,18.095,13.016,13.016,19.355,19.355,4d,5.079,4q,12.719
MG456019,630,4,11.905,22.169,13.037,19.714,19.714,21.781,21.781,22.821,21.314,21.314,17.857,20.986,19.714,19.169,20.509,18.283,23.941,20.668,20.827,17.806,17.806,23.482,23.482,4a,11.905,4c,13.037
MG456038,636,4,10.849,20.612,13.196,18.601,18.601,20.350,20.350,21.870,21.795,21.795,16.748,19.714,18.124,18.211,18.760,17.937,23.810,20.509,19.396,16.667,16.667,22.204,22.204,4a,10.849,4c,13.196
MG456059,637,4,13.187,22.097,14.467,18.442,18.442,21.304,21.304,21.553,21.795,21.795,17.370,20.827,19.873,19.169,19.873,18.889,24.286,21.781,21.463,17.329,17.329,22.843,22.843,4a,13.187,4c,14.467
MG456064,637,4,11.303,20.484,13.540,18.124,18.124,20.350,20.350,20.290,20.994,20.994,16.396,18.601,17.170,17.732,16.852,16.825,23.968,20.032,18.601,16.984,16.984,22.045,22.045,4a,11.303,4c,13.540
MG456075,631,4,10.460,20.840,12.540,17.778,17.778,20.476,20.476,21.111,20.513,20.513,15.747,19.206,18.095,17.703,17.778,16.534,23.127,20.000,18.730,16.165,16.165,21.406,21.406,4a,10.460,4c,12.540
MG456097,637,4,11.303,19.485,13.672,18.124,18.124,20.350,20.350,22.187,20.994,20.994,17.370,19.078,19.555,17.732,17.170,17.302,22.857,20.509,19.714,17.647,17.647,21.246,21.246,4a,11.303,4c,13.672
MG456107,636,4,11.950,20.860,12.878,18.601,18.601,20.668,20.668,21.078,22.596,22.596,16.558,18.919,18.124,18.051,18.601,16.984,24.603,19.555,19.555,16.852,16.852,23.163,23.163,4a,11.950,4c,12.878
MG456114,637,4,11.931,20.257,11.948,17.329,17.329,20.827,20.827,21.078,20.833,20.833,17.045,19.714,17.965,19.010,17.965,16.349,24.444,20.191,19.555,17.011,17.011,22.204,22.204,4a,11.931,4c,11.948
MG456123,636,4,11.792,21.975,11.564,19.365,19.365,21.587,21.587,22.063,21.154,21.154,17.236,20.476,19.048,18.341,17.937,16.852,24.430,19.841,19.683,17.778,17.778,22.524,22.524,4a,11.792,4c,11.564
MG456125,636,4,10.377,20.767,13.492,17.302,17.302,19.841,19.841,21.429,20.032,20.032,16.396,20.317,17.460,16.587,16.032,15.580,23.127,20.476,18.571,15.238,15.238,22.045,22.045,4a,10.377,4c,13.492
MG456130,636,4,10.377,20.893,11.928,18.413,18.413,20.000,20.000,20.317,19.551,19.551,16.748,18.095,17.097,17.225,17.778,17.124,22.801,21.746,18.730,16.957,16.957,22.524,22.524,4a,10.377,4c,11.928
MG456133,636,4,12.107,20.806,12.052,18.254,18.254,20.317,20.317,21.290,20.833,20.833,17.370,19.524,17.778,18.660,18.254,16.534,24.430,19.677,19.683,17.116,17.116,22.364,22.364,4a,12.107,4c,12.052
MG456149,635,4,11.339,20.415,12.235,16.693,16.693,19.714,19.714,20.635,18.780,18.780,16.585,18.442,16.963,17.412,17.965,15.832,23.127,20.191,18.124,15.739,15.739,20.927,20.927,4a,11.339,4c,12.235
MG456170,629,4,20.127,20.096,18.601,5.405,5.405,19.237,19.237,21.870,18.994,18.994,17.045,19.237,18.283,17.891,17.965,14.444,21.290,19.396,18.601,15.262,15.262,20.323,20.323,4d,5.405,4q,14.444
MG456176,637,4,11.931,21.739,13.831,18.760,18.760,21.145,21.145,21.835,20.513,20.513,18.019,20.509,18.919,18.530,18.919,17.460,24.247,20.509,20.509,17.011,17.011,22.684,22.684,4a,11.931,4c,13.831
MG456185,637,4,12.402,20.701,11.909,18.283,18.283,19.237,19.237,20.740,20.513,20.513,17.561,19.237,18.124,18.690,18.442,16.667,24.603,19.709,18.760,17.778,17.778,21.885,21.885,4a,12.402,4c,11.909
MG456191,636,4,11.950,20.323,14.762,18.254,18.254,20.159,20.159,22.381,20.225,20.225,16.396,17.778,17.937,18.022,18.254,17.488,22.638,20.000,18.730,16.824,16.824,22.045,22.045,4a,11.950,4c,14.762
MG456194,635,4,11.339,20.645,13.175,16.984,16.984,19.683,19.683,21.429,20.833,20.833,15.747,18.889,17.619,18.022,16.508,16.216,23.127,19.048,19.524,16.190,16.190,21.725,21.725,4a,11.339,4c,13.175
MG456196,637,4,12.245,21.256,14.626,18.283,18.283,20.827,20.827,22.187,21.154,21.154,17.857,20.191,19.176,18.051,17.965,18.095,24.603,21.145,20.191,17.937,17.937,23.482,23.482,4a,12.245,4c,14.626
MG456208,636,4,12.264,21.163,12.857,18.413,18.413,19.841,19.841,21.236,20.994,20.994,16.721,20.000,18.571,20.415,18.254,17.806,23.127,20.635,20.602,17.302,17.302,23.285,23.285,4a,12.264,4c,12.857
MG456215,635,4,11.024,20.000,11.765,17.647,17.647,20.032,20.032,21.270,20.833,20.833,16.071,19.078,18.283,17.732,18.601,17.329,22.638,20.350,20.191,16.063,16.063,20.927,20.927,4a,11.024,4c,11.765
MG456239,626,4,20.382,20.161,19.094,17.384,17.384,21.178,21.178,22.611,22.204,22.204,17.370,19.936,19.298,18.850,16.454,17.038,23.529,20.128,19.649,17.703,17.703,21.406,21.406,4p,16.454,4q,17.038
MG456247,636,4,11.164,19.516,13.175,16.032,16.032,18.730,18.730,20.570,19.391,19.391,15.097,18.254,16.508,17.065,15.397,15.580,23.127,20.000,17.937,14.780,14.780,20.767,20.767,4a,11.164,4c,13.175
MG456258,637,4,10.518,21.940,10.966,18.601,18.601,20.668,20.668,20.285,19.551,19.551,16.098,19.396,17.771,17.732,17.965,16.129,23.651,19.555,18.601,15.873,15.873,22.684,22.684,4a,10.518,4c,10.966
MG456268,624,4,22.293,21.383,20.131,18.901,18.901,21.086,21.086,16.427,8.814,8.814,20.000,20.767,19.548,20.806,19.169,18.501,18.919,22.204,19.968,20.096,20.096,21.885,21.885,4k,8.814,4g,16.427
MG456277,636,4,10.063,18.901,11.905,17.778,17.778,18.254,18.254,20.635,20.513,20.513,15.747,18.730,18.413,16.268,16.032,15.898,23.453,20.000,18.254,16.482,16.482,21.565,21.565,4a,10.063,4c,11.905
MG456278,636,4,13.994,24.233,15.961,20.000,20.000,22.381,22.381,23.226,23.077,23.077,20.163,22.381,20.000,20.415,20.159,19.714,26.073,22.419,21.905,20.285,20.285,23.642,23.642,4a,13.994,4c,15.961
MG456279,630,4,19.841,19.808,17.619,5.873,5.873,18.730,18.730,21.429,19.773,19.773,16.883,19.365,17.460,17.065,18.254,13.990,21.163,18.889,18.730,14.762,14.762,21.290,21.290,4d,5.873,4q,13.990
MG456283,637,4,11.303,21.178,13.051,18.760,18.760,20.032,20.032,21.712,20.673,20.673,16.938,19.237,18.417,17.891,18.124,17.097,24.286,19.396,19.396,18.110,18.110,21.885,21.885,4a,11.303,4c,13.051
MG456291,630,4,20.159,19.808,18.095,5.556,5.556,18.571,18.571,21.361,19.872,19.872,15.447,18.413,17.302,17.225,17.460,13.990,22.099,18.571,18.730,14.921,14.921,20.255,20.255,4d,5.556,4q,13.990
MG456297,628,4,24.286,24.077,23.847,21.656,21.656,21.019,21.019,20.223,20.323,20.323,23.089,23.642,21.885,23.558,21.405,22.452,20.223,25.199,23.163,20.986,20.986,23.756,23.756,4r,20.223,4g,20.223
MG456301,620,4,24.045,22.549,21.078,21.086,21.086,21.725,21.725,18.601,9.839,9.839,20.455,22.045,20.065,22.386,21.246,19.935,21.212,22.893,20.701,21.086,21.086,23.642,23.642,4k,9.839,4g,18.601
MG456314,630,4,19.206,18.341,17.302,5.238,5.238,18.413,18.413,20.635,18.476,18.476,15.584,18.889,18.095,17.544,16.032,12.878,19.709,17.937,17.778,13.810,13.810,19.355,19.355,4d,5.238,4q,12.878
MG456322,618,4,17.799,20.255,15.696,17.937,17.937,20.317,20.317,20.758,22.472,22.472,17.590,20.000,17.258,19.555,17.143,17.298,23.529,20.806,16.984,17.619,17.619,20.767,20.767,4c,15.696,4t,16.984
MG456328,636,4,11.635,20.773,13.196,17.806,17.806,19.714,19.714,21.712,21.314,21.314,16.234,19.078,17.488,17.412,16.852,15.873,23.810,20.350,18.601,15.898,15.898,21.406,21.406,4a,11.635,4c,13.196
MG456336,629,4,23.732,23.003,20.476,18.447,18.447,20.794,20.794,17.170,19.032,19.032,20.488,22.698,21.270,21.691,19.741,19.078,19.873,23.613,19.841,19.493,19.493,22.492,22.492,4g,17.170,4d,18.447
MG456338,635,4,12.441,21.452,14.603,17.778,17.778,21.270,21.270,22.063,22.472,22.472,17.370,19.524,19.365,17.544,18.095,17.647,24.267,20.952,19.524,16.984,16.984,22.045,22.045,4a,12.441,4c,14.603
MG456345,635,4,10.866,20.161,13.175,17.302,17.302,18.889,18.889,21.429,19.551,19.551,16.883,19.206,18.254,17.544,17.460,17.329,22.313,19.683,18.571,16.190,16.190,21.086,21.086,4a,10.866,4c,13.175
MG456363,637,4,10.518,21.935,11.620,17.488,17.488,19.714,19.714,19.614,19.743,19.743,16.071,18.919,16.693,17.252,16.375,16.349,21.010,19.871,18.283,16.534,16.534,22.364,22.364,4a,10.518,4c,11.620
MG456365,631,4,19.334,20.161,16.505,15.238,15.238,18.571,18.571,19.548,20.847,20.847,13.496,18.730,14.762,16.587,17.460,11.447,20.986,17.097,18.730,5.230,5.230,20.927,20.927,4v,5.230,4q,11.447
MG456370,627,4,17.447,20.767,14.263,17.412,17.412,19.174,19.174,21.070,19.866,19.866,16.775,19.870,17.038,15.840,17.940,15.815,22.204,19.329,17.987,14.195,14.195,21.120,21.120,4v,14.195,4c,14.263
MG456371,630,4,19.206,18.660,17.619,4.921,4.921,17.460,17.460,20.000,18.152,18.152,16.071,19.365,17.619,17.544,16.984,12.719,20.517,18.571,18.095,13.016,13.016,20.223,20.223,4d,4.921,4q,12.719
MG456373,636,4,11.006,19.807,12.083,17.488,17.488,19.555,19.555,20.728,20.833,20.833,16.071,19.237,17.170,16.933,17.170,16.349,23.492,19.396,19.237,15.556,15.556,21.086,21.086,4a,11.006,4c,12.083
MG456379,630,4,21.746,22.329,20.227,18.730,18.730,8.730,8.730,23.748,22.756,22.756,20.488,19.841,20.317,20.255,22.222,19.555,24.104,21.129,22.698,19.524,19.524,20.860,20.860,4f,8.730,4d,18.730
MG456390,636,4,11.006,20.773,12.719,18.919,18.919,20.191,20.191,21.078,20.994,20.994,16.721,18.919,18.919,18.051,18.601,17.619,24.603,19.873,19.873,17.008,17.008,21.885,21.885,4a,11.006,4c,12.719
MG456394,619,4,19.365,22.734,17.619,19.839,19.839,20.794,20.794,20.794,22.596,22.596,17.398,20.919,19.968,18.006,17.619,16.317,21.429,21.111,20.476,17.143,17.143,22.134,22.134,4q,16.317,4v,17.143
MG456395,637,4,14.129,24.841,15.824,20.986,20.986,23.370,23.370,23.810,22.953,22.953,19.805,22.576,20.986,21.246,20.986,19.841,26.221,24.006,22.417,20.000,20.000,25.240,25.240,4a,14.129,4c,15.824
MG456400,636,4,9.906,21.163,10.802,17.965,17.965,20.350,20.350,20.000,20.192,20.192,15.747,19.555,17.806,19.010,16.693,15.898,23.127,19.871,19.078,16.984,16.984,22.843,22.843,4a,9.906,4c,10.802
MG456401,636,4,9.434,21.325,10.948,17.937,17.937,19.841,19.841,19.677,19.712,19.712,15.584,19.206,16.984,18.341,16.667,15.898,22.313,19.839,19.048,16.640,16.640,22.524,22.524,4a,9.434,4c,10.948
MG456402,636,4,9.434,21.325,10.948,17.937,17.937,19.841,19.841,19.677,19.712,19.712,15.584,19.206,16.984,18.341,16.667,15.898,22.313,19.839,19.048,16.640,16.640,22.524,22.524,4a,9.434,4c,10.948
MG456404,636,4,10.535,19.807,11.765,17.806,17.806,18.919,18.919,21.553,20.994,20.994,15.747,18.760,17.647,16.613,17.806,16.825,23.492,19.555,18.760,16.032,16.032,21.885,21.885,4a,10.535,4c,11.765
MG456418,636,4,11.792,20.968,11.419,18.919,18.919,20.191,20.191,21.256,21.474,21.474,17.045,20.350,18.601,18.371,18.124,18.413,25.238,19.063,19.714,16.508,16.508,22.204,22.204,4a,11.792,4c,11.419
MG456420,630,4,19.841,20.128,18.095,5.079,5.079,18.095,18.095,20.602,18.801,18.801,17.045,18.889,16.984,17.384,16.667,13.037,21.002,19.048,18.571,14.603,14.603,20.161,20.161,4d,5.079,4q,13.037
MG456426,630,4,20.317,20.288,18.730,5.397,5.397,19.365,19.365,22.222,19.872,19.872,17.045,19.206,18.254,17.863,17.937,14.626,22.258,20.635,19.683,14.762,14.762,21.850,21.850,4d,5.397,4q,14.626
MG456427,624,4,22.648,21.809,19.771,19.458,19.458,21.212,21.212,17.675,8.013,8.013,20.163,21.691,18.065,20.968,19.617,18.312,20.786,21.781,19.237,19.617,19.617,21.246,21.246,4k,8.013,4g,17.675
MG456429,636,4,10.692,20.223,11.419,17.806,17.806,19.873,19.873,21.395,20.833,20.833,16.260,19.396,18.094,17.252,17.488,16.452,22.381,19.555,19.396,16.057,16.057,21.565,21.565,4a,10.692,4c,11.419
MG456431,630,4,19.524,19.169,18.413,4.286,4.286,18.413,18.413,21.270,18.639,18.639,15.909,18.254,16.984,16.268,16.349,13.037,20.679,18.571,18.889,13.810,13.810,20.645,20.645,4d,4.286,4q,13.037
MG456445,637,4,11.303,19.807,13.037,19.078,19.078,18.760,18.760,21.870,19.872,19.872,17.886,18.919,18.760,16.773,17.965,16.667,22.222,19.555,18.601,16.693,16.693,21.725,21.725,4a,11.303,4c,13.037
MG456449,630,4,20.000,19.225,17.799,6.825,6.825,17.778,17.778,21.129,17.978,17.978,15.747,18.413,17.619,18.022,17.302,13.672,21.145,20.484,18.095,14.286,14.286,18.820,18.820,4d,6.825,4q,13.672
MG456459,636,4,11.164,20.968,13.651,18.730,18.730,19.841,19.841,21.236,21.635,21.635,16.721,18.730,18.829,18.501,18.730,18.601,23.779,21.111,19.365,17.143,17.143,23.003,23.003,4a,11.164,4c,13.651
MG983312,612,4,11.765,20.302,12.871,16.997,16.997,19.472,19.472,22.442,20.764,20.764,16.225,18.843,18.317,16.584,18.647,17.162,23.306,19.835,20.165,15.980,15.980,22.056,22.056,4a,11.765,4c,12.871
MG983313,613,4,11.256,20.268,13.180,18.122,18.122,19.275,19.275,21.911,20.266,20.266,16.860,19.174,18.616,16.556,18.781,17.628,23.140,20.165,20.661,17.105,17.105,21.689,21.689,4a,11.256,4c,13.180
MG983316,594,4,12.121,20.374,12.585,18.367,18.367,20.918,20.918,21.044,21.453,21.453,15.979,18.919,18.718,17.857,19.628,17.177,23.649,20.273,20.273,16.582,16.582,22.279,22.279,4a,12.121,4c,12.585
MG983342,586,4,21.331,20.819,18.974,5.290,5.290,20.684,20.684,22.998,20.000,20.000,17.949,19.966,18.462,18.430,18.601,14.872,22.564,20.377,19.625,15.700,15.700,21.918,21.918,4d,5.290,4q,14.872
MG983353,585,4,20.137,19.487,17.607,5.128,5.128,19.829,19.829,22.184,18.632,18.632,17.354,19.145,17.607,17.949,17.949,14.701,22.564,19.658,19.829,14.359,14.359,20.819,20.819,4d,5.128,4v,14.359
MG983356,606,4,21.087,20.066,19.637,5.611,5.611,18.647,18.647,20.627,19.328,19.328,17.881,19.008,18.152,17.910,18.482,14.191,22.353,20.165,17.521,15.677,15.677,19.933,19.933,4d,5.611,4q,14.191
MG983358,606,4,12.706,20.268,12.564,18.760,18.760,21.035,21.035,21.035,20.268,20.268,17.028,19.263,17.923,17.755,19.095,17.253,23.283,18.655,19.496,17.195,17.195,22.613,22.613,4a,12.706,4c,12.564
MG983379,607,4,12.850,21.477,13.861,18.152,18.152,19.472,19.472,22.241,21.262,21.262,16.722,18.512,18.977,16.915,18.317,16.997,23.306,19.835,20.661,17.657,17.657,20.896,20.896,4a,12.850,4c,13.861
MG983381,626,4,12.620,21.217,14.378,18.740,18.740,19.386,19.386,22.383,21.104,21.104,17.045,19.063,19.611,17.264,18.901,17.447,22.964,21.648,20.840,18.080,18.080,21.173,21.173,4a,12.620,4c,14.378
MG983390,596,4,19.598,19.031,18.121,5.201,5.201,18.960,18.960,20.268,18.259,18.259,17.003,18.569,17.617,16.189,16.946,13.591,20.648,18.960,17.556,14.765,14.765,21.124,21.124,4d,5.201,4q,13.591
MG983391,605,4,18.647,18.905,17.190,4.463,4.463,18.347,18.347,19.569,18.319,18.319,16.556,18.046,17.355,15.755,16.086,13.058,20.504,18.605,17.276,14.050,14.050,20.101,20.101,4d,4.463,4q,13.058
MG983396,604,4,19.339,18.802,16.887,4.305,4.305,18.605,18.605,20.826,18.519,18.519,15.833,17.715,17.774,16.473,17.053,12.791,20.101,17.608,17.550,14.238,14.238,20.236,20.236,4d,4.305,4q,12.791
MG983397,607,4,11.697,20.270,12.479,18.303,18.303,19.634,19.634,21.927,21.405,21.405,16.361,18.469,18.469,17.224,18.500,17.000,23.128,19.167,19.468,16.279,16.279,22.241,22.241,4a,11.697,4c,12.479
MG983398,609,4,11.987,20.202,12.272,18.242,18.242,19.767,19.767,21.689,21.333,21.333,16.500,18.408,18.272,17.000,18.408,16.944,23.256,19.167,19.237,16.364,16.364,22.371,22.371,4a,11.987,4c,12.272
MG983404,604,4,20.496,19.634,18.709,3.642,3.642,18.771,18.771,21.157,19.024,19.024,16.000,18.212,17.110,17.804,17.715,13.455,21.453,18.771,18.212,14.404,14.404,20.573,20.573,4d,3.642,4q,13.455
MG983405,589,4,20.918,19.694,18.228,3.735,3.735,18.506,18.506,21.186,19.080,19.080,16.129,18.676,17.317,17.827,17.657,13.413,21.562,18.228,17.997,14.431,14.431,20.238,20.238,4d,3.735,4q,13.413
MH119606,628,4,9.873,22.258,11.620,17.412,17.412,19.586,19.586,20.191,20.192,20.192,15.935,19.489,17.932,17.572,18.312,16.613,22.967,20.607,20.128,15.974,15.974,22.364,22.364,4a,9.873,4c,11.620
MH380041,354,4,19.437,18.208,16.860,6.215,6.215,18.927,18.927,20.680,17.614,17.614,15.864,17.746,17.614,16.147,17.429,13.920,19.429,19.034,16.997,15.581,15.581,19.242,19.242,4d,6.215,4q,13.920
MH380042,609,4,20.197,20.066,17.734,5.419,5.419,18.883,18.883,21.182,19.008,19.008,16.162,18.003,19.048,16.913,17.898,13.980,22.039,19.704,19.048,14.450,14.450,20.854,20.854,4d,5.419,4q,13.980
MH380043,354,4,19.718,18.497,17.151,6.497,6.497,19.034,19.034,20.963,17.898,17.898,16.147,18.028,17.898,16.431,17.714,14.205,19.714,19.318,17.280,15.864,15.864,19.534,19.534,4d,6.497,4q,14.205
MH380044,354,4,19.718,18.208,17.429,6.215,6.215,18.750,18.750,20.963,17.898,17.898,16.147,18.028,17.898,16.147,17.714,13.920,19.714,19.034,16.997,15.864,15.864,19.242,19.242,4d,6.215,4q,13.920
MH477417,445,4,22.646,20.920,19.326,18.876,18.876,9.888,9.888,23.767,23.596,23.596,18.510,19.101,19.326,19.955,20.449,19.326,23.371,20.358,22.022,19.101,19.101,20.136,20.136,4f,9.888,4l,18.510
MH477418,630,4,21.553,22.648,20.227,16.984,16.984,8.413,8.413,22.742,21.154,21.154,19.675,19.841,20.635,18.022,21.111,17.965,23.577,21.452,21.429,18.384,18.384,21.565,21.565,4f,8.413,4d,16.984
MH477421,188,4,26.882,33.871,29.255,25.532,25.532,14.362,14.362,30.481,28.649,28.649,30.682,27.660,31.915,24.468,28.191,27.807,,31.016,30.319,31.915,31.915,31.551,31.551,4f,14.362,4o,24.468
MH477422,132,4,12.879,12.214,15.152,15.267,15.267,6.061,6.061,19.697,21.705,21.705,15.909,16.667,17.557,20.611,19.531,16.794,17.188,17.557,20.155,13.740,13.740,14.504,14.504,4f,6.061,4b,12.214
MH477424,630,4,19.683,21.212,16.990,16.032,16.032,8.730,8.730,20.161,21.154,21.154,17.886,18.730,18.710,18.182,18.413,16.317,23.290,19.677,19.524,17.302,17.302,20.927,20.927,4f,8.730,4d,16.032
MH477426,630,4,20.159,21.648,19.256,16.825,16.825,8.413,8.413,21.774,21.578,21.578,19.481,19.206,19.365,20.574,18.889,17.806,22.801,20.806,20.635,17.460,17.460,20.447,20.447,4f,8.413,4d,16.825
MH703668,417,4,27.143,29.017,26.492,25.359,25.359,26.176,26.176,27.208,25.182,25.182,26.329,26.265,28.469,25.664,27.229,27.446,25.659,29.187,28.401,26.429,26.429,27.791,27.791,4r,25.659,4d,25.359
MH703669,341,4,25.439,26.471,24.633,27.990,27.990,27.446,27.446,27.990,27.981,27.981,26.205,26.036,30.048,25.519,24.484,,27.184,26.254,26.686,22.874,22.874,24.926,24.926,4v,22.874,4p,24.484
MH703686,412,4,29.665,29.118,30.435,26.923,26.923,28.788,28.788,26.988,28.398,28.398,30.240,27.811,30.714,30.476,26.471,29.398,26.942,30.000,31.190,29.736,29.736,27.190,27.190,4r,26.942,4g,26.988
MH703694,411,4,33.333,34.634,30.496,31.873,31.873,31.754,31.754,32.143,30.404,30.404,31.884,33.333,,32.524,31.429,31.873,32.227,33.333,32.683,29.927,29.927,31.387,31.387,4v,29.927,4k,30.404
MH703702,424,4,29.858,28.571,27.924,27.187,27.187,27.711,27.711,30.072,28.710,28.710,29.469,28.744,25.970,29.356,29.440,26.651,29.216,27.410,29.594,28.066,28.066,28.162,28.162,4q,26.651,4d,27.187
MH742360,612,4,20.261,18.627,17.647,16.667,16.667,19.281,19.281,21.533,18.905,18.905,14.357,19.281,17.320,17.320,16.667,13.748,21.980,12.092,19.118,15.196,15.196,19.444,19.444,4s,12.092,4q,13.748
MH742362,629,4,18.384,20.521,15.873,15.556,15.556,18.730,18.730,20.952,19.262,19.262,13.799,16.667,14.762,15.961,16.190,6.995,19.837,18.889,16.825,11.886,11.886,19.298,19.298,4q,6.995,4v,11.886
MH742363,630,4,20.253,21.163,16.375,14.944,14.944,18.283,18.283,21.746,21.613,21.613,13.799,17.170,16.375,14.425,18.283,7.460,21.789,19.714,17.488,11.905,11.905,20.574,20.574,4q,7.460,4v,11.905
MH742364,624,4,22.857,20.521,20.949,18.831,18.831,20.701,20.701,17.357,7.692,7.692,19.968,20.128,19.187,21.711,20.382,20.701,19.055,20.915,20.927,19.683,19.683,21.509,21.509,4k,7.692,4g,17.357
MH742365,631,4,19.334,18.387,15.850,15.397,15.397,18.095,18.095,17.143,19.712,19.712,13.171,18.730,16.613,17.384,15.714,11.793,21.145,17.302,17.302,9.667,9.667,20.574,20.574,4v,9.667,4q,11.793
