Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype1aDistance,Subtype1aDistance,Subtype1bDistance,Subtype1bDistance,Subtype1cDistance,Subtype1cDistance,Subtype1dDistance,Subtype1eDistance,Subtype1eDistance,Subtype1gDistance,Subtype1gDistance,Subtype1hDistance,Subtype1hDistance,Subtype1iDistance,Subtype1jDistance,Subtype1kDistance,Subtype1lDistance,Subtype1lDistance,Subtype1mDistance,Subtype1mDistance,Subtype1nDistance,Subtype1nDistance,Subtype1oDistance,Subtype1oDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MN146307,639,1,5.634,5.634,22.362,22.362,20.000,20.000,21.250,23.270,23.270,21.384,21.384,21.685,21.685,22.484,17.058,15.649,23.824,23.824,17.880,17.880,16.562,16.562,21.519,21.519,1a,5.634,1k,15.649
MN146308,639,1,5.634,5.634,22.362,22.362,20.000,20.000,21.250,23.270,23.270,21.384,21.384,21.685,21.685,22.484,17.058,15.649,23.824,23.824,17.880,17.880,16.562,16.562,21.519,21.519,1a,5.634,1k,15.649
MN146309,639,1,7.668,7.668,20.533,20.533,20.794,20.794,21.719,21.507,21.507,20.597,20.597,21.061,21.061,21.384,17.371,14.397,23.511,23.511,17.852,17.852,15.445,15.445,20.853,20.853,1a,7.668,1k,14.397
MN146310,639,1,7.668,7.668,20.533,20.533,20.794,20.794,21.719,21.507,21.507,20.597,20.597,21.061,21.061,21.384,17.371,14.397,23.511,23.511,17.852,17.852,15.445,15.445,20.853,20.853,1a,7.668,1k,14.397
MN146311,636,1,7.704,7.704,22.871,22.871,20.635,20.635,23.428,22.907,22.907,21.327,21.327,23.197,23.197,23.539,18.396,16.378,23.659,23.659,18.641,18.641,18.025,18.025,22.310,22.310,1a,7.704,1k,16.378
MN146312,636,1,7.704,7.704,22.484,22.484,20.635,20.635,23.585,22.591,22.591,21.643,21.643,22.884,22.884,23.381,18.553,16.038,23.817,23.817,18.641,18.641,18.025,18.025,22.152,22.152,1a,7.704,1k,16.038
MN146313,639,1,7.199,7.199,21.909,21.909,20.159,20.159,22.848,22.170,22.170,20.912,20.912,21.997,21.997,22.484,17.527,15.336,23.234,23.234,17.852,17.852,16.849,16.849,21.519,21.519,1a,7.199,1k,15.336
MN146314,636,1,7.390,7.390,22.642,22.642,20.476,20.476,23.234,22.907,22.907,21.327,21.327,23.041,23.041,23.697,18.239,16.220,23.344,23.344,18.325,18.325,17.868,17.868,21.835,21.835,1a,7.390,1k,16.220
MN146315,636,1,6.604,6.604,22.013,22.013,20.000,20.000,22.535,22.433,22.433,21.011,21.011,22.571,22.571,23.065,18.082,15.748,23.186,23.186,17.852,17.852,17.398,17.398,21.519,21.519,1a,6.604,1k,15.748
MN146316,639,1,8.451,8.451,21.575,21.575,20.635,20.635,24.100,22.222,22.222,21.855,21.855,22.692,22.692,22.327,18.936,16.928,25.472,25.472,19.589,19.589,17.997,17.997,22.785,22.785,1a,8.451,1k,16.928
MN146317,639,1,8.138,8.138,21.417,21.417,20.476,20.476,23.944,22.066,22.066,21.855,21.855,22.379,22.379,22.013,18.779,16.771,25.157,25.157,19.273,19.273,17.840,17.840,22.468,22.468,1a,8.138,1k,16.771
MN146318,639,1,7.355,7.355,21.102,21.102,19.841,19.841,23.631,21.440,21.440,21.384,21.384,22.066,22.066,21.384,18.153,16.144,24.686,24.686,18.641,18.641,17.371,17.371,21.835,21.835,1a,7.355,1k,16.144
MN146319,639,1,8.138,8.138,20.787,20.787,20.317,20.317,23.161,21.909,21.909,21.384,21.384,21.753,21.753,21.541,18.623,16.614,24.686,24.686,18.957,18.957,17.473,17.473,22.152,22.152,1a,8.138,1k,16.614
MN146320,639,1,8.451,8.451,21.575,21.575,20.635,20.635,23.944,22.066,22.066,22.013,22.013,22.535,22.535,22.170,18.936,17.085,25.314,25.314,19.589,19.589,17.997,17.997,22.310,22.310,1a,8.451,1k,17.085
MN146321,639,1,6.416,6.416,21.575,21.575,20.000,20.000,21.406,21.541,21.541,20.912,20.912,21.061,21.061,21.855,17.214,14.734,23.113,23.113,16.746,16.746,16.562,16.562,21.044,21.044,1a,6.416,1k,14.734
MN146322,639,1,12.050,12.050,25.827,25.827,24.127,24.127,26.761,26.060,26.060,25.472,25.472,25.273,25.273,26.415,20.970,18.966,28.302,28.302,21.677,21.677,21.440,21.440,25.158,25.158,1a,12.050,1k,18.966
MN146323,639,1,6.416,6.416,21.732,21.732,20.159,20.159,21.719,21.698,21.698,21.069,21.069,21.217,21.217,22.013,17.214,14.734,23.428,23.428,16.904,16.904,16.719,16.719,21.361,21.361,1a,6.416,1k,14.734
MN146324,639,1,6.729,6.729,21.732,21.732,20.317,20.317,21.719,21.855,21.855,21.226,21.226,21.373,21.373,22.170,17.527,15.047,23.585,23.585,17.220,17.220,16.875,16.875,21.519,21.519,1a,6.729,1k,15.047
MN146325,638,1,6.897,6.897,22.520,22.520,20.635,20.635,22.535,22.327,22.327,21.855,21.855,22.031,22.031,22.642,18.025,15.361,23.899,23.899,17.220,17.220,17.371,17.371,21.835,21.835,1a,6.897,1k,15.361
MN146326,632,1,9.652,9.652,24.006,24.006,21.429,21.429,25.118,23.810,23.810,22.698,22.698,23.186,23.186,23.810,19.462,17.563,25.475,25.475,19.048,19.048,18.641,18.641,22.576,22.576,1a,9.652,1k,17.563
MN146327,639,1,11.111,11.111,24.567,24.567,22.857,22.857,25.938,25.079,25.079,24.057,24.057,24.337,24.337,25.314,20.814,18.966,26.489,26.489,20.317,20.317,20.312,20.312,23.529,23.529,1a,11.111,1k,18.966
MN146328,632,1,9.968,9.968,24.324,24.324,22.063,22.063,25.908,24.603,24.603,23.810,23.810,23.734,23.734,24.444,20.411,18.671,25.949,25.949,20.317,20.317,19.085,19.085,22.734,22.734,1a,9.968,1k,18.671
MN146329,327,1,8.563,8.563,24.359,24.359,23.148,23.148,24.465,24.691,24.691,24.074,24.074,23.242,23.242,24.383,19.878,18.405,26.603,26.603,16.667,16.667,16.825,16.825,22.291,22.291,1a,8.563,1m,16.667
MN146330,639,1,7.668,7.668,22.835,22.835,21.801,21.801,24.413,24.371,24.371,22.956,22.956,22.933,22.933,23.585,18.466,16.771,25.629,25.629,18.799,18.799,18.153,18.153,22.627,22.627,1a,7.668,1k,16.771
MN146331,639,1,7.668,7.668,22.992,22.992,21.801,21.801,24.413,24.371,24.371,22.956,22.956,22.933,22.933,23.585,18.466,16.771,25.629,25.629,18.799,18.799,18.153,18.153,22.627,22.627,1a,7.668,1k,16.771
MN146332,639,1,5.947,5.947,22.047,22.047,20.379,20.379,22.656,23.742,23.742,22.327,22.327,21.841,21.841,22.799,17.527,15.204,24.608,24.608,17.062,17.062,16.537,16.537,21.361,21.361,1a,5.947,1k,15.204
MN146333,639,1,7.825,7.825,22.992,22.992,22.117,22.117,24.570,24.528,24.528,23.113,23.113,23.089,23.089,23.742,18.623,17.085,25.943,25.943,18.957,18.957,18.310,18.310,22.943,22.943,1a,7.825,1k,17.085
MN146334,639,1,6.729,6.729,21.575,21.575,20.952,20.952,23.318,23.113,23.113,22.484,22.484,22.153,22.153,22.642,17.840,16.144,24.686,24.686,18.167,18.167,17.214,17.214,21.994,21.994,1a,6.729,1k,16.144
MN146335,639,1,9.233,9.233,20.630,20.630,20.317,20.317,21.807,21.978,21.978,21.698,21.698,20.814,20.814,21.541,18.936,16.144,24.214,24.214,18.671,18.671,17.188,17.188,20.570,20.570,1a,9.233,1k,16.144
MN146336,639,1,9.390,9.390,20.472,20.472,20.476,20.476,21.651,22.135,22.135,21.541,21.541,20.970,20.970,21.698,19.092,16.301,24.214,24.214,18.513,18.513,17.656,17.656,20.570,20.570,1a,9.390,1k,16.301
MN146337,636,1,7.390,7.390,22.152,22.152,20.000,20.000,22.799,21.011,21.011,21.327,21.327,21.226,21.226,22.749,17.925,14.961,24.329,24.329,18.167,18.167,16.981,16.981,20.728,20.728,1a,7.390,1k,14.961
MN146338,638,1,12.226,12.226,24.882,24.882,23.492,23.492,25.705,25.432,25.432,25.000,25.000,23.906,23.906,25.157,21.630,18.809,27.358,27.358,21.169,21.169,21.003,21.003,23.892,23.892,1a,12.226,1k,18.809
MN146339,636,1,7.390,7.390,22.152,22.152,20.000,20.000,22.799,21.011,21.011,21.327,21.327,21.226,21.226,22.749,17.925,14.961,24.329,24.329,18.167,18.167,16.981,16.981,20.728,20.728,1a,7.390,1k,14.961
MN146340,638,1,7.994,7.994,21.978,21.978,19.365,19.365,23.511,22.920,22.920,22.013,22.013,20.469,20.469,22.170,17.868,15.361,24.371,24.371,17.378,17.378,17.555,17.555,20.886,20.886,1a,7.994,1k,15.361
MN146341,636,1,7.547,7.547,22.152,22.152,20.000,20.000,22.799,21.011,21.011,21.485,21.485,21.384,21.384,22.749,17.925,14.961,24.329,24.329,18.167,18.167,16.981,16.981,20.728,20.728,1a,7.547,1k,14.961
MN146342,636,1,4.403,4.403,20.820,20.820,19.431,19.431,21.835,22.397,22.397,21.169,21.169,21.317,21.317,21.643,15.190,13.902,23.855,23.855,16.272,16.272,16.352,16.352,20.221,20.221,1a,4.403,1k,13.902
MN146343,636,1,4.403,4.403,20.820,20.820,19.431,19.431,21.835,22.397,22.397,21.169,21.169,21.473,21.473,21.643,15.348,14.060,23.855,23.855,16.272,16.272,16.352,16.352,20.221,20.221,1a,4.403,1k,14.060
MN146344,636,1,7.075,7.075,23.186,23.186,21.643,21.643,23.892,24.132,24.132,22.591,22.591,23.270,23.270,23.539,17.880,16.588,24.921,24.921,18.671,18.671,18.553,18.553,22.627,22.627,1a,7.075,1k,16.588
MN146345,639,1,4.538,4.538,20.879,20.879,19.747,19.747,22.362,21.978,21.978,20.755,20.755,21.127,21.127,20.912,16.378,14.937,22.956,22.956,16.930,16.930,17.214,17.214,20.570,20.570,1a,4.538,1k,14.937
MN146346,636,1,4.560,4.560,21.293,21.293,19.905,19.905,22.627,22.082,22.082,21.011,21.011,21.541,21.541,21.011,16.614,15.166,23.381,23.381,17.089,17.089,17.453,17.453,20.728,20.728,1a,4.560,1k,15.166
MN146347,636,1,6.132,6.132,22.555,22.555,20.635,20.635,23.418,23.344,23.344,22.117,22.117,22.642,22.642,22.749,17.880,16.272,24.290,24.290,18.354,18.354,17.896,17.896,22.310,22.310,1a,6.132,1k,16.272
MN146348,639,1,4.695,4.695,21.855,21.855,19.937,19.937,21.875,22.205,22.205,21.575,21.575,21.529,21.529,21.575,15.962,14.420,23.780,23.780,15.773,15.773,16.119,16.119,21.169,21.169,1a,4.695,1k,14.420
MN146349,639,1,4.695,4.695,21.855,21.855,19.937,19.937,21.875,22.205,22.205,21.575,21.575,21.529,21.529,21.575,15.962,14.420,23.780,23.780,15.773,15.773,16.119,16.119,21.169,21.169,1a,4.695,1k,14.420
MN146350,639,1,4.695,4.695,21.855,21.855,19.937,19.937,21.875,22.205,22.205,21.575,21.575,21.529,21.529,21.575,15.962,14.420,23.780,23.780,15.773,15.773,16.119,16.119,21.169,21.169,1a,4.695,1k,14.420
MN146351,635,1,4.409,4.409,21.609,21.609,20.159,20.159,22.677,22.591,22.591,21.327,21.327,21.350,21.350,22.117,17.323,14.961,24.171,24.171,16.904,16.904,17.739,17.739,21.519,21.519,1a,4.409,1k,14.961
MN146352,635,1,4.409,4.409,21.451,21.451,20.159,20.159,22.520,22.433,22.433,21.169,21.169,21.193,21.193,21.959,17.165,14.803,24.013,24.013,16.746,16.746,17.739,17.739,21.361,21.361,1a,4.409,1k,14.803
MN146353,635,1,4.567,4.567,21.767,21.767,20.317,20.317,22.677,22.749,22.749,21.643,21.643,21.193,21.193,22.117,17.323,15.118,24.171,24.171,16.904,16.904,17.896,17.896,21.519,21.519,1a,4.567,1k,15.118
MN146354,638,1,4.545,4.545,21.507,21.507,20.317,20.317,22.571,22.642,22.642,21.226,21.226,21.250,21.250,22.170,17.241,14.890,24.214,24.214,16.904,16.904,17.812,17.812,21.519,21.519,1a,4.545,1k,14.890
MN146355,638,1,5.016,5.016,21.821,21.821,20.794,20.794,23.041,23.113,23.113,21.698,21.698,21.562,21.562,22.642,17.555,15.204,24.528,24.528,17.378,17.378,17.969,17.969,21.677,21.677,1a,5.016,1k,15.204
MN146356,635,1,4.409,4.409,21.609,21.609,20.000,20.000,22.520,22.591,22.591,21.327,21.327,21.193,21.193,21.959,17.323,14.961,24.171,24.171,16.746,16.746,17.739,17.739,21.519,21.519,1a,4.409,1k,14.961
MN146357,636,1,11.164,11.164,23.101,23.101,21.270,21.270,24.528,23.697,23.697,23.065,23.065,22.257,22.257,24.329,18.396,17.165,25.592,25.592,18.641,18.641,17.453,17.453,22.627,22.627,1a,11.164,1k,17.165
MN146358,636,1,10.692,10.692,22.627,22.627,20.952,20.952,24.214,23.381,23.381,23.065,23.065,21.787,21.787,23.855,17.925,16.220,25.276,25.276,18.009,18.009,16.824,16.824,21.994,21.994,1a,10.692,1k,16.220
MN146359,636,1,10.692,10.692,22.627,22.627,20.952,20.952,24.371,23.539,23.539,23.381,23.381,22.100,22.100,24.013,18.082,16.535,25.592,25.592,18.167,18.167,16.981,16.981,22.152,22.152,1a,10.692,1k,16.535
MN146360,636,1,10.063,10.063,21.994,21.994,19.524,19.524,23.270,22.240,22.240,21.643,21.643,20.690,20.690,23.065,17.296,15.748,24.409,24.409,17.378,17.378,15.881,15.881,21.677,21.677,1a,10.063,1k,15.748
MN146361,639,1,11.111,11.111,22.835,22.835,20.952,20.952,24.570,23.742,23.742,23.270,23.270,22.153,22.153,24.214,18.153,16.771,25.629,25.629,18.167,18.167,17.058,17.058,22.310,22.310,1a,11.111,1k,16.771
MN146362,636,1,11.164,11.164,22.785,22.785,20.952,20.952,24.528,23.697,23.697,23.223,23.223,22.100,22.100,24.171,18.239,16.850,25.592,25.592,18.325,18.325,17.138,17.138,22.310,22.310,1a,11.164,1k,16.850
MN146363,639,1,5.947,5.947,22.642,22.642,21.145,21.145,23.161,22.642,22.642,22.677,22.677,23.161,23.161,22.835,18.466,15.987,24.567,24.567,17.035,17.035,17.785,17.785,22.749,22.749,1a,5.947,1k,15.987
MN146364,636,1,5.818,5.818,22.627,22.627,20.952,20.952,23.270,22.713,22.713,22.907,22.907,23.428,23.428,22.907,18.553,15.906,24.329,24.329,17.378,17.378,17.868,17.868,22.627,22.627,1a,5.818,1k,15.906
MN146365,636,1,6.132,6.132,22.785,22.785,21.145,21.145,23.428,22.749,22.749,22.943,22.943,23.585,23.585,22.943,18.711,16.063,24.525,24.525,17.378,17.378,18.025,18.025,22.785,22.785,1a,6.132,1k,16.063
MN146366,636,1,6.289,6.289,22.785,22.785,20.986,20.986,23.270,22.433,22.433,22.943,22.943,23.428,23.428,22.943,18.868,16.220,24.367,24.367,17.378,17.378,18.182,18.182,22.627,22.627,1a,6.289,1k,16.220
MN146367,636,1,5.660,5.660,22.152,22.152,20.635,20.635,22.799,22.397,22.397,22.907,22.907,23.113,23.113,22.433,18.239,15.748,24.013,24.013,17.220,17.220,17.555,17.555,22.310,22.310,1a,5.660,1k,15.748
MN146368,639,1,6.260,6.260,22.835,22.835,21.304,21.304,23.474,22.956,22.956,22.992,22.992,23.474,23.474,23.150,18.779,16.144,24.724,24.724,17.378,17.378,18.097,18.097,22.943,22.943,1a,6.260,1k,16.144
MN146369,639,1,7.355,7.355,21.102,21.102,20.159,20.159,23.077,21.978,21.978,21.069,21.069,20.593,20.593,22.799,18.110,15.252,25.000,25.000,18.483,18.483,16.745,16.745,21.994,21.994,1a,7.355,1k,15.252
MN146370,636,1,10.063,10.063,23.101,23.101,22.222,22.222,24.724,23.659,23.659,22.591,22.591,23.041,23.041,24.487,19.462,16.693,25.908,25.908,19.747,19.747,19.025,19.025,23.259,23.259,1a,10.063,1k,16.693
MN146371,639,1,7.981,7.981,21.575,21.575,20.476,20.476,23.391,22.449,22.449,21.226,21.226,20.905,20.905,23.113,18.425,15.566,25.549,25.549,18.641,18.641,17.058,17.058,22.310,22.310,1a,7.981,1k,15.566
MN146372,639,1,8.607,8.607,22.013,22.013,19.714,19.714,23.318,22.047,22.047,21.732,21.732,21.685,21.685,21.732,17.371,15.674,23.548,23.548,17.192,17.192,15.493,15.493,20.853,20.853,1a,8.607,1n,15.493
MN146373,639,1,9.077,9.077,22.520,22.520,20.032,20.032,24.100,22.414,22.414,22.520,22.520,22.621,22.621,22.047,18.153,16.301,24.333,24.333,17.536,17.536,16.901,16.901,21.203,21.203,1a,9.077,1k,16.301
MN146374,638,1,10.658,10.658,24.094,24.094,21.622,21.622,25.312,23.937,23.937,23.465,23.465,24.219,24.219,23.780,19.592,17.868,25.589,25.589,19.905,19.905,18.339,18.339,22.627,22.627,1a,10.658,1k,17.868
MN146375,638,1,8.777,8.777,23.307,23.307,20.476,20.476,23.750,22.606,22.606,22.484,22.484,22.727,22.727,22.956,17.868,16.614,24.295,24.295,18.483,18.483,16.928,16.928,21.519,21.519,1a,8.777,1k,16.614
MN146376,638,1,8.934,8.934,23.465,23.465,20.952,20.952,24.219,22.763,22.763,22.642,22.642,22.727,22.727,23.270,18.182,16.614,24.451,24.451,18.799,18.799,17.085,17.085,21.835,21.835,1a,8.934,1k,16.614
MN146377,638,1,7.680,7.680,22.205,22.205,19.365,19.365,22.812,21.821,21.821,21.384,21.384,21.787,21.787,21.698,17.241,15.831,23.585,23.585,17.694,17.694,15.987,15.987,21.203,21.203,1a,7.680,1k,15.831
MN146378,639,1,7.512,7.512,21.821,21.821,20.063,20.063,22.379,21.630,21.630,21.226,21.226,20.905,20.905,22.257,17.214,14.420,24.019,24.019,18.325,18.325,17.058,17.058,21.361,21.361,1a,7.512,1k,14.420
MN146379,639,1,7.042,7.042,21.350,21.350,19.589,19.589,21.909,21.317,21.317,20.755,20.755,20.437,20.437,21.787,17.058,14.263,23.862,23.862,17.852,17.852,16.588,16.588,20.886,20.886,1a,7.042,1k,14.263
MN146380,639,1,7.512,7.512,21.821,21.821,20.063,20.063,22.379,21.630,21.630,21.226,21.226,20.905,20.905,22.257,17.214,14.420,24.019,24.019,18.325,18.325,17.058,17.058,21.361,21.361,1a,7.512,1k,14.420
MN146381,639,1,7.512,7.512,21.821,21.821,20.063,20.063,22.379,21.630,21.630,21.226,21.226,20.905,20.905,22.257,17.371,14.577,24.176,24.176,18.325,18.325,17.058,17.058,21.361,21.361,1a,7.512,1k,14.577
MN146382,639,1,7.512,7.512,21.821,21.821,20.063,20.063,22.535,21.630,21.630,21.384,21.384,21.061,21.061,22.414,17.371,14.577,24.333,24.333,18.325,18.325,17.058,17.058,21.361,21.361,1a,7.512,1k,14.577
MN146383,639,1,7.042,7.042,21.350,21.350,19.589,19.589,21.909,21.317,21.317,20.755,20.755,20.437,20.437,21.787,17.058,14.263,23.862,23.862,17.852,17.852,16.588,16.588,20.886,20.886,1a,7.042,1k,14.263
MN146384,638,1,4.075,4.075,22.362,22.362,20.000,20.000,22.571,22.292,22.292,22.799,22.799,22.656,22.656,22.327,17.555,15.806,23.318,23.318,16.930,16.930,16.928,16.928,21.677,21.677,1a,4.075,1k,15.806
MN146385,638,1,4.232,4.232,22.362,22.362,20.159,20.159,22.727,22.449,22.449,22.799,22.799,22.727,22.727,22.484,17.712,15.962,23.318,23.318,17.089,17.089,16.928,16.928,21.835,21.835,1a,4.232,1k,15.962
MN146386,639,1,7.355,7.355,22.100,22.100,19.841,19.841,22.799,22.799,22.799,21.855,21.855,21.373,21.373,22.642,16.850,16.038,24.686,24.686,17.220,17.220,16.119,16.119,21.835,21.835,1a,7.355,1n,16.119
MN146387,639,1,7.668,7.668,22.257,22.257,20.159,20.159,23.113,22.956,22.956,21.855,21.855,21.529,21.529,22.956,17.008,16.352,24.843,24.843,17.536,17.536,16.588,16.588,22.152,22.152,1a,7.668,1k,16.352
MN146388,639,1,8.294,8.294,22.571,22.571,20.317,20.317,23.270,23.113,23.113,22.013,22.013,21.997,21.997,23.270,17.323,16.509,25.000,25.000,17.694,17.694,16.745,16.745,22.152,22.152,1a,8.294,1k,16.509
MN146389,639,1,7.981,7.981,22.170,22.170,19.841,19.841,22.642,22.484,22.484,21.226,21.226,21.529,21.529,22.956,16.693,15.881,24.214,24.214,17.062,17.062,16.275,16.275,21.361,21.361,1a,7.981,1k,15.881
MN146390,639,1,8.607,8.607,22.727,22.727,20.635,20.635,23.585,23.270,23.270,22.013,22.013,22.153,22.153,23.585,17.480,16.824,25.157,25.157,18.009,18.009,17.058,17.058,22.468,22.468,1a,8.607,1k,16.824
MN146391,639,1,7.825,7.825,22.414,22.414,20.159,20.159,23.270,23.113,23.113,21.855,21.855,21.685,21.685,23.113,17.323,16.352,24.843,24.843,17.536,17.536,17.058,17.058,22.310,22.310,1a,7.825,1k,16.352
MN146392,633,1,9.163,9.163,23.101,23.101,21.746,21.746,25.791,23.697,23.697,22.907,22.907,22.362,22.362,24.013,19.146,16.904,24.487,24.487,19.589,19.589,18.927,18.927,22.152,22.152,1a,9.163,1k,16.904
MN146393,636,1,8.491,8.491,22.785,22.785,21.111,21.111,25.158,23.223,23.223,22.275,22.275,21.630,21.630,23.381,18.829,16.430,24.013,24.013,19.273,19.273,18.553,18.553,22.152,22.152,1a,8.491,1k,16.430
MN146394,633,1,10.269,10.269,24.051,24.051,22.698,22.698,26.266,24.645,24.645,24.171,24.171,23.223,23.223,24.803,20.570,18.167,25.750,25.750,20.853,20.853,20.189,20.189,23.101,23.101,1a,10.269,1k,18.167
MN146395,636,1,8.176,8.176,22.468,22.468,20.794,20.794,25.000,22.907,22.907,22.117,22.117,21.473,21.473,23.223,18.513,16.272,23.697,23.697,18.957,18.957,18.239,18.239,21.835,21.835,1a,8.176,1k,16.272
MN146396,636,1,8.019,8.019,21.890,21.890,20.476,20.476,23.270,22.642,22.642,22.170,22.170,20.912,20.912,22.799,18.583,16.038,24.214,24.214,18.799,18.799,18.053,18.053,20.886,20.886,1a,8.019,1k,16.038
MN146397,636,1,8.019,8.019,21.890,21.890,20.476,20.476,23.270,22.642,22.642,22.170,22.170,20.912,20.912,22.799,18.583,16.038,24.214,24.214,18.799,18.799,18.053,18.053,20.886,20.886,1a,8.019,1k,16.038
MN146400,639,1,7.199,7.199,21.417,21.417,19.048,19.048,22.692,22.327,22.327,21.384,21.384,20.344,20.344,22.484,16.901,15.047,23.787,23.787,17.880,17.880,15.649,15.649,20.886,20.886,1a,7.199,1k,15.047
MN146401,639,1,7.355,7.355,21.417,21.417,19.048,19.048,22.692,22.484,22.484,21.541,21.541,20.344,20.344,22.484,17.058,15.204,23.787,23.787,18.038,18.038,15.806,15.806,20.886,20.886,1a,7.355,1k,15.204
MN146402,638,1,4.545,4.545,21.451,21.451,19.218,19.218,22.240,22.433,22.433,20.945,20.945,21.406,21.406,21.327,16.246,14.016,23.622,23.622,16.430,16.430,16.301,16.301,20.886,20.886,1a,4.545,1k,14.016
MN146403,638,1,4.545,4.545,21.451,21.451,19.218,19.218,22.240,22.433,22.433,20.945,20.945,21.406,21.406,21.327,16.246,14.016,23.622,23.622,16.430,16.430,16.301,16.301,20.886,20.886,1a,4.545,1k,14.016
MN146404,638,1,4.545,4.545,21.451,21.451,19.218,19.218,22.240,22.433,22.433,20.945,20.945,21.406,21.406,21.327,16.246,14.016,23.622,23.622,16.430,16.430,16.301,16.301,20.886,20.886,1a,4.545,1k,14.016
MN146405,639,1,6.573,6.573,23.465,23.465,20.476,20.476,23.281,23.234,23.234,23.270,23.270,22.153,22.153,22.799,17.371,15.831,24.100,24.100,17.089,17.089,17.473,17.473,21.677,21.677,1a,6.573,1k,15.831
MN146406,639,1,6.260,6.260,23.150,23.150,20.317,20.317,22.969,23.077,23.077,23.113,23.113,22.309,22.309,22.484,17.058,16.144,23.944,23.944,17.089,17.089,17.629,17.629,21.677,21.677,1a,6.260,1k,16.144
MN146407,639,1,4.851,4.851,22.327,22.327,20.000,20.000,22.031,22.135,22.135,21.855,21.855,21.685,21.685,21.855,17.527,15.361,23.668,23.668,15.956,15.956,16.381,16.381,20.411,20.411,1a,4.851,1k,15.361
MN146408,639,1,6.103,6.103,22.992,22.992,20.159,20.159,22.969,22.920,22.920,22.956,22.956,22.309,22.309,22.327,16.588,15.361,23.631,23.631,16.930,16.930,17.317,17.317,21.361,21.361,1a,6.103,1k,15.361
MN146409,639,1,5.008,5.008,22.327,22.327,20.000,20.000,22.188,22.135,22.135,21.855,21.855,21.841,21.841,22.013,17.684,15.361,23.824,23.824,16.114,16.114,16.537,16.537,20.570,20.570,1a,5.008,1k,15.361
MN146410,639,1,4.382,4.382,21.260,21.260,19.841,19.841,21.719,22.920,22.920,21.698,21.698,21.596,21.596,21.507,16.745,15.987,23.899,23.899,17.035,17.035,16.745,16.745,20.537,20.537,1a,4.382,1k,15.987
MN146411,639,1,4.382,4.382,21.417,21.417,20.000,20.000,21.719,22.920,22.920,21.698,21.698,21.753,21.753,21.664,16.901,15.987,24.057,24.057,17.192,17.192,16.901,16.901,20.853,20.853,1a,4.382,1k,15.987
MN146412,639,1,4.382,4.382,21.260,21.260,19.841,19.841,21.719,22.920,22.920,21.698,21.698,21.596,21.596,21.507,16.745,15.987,23.899,23.899,17.035,17.035,16.745,16.745,20.537,20.537,1a,4.382,1k,15.987
MN146413,639,1,4.382,4.382,21.260,21.260,19.841,19.841,21.719,22.920,22.920,21.698,21.698,21.596,21.596,21.507,16.745,15.987,23.899,23.899,17.035,17.035,16.745,16.745,20.537,20.537,1a,4.382,1k,15.987
MN146414,639,1,4.382,4.382,21.260,21.260,19.841,19.841,21.719,22.920,22.920,21.698,21.698,21.596,21.596,21.507,16.745,15.987,23.899,23.899,17.035,17.035,16.745,16.745,20.537,20.537,1a,4.382,1k,15.987
MN146417,635,1,5.984,5.984,23.307,23.307,20.228,20.228,23.899,23.734,23.734,22.627,22.627,21.900,21.900,23.576,18.268,15.748,25.000,25.000,17.666,17.666,17.111,17.111,21.924,21.924,1a,5.984,1k,15.748
MN146418,635,1,6.614,6.614,23.975,23.975,21.207,21.207,24.214,24.525,24.525,23.101,23.101,22.956,22.956,23.734,19.370,16.378,25.484,25.484,18.641,18.641,18.053,18.053,23.065,23.065,1a,6.614,1k,16.378
MN146419,635,1,6.929,6.929,24.132,24.132,21.207,21.207,24.371,24.684,24.684,23.259,23.259,23.548,23.548,24.209,19.370,16.535,25.323,25.323,18.957,18.957,18.053,18.053,23.387,23.387,1a,6.929,1k,16.535
MN146420,635,1,5.827,5.827,23.150,23.150,20.065,20.065,23.742,23.576,23.576,22.468,22.468,21.739,21.739,23.418,18.110,15.591,24.839,24.839,17.508,17.508,16.954,16.954,21.767,21.767,1a,5.827,1k,15.591
MN146421,638,1,6.270,6.270,23.862,23.862,21.044,21.044,24.100,24.409,24.409,22.992,22.992,22.692,22.692,23.780,18.966,16.301,25.361,25.361,18.483,18.483,17.969,17.969,22.544,22.544,1a,6.270,1k,16.301
