Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
PP101924,633,6,28.160,28.160,31.612,27.822,28.502,29.467,27.900,30.428,30.275,27.967,29.610,28.664,,31.623,31.058,31.058,26.984,27.597,25.472,28.774,8.215,28.076,28.076,29.272,29.893,29.893,30.048,30.048,29.365,29.365,28.323,28.323,28.526,28.356,28.356,30.159,30.159,27.417,27.417,31.063,31.063,27.488,29.313,29.313,28.797,6s,8.215,6q,25.472
PP101925,639,6,28.638,28.638,29.134,24.801,24.367,26.984,24.570,28.006,27.496,26.108,26.316,27.152,25.949,26.547,27.848,27.848,23.529,23.370,16.588,26.636,26.101,23.113,23.113,25.556,29.477,29.477,28.571,28.571,27.027,27.027,26.698,26.698,25.949,26.856,26.856,25.158,25.158,24.247,24.247,27.814,27.814,26.540,26.427,26.427,28.120,6q,16.588,6t,23.113
PP101926,639,6,27.812,27.812,29.180,23.211,23.734,23.651,24.804,27.389,25.532,25.949,26.151,27.575,25.629,25.938,27.508,27.508,20.827,22.417,7.512,26.521,26.856,19.969,19.969,21.429,28.805,28.805,27.302,27.302,27.787,27.787,27.287,27.287,22.540,27.848,27.848,25.040,25.040,21.622,21.622,27.656,27.656,27.330,27.713,27.713,28.956,6q,7.512,6t,19.969
PP101927,631,6,26.710,26.710,27.734,23.968,23.203,23.307,26.448,29.048,27.833,26.316,28.070,26.544,27.113,28.549,29.215,29.215,22.204,6.973,22.785,24.642,27.027,23.651,23.651,21.405,26.752,26.752,28.389,28.389,25.876,25.876,27.937,27.937,20.382,27.129,27.129,27.483,27.483,25.873,25.873,27.212,27.212,26.316,27.154,27.154,28.571,6p,6.973,6xc,20.382
PP101928,639,6,27.259,27.259,28.571,23.688,24.367,23.651,25.589,28.503,25.859,25.475,28.079,27.243,24.762,26.591,25.714,25.714,21.622,22.258,7.668,27.769,27.127,19.497,19.497,21.270,28.642,28.642,25.873,25.873,25.914,25.914,25.868,25.868,22.857,28.481,28.481,25.118,25.118,21.622,21.622,26.442,26.442,27.014,28.261,28.261,28.226,6q,7.668,6t,19.497
PP101929,639,6,27.804,27.804,27.804,27.981,25.238,10.016,27.500,30.192,27.981,27.138,29.206,26.731,26.358,29.253,27.273,27.273,24.242,23.418,22.540,28.843,27.057,24.409,24.409,18.167,27.751,27.751,28.981,28.981,26.290,26.290,27.619,27.619,22.749,26.466,26.466,26.475,26.475,26.391,26.391,25.359,25.359,28.526,27.987,27.987,27.687,6e,10.016,6u,18.167
PP101930,631,6,26.868,26.868,27.575,22.857,22.964,22.848,24.766,28.413,25.738,26.550,27.345,26.711,26.954,28.389,28.047,28.047,20.767,6.656,22.727,24.089,27.373,23.492,23.492,22.907,26.911,26.911,27.751,27.751,25.710,25.710,26.741,26.741,19.206,27.488,27.488,26.534,26.534,24.921,24.921,27.880,27.880,28.458,26.635,26.635,28.571,6p,6.656,6xc,19.206
PP101931,638,6,26.560,26.560,27.014,27.987,25.873,9.718,27.488,28.708,26.307,28.387,27.581,27.987,26.316,29.506,26.391,26.391,24.281,22.943,24.286,29.635,27.804,25.478,25.478,18.483,26.868,26.868,29.140,29.140,27.157,27.157,26.232,26.232,22.117,27.100,27.100,27.778,27.778,26.709,26.709,26.274,26.274,28.685,28.130,28.130,26.232,6e,9.718,6u,18.483
PP101932,639,6,27.548,27.548,27.273,26.794,25.837,9.233,26.688,29.872,26.232,27.316,26.997,28.226,25.080,28.594,27.066,27.066,22.697,22.913,22.853,28.822,28.525,24.567,24.567,19.078,28.025,28.025,26.911,26.911,27.581,27.581,27.049,27.049,22.540,28.095,28.095,27.273,27.273,25.518,25.518,27.113,27.113,29.441,27.850,27.850,26.797,6e,9.233,6u,19.078
PP101933,639,6,31.768,31.768,31.703,27.445,26.299,28.120,20.344,30.952,28.889,29.384,30.903,30.399,30.964,29.153,30.490,30.490,23.529,25.040,24.805,4.225,27.943,24.371,24.371,29.495,28.797,28.797,28.730,28.730,27.492,27.492,29.487,29.487,29.226,30.470,30.470,31.280,31.280,28.140,28.140,30.332,30.332,27.918,29.813,29.813,29.747,6r,4.225,6f,20.344
PP101934,639,6,27.955,27.955,27.172,28.302,26.774,8.294,26.521,28.754,27.460,27.903,28.231,26.384,26.475,27.632,25.637,25.637,23.285,23.381,22.857,28.526,30.476,24.242,24.242,17.508,28.503,28.503,27.592,27.592,26.475,26.475,26.709,26.709,21.609,27.302,27.302,27.273,27.273,25.837,25.837,25.678,25.678,28.209,28.642,28.642,27.027,6e,8.294,6u,17.508
PP101935,639,6,28.070,28.070,26.635,26.997,24.918,7.042,27.943,29.712,27.636,28.115,27.796,26.774,25.719,28.115,27.113,27.113,23.764,22.258,21.270,30.096,29.365,23.379,23.379,17.011,28.344,28.344,26.433,26.433,26.129,26.129,27.316,27.316,21.463,27.302,27.302,26.635,26.635,24.880,24.880,26.156,26.156,27.157,27.987,27.987,26.350,6e,7.042,6u,17.011
PP101936,631,6,25.949,25.949,27.417,23.175,23.941,22.414,25.117,27.619,27.467,26.974,28.299,26.377,26.475,28.125,29.506,29.506,20.767,7.290,22.835,24.723,26.825,22.857,22.857,22.275,26.678,26.678,28.070,28.070,26.094,26.094,25.402,25.402,21.111,26.382,26.382,27.070,27.070,25.903,25.903,27.911,27.911,27.345,26.475,26.475,27.778,6p,7.290,6xc,21.111
PP101937,639,6,27.500,27.500,29.022,22.734,24.684,22.540,25.432,27.070,25.532,25.368,26.480,27.451,25.437,26.992,27.373,27.373,21.905,23.052,6.103,26.209,25.592,20.945,20.945,21.746,27.987,27.987,26.709,26.709,25.714,25.714,27.331,27.331,21.587,28.051,28.051,25.556,25.556,19.968,19.968,27.488,27.488,24.961,28.358,28.358,29.430,6q,6.103,6xf,19.968
PP101938,636,6,29.042,29.042,28.638,25.397,25.556,25.914,25.755,28.617,25.331,26.885,27.303,29.066,27.504,27.632,28.754,28.754,23.285,26.025,21.078,26.232,28.843,25.240,25.240,25.914,28.708,28.708,27.981,27.981,28.776,28.776,28.956,28.956,25.198,28.056,28.056,28.503,28.503,5.189,5.189,29.073,29.073,27.575,27.287,27.287,27.717,6xf,5.189,6q,21.078
PP101939,633,6,27.258,27.258,28.639,24.642,24.960,20.469,27.581,27.896,28.618,29.126,26.873,28.328,28.868,29.441,29.412,29.412,23.962,21.643,23.333,28.549,28.797,25.159,25.159,20.063,29.206,29.206,26.475,26.475,28.110,28.110,29.730,29.730,5.213,26.899,26.899,28.167,28.167,25.399,25.399,29.048,29.048,29.524,28.618,28.618,29.498,6xc,5.213,6u,20.063
PP101940,633,6,27.358,27.358,28.090,25.755,24.324,21.875,27.804,29.618,30.085,28.595,26.929,29.215,28.431,29.883,29.665,29.665,24.760,21.327,24.921,28.956,28.778,24.837,24.837,20.537,30.538,30.538,26.475,26.475,28.914,28.914,30.000,30.000,8.215,26.508,26.508,27.229,27.229,25.674,25.674,29.902,29.902,29.106,29.402,29.402,31.190,6xc,8.215,6u,20.537
MG878999,626,6,29.542,29.542,27.760,31.854,31.171,29.206,31.754,32.300,30.854,31.438,32.573,28.690,29.299,30.442,29.967,29.967,30.952,32.070,29.642,30.284,33.807,30.696,30.696,29.384,32.633,32.633,26.677,26.677,29.180,29.180,28.084,28.084,30.392,29.365,29.365,29.094,29.094,33.546,33.546,29.467,29.467,31.596,30.179,30.179,30.016,6w,26.677,6b,27.760
MG879000,633,6,29.919,29.919,29.984,28.140,27.848,27.302,26.217,27.027,30.097,26.094,30.161,28.803,29.952,28.436,28.783,28.783,26.550,28.140,25.786,28.616,27.172,28.549,28.549,25.873,29.524,29.524,28.479,28.479,27.858,27.858,30.174,30.174,29.365,27.967,27.967,29.147,29.147,26.783,26.783,27.697,27.697,0.000,27.562,27.562,28.639,6xh,0.000,6q,25.786
MH155319,639,6,4.695,4.695,20.505,29.048,31.171,28.233,29.017,30.159,29.431,26.730,29.700,28.311,28.889,30.111,30.952,30.952,26.868,27.504,27.457,29.577,30.503,27.145,27.145,27.929,27.504,27.504,27.330,27.330,29.841,29.841,30.079,30.079,28.843,20.668,20.668,27.302,27.302,28.233,28.233,29.968,29.968,30.503,28.594,28.594,28.885,6a,4.695,6b,20.505
MH492360,636,6,31.329,31.329,29.937,28.662,29.206,26.825,28.278,29.816,25.079,25.158,26.825,22.684,19.182,21.361,13.449,13.449,30.684,27.825,27.129,28.707,30.464,27.778,27.778,27.432,28.368,28.368,26.290,26.290,26.868,26.868,20.794,20.794,29.605,27.548,27.548,13.514,13.514,28.230,28.230,0.000,0.000,28.065,20.238,20.238,22.698,6xg,0.000,6n,13.449
MH492361,636,6,31.013,31.013,29.781,28.503,28.889,26.508,27.962,29.648,25.079,25.000,26.667,22.524,18.868,21.203,13.133,13.133,30.525,27.656,26.814,28.549,30.298,27.460,27.460,27.273,28.209,28.209,26.129,26.129,26.868,26.868,20.476,20.476,29.276,27.389,27.389,13.196,13.196,28.070,28.070,0.000,0.000,27.742,19.898,19.898,22.381,6xg,0.000,6n,13.133
MH492362,636,6,31.013,31.013,30.251,28.209,28.368,27.751,27.287,29.816,24.762,24.881,28.230,24.559,20.283,21.270,13.175,13.175,30.317,28.983,26.508,29.022,29.636,27.417,27.417,27.504,28.843,28.843,26.409,26.409,27.186,27.186,20.635,20.635,28.900,27.575,27.575,14.308,14.308,27.955,27.955,4.088,4.088,26.849,21.259,21.259,23.223,6xg,4.088,6n,13.175
MH703671,419,6,28.162,28.162,30.244,24.821,24.344,24.821,23.114,29.204,28.107,27.924,28.640,30.072,30.549,30.549,26.844,26.844,11.456,23.628,23.628,28.333,29.833,24.105,24.105,26.492,31.265,31.265,27.685,27.685,28.198,28.198,28.401,28.401,24.344,30.549,30.549,28.741,28.741,25.854,25.854,29.833,29.833,26.014,28.401,28.401,30.310,6o,11.456,6q,23.628
MH703672,415,6,6.747,6.747,23.171,28.261,31.961,28.777,30.473,32.367,31.084,25.845,32.048,30.266,31.477,30.193,32.840,32.840,29.298,28.087,29.398,32.930,31.235,28.297,28.297,30.024,29.880,29.880,30.918,30.918,33.090,33.090,30.097,30.097,29.227,22.034,22.034,28.261,28.261,29.398,29.398,30.178,30.178,29.024,28.846,28.846,31.731,6a,6.747,6xd,22.034
MH703673,419,6,6.444,6.444,24.634,26.969,30.788,28.333,30.145,,30.952,26.603,32.857,30.549,31.504,29.691,31.065,31.065,27.924,29.356,28.571,31.667,28.640,26.667,26.667,30.072,30.310,30.310,30.238,30.238,31.630,31.630,31.981,31.981,28.673,23.150,23.150,29.286,29.286,27.053,27.053,31.504,31.504,29.268,28.333,28.333,31.981,6a,6.444,6xd,23.150
MH703674,413,6,30.843,30.843,29.056,26.393,23.487,13.801,27.317,28.571,,29.540,28.606,26.877,27.845,28.329,26.634,26.634,25.182,23.245,23.971,27.885,30.266,24.578,24.578,18.160,29.298,29.298,26.392,26.392,26.098,26.098,29.854,29.854,21.065,27.536,27.536,27.119,27.119,25.791,25.791,25.666,25.666,28.224,27.361,27.361,26.634,6e,13.801,6u,18.160
MH703675,413,6,11.380,11.380,22.683,27.711,32.212,28.846,30.088,32.126,,30.024,31.401,30.508,30.831,29.710,30.473,30.473,28.571,26.747,,33.656,29.540,26.988,26.988,29.567,30.676,30.676,28.502,28.502,31.873,31.873,29.369,29.369,29.227,21.446,21.446,28.744,28.744,28.780,28.780,32.933,32.933,30.000,31.010,31.010,33.012,6a,11.380,6xd,21.446
MH703677,413,6,27.536,27.536,29.126,23.002,21.550,19.759,25.604,28.986,28.329,28.087,26.570,29.639,,27.470,26.627,26.627,20.581,21.065,22.760,27.778,26.634,22.034,22.034,17.918,27.338,27.338,26.877,26.877,26.098,26.098,30.529,30.529,14.044,25.845,25.845,26.812,26.812,23.729,23.729,26.877,26.877,25.304,27.818,27.818,31.719,6xc,14.044,6u,17.918
MH703679,413,6,8.232,8.232,24.390,29.469,32.850,29.469,29.412,32.048,32.530,26.634,32.134,31.084,32.203,30.769,33.136,33.136,29.398,28.571,29.736,33.654,,29.639,29.639,30.751,30.676,30.676,30.361,30.361,32.847,32.847,30.825,30.825,29.710,22.518,22.518,29.469,29.469,29.197,29.197,31.361,31.361,29.024,29.782,29.782,32.930,6a,8.232,6xd,22.518
MH703680,413,6,10.169,10.169,26.098,26.812,31.884,28.193,31.268,30.918,30.435,25.542,30.918,29.782,28.302,30.918,31.235,31.235,28.814,27.053,30.193,34.140,29.540,30.361,30.361,30.676,30.676,30.676,28.606,28.606,32.117,32.117,29.126,29.126,30.048,22.947,22.947,29.227,29.227,28.293,28.293,31.250,31.250,29.512,29.808,29.808,31.643,6a,10.169,6xd,22.947
MH703681,415,6,28.606,28.606,27.427,27.885,22.892,9.880,28.155,30.993,27.361,27.361,26.634,26.150,27.119,27.361,27.361,27.361,24.939,24.337,22.276,31.235,28.329,23.487,23.487,18.072,26.024,26.024,25.604,25.604,26.829,26.829,26.877,26.877,21.792,27.685,27.685,24.939,24.939,24.880,24.880,25.908,25.908,27.805,25.962,25.962,26.506,6e,9.880,6u,18.072
MH703682,415,6,28.744,28.744,26.942,26.747,21.687,8.434,27.603,29.540,26.392,26.392,26.877,27.119,26.877,28.087,23.837,23.837,22.034,20.723,21.792,29.880,28.814,21.550,21.550,16.145,27.644,27.644,25.362,25.362,26.341,26.341,26.877,26.877,18.886,26.794,26.794,24.528,24.528,25.783,25.783,22.874,22.874,26.829,26.150,26.150,26.747,6e,8.434,6u,16.145
MH703685,419,6,27.123,27.123,28.641,22.434,24.105,19.715,26.329,27.143,28.162,27.446,26.969,29.216,27.685,27.685,26.253,26.253,21.718,20.048,22.434,27.089,29.356,21.241,21.241,16.706,28.029,28.029,26.253,26.253,28.293,28.293,27.924,27.924,5.012,25.238,25.238,25.537,25.537,23.389,23.389,26.730,26.730,27.924,27.208,27.208,29.147,6xc,5.012,6u,16.706
MH703687,419,6,28.333,28.333,27.924,26.366,22.912,10.263,28.401,30.310,27.208,26.492,26.730,27.446,25.776,26.492,25.298,25.298,23.389,22.434,22.912,30.879,29.833,22.434,22.434,17.422,27.143,27.143,25.298,25.298,27.317,27.317,26.969,26.969,20.286,27.423,27.423,26.253,26.253,24.408,24.408,25.298,25.298,28.049,24.645,24.645,26.014,6e,10.263,6u,17.422
MH703688,419,6,30.024,30.024,29.952,27.924,,26.969,27.446,30.714,9.785,23.389,19.570,23.389,24.048,23.223,23.934,23.934,26.128,24.524,24.703,27.481,29.833,26.730,26.730,26.730,27.924,27.924,24.048,24.048,26.190,26.190,22.488,22.488,25.891,28.504,28.504,26.066,26.066,25.728,25.728,25.472,25.472,28.878,22.434,22.434,24.105,6h,9.785,6j,19.570
MH703690,419,6,25.776,25.776,28.878,21.957,21.957,22.434,25.304,29.117,25.416,25.537,25.060,26.014,26.492,26.253,28.162,28.162,23.628,9.308,21.957,26.190,25.714,21.957,21.957,20.286,26.190,26.190,25.298,25.298,24.818,24.818,26.253,26.253,18.616,25.476,25.476,22.312,22.312,23.095,23.095,25.776,25.776,26.034,25.298,25.298,28.878,6p,9.308,6xc,18.616
MH703692,419,6,8.115,8.115,25.060,27.143,30.476,29.551,31.311,31.667,30.714,27.791,31.354,31.026,33.017,28.571,30.178,30.178,28.878,27.685,,,30.549,28.571,28.571,28.266,30.641,30.641,31.190,31.190,32.603,32.603,30.310,30.310,27.857,22.912,22.912,28.640,28.640,28.538,28.538,29.882,29.882,30.244,30.549,30.549,33.413,6a,8.115,6xd,22.912
MH703695,419,6,8.115,8.115,24.105,26.730,30.788,28.810,31.144,31.667,,26.492,31.905,30.788,31.026,30.476,30.473,30.473,28.162,27.446,29.048,33.163,28.640,27.619,27.619,30.072,30.476,30.476,27.725,27.725,31.387,31.387,30.622,30.622,28.910,22.434,22.434,28.571,28.571,29.833,29.833,,,28.780,30.788,30.788,32.697,6a,8.115,6xd,22.434
MH703696,417,6,28.640,28.640,28.606,27.338,22.115,9.592,26.585,29.327,26.859,27.163,27.163,26.683,26.683,26.683,25.217,25.217,22.837,21.875,23.558,30.216,29.087,21.394,21.394,19.231,28.777,28.777,25.180,25.180,25.854,25.854,28.434,28.434,21.394,29.216,29.216,26.923,26.923,26.014,26.014,23.167,23.167,28.293,25.481,25.481,25.962,6e,9.592,6u,19.231
MH703697,415,6,32.471,32.471,31.854,27.219,26.683,29.639,23.133,31.529,29.540,25.369,30.513,28.608,31.566,29.736,30.288,30.288,26.265,29.469,27.098,5.783,26.885,26.392,26.392,31.731,28.744,28.744,28.682,28.682,28.571,28.571,26.367,26.367,29.897,33.092,33.092,33.253,33.253,28.780,28.780,29.808,29.808,31.463,30.120,30.120,31.235,6r,5.783,6f,23.133
MH703698,419,6,28.810,28.810,29.594,28.878,25.298,11.933,27.073,30.788,29.117,27.446,28.878,27.685,28.401,28.810,27.078,27.078,23.866,23.150,23.150,29.929,29.691,24.105,24.105,18.854,30.072,30.072,27.381,27.381,29.756,29.756,28.504,28.504,21.002,28.302,28.302,27.924,27.924,26.969,26.969,26.492,26.492,30.244,26.969,26.969,26.969,6e,11.933,6u,18.854
MH703699,415,6,28.297,28.297,28.293,28.193,22.892,9.398,25.854,31.477,26.392,,27.361,27.603,26.877,26.812,26.877,26.877,22.518,20.964,21.308,30.751,28.571,22.518,22.518,16.145,27.470,27.470,25.604,25.604,27.805,27.805,26.812,26.812,20.339,26.619,26.619,26.329,26.329,25.837,25.837,25.908,25.908,27.561,25.537,25.537,26.265,6e,9.398,6u,16.145
MH703700,419,6,6.683,6.683,22.912,27.857,,27.896,31.144,30.952,29.454,25.952,30.166,29.117,31.026,29.048,30.178,30.178,27.924,27.924,28.504,31.504,30.549,26.667,26.667,28.878,28.910,28.910,27.725,27.725,30.657,30.657,29.356,29.356,28.571,21.241,21.241,28.333,28.333,28.640,28.640,28.319,28.319,28.293,28.571,28.571,31.026,6a,6.683,6xd,21.241
MH703701,416,6,32.439,32.439,27.151,26.341,24.390,25.854,8.894,28.293,28.293,27.805,28.365,28.469,27.586,27.685,26.634,26.634,25.776,24.939,23.798,23.317,28.125,24.634,24.634,24.757,29.197,29.197,25.122,25.122,26.683,26.683,28.117,28.117,27.561,27.703,27.703,24.939,24.939,25.721,25.721,26.456,26.456,24.279,27.056,27.056,30.414,6f,8.894,6r,23.317
MK139015,636,6,30.222,30.222,30.236,28.344,28.368,27.113,27.987,30.622,24.921,26.190,27.751,23.596,19.497,20.794,13.492,13.492,29.841,29.716,26.508,29.811,29.635,27.619,27.619,26.635,29.319,29.319,26.892,26.892,27.027,27.027,20.952,20.952,28.833,27.548,27.548,15.409,15.409,28.115,28.115,4.560,4.560,27.581,20.976,20.976,23.651,6xg,4.560,6n,13.492
MK139016,636,6,31.171,31.171,29.403,27.389,28.685,27.592,27.287,29.648,23.333,25.238,26.316,23.435,19.654,20.000,11.905,11.905,29.683,27.966,25.873,28.707,29.967,26.984,26.984,26.156,27.100,27.100,26.527,26.527,26.868,26.868,20.000,20.000,28.478,27.389,27.389,13.514,13.514,27.316,27.316,4.403,4.403,27.419,19.728,19.728,23.016,6xg,4.403,6n,11.905
MK139017,636,6,31.013,31.013,29.449,28.185,28.209,27.113,27.201,29.816,24.921,25.397,27.592,23.756,19.497,20.794,13.175,13.175,30.952,28.814,26.190,28.976,29.139,27.619,27.619,27.273,29.160,29.160,26.409,26.409,27.504,27.504,20.476,20.476,28.900,27.389,27.389,14.626,14.626,28.275,28.275,4.088,4.088,27.581,20.068,20.068,23.333,6xg,4.088,6n,13.175
MK139018,636,6,31.013,31.013,29.449,28.185,28.209,27.113,27.201,29.816,24.921,25.397,27.592,23.756,19.497,20.794,13.175,13.175,30.952,28.814,26.190,28.976,29.139,27.619,27.619,27.273,29.160,29.160,26.409,26.409,27.504,27.504,20.476,20.476,28.900,27.389,27.389,14.626,14.626,28.275,28.275,4.088,4.088,27.581,20.068,20.068,23.333,6xg,4.088,6n,13.175
MK139019,636,6,31.013,31.013,30.394,28.025,28.685,26.794,27.129,30.318,24.286,25.873,27.432,23.596,19.340,21.429,12.698,12.698,30.159,28.814,26.190,28.864,29.325,27.619,27.619,27.273,29.477,29.477,26.527,26.527,27.027,27.027,20.317,20.317,28.736,27.707,27.707,14.308,14.308,28.115,28.115,3.616,3.616,27.097,20.068,20.068,23.016,6xg,3.616,6n,12.698
MK139020,636,6,30.854,30.854,29.874,27.229,29.160,27.432,27.330,29.816,23.492,25.238,26.635,22.793,19.654,20.317,12.540,12.540,29.730,28.136,26.232,28.233,29.801,26.984,26.984,26.635,27.258,27.258,26.527,26.527,27.345,27.345,20.159,20.159,28.642,27.389,27.389,14.149,14.149,27.316,27.316,4.245,4.245,26.935,19.728,19.728,22.381,6xg,4.245,6n,12.540
MK139021,636,6,31.329,31.329,29.606,28.822,28.051,26.794,26.887,29.313,25.397,25.714,27.592,23.596,19.654,20.794,13.651,13.651,30.317,28.136,25.873,29.338,29.319,27.778,27.778,26.954,28.843,28.843,26.087,26.087,27.186,27.186,20.000,20.000,28.571,27.229,27.229,13.672,13.672,28.115,28.115,4.245,4.245,27.258,19.898,19.898,23.016,6xg,4.245,6n,13.651
MK139022,636,6,30.222,30.222,30.709,28.185,28.065,27.476,27.287,29.816,24.444,26.190,27.432,23.435,19.340,20.476,12.857,12.857,30.794,28.305,25.714,28.864,29.139,27.302,27.302,27.070,29.241,29.241,26.731,26.731,27.186,27.186,20.000,20.000,28.852,28.025,28.025,14.149,14.149,27.955,27.955,3.774,3.774,28.226,20.408,20.408,23.016,6xg,3.774,6n,12.857
D63822,633,6,29.048,29.048,31.111,28.758,30.556,28.115,29.299,0.000,30.449,28.477,27.333,28.339,30.048,31.579,27.627,27.627,28.435,27.548,27.070,31.051,30.732,28.549,28.549,28.708,30.049,30.049,25.478,25.478,27.866,27.866,28.776,28.776,28.548,29.839,29.839,28.214,28.214,29.094,29.094,29.648,29.648,27.027,28.571,28.571,28.776,6g,0.000,6w,25.478
D84262,639,6,20.662,20.662,0.000,31.537,29.743,27.460,28.774,31.111,28.910,29.467,29.635,28.110,26.899,29.002,29.356,29.356,30.000,28.526,30.284,30.915,32.193,30.236,30.236,26.498,29.477,29.477,27.143,27.143,29.365,29.365,28.278,28.278,29.542,16.195,16.195,28.145,28.145,28.976,28.976,29.781,29.781,29.984,28.459,28.459,29.180,6b,0.000,6xd,16.195
D84263,633,6,31.487,31.487,29.743,25.278,0.000,23.492,24.252,30.556,29.010,28.436,29.952,29.432,29.331,29.201,30.079,30.079,25.755,24.165,23.576,26.299,29.316,24.921,24.921,25.119,29.902,29.902,27.619,27.619,26.550,26.550,30.906,30.906,25.755,30.323,30.323,29.248,29.248,25.674,25.674,28.797,28.797,27.848,27.788,27.788,30.195,6d,0.000,6e,23.492
D84264,624,6,28.935,28.935,28.051,28.922,29.432,27.316,31.230,28.594,25.873,26.032,24.456,0.000,18.740,23.333,23.810,23.810,30.083,27.880,27.258,30.635,30.569,29.308,29.308,29.053,27.100,27.100,27.460,27.460,27.143,27.143,16.508,16.508,29.863,26.316,26.316,22.099,22.099,29.747,29.747,22.571,22.571,28.803,15.397,15.397,16.825,6k,0.000,6xi,15.397
D84265,633,6,27.760,27.760,28.910,27.113,29.010,27.822,27.796,30.449,0.000,23.333,23.126,25.962,22.662,24.762,23.175,23.175,27.941,27.288,26.023,28.571,30.021,27.823,27.823,30.097,27.734,27.734,26.644,26.644,27.742,27.742,23.016,23.016,28.000,29.568,29.568,26.382,26.382,25.132,25.132,25.079,25.079,30.097,22.857,22.857,24.762,6h,0.000,6xi,22.857
DQ155560,631,6,28.051,28.051,28.846,23.651,23.370,23.824,24.961,30.000,28.361,26.709,27.981,26.724,27.273,27.113,28.715,28.715,21.885,8.399,22.520,23.772,27.053,22.992,22.992,22.591,27.663,27.663,27.911,27.911,25.493,25.493,27.448,27.448,22.222,27.804,27.804,28.214,28.214,25.746,25.746,28.136,28.136,27.822,27.592,27.592,29.213,6p,8.399,6xc,22.222
DQ278891,632,6,30.538,30.538,29.068,27.170,28.227,27.974,28.752,29.730,23.651,25.316,25.278,17.342,17.378,22.419,23.333,23.333,29.831,27.663,26.540,29.647,31.181,25.592,25.592,28.233,26.856,26.856,24.104,24.104,25.949,25.949,15.981,15.981,29.582,28.013,28.013,22.082,22.082,27.287,27.287,21.327,21.327,28.165,16.349,16.349,9.335,6xj,9.335,6xb,15.981
DQ278892,630,6,28.391,28.391,27.143,27.113,27.619,27.432,27.987,25.478,27.169,26.514,26.480,27.076,25.674,26.841,27.937,27.937,26.984,28.708,27.373,28.774,29.730,27.804,27.804,27.778,26.972,26.972,0.000,0.000,26.171,26.171,26.508,26.508,27.778,26.635,26.635,27.302,27.302,27.796,27.796,27.532,27.532,28.910,26.711,26.711,27.778,6w,0.000,6g,25.478
DQ278893,632,6,30.442,30.442,28.910,28.458,30.373,28.776,30.284,28.868,24.762,25.592,26.032,16.827,19.115,23.492,23.175,23.175,30.000,28.548,27.287,29.022,30.709,26.498,26.498,28.819,25.773,25.773,25.366,25.366,28.006,28.006,15.665,15.665,29.950,28.254,28.254,21.924,21.924,28.774,28.774,21.485,21.485,28.006,17.398,17.398,6.013,6xj,6.013,6xb,15.665
DQ278894,630,6,31.122,31.122,29.356,29.853,31.132,29.308,28.120,28.476,23.175,26.032,26.316,23.756,19.528,22.816,0.000,0.000,29.872,29.215,26.742,29.968,31.291,28.730,28.730,27.822,29.319,29.319,27.460,27.460,28.617,28.617,21.587,21.587,29.085,28.413,28.413,14.961,14.961,27.955,27.955,13.815,13.815,29.839,22.388,22.388,23.810,6n,0.000,6xg,13.815
DQ314805,639,6,27.987,27.987,27.460,26.709,23.492,0.000,27.074,28.115,27.822,27.632,27.460,27.419,26.198,27.796,28.868,28.868,22.329,22.749,22.540,28.481,29.206,24.409,24.409,17.536,29.346,29.346,27.432,27.432,25.481,25.481,27.199,27.199,21.855,28.320,28.320,28.070,28.070,26.190,26.190,26.508,26.508,27.302,28.642,28.642,28.339,6e,0.000,6u,17.536
