Accession,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
AY257074,21.944,29.885,,,29.167,32.087,33.663,32.941,1,21.944,5,29.167
AY257077,17.262,32.047,32.414,,26.603,27.041,30.887,30.268,1,17.262,5,26.603
AY257083,16.667,31.034,,31.429,31.310,33.542,34.983,,1,16.667,5,31.310
AY257086,16.369,31.268,,28.929,29.073,32.399,,29.545,1,16.369,5,29.073
AY257087,21.257,,,29.693,28.190,33.438,,31.048,1,21.257,5,28.190
AY257090,16.667,30.952,30.798,,26.837,28.571,30.592,28.458,1,16.667,5,26.837
AY257091,15.774,,,29.643,30.449,32.738,33.459,28.571,1,15.774,5,30.449
AY257092,17.325,32.075,32.414,,28.105,29.082,31.086,30.417,1,17.325,5,28.105
AY257094,14.881,31.268,32.448,,27.302,28.723,32.210,32.031,1,14.881,5,27.302
AY257095,16.964,32.047,30.798,,26.282,32.923,29.588,29.464,1,16.964,5,26.282
AY257096,16.418,31.343,31.939,,25.641,33.125,29.963,30.153,1,16.418,5,25.641
AY257102,18.293,32.177,31.939,,27.869,28.061,30.712,30.165,1,18.293,5,27.869
AY257425,17.629,31.464,32.456,32.955,,,,30.732,1,17.629,2,31.464
AY257426,17.933,31.269,31.379,,29.703,33.443,,31.050,1,17.933,5,29.703
AY257427,18.541,31.677,31.379,,31.788,,,31.604,1,18.541,5,31.788
AY257428,4.217,32.530,32.827,30.576,29.450,33.437,,27.984,1,4.217,5,29.450
AY257429,18.237,30.960,31.379,,30.693,,,31.132,1,18.237,5,30.693
AY257432,18.541,,29.758,,29.043,,,30.222,1,18.541,5,29.043
AY257433,19.757,,30.702,,,,,28.780,1,19.757,8,28.780
AY257435,18.541,,29.758,,29.043,,,30.222,1,18.541,5,29.043
AY257436,19.757,,30.702,,,,,28.780,1,19.757,8,28.780
AY257449,19.757,,30.345,,29.139,,,30.667,1,19.757,5,29.139
AY257450,19.757,,30.702,,,,,28.780,1,19.757,8,28.780
AY257451,6.627,,34.347,31.560,29.773,33.054,33.121,27.984,1,6.627,8,27.984
AY257452,18.845,31.776,30.690,33.712,29.373,33.123,,,1,18.845,5,29.373
AY257453,5.422,,32.343,30.357,30.097,33.746,,28.395,1,5.422,8,28.395
AY257454,17.325,30.530,33.333,,29.470,34.700,,29.224,1,17.325,5,29.470
AY257455,3.313,31.722,31.278,31.975,,34.579,,27.984,1,3.313,8,27.984
AY265431,15.711,26.329,29.104,28.535,28.205,33.248,30.370,30.534,1,15.711,2,26.329
AY265432,15.260,28.623,30.742,29.646,20.982,30.638,32.258,28.000,1,15.260,5,20.982
AY265439,15.212,30.102,29.529,29.040,29.306,31.807,31.762,30.025,1,15.212,5,29.306
AY265447,14.019,27.612,31.889,31.875,25.000,30.342,32.407,29.433,1,14.019,5,25.000
AY265450,15.423,28.424,29.975,30.457,25.197,31.990,30.653,31.043,1,15.423,5,25.197
AY321564,17.350,26.930,29.107,30.251,26.770,27.374,30.926,27.835,1,17.350,5,26.770
AY321565,17.981,27.289,29.780,30.564,27.116,27.747,31.296,27.740,1,17.981,5,27.116
AY321566,17.823,27.289,29.716,29.770,26.445,27.747,31.296,28.253,1,17.823,5,26.445
AY321567,17.823,26.930,29.933,29.934,26.770,27.188,30.741,27.397,1,17.823,5,26.770
AY321568,17.350,26.930,30.050,30.099,26.770,27.374,31.296,28.082,1,17.350,5,26.770
AY321569,17.350,26.930,29.883,29.934,26.795,27.188,31.111,27.568,1,17.350,5,26.795
AY321570,17.350,26.930,29.883,30.016,26.770,27.561,30.926,27.740,1,17.350,5,26.770
AY321571,18.454,28.007,29.667,30.283,26.336,28.067,32.904,28.814,1,18.454,5,26.336
AY321572,18.297,27.469,30.718,30.283,27.461,27.561,32.169,28.644,1,18.297,5,27.461
AY321573,20.428,29.443,31.429,25.429,29.361,30.912,27.063,30.928,1,20.428,5,29.361
AY321574,18.139,27.469,29.716,30.337,26.425,27.899,31.111,28.082,1,18.139,5,26.425
AY321575,17.508,27.289,29.382,30.744,28.027,27.174,31.111,28.253,1,17.508,5,28.027
AY321576,17.760,27.110,29.442,30.099,26.943,27.188,30.926,27.740,1,17.760,5,26.943
AY321577,18.139,27.828,29.716,30.263,26.943,27.933,31.296,28.253,1,18.139,5,26.943
AY338877,17.353,28.772,31.343,33.437,27.027,,,30.466,1,17.353,5,27.027
AY338878,17.353,25.974,31.940,33.746,27.628,,,31.900,1,17.353,5,27.628
AY338879,17.647,28.772,31.343,32.817,27.628,30.472,,31.900,1,17.647,5,27.628
AY338880,18.529,29.825,31.045,34.056,27.928,,,32.616,1,18.529,5,27.928
AY338881,17.941,28.070,31.045,32.817,27.027,,,31.541,1,17.941,5,27.027
AY338882,17.941,29.123,30.746,33.127,26.426,31.064,,31.183,1,17.941,5,26.426
AY338883,18.235,28.070,31.045,32.817,26.727,,,31.541,1,18.235,5,26.727
AY338884,18.235,26.407,31.045,32.508,27.327,,,31.183,1,18.235,5,27.327
AY338885,17.169,28.070,31.343,32.508,27.027,,,31.900,1,17.169,5,27.027
AY338886,18.824,27.719,31.045,32.615,26.727,,,31.541,1,18.824,5,26.727
AY338887,17.647,28.421,31.343,32.817,27.027,,,31.183,1,17.647,5,27.027
AY338888,17.941,28.772,31.045,33.127,27.027,,,31.541,1,17.941,5,27.027
AY338889,17.059,28.421,31.343,32.508,27.327,,,31.541,1,17.059,5,27.327
AY338890,18.235,27.972,30.746,32.508,26.426,,,31.541,1,18.235,5,26.426
AY338891,17.353,27.719,30.448,33.746,27.628,30.213,,31.183,1,17.353,5,27.628
AY338892,17.941,25.974,31.642,33.437,27.327,,,31.541,1,17.941,5,27.327
AY338893,17.353,28.772,31.642,33.437,27.628,,,31.183,1,17.353,5,27.628
AY338894,17.941,28.417,30.448,31.692,29.429,31.330,,32.258,1,17.941,5,29.429
AY338895,18.947,31.095,33.094,33.790,26.606,31.532,,,1,18.947,5,26.606
AY338896,18.824,29.825,31.953,33.127,29.129,32.669,,31.183,1,18.824,5,29.129
AY338897,19.118,30.175,33.134,33.846,27.928,32.340,,,1,19.118,5,27.928
AY338898,17.470,29.123,31.642,32.923,27.246,32.404,,32.258,1,17.470,5,27.246
AY338899,19.118,26.840,33.433,32.817,29.129,,,32.353,1,19.118,5,29.129
AY338900,18.976,31.579,32.537,34.356,28.443,33.214,,31.900,1,18.976,5,28.443
AY338901,17.941,28.417,30.448,31.692,29.429,31.330,,32.258,1,17.941,5,29.429
AY338902,17.771,31.579,31.642,34.056,28.829,33.617,,31.183,1,17.771,5,28.829
AY366975,4.933,,29.371,,,27.103,32.812,29.082,1,4.933,8,29.082
AY366976,4.911,,29.371,,,27.103,32.642,29.082,1,4.911,8,29.082
AY366977,5.381,,29.371,,,27.103,32.812,28.571,1,5.381,8,28.571
AY366978,4.464,,29.371,,,27.103,32.642,29.082,1,4.464,8,29.082
AY366980,6.306,,30.769,,,28.972,33.333,29.082,1,6.306,8,29.082
AY366981,3.125,,30.370,,,,31.953,28.061,1,3.125,8,28.061
AY366983,2.294,,28.148,,,30.968,32.544,27.551,1,2.294,8,27.551
AY366984,3.587,,26.573,,,30.968,30.769,28.061,1,3.587,8,28.061
AY366985,8.145,,,,,,,29.592,1,8.145,8,29.592
AY366986,5.046,,29.371,,,27.103,31.447,29.082,1,5.046,8,29.082
AY366987,4.955,,29.078,,,27.103,31.250,28.796,1,4.955,8,28.796
AY366988,3.125,,28.889,,25.000,28.037,29.126,29.592,1,3.125,8,29.592
AY366989,3.125,,30.070,,,31.613,32.544,28.571,1,3.125,8,28.571
AY366991,2.679,,27.407,,25.000,30.968,32.544,28.571,1,2.679,8,28.571
AY366993,5.830,,29.371,,,27.103,31.447,29.082,1,5.830,8,29.082
AY366994,3.571,,28.671,,,30.323,32.124,29.592,1,3.571,8,29.592
AY366995,11.712,,,34.884,,,,28.947,1,11.712,8,28.947
AY366996,8.559,,28.671,,24.265,30.968,30.818,28.947,1,8.559,5,24.265
AY366997,3.125,,30.070,,,31.507,32.642,28.571,1,3.125,8,28.571
AY366998,5.830,,28.472,,,26.168,32.812,29.082,1,5.830,8,29.082
AY366999,5.381,,28.472,,24.265,26.168,32.812,29.592,1,5.381,5,24.265
AY367000,5.381,,28.472,,,26.786,32.812,29.082,1,5.381,8,29.082
AY367001,6.278,,30.070,,,28.037,32.075,28.571,1,6.278,8,28.571
AY387600,17.626,29.493,31.298,31.298,30.037,,,30.455,1,17.626,5,30.037
AY387601,18.118,,30.500,32.824,31.250,,,31.455,1,18.118,5,31.250
AY387602,19.784,,30.049,32.955,30.466,,,30.189,1,19.784,5,30.466
AY387603,19.164,,29.500,32.824,31.136,32.714,,30.516,1,19.164,5,31.136
AY387604,17.986,,30.916,,29.304,,,30.455,1,17.986,5,29.304
AY387605,18.978,31.628,32.000,,,,,,1,18.978,2,31.628
AY387606,17.626,,30.916,32.677,30.037,,,30.986,1,17.626,5,30.037
AY387607,18.089,30.000,31.679,32.443,30.037,,,32.273,1,18.089,5,30.037
AY387608,18.345,,31.000,32.443,31.136,,,30.516,1,18.345,5,31.136
AY387609,18.345,,29.500,32.197,31.944,,,31.220,1,18.345,5,31.944
AY387610,19.065,30.233,31.500,,30.403,,,,1,19.065,5,30.403
AY387611,19.784,,31.884,,29.670,,,30.909,1,19.784,5,29.670
AY387612,18.467,30.000,29.000,32.824,30.403,,,30.047,1,18.467,5,30.403
AY387613,18.705,30.667,31.000,32.576,31.250,,,30.732,1,18.705,5,31.250
AY387614,18.345,,32.000,32.955,31.250,,,30.732,1,18.345,5,31.250
AY387615,21.691,,28.000,,30.466,30.734,,31.604,1,21.691,5,30.466
AY387616,18.705,,31.679,30.916,29.304,,,30.455,1,18.705,5,29.304
AY387617,18.815,,31.000,,29.861,,,31.050,1,18.815,5,29.861
AY387618,18.705,30.233,31.000,,,,,30.516,1,18.705,2,30.233
AY387619,17.883,30.698,31.937,32.090,31.136,,,30.986,1,17.883,5,31.136
AY387620,17.279,,30.916,,28.125,,,30.594,1,17.279,5,28.125
AY387621,17.626,31.628,31.500,32.824,31.136,,,30.986,1,17.626,5,31.136
AY387622,17.986,30.698,32.061,,30.403,,,31.364,1,17.986,5,30.403
AY387623,22.997,,30.500,33.333,32.292,32.065,,,1,22.997,5,32.292
AY387624,19.164,30.870,31.500,,,,,30.986,1,19.164,2,30.870
AY387625,17.266,29.302,31.298,31.818,29.197,,,31.364,1,17.266,5,29.197
AY387626,17.986,30.698,31.000,32.443,30.769,,,30.986,1,17.986,5,30.769
AY387627,18.815,31.304,32.000,,30.233,,,30.049,1,18.815,5,30.233
AY387628,17.986,29.302,31.034,31.298,,,,30.047,1,17.986,2,29.302
AY387629,18.345,30.698,31.000,,30.403,,,30.986,1,18.345,5,30.403
AY387630,18.467,30.667,31.000,32.443,30.903,,,30.986,1,18.467,5,30.903
AY387631,17.626,,31.298,,29.670,,,30.455,1,17.626,5,29.670
AY387632,17.422,,32.000,,29.965,,,31.193,1,17.422,5,29.965
AY387633,19.065,28.235,33.000,,30.769,,,32.394,1,19.065,5,30.769
AY387634,19.065,29.956,31.298,31.061,31.250,,,31.604,1,19.065,5,31.250
AY387635,18.705,31.111,31.500,31.818,31.250,,,31.220,1,18.705,5,31.250
AY387636,19.512,,30.798,,30.208,31.365,,31.193,1,19.512,5,30.208
AY387637,18.345,,31.159,,30.037,,,29.545,1,18.345,5,30.037
AY387638,17.266,,,31.716,28.819,,,31.556,1,17.266,5,28.819
AY387639,17.563,,30.374,,28.772,,,29.646,1,17.563,5,28.772
AY387640,18.345,,31.522,31.679,31.136,,,30.516,1,18.345,5,31.136
AY387641,16.912,,31.298,,28.028,30.093,,30.594,1,16.912,5,28.028
AY387642,18.345,,30.049,32.824,30.037,,,30.516,1,18.345,5,30.037
AY387643,21.583,,29.756,,28.472,,,31.050,1,21.583,5,28.472
AY434106,13.864,,,27.835,28.526,33.746,32.550,30.901,1,13.864,5,28.526
AY434113,12.941,31.871,30.792,,30.990,33.041,30.284,30.579,1,12.941,3,30.792
AY434120,17.117,31.464,31.169,,27.723,33.851,31.447,27.984,1,17.117,5,27.723
AY434123,14.749,32.551,31.765,28.571,30.769,32.653,29.097,31.818,1,14.749,4,28.571
AY434129,11.176,,,,29.706,34.062,33.016,32.661,1,11.176,5,29.706
AY434132,18.935,,28.139,29.677,28.994,33.750,33.987,30.315,1,18.935,5,28.994
AY443348,5.060,29.167,32.931,28.939,29.412,34.311,33.333,29.008,1,5.060,4,28.939
AY460204,18.172,29.640,29.308,29.176,28.063,28.846,31.721,30.352,1,18.172,5,28.063
AY548709,14.454,30.205,,29.924,29.167,,,,1,14.454,5,29.167
AY548713,15.634,30.792,33.333,30.153,27.508,31.250,29.710,29.435,1,15.634,5,27.508
AY548719,18.976,,31.304,,29.276,,,32.075,1,18.976,5,29.276
AY548726,15.339,30.383,33.043,30.303,29.167,31.633,30.747,27.419,1,15.339,5,29.167
AY548727,14.454,30.792,33.333,30.153,28.479,32.653,31.922,29.032,1,14.454,5,28.479
AY587016,18.049,28.812,28.563,27.621,27.119,27.837,31.183,29.746,1,18.049,5,27.119
AY587235,25.731,30.846,28.182,32.523,,31.722,34.259,,1,25.731,6,31.722
AY587236,26.115,30.846,28.182,32.056,,31.373,34.505,,1,26.115,6,31.373
AY587237,26.901,30.846,28.182,32.219,,31.212,34.582,,1,26.901,6,31.212
AY587238,25.000,30.846,28.182,31.169,,28.326,30.769,,1,25.000,6,28.326
AY587844,17.926,29.827,28.547,28.967,27.652,28.321,32.416,29.907,1,17.926,5,27.652
AY587845,17.428,29.108,29.138,28.346,28.038,28.201,32.117,29.796,1,17.428,5,28.038
AY597252,5.372,,27.465,30.556,,31.276,,27.211,1,5.372,6,31.276
AY597253,19.600,,31.140,,,,,,1,19.600,3,31.140
AY615798,6.485,31.604,29.283,27.527,29.658,30.191,31.246,29.207,1,6.485,4,27.527
AY632083,15.897,28.462,30.256,30.287,25.964,33.071,29.873,31.105,1,15.897,5,25.964
AY632084,15.128,28.205,30.513,31.771,26.478,33.071,30.886,31.362,1,15.128,5,26.478
AY632085,15.789,31.231,30.671,,26.866,32.727,30.303,31.692,1,15.789,5,26.866
AY632086,16.154,29.744,30.513,31.783,26.735,29.614,31.061,31.008,1,16.154,5,26.735
AY632087,16.154,29.082,29.744,31.510,26.478,33.421,31.486,31.105,1,16.154,5,26.478
AY632088,14.872,28.462,30.769,31.250,25.707,33.420,31.646,29.304,1,14.872,5,25.707
AY632089,15.641,30.000,31.026,30.208,26.478,32.283,,30.628,1,15.641,5,26.478
AY632090,17.179,30.570,32.300,30.990,26.735,33.938,32.405,31.675,1,17.179,5,26.735
AY632091,15.758,27.899,33.030,32.188,25.378,30.342,31.325,28.364,1,15.758,5,25.378
AY632092,15.774,27.174,31.515,31.875,26.567,28.205,,27.839,1,15.774,5,26.567
AY632093,15.641,28.718,29.744,31.250,25.450,32.383,30.380,30.366,1,15.641,5,25.450
AY632094,16.237,29.275,29.974,31.854,26.031,32.642,31.218,27.444,1,16.237,5,26.031
AY632095,15.897,28.753,28.900,30.287,25.897,32.368,31.392,31.525,1,15.897,5,25.897
AY632096,16.368,29.412,30.890,31.675,25.722,32.895,30.749,31.152,1,16.368,5,25.722
AY632097,16.410,28.389,30.179,31.510,26.923,32.546,29.798,30.105,1,16.410,5,26.923
AY632098,17.179,29.744,31.378,32.987,28.021,,31.646,31.414,1,17.179,5,28.021
AY632099,17.692,31.202,32.737,33.246,28.205,31.019,33.418,28.195,1,17.692,5,28.205
AY632100,15.857,28.718,29.412,31.854,26.221,32.808,29.545,30.769,1,15.857,5,26.221
AY632101,15.000,29.659,30.628,31.783,26.247,33.687,31.783,27.820,1,15.000,5,26.247
AY632102,14.359,28.462,30.513,30.287,25.450,32.546,31.061,30.848,1,14.359,5,25.450
AY632103,17.179,29.592,29.923,31.510,26.154,33.333,31.566,31.414,1,17.179,5,26.154
AY632104,14.615,29.367,29.412,32.031,24.872,32.283,31.392,31.877,1,14.615,5,24.872
AY632105,15.000,29.478,29.936,33.333,27.103,33.125,31.288,,1,15.000,5,27.103
AY632106,14.615,29.487,30.513,30.809,26.735,32.115,31.899,29.870,1,14.615,5,26.735
AY632107,15.385,28.389,29.337,30.026,27.436,32.808,31.807,28.272,1,15.385,5,27.436
AY632108,15.789,29.737,31.414,30.729,28.947,34.465,32.727,29.921,1,15.789,5,28.947
AY632109,15.128,27.041,29.668,29.275,27.763,32.895,32.995,30.026,1,15.128,2,27.041
AY632110,16.147,29.577,29.880,30.347,30.312,33.431,33.234,30.814,1,16.147,2,29.577
AY632111,13.761,26.621,28.269,28.438,28.834,29.565,32.727,28.000,1,13.761,2,26.621
AY632112,13.150,27.393,28.521,28.438,28.221,30.000,33.233,27.636,1,13.150,5,28.221
AY632113,14.872,29.231,29.923,29.319,28.462,32.895,32.398,29.581,1,14.872,5,28.462
AY632114,13.846,28.462,30.357,29.396,27.949,31.948,31.899,27.636,1,13.846,5,27.949
AY632115,15.385,29.487,30.867,29.091,28.462,32.208,32.487,29.091,1,15.385,5,28.462
AY632116,14.359,28.718,30.102,29.351,27.179,31.688,32.487,30.105,1,14.359,5,27.179
AY632117,14.359,28.316,29.847,28.346,27.692,32.468,32.824,30.130,1,14.359,5,27.692
AY632118,13.975,30.599,29.218,31.077,29.102,31.298,31.804,31.481,1,13.975,5,29.102
AY632119,14.359,29.337,29.337,30.130,27.949,32.021,32.234,31.414,1,14.359,5,27.949
AY632120,15.361,30.211,28.512,30.149,28.267,29.614,32.749,31.692,1,15.361,5,28.267
AY632121,14.103,29.082,29.082,29.948,27.436,31.759,31.980,29.765,1,14.103,5,27.436
AY632122,13.961,29.778,,29.167,28.520,33.887,33.212,26.147,1,13.961,5,28.520
AY632123,13.814,29.518,29.880,29.231,28.701,32.822,32.258,30.154,1,13.814,5,28.701
AY632124,14.615,28.827,30.867,29.351,28.462,34.121,,30.890,1,14.615,5,28.462
AY632125,15.385,29.337,30.691,28.831,28.535,33.684,32.234,29.843,1,15.385,5,28.535
AY632126,13.590,28.061,30.946,29.659,28.974,32.283,33.586,30.628,1,13.590,2,28.061
AY632127,15.897,29.337,29.592,30.829,27.179,,31.726,29.610,1,15.897,5,27.179
AY632128,16.667,30.025,29.337,30.208,28.974,32.546,32.995,30.890,1,16.667,5,28.974
AY632129,15.385,29.412,29.337,30.649,28.462,31.854,32.570,30.628,1,15.385,5,28.462
AY632130,20.375,32.275,31.662,31.117,30.667,33.516,,29.779,1,20.375,5,30.667
AY632131,18.088,32.143,31.701,30.105,30.334,,,32.982,1,18.088,5,30.334
AY632132,18.974,32.234,32.741,28.941,28.827,32.895,32.494,29.630,1,18.974,5,28.827
AY632133,20.000,32.234,30.457,30.469,28.792,31.842,34.509,32.342,1,20.000,5,28.792
AY632134,19.744,29.923,30.000,29.639,26.923,32.632,,31.392,1,19.744,5,26.923
AY632135,18.684,29.921,31.496,29.199,26.772,33.156,,31.899,1,18.684,5,26.772
AY632136,20.000,28.014,31.755,32.194,28.652,33.030,,31.047,1,20.000,5,28.652
AY632137,19.023,29.156,29.487,28.165,27.436,31.496,,32.234,1,19.023,5,27.436
AY632138,19.487,28.827,30.256,27.907,27.179,31.234,33.588,32.995,1,19.487,5,27.179
AY632139,20.210,28.198,30.890,29.381,27.297,32.021,,32.992,1,20.210,5,27.297
AY632140,18.351,29.973,29.973,28.460,27.660,32.181,,32.308,1,18.351,5,27.660
AY632141,19.629,29.474,30.079,,28.307,33.528,33.333,32.316,1,19.629,5,28.307
AY632142,21.260,30.591,30.233,30.311,28.010,32.021,,32.405,1,21.260,5,28.010
AY632143,21.795,29.082,29.923,28.646,27.179,32.546,,31.783,1,21.795,5,27.179
AY632144,17.949,28.244,28.718,29.091,25.641,32.808,,32.234,1,17.949,5,25.641
AY632145,18.205,29.262,29.487,29.610,26.154,33.071,35.264,31.899,1,18.205,5,26.154
AY632146,20.256,29.337,30.179,28.721,26.923,32.546,34.264,32.658,1,20.256,5,26.923
AY632147,19.231,28.974,28.900,27.083,27.249,32.292,33.671,32.905,1,19.231,5,27.249
AY632148,17.898,31.073,30.797,32.716,28.977,,,32.961,1,17.898,5,28.977
AY632149,17.553,30.343,32.540,33.509,28.457,32.945,,32.642,1,17.553,5,28.457
AY632150,16.753,29.156,31.538,32.461,27.577,33.071,,31.877,1,16.753,5,27.577
AY632151,19.814,,28.837,,28.923,32.340,,32.959,1,19.814,5,28.923
AY632152,12.997,29.973,30.159,29.101,28.912,31.481,,28.756,1,12.997,8,28.756
AY651061,17.286,29.719,28.977,26.738,27.206,27.916,31.183,28.280,1,17.286,4,26.738
AY653896,6.419,32.549,31.535,30.043,31.186,31.984,32.365,29.555,1,6.419,4,30.043
AY653897,5.743,,29.752,30.667,31.058,30.980,,28.713,1,5.743,5,31.058
AY653898,4.054,32.423,31.120,31.544,31.081,31.373,32.308,28.856,1,4.054,5,31.081
AY653899,3.041,32.423,30.705,30.872,30.272,32.549,31.923,28.358,1,3.041,5,30.272
AY653900,2.740,29.508,31.421,29.167,30.874,31.909,31.627,30.790,1,2.740,4,29.167
AY653901,2.027,31.058,29.185,30.872,29.392,32.157,31.923,27.363,1,2.027,5,29.392
AY653902,3.041,30.469,30.705,30.537,29.392,32.157,31.923,30.897,1,3.041,5,29.392
AY653903,2.703,31.399,30.290,30.435,30.508,31.373,31.538,30.233,1,2.703,5,30.508
AY653904,2.365,32.423,31.330,30.201,29.932,32.549,,31.561,1,2.365,4,30.201
AY653905,1.689,31.741,29.185,30.068,31.399,31.373,31.923,30.233,1,1.689,4,30.068
AY653906,3.041,32.765,30.043,30.537,30.272,32.157,32.692,30.872,1,3.041,4,30.537
AY653907,2.365,32.082,30.043,30.743,30.717,,32.308,29.900,1,2.365,8,29.900
AY653908,1.689,32.765,30.043,30.201,29.592,32.941,32.692,27.861,1,1.689,5,29.592
AY653909,1.689,32.082,30.705,30.872,29.932,,32.308,30.233,1,1.689,5,29.932
AY653910,2.365,32.765,30.043,29.866,30.952,,31.538,29.900,1,2.365,4,29.866
AY653911,1.689,32.423,30.472,30.537,30.272,,32.308,30.565,1,1.689,4,30.537
AY653912,4.746,33.784,30.901,30.508,31.293,30.588,,29.798,1,4.746,4,30.508
AY653913,6.507,30.859,30.705,31.164,29.492,30.980,,27.027,1,6.507,5,29.492
AY653914,5.405,31.186,29.876,30.743,30.272,30.279,32.308,29.208,1,5.405,4,30.743
AY653915,5.405,32.881,29.876,31.104,30.612,32.157,31.801,28.856,1,5.405,5,30.612
AY653916,4.730,31.525,30.290,30.068,30.952,32.549,30.385,30.392,1,4.730,4,30.068
AY653917,5.068,31.525,31.120,31.081,30.034,30.196,,31.229,1,5.068,5,30.034
AY653918,5.743,32.203,29.461,29.530,29.932,31.373,30.000,29.353,1,5.743,4,29.530
AY653919,5.068,31.959,30.705,31.757,29.630,31.765,,27.861,1,5.068,5,29.630
AY653920,5.743,31.525,31.535,32.432,31.293,32.941,,29.851,1,5.743,5,31.293
AY653921,5.405,32.881,31.120,29.431,30.952,31.765,,29.353,1,5.405,4,29.431
AY653922,3.716,32.542,29.614,30.405,30.508,31.765,,28.856,1,3.716,4,30.405
AY653923,4.392,32.203,29.876,31.081,29.492,31.373,,28.856,1,4.392,5,29.492
AY653924,4.054,30.169,29.461,29.630,30.272,31.579,30.651,27.586,1,4.054,4,29.630
AY653925,4.392,31.864,31.120,31.419,30.612,30.435,,29.851,1,4.392,5,30.612
AY653926,5.068,32.082,30.705,31.081,29.630,31.373,,28.713,1,5.068,5,29.630
AY653927,4.054,31.525,29.461,29.730,29.831,30.980,,32.776,1,4.054,4,29.730
AY653928,4.392,31.525,30.290,29.730,30.508,30.980,31.154,28.856,1,4.392,4,29.730
AY653929,4.730,31.741,31.535,30.743,30.303,30.980,,29.353,1,4.730,4,30.743
AY653930,5.682,30.199,30.739,30.747,29.377,33.333,32.945,32.295,1,5.682,2,30.199
AY653931,5.068,31.864,31.120,31.081,30.169,32.157,,29.353,1,5.068,4,31.081
AY653932,4.811,31.973,,31.399,29.183,32.283,,29.353,1,4.811,4,31.399
AY653933,4.407,31.186,31.203,32.881,29.252,32.157,,29.353,1,4.407,5,29.252
AY653934,3.378,30.847,30.705,30.405,30.847,32.157,31.923,28.358,1,3.378,4,30.405
AY653935,3.378,31.399,31.535,31.757,31.081,32.157,32.308,28.358,1,3.378,5,31.081
AY653936,4.054,30.508,31.120,31.419,30.508,31.765,31.538,28.358,1,4.054,2,30.508
AY653937,4.392,30.508,31.950,31.757,30.847,32.157,,30.348,1,4.392,2,30.508
AY653938,4.054,31.864,31.120,31.208,29.153,31.765,,28.856,1,4.054,5,29.153
AY653939,3.716,31.186,30.738,31.757,30.847,31.225,,29.353,1,3.716,2,31.186
AY653940,3.716,31.186,31.120,31.419,30.640,31.765,,29.353,1,3.716,4,31.419
AY653941,3.716,31.525,31.120,30.743,30.272,30.588,,29.851,1,3.716,4,30.743
AY653942,4.392,31.186,31.120,31.081,29.831,30.980,,29.353,1,4.392,5,29.831
AY653943,4.054,31.186,30.705,31.081,30.508,30.588,,29.949,1,4.054,4,31.081
AY653944,4.392,31.525,30.290,30.743,29.831,30.980,,29.353,1,4.392,4,30.743
AY653945,4.054,31.525,30.705,31.081,29.831,30.980,,29.353,1,4.054,5,29.831
AY653946,18.430,28.854,31.120,33.607,32.095,30.769,,,1,18.430,2,28.854
AY653947,18.771,31.164,28.631,31.864,29.730,,,,1,18.771,5,29.730
AY653948,18.430,29.249,27.801,31.864,30.405,,,,1,18.430,3,27.801
AY653949,19.795,29.762,29.876,34.576,30.743,,,,1,19.795,5,30.743
AY653950,18.430,30.137,27.386,33.220,31.525,,,,1,18.430,3,27.386
AY653951,19.454,30.040,28.216,31.864,30.169,,,,1,19.454,5,30.169
AY653952,18.089,30.556,28.216,31.186,30.872,34.130,,,1,18.089,3,28.216
AY653953,17.747,29.365,31.120,34.237,28.716,,,31.959,1,17.747,5,28.716
AY653954,17.747,30.040,29.592,32.542,30.743,,,,1,17.747,5,30.743
AY653955,18.771,28.571,28.216,32.542,30.743,33.788,,,1,18.771,3,28.216
AY682461,17.235,29.047,28.822,28.471,27.892,28.075,31.276,30.271,1,17.235,5,27.892
AY682462,17.647,29.842,28.513,28.152,28.303,28.605,31.572,29.361,1,17.647,4,28.152
AY682747,3.292,30.724,28.781,26.538,28.320,28.689,30.409,28.324,1,3.292,4,26.538
AY682748,3.118,31.049,28.822,26.260,27.784,28.966,30.330,27.881,1,3.118,4,26.260
AY682749,3.353,30.873,27.944,26.260,27.230,28.991,29.748,27.503,1,3.353,4,26.260
AY682750,5.471,30.724,28.204,26.464,27.198,28.504,30.871,28.007,1,5.471,4,26.464
AY682751,3.471,31.206,28.739,26.171,27.801,28.848,29.952,27.918,1,3.471,4,26.171
AY682752,17.471,29.580,28.998,28.504,28.152,27.235,32.078,29.536,1,17.471,6,27.235
AY682753,2.706,30.702,29.250,26.776,27.465,29.101,30.228,28.270,1,2.706,4,26.776
AY682754,17.294,29.796,29.198,28.103,28.035,28.504,31.350,28.794,1,17.294,5,28.035
