Accession,ClosestSubtypeAlignedNT,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MH432630,558,3,8.602,27.238,21.161,20.493,23.729,23.729,30.631,25.946,25.946,26.531,26.531,3a,8.602,3e,20.493
MH432631,558,3,8.065,28.381,19.439,19.508,23.729,23.729,29.550,24.349,24.349,26.257,26.257,3a,8.065,3d,19.439
MH432632,558,3,6.810,27.810,20.599,17.992,22.976,22.976,29.009,25.357,25.357,25.140,25.140,3a,6.810,3e,17.992
MH432633,558,3,9.140,26.996,20.974,19.508,24.060,24.060,28.649,26.212,26.212,27.933,27.933,3a,9.140,3e,19.508
MH432634,558,3,8.244,26.755,20.225,18.561,23.034,23.034,28.108,25.314,25.314,25.974,25.974,3a,8.244,3e,18.561
MH432635,558,3,8.423,28.381,21.910,21.023,24.060,24.060,29.910,25.673,25.673,26.716,26.716,3a,8.423,3e,21.023
MH432636,558,3,7.527,27.573,20.225,20.076,22.976,22.976,28.571,25.314,25.314,27.747,27.747,3a,7.527,3d,20.225
MH432637,558,3,6.272,27.238,21.348,19.129,24.670,24.670,29.369,25.512,25.512,26.816,26.816,3a,6.272,3e,19.129
MH432638,558,3,9.140,27.672,21.536,19.508,24.060,24.060,29.550,25.494,25.494,25.651,25.651,3a,9.140,3e,19.508
MH432639,557,3,9.336,26.557,21.480,19.526,23.118,23.118,29.242,24.731,24.731,27.110,27.110,3a,9.336,3e,19.526
MH432640,558,3,6.272,26.908,19.476,18.750,23.120,23.120,29.730,25.140,25.140,26.531,26.531,3a,6.272,3e,18.750
MH432641,558,3,6.452,28.411,20.258,20.670,23.519,23.519,29.369,24.767,24.767,25.603,25.603,3a,6.452,3d,20.258
MH562178,281,3,10.320,25.899,20.221,19.636,24.028,24.028,23.954,25.271,25.271,25.547,25.547,3a,10.320,3d,20.221
MH562179,288,3,8.681,25.177,22.662,18.638,21.181,21.181,24.632,25.263,25.263,26.619,26.619,3a,8.681,3e,18.638
MH562180,284,3,8.451,26.619,23.636,20.727,20.702,20.702,23.897,23.022,23.022,26.909,26.909,3a,8.451,3g,20.702
MH562181,284,3,8.099,25.448,20.727,18.116,22.887,22.887,24.265,23.741,23.741,24.364,24.364,3a,8.099,3e,18.116
MH562182,284,3,9.155,25.000,24.364,21.091,22.105,22.105,23.529,26.978,26.978,26.136,26.136,3a,9.155,3e,21.091
MH562183,287,3,11.150,28.470,25.180,21.147,23.264,23.264,24.632,27.368,27.368,25.540,25.540,3a,11.150,3e,21.147
MH562184,288,3,9.028,28.114,21.942,20.430,24.567,24.567,25.368,25.614,25.614,30.576,30.576,3a,9.028,3e,20.430
MH562185,282,3,10.284,25.979,24.101,19.713,24.028,24.028,25.000,24.735,24.735,24.820,24.820,3a,10.284,3e,19.713
MH562186,286,3,11.189,27.338,20.939,20.727,25.000,25.000,24.265,24.199,24.199,24.000,24.000,3a,11.189,3d,20.939
MH562187,281,3,11.744,26.690,24.060,19.853,23.404,23.404,24.542,25.818,25.818,25.540,25.540,3a,11.744,3e,19.853
MH562188,288,3,11.458,24.555,19.784,18.638,21.528,21.528,21.691,24.561,24.561,24.101,24.101,3a,11.458,3e,18.638
MH562189,284,3,9.507,24.014,21.091,19.203,22.887,22.887,24.265,23.741,23.741,25.455,25.455,3a,9.507,3e,19.203
MH562190,268,3,10.448,27.407,21.942,21.071,25.347,25.347,25.735,25.926,25.926,26.394,26.394,3a,10.448,3e,21.071
MH562191,271,3,10.332,25.000,21.818,21.245,23.077,23.077,23.684,22.993,22.993,25.094,25.094,3a,10.332,3e,21.245
MH562192,271,3,8.487,24.382,22.615,18.315,23.711,23.711,25.368,24.818,24.818,25.275,25.275,3a,8.487,3e,18.315
MH562193,272,3,11.765,26.119,24.514,22.628,25.912,25.912,24.514,26.950,26.950,27.174,27.174,3a,11.765,3e,22.628
MH562194,291,3,9.278,27.338,23.675,20.567,23.288,23.288,23.897,25.263,25.263,25.818,25.818,3a,9.278,3e,20.567
MH562195,292,3,8.562,26.761,24.113,19.504,22.867,22.867,23.529,25.263,25.263,25.623,25.623,3a,8.562,3e,19.504
MH562196,291,3,9.278,26.766,24.088,19.630,23.247,23.247,24.231,26.296,26.296,26.394,26.394,3a,9.278,3e,19.630
MH562197,264,3,7.955,26.592,24.345,19.173,22.846,22.846,23.954,,,25.468,25.468,3a,7.955,3e,19.173
MH562198,251,3,12.351,29.268,27.092,24.691,26.923,26.923,26.587,25.591,25.591,30.279,30.279,3a,12.351,3e,24.691
MH562199,293,3,7.850,26.740,24.113,19.858,23.129,23.129,23.755,25.965,25.965,25.641,25.641,3a,7.850,3e,19.858
MH562200,293,3,9.898,25.087,20.567,20.879,23.549,23.549,24.265,24.211,24.211,25.362,25.362,3a,9.898,3d,20.567
MH562201,295,3,9.492,27.273,24.031,20.879,24.746,24.746,25.275,27.719,27.719,27.636,27.636,3a,9.492,3e,20.879
MH562202,293,3,13.993,27.431,25.887,23.322,27.304,27.304,23.671,25.965,25.965,28.169,28.169,3a,13.993,3e,23.322
MH562203,293,3,9.556,24.653,21.986,19.858,21.843,21.843,22.794,25.347,25.347,24.364,24.364,3a,9.556,3e,19.858
MH562204,293,3,8.532,24.390,20.922,18.794,22.109,22.109,23.897,24.653,24.653,25.704,25.704,3a,8.532,3e,18.794
MH562205,291,3,10.309,26.296,22.662,18.794,21.649,21.649,25.735,24.912,24.912,25.651,25.651,3a,10.309,3e,18.794
MH562206,293,3,12.628,26.277,23.404,22.340,24.573,24.573,25.794,25.614,25.614,27.473,27.473,3a,12.628,3e,22.340
MH562207,294,3,7.823,26.642,22.968,21.479,21.959,21.959,25.912,26.838,26.838,27.007,27.007,3a,7.823,3e,21.479
MH562208,292,3,11.301,28.369,22.581,22.261,23.891,23.891,23.443,26.644,26.644,26.071,26.071,3a,11.301,3e,22.261
MH562209,293,3,9.898,24.739,22.340,19.504,23.549,23.549,24.265,23.958,23.958,23.944,23.944,3a,9.898,3e,19.504
MH562210,277,3,11.913,28.195,23.616,21.201,23.729,23.729,22.705,26.316,26.316,28.195,28.195,3a,11.913,3e,21.201
MH562211,292,3,13.699,27.622,25.651,22.340,23.973,23.973,26.022,27.719,27.719,28.114,28.114,3a,13.699,3e,22.340
MH562212,293,3,9.898,24.739,22.340,19.504,23.549,23.549,24.265,23.958,23.958,23.944,23.944,3a,9.898,3e,19.504
MH562213,293,3,6.485,26.298,22.695,18.728,21.502,21.502,25.735,24.561,24.561,26.056,26.056,3a,6.485,3e,18.728
MH562214,294,3,17.347,27.778,27.706,28.975,27.778,27.778,,27.835,27.835,29.126,29.126,3a,17.347,3e,28.975
MH562215,293,3,8.191,27.106,23.759,20.922,23.208,23.208,23.755,26.667,26.667,25.275,25.275,3a,8.191,3e,20.922
MH562216,293,3,9.898,27.273,24.113,20.213,22.535,22.535,23.162,25.795,25.795,25.818,25.818,3a,9.898,3e,20.213
MH562217,293,3,9.215,27.178,21.631,20.213,23.208,23.208,25.000,23.860,23.860,24.296,24.296,3a,9.215,3e,20.213
MH562218,291,3,8.935,25.926,21.127,19.858,23.024,23.024,22.222,25.263,25.263,23.704,23.704,3a,8.935,3e,19.858
MH562219,293,3,10.580,24.373,22.909,20.141,22.867,22.867,23.897,22.807,22.807,24.727,24.727,3a,10.580,3e,20.141
MH562220,293,3,8.532,25.641,22.695,20.567,22.184,22.184,24.904,24.912,24.912,25.641,25.641,3a,8.532,3e,20.567
MH562221,292,3,8.219,27.170,24.211,19.788,22.867,22.867,24.046,26.316,26.316,25.660,25.660,3a,8.219,3e,19.788
MH562222,292,3,10.274,26.277,22.807,19.081,21.918,21.918,26.374,25.175,25.175,26.374,26.374,3a,10.274,3e,19.081
MH562223,284,3,12.324,26.374,22.059,21.555,23.381,23.381,23.881,26.761,26.761,25.368,25.368,3a,12.324,3e,21.555
MH562224,293,3,9.215,26.132,21.352,20.996,23.469,23.469,,24.042,24.042,26.408,26.408,3a,9.215,3e,20.996
MH562225,284,3,8.099,24.211,20.567,18.440,21.429,21.429,23.529,24.211,24.211,26.056,26.056,3a,8.099,3e,18.440
MH562226,293,3,10.580,24.739,22.340,19.504,23.810,23.810,23.897,23.611,23.611,23.592,23.592,3a,10.580,3e,19.504
MH562227,274,3,,28.413,,26.667,28.826,28.826,22.628,28.185,28.185,23.643,23.643,3h,22.628,3k,23.643
MH562228,293,3,9.556,24.739,20.922,20.664,22.526,22.526,23.897,23.509,23.509,26.374,26.374,3a,9.556,3d,20.922
MH562229,216,3,8.333,25.714,22.222,21.739,22.120,22.120,22.222,25.714,25.714,27.053,27.053,3a,8.333,3e,21.739
MH562230,284,3,9.155,25.263,21.986,19.149,22.109,22.109,24.265,24.211,24.211,25.704,25.704,3a,9.155,3e,19.149
MH562231,291,3,10.309,25.177,21.223,20.213,22.337,22.337,25.368,25.965,25.965,24.074,24.074,3a,10.309,3e,20.213
MH562232,293,3,10.239,27.526,23.050,18.440,21.429,21.429,23.897,26.316,26.316,25.091,25.091,3a,10.239,3e,18.440
MH562233,293,3,8.191,24.088,21.277,19.504,23.891,23.891,24.138,23.860,23.860,24.176,24.176,3a,8.191,3e,19.504
MH562234,293,3,9.215,28.369,22.695,20.495,23.129,23.129,24.265,24.126,24.126,24.820,24.820,3a,9.215,3e,20.495
MH562235,293,3,9.898,27.407,23.759,19.435,23.891,23.891,26.103,24.825,24.825,26.022,26.022,3a,9.898,3e,19.435
MH562236,292,3,19.178,30.000,28.873,21.466,25.000,25.000,,30.314,30.314,26.882,26.882,3a,19.178,3e,21.466
MH562237,291,3,11.340,25.806,21.942,20.213,25.086,25.086,26.471,24.735,24.735,25.899,25.899,3a,11.340,3e,20.213
MH562238,291,3,10.653,26.259,23.466,20.567,23.973,23.973,23.897,26.736,26.736,24.727,24.727,3a,10.653,3e,20.567
MH562239,282,3,9.574,25.357,21.583,19.081,24.399,24.399,25.368,24.823,24.823,25.540,25.540,3a,9.574,3e,19.081
MH562240,291,3,8.935,24.911,21.223,19.504,23.288,23.288,24.265,23.611,23.611,24.460,24.460,3a,8.935,3e,19.504
MH562241,291,3,14.089,27.465,23.404,20.702,25.685,25.685,24.265,25.517,25.517,27.402,27.402,3a,14.089,3e,20.702
MH562242,288,3,11.806,26.335,21.223,20.072,22.917,22.917,23.529,23.509,23.509,24.820,24.820,3a,11.806,3e,20.072
MH562243,293,3,7.850,24.818,20.567,21.631,22.526,22.526,24.138,23.158,23.158,25.641,25.641,3a,7.850,3d,20.567
MH562244,291,3,11.340,26.335,23.022,19.504,25.086,25.086,23.897,25.000,25.000,24.460,24.460,3a,11.340,3e,19.504
MH562245,284,3,8.451,26.619,23.273,18.909,22.456,22.456,23.897,25.180,25.180,26.182,26.182,3a,8.451,3e,18.909
MH562246,292,3,8.904,23.810,22.807,18.021,22.184,22.184,22.780,26.224,26.224,25.830,25.830,3a,8.904,3e,18.021
MH562247,293,3,9.898,24.542,21.986,18.889,23.891,23.891,23.462,25.263,25.263,25.368,25.368,3a,9.898,3e,18.889
MH562248,293,3,11.263,26.182,23.759,19.858,23.469,23.469,24.265,26.042,26.042,27.273,27.273,3a,11.263,3e,19.858
MH562249,293,3,8.874,25.818,21.277,18.794,21.429,21.429,23.529,24.653,24.653,24.364,24.364,3a,8.874,3e,18.794
MH885778,450,3,9.556,27.040,21.591,19.048,22.426,22.426,29.302,27.314,27.314,26.812,26.812,3a,9.556,3e,19.048
MH885779,450,3,9.778,27.040,21.591,19.048,22.654,22.654,29.535,27.314,27.314,26.812,26.812,3a,9.778,3e,19.048
MH885780,450,3,9.778,27.273,21.364,19.274,22.197,22.197,29.302,27.540,27.540,27.053,27.053,3a,9.778,3e,19.274
MH885781,450,3,9.778,27.040,21.364,18.821,22.197,22.197,29.302,27.314,27.314,26.570,26.570,3a,9.778,3e,18.821
MH885782,450,3,8.667,28.668,21.136,16.591,21.461,21.461,29.091,26.862,26.862,27.765,27.765,3a,8.667,3e,16.591
MH885783,450,3,10.222,27.273,21.818,19.545,22.197,22.197,29.302,27.088,27.088,26.570,26.570,3a,10.222,3e,19.545
MH885784,450,3,10.000,27.273,21.818,19.274,22.426,22.426,29.070,27.765,27.765,27.053,27.053,3a,10.000,3e,19.274
MH885785,449,3,11.804,28.372,23.129,19.048,24.834,24.834,30.465,27.703,27.703,29.227,29.227,3a,11.804,3e,19.048
MH885786,450,3,10.444,29.138,22.222,18.864,25.167,25.167,30.000,27.314,27.314,28.205,28.205,3a,10.444,3e,18.864
MH885787,450,3,7.333,28.894,22.273,18.636,23.333,23.333,30.070,27.314,27.314,28.074,28.074,3a,7.333,3e,18.636
MH885788,449,3,10.245,28.671,22.664,17.045,22.395,22.395,30.645,27.540,27.540,27.295,27.295,3a,10.245,3e,17.045
MH885789,450,3,8.667,28.894,23.409,19.347,24.027,24.027,29.138,27.088,27.088,28.169,28.169,3a,8.667,3e,19.347
MH885790,450,3,8.000,29.120,22.045,16.591,22.603,22.603,29.773,26.185,26.185,27.273,27.273,3a,8.000,3e,16.591
MH885791,450,3,9.778,26.862,21.088,17.500,23.111,23.111,29.478,27.088,27.088,26.698,26.698,3a,9.778,3e,17.500
MH885792,450,3,5.778,29.138,22.727,18.864,21.233,21.233,30.070,25.508,25.508,26.442,26.442,3a,5.778,3e,18.864
MH885793,450,3,10.667,28.442,22.727,19.728,23.112,23.112,29.138,27.991,27.991,26.812,26.812,3a,10.667,3e,19.728
MH885794,450,3,8.222,27.991,22.273,19.545,21.918,21.918,30.227,25.282,25.282,28.118,28.118,3a,8.222,3e,19.545
MH885795,450,3,8.222,27.865,21.995,18.636,21.778,21.778,29.478,24.831,24.831,27.059,27.059,3a,8.222,3e,18.636
MH885796,450,3,10.000,29.730,22.045,20.000,23.570,23.570,29.148,27.314,27.314,27.529,27.529,3a,10.000,3e,20.000
MH885797,451,3,9.091,28.671,22.500,20.455,24.944,24.944,29.604,26.411,26.411,27.536,27.536,3a,9.091,3e,20.455
MK093751,409,3,10.758,26.329,22.250,18.703,23.472,23.472,26.471,25.935,25.935,27.000,27.000,3a,10.758,3e,18.703
MK093755,408,3,7.843,25.758,21.554,17.500,22.794,22.794,27.778,25.935,25.935,26.750,26.750,3a,7.843,3e,17.500
MK093759,407,3,8.845,28.302,23.367,18.797,22.546,22.546,26.103,27.681,27.681,28.392,28.392,3a,8.845,3e,18.797
MK093761,405,3,8.889,28.010,23.485,19.192,23.267,23.267,24.521,27.387,27.387,27.865,27.865,3a,8.889,3e,19.192
MK134386,381,3,12.073,25.210,23.656,21.774,22.427,22.427,23.462,25.698,25.698,26.111,26.111,3a,12.073,3e,21.774
MK134387,375,3,27.660,19.624,24.595,23.823,19.519,19.519,25.623,3.467,3.467,26.829,26.829,3i,3.467,3g,19.519
MK134388,381,3,11.286,26.613,25.269,21.505,20.580,20.580,24.521,26.415,26.415,27.701,27.701,3a,11.286,3g,20.580
MK134389,381,3,12.861,23.464,23.387,23.118,21.693,21.693,23.372,26.685,26.685,28.532,28.532,3a,12.861,3g,21.693
MK134391,375,3,26.761,13.867,22.663,24.789,20.844,20.844,26.136,20.222,20.222,24.789,24.789,3b,13.867,3i,20.222
MK134392,381,3,22.812,19.200,22.283,20.109,9.449,9.449,26.103,19.677,19.677,24.444,24.444,3g,9.449,3b,19.200
MK134394,381,3,10.236,24.860,23.118,20.968,22.222,22.222,21.456,26.146,26.146,26.870,26.870,3a,10.236,3e,20.968
MK134396,381,3,11.811,24.444,22.849,19.624,20.690,20.690,22.222,26.613,26.613,27.978,27.978,3a,11.811,3e,19.624
MK134398,381,3,12.336,26.050,24.462,20.699,23.016,23.016,24.521,26.613,26.613,26.519,26.519,3a,12.336,3e,20.699
MK134399,380,3,13.158,26.273,21.294,21.563,23.280,23.280,25.595,27.151,27.151,29.443,29.443,3a,13.158,3d,21.294
MK134400,381,3,12.336,25.419,23.592,20.699,20.844,20.844,23.755,26.415,26.415,25.762,25.762,3a,12.336,3e,20.699
MK134402,381,3,11.549,24.194,23.056,23.118,23.747,23.747,24.074,25.469,25.469,26.316,26.316,3a,11.549,3e,23.118
MK134403,375,3,25.858,13.867,22.409,21.081,19.634,19.634,24.151,19.519,19.519,25.000,25.000,3b,13.867,3i,19.519
MK134404,381,3,12.336,25.490,24.462,20.430,20.635,20.635,24.521,24.798,24.798,27.424,27.424,3a,12.336,3e,20.430
MK134406,381,3,11.286,24.194,23.387,21.237,22.691,22.691,21.481,26.415,26.415,27.901,27.901,3a,11.286,3e,21.237
MK134407,381,3,12.861,24.302,22.043,22.043,20.635,20.635,20.690,26.415,26.415,27.147,27.147,3a,12.861,3g,20.635
MK134408,379,3,14.512,27.224,23.989,20.833,21.220,21.220,25.368,25.806,25.806,25.833,25.833,3a,14.512,3g,21.220
MK134409,381,3,10.499,24.581,23.118,22.581,22.222,22.222,22.963,26.685,26.685,27.424,27.424,3a,10.499,3g,22.222
MK134451,422,3,9.479,27.089,22.518,19.613,23.168,23.168,26.471,27.182,27.182,26.500,26.500,3a,9.479,3e,19.613
MK134452,422,3,9.479,26.329,22.518,18.905,23.168,23.168,24.521,26.434,26.434,26.750,26.750,3a,9.479,3e,18.905
MK134453,422,3,10.900,25.065,20.482,18.402,22.275,22.275,23.897,26.434,26.434,27.110,27.110,3a,10.900,3e,18.402
MK134454,416,3,26.357,21.655,26.634,23.618,21.337,21.337,29.443,3.846,3.846,25.464,25.464,3i,3.846,3b,21.655
MK135282,639,3,9.546,27.214,20.064,19.968,24.132,24.132,28.344,25.949,25.949,26.349,26.349,3a,9.546,3d,20.064
MK135283,639,3,7.042,27.053,20.255,19.324,22.082,22.082,28.230,24.724,24.724,25.633,25.633,3a,7.042,3e,19.324
MK135284,639,3,8.764,28.341,20.255,19.002,23.981,23.981,28.389,26.424,26.424,27.375,27.375,3a,8.764,3e,19.002
MK135285,639,3,6.729,27.697,20.860,19.646,23.344,23.344,28.503,25.197,25.197,27.143,27.143,3a,6.729,3e,19.646
MK135286,639,3,7.981,27.331,19.617,20.773,23.892,23.892,27.592,24.525,24.525,27.937,27.937,3a,7.981,3d,19.617
MK135287,639,3,9.390,28.341,21.053,19.646,25.237,25.237,29.346,25.158,25.158,26.624,26.624,3a,9.390,3e,19.646
MK135288,639,3,8.607,26.892,21.053,20.290,23.697,23.697,28.549,24.684,24.684,27.143,27.143,3a,8.607,3e,20.290
MK135289,639,3,7.981,26.892,21.212,20.612,22.871,22.871,29.346,25.158,25.158,25.949,25.949,3a,7.981,3e,20.612
MK135290,639,3,8.607,27.564,21.338,19.163,24.487,24.487,28.549,24.684,24.684,26.349,26.349,3a,8.607,3e,19.163
MK135291,639,3,8.138,27.375,19.617,19.324,23.344,23.344,27.592,25.039,25.039,26.984,26.984,3a,8.138,3d,19.617
MK135292,639,3,8.920,28.502,19.268,19.968,23.855,23.855,28.503,25.633,25.633,27.778,27.778,3a,8.920,3d,19.268
MK135293,639,3,8.294,28.268,20.415,19.807,22.907,22.907,28.708,23.576,23.576,27.460,27.460,3a,8.294,3e,19.807
MK135294,639,3,8.138,28.180,20.255,19.163,22.397,22.397,29.665,24.842,24.842,27.258,27.258,3a,8.138,3e,19.163
MK135295,639,3,7.355,28.180,20.701,20.129,23.817,23.817,28.981,23.734,23.734,27.460,27.460,3a,7.355,3e,20.129
MK135296,638,3,9.404,28.663,21.372,20.934,24.062,24.062,28.254,25.276,25.276,27.504,27.504,3a,9.404,3e,20.934
MK135297,638,3,9.404,28.663,21.372,20.934,24.062,24.062,28.254,25.276,25.276,27.504,27.504,3a,9.404,3e,20.934
MK135298,639,3,8.607,26.010,21.691,19.646,23.065,23.065,29.187,25.397,25.397,26.349,26.349,3a,8.607,3e,19.646
MK135299,639,3,8.920,26.731,20.734,19.807,21.924,21.924,28.389,24.051,24.051,25.873,25.873,3a,8.920,3e,19.807
MK135300,639,3,6.729,28.502,21.246,19.646,22.692,22.692,28.754,25.316,25.316,26.667,26.667,3a,6.729,3e,19.646
MK135301,639,3,8.138,26.437,19.904,20.773,22.713,22.713,28.503,24.842,24.842,27.375,27.375,3a,8.138,3d,19.904
MK170207,409,3,10.758,26.076,22.000,18.703,23.472,23.472,26.471,25.686,25.686,27.000,27.000,3a,10.758,3e,18.703
MK170211,408,3,7.843,26.010,21.805,17.750,23.039,23.039,28.042,26.185,26.185,27.000,27.000,3a,7.843,3e,17.750
MK170215,407,3,9.337,29.114,23.618,18.797,23.587,23.587,26.103,27.681,27.681,28.278,28.278,3a,9.337,3e,18.797
MK170217,405,3,8.395,28.010,23.485,19.192,23.020,23.020,24.521,27.387,27.387,27.865,27.865,3a,8.395,3e,19.192
OK552790,639,3,6.260,28.243,21.053,19.324,23.659,23.659,29.221,24.444,24.444,26.452,26.452,3a,6.260,3e,19.324
OK552791,636,3,6.289,28.407,21.372,19.002,23.502,23.502,28.896,24.487,24.487,26.580,26.580,3a,6.289,3e,19.002
OK552792,636,3,6.132,28.407,21.372,19.002,23.502,23.502,28.896,24.487,24.487,26.580,26.580,3a,6.132,3e,19.002
OK552793,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552794,636,3,6.289,28.243,21.372,19.002,23.344,23.344,28.734,24.487,24.487,26.580,26.580,3a,6.289,3e,19.002
OK552795,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552796,639,3,6.260,28.407,21.372,19.002,23.817,23.817,29.221,24.444,24.444,26.613,26.613,3a,6.260,3e,19.002
OK552797,639,3,6.260,28.407,21.372,19.324,23.817,23.817,29.221,24.444,24.444,26.613,26.613,3a,6.260,3e,19.324
OK552798,636,3,6.132,28.407,21.372,19.002,23.502,23.502,28.896,24.487,24.487,26.580,26.580,3a,6.132,3e,19.002
OK552799,636,3,6.132,28.407,21.372,19.002,23.502,23.502,28.896,24.487,24.487,26.580,26.580,3a,6.132,3e,19.002
OK552800,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552801,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552802,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552803,636,3,6.132,28.407,21.372,19.002,23.502,23.502,28.896,24.487,24.487,26.580,26.580,3a,6.132,3e,19.002
OK552804,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552805,636,3,5.975,28.243,21.212,18.841,23.344,23.344,28.734,24.329,24.329,26.418,26.418,3a,5.975,3e,18.841
OK552806,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552807,636,3,6.132,28.407,21.372,19.002,23.502,23.502,28.896,24.487,24.487,26.580,26.580,3a,6.132,3e,19.002
OK552808,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552809,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552810,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552811,639,3,6.260,28.407,21.372,19.324,23.502,23.502,28.896,24.127,24.127,26.613,26.613,3a,6.260,3e,19.324
OK552812,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552813,639,3,6.260,28.407,21.372,19.324,23.817,23.817,28.896,24.444,24.444,26.613,26.613,3a,6.260,3e,19.324
OK552814,639,3,6.260,28.079,21.053,19.324,23.502,23.502,29.221,24.127,24.127,26.613,26.613,3a,6.260,3e,19.324
OK552815,636,3,6.132,28.407,21.372,19.002,23.502,23.502,28.896,24.487,24.487,26.580,26.580,3a,6.132,3e,19.002
OK552816,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552817,636,3,6.289,28.571,21.372,18.841,23.659,23.659,28.896,24.645,24.645,26.580,26.580,3a,6.289,3e,18.841
OK552818,639,3,6.260,28.243,21.372,19.324,23.659,23.659,29.058,24.286,24.286,26.613,26.613,3a,6.260,3e,19.324
OK552819,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552820,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552821,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552822,639,3,5.947,28.407,21.372,19.324,23.817,23.817,28.896,24.444,24.444,26.613,26.613,3a,5.947,3e,19.324
OK552823,636,3,6.132,28.407,21.372,19.002,23.502,23.502,28.896,24.487,24.487,26.580,26.580,3a,6.132,3e,19.002
OK552824,639,3,6.103,28.243,21.212,19.163,23.659,23.659,29.058,24.286,24.286,26.452,26.452,3a,6.103,3e,19.163
OK552825,639,3,6.573,28.243,21.372,18.841,24.132,24.132,29.221,24.762,24.762,26.774,26.774,3a,6.573,3e,18.841
OK552826,639,3,6.416,28.243,21.531,19.002,23.975,23.975,29.058,24.603,24.603,26.613,26.613,3a,6.416,3e,19.002
OK552827,639,3,6.416,28.243,21.531,19.002,23.975,23.975,29.058,24.603,24.603,26.613,26.613,3a,6.416,3e,19.002
OK552828,639,3,6.416,28.243,21.531,19.002,23.975,23.975,29.058,24.603,24.603,26.613,26.613,3a,6.416,3e,19.002
OK552829,639,3,6.573,28.079,21.372,19.163,24.132,24.132,29.221,24.762,24.762,26.409,26.409,3a,6.573,3e,19.163
OK552830,639,3,6.729,28.571,21.850,19.646,23.975,23.975,29.383,25.238,25.238,26.774,26.774,3a,6.729,3e,19.646
OK552831,639,3,6.416,28.243,21.531,19.002,23.975,23.975,29.058,24.603,24.603,26.613,26.613,3a,6.416,3e,19.002
OK552832,639,3,6.573,28.407,21.691,19.163,24.132,24.132,29.221,24.762,24.762,26.774,26.774,3a,6.573,3e,19.163
OK552833,639,3,6.886,28.736,21.691,18.841,23.975,23.975,29.221,24.921,24.921,26.774,26.774,3a,6.886,3e,18.841
OK552834,639,3,6.729,28.243,21.850,19.324,23.975,23.975,29.058,24.921,24.921,26.935,26.935,3a,6.729,3e,19.324
OK552835,639,3,6.573,28.407,21.691,19.163,24.132,24.132,29.221,24.762,24.762,26.774,26.774,3a,6.573,3e,19.163
OK552836,639,3,6.573,28.407,21.691,19.163,24.132,24.132,29.221,24.762,24.762,26.774,26.774,3a,6.573,3e,19.163
OK552837,639,3,6.573,28.407,21.691,19.163,24.132,24.132,29.221,24.762,24.762,26.774,26.774,3a,6.573,3e,19.163
OK552838,639,3,6.573,28.407,21.691,19.163,24.132,24.132,29.221,24.762,24.762,26.774,26.774,3a,6.573,3e,19.163
