Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
MK438977,6,6e,6,6e,6,6e,6,6e,6,6e
MK438978,6,6r,6,6r,6,6r,6,6r,6,6r
MK438979,6,6e,6,6e,6,6e,6,6e,6,6e
MK438980,6,6e,6,6e,6,6e,6,6e,6,6e
MK438981,6,6e,6,6e,6,6e,6,6e,6,6e
MK438982,6,6xc,6,6xc,6,6e,6,6e,6,
MK438983,6,6e,6,6e,6,6e,6,6e,6,6e
MK438984,6,6e,6,6e,6,6e,6,6e,6,6e
MK438985,6,6xc,6,6xc,6,6e,6,6e,6,
MK438986,6,6p,6,6p,6,6p,6,6p,6,6p
MK438987,6,6p,6,6p,6,6p,6,6p,6,6p
MK438988,6,6r,6,6r,6,6r,6,6r,6,6r
MK438989,1,1a,1,1a,6,6s,6,6s,6,6s
MK438990,6,6a,6,6a,6,6a,6,6a,6,6a
MK438991,6,6e,6,6e,6,6e,6,6e,6,6e
MK438992,6,6e,6,6e,6,6e,6,6e,6,6e
MK438993,6,6e,6,6e,6,6e,6,6e,6,6e
MK438994,6,6r,6,6r,6,6r,6,6r,6,6r
MK438995,6,6e,6,6e,6,6e,6,6e,6,6e
MK438996,6,6e,6,6e,6,6e,6,6e,6,6e
MK438997,6,6r,6,6r,6,6r,6,6r,6,6r
MK438998,6,6r,6,6r,6,6r,6,6r,6,6r
MK438999,8,8a,8,8a,6,6q,6,6q,6,6q
MK439000,6,6e,6,6e,6,6e,6,6e,6,6e
MK439001,6,6xc,6,6xc,6,6e,6,6e,6,
MK439002,6,6e,6,6e,6,6e,6,6e,6,6e
MK439003,8,8a,8,8a,6,6q,6,6q,6,6q
MK439004,6,6p,6,6p,6,6p,6,6p,6,6p
MK439005,6,6p,6,6p,6,6p,6,6p,6,6p
MK439006,6,6o,6,6o,6,6o,6,6o,6,6o
MK439007,8,8a,8,8a,6,6r,6,6r,6,6r
MK439008,6,6e,6,6e,6,6e,6,6e,6,6e
MK439009,1,1a,1,1a,6,6s,6,6s,6,6s
MK439010,3,3d,3,3d,6,6q,6,6q,6,6q
MK439011,6,6r,6,6r,6,6r,6,6r,6,6r
MK439012,6,6e,6,6e,6,6e,6,6e,6,6e
MK439013,6,6r,6,6r,6,6r,6,6r,6,6r
MK439014,6,6r,6,6r,6,6r,6,6r,6,6r
MK439015,6,6e,6,6e,6,6e,6,6e,6,6e
MK439016,8,8a,8,8a,6,6q,6,6q,6,6q
MK439017,6,6a,6,6a,6,6a,6,6a,6,6a
MK439018,6,6r,6,6r,6,6r,6,6r,6,6r
MK439019,6,6p,6,6p,6,6p,6,6p,6,6p
MK439020,6,6e,6,6e,6,6e,6,6e,6,6e
MK439021,6,6r,6,6r,6,6r,6,6r,6,6r
MK439022,6,6e,6,6e,6,6e,6,6e,6,6e
MK439023,6,6e,6,6e,6,6e,6,6e,6,6e
MK439024,1,1a,1,1a,6,6s,6,6s,6,6s
MK439025,6,6e,6,6e,6,6e,6,6e,6,6e
MK439026,6,6r,6,6r,6,6r,6,6r,6,6r
MK439027,6,6e,6,6e,6,6e,6,6e,6,6e
MK439028,6,6s,6,6s,6,6s,6,6s,6,6s
MK439029,6,6r,6,6r,6,6r,6,6r,6,6r
MK439030,6,6e,6,6e,6,6e,6,6e,6,6e
MK439031,6,6e,6,6e,6,6e,6,6e,6,6e
MK439032,6,6e,6,6e,6,6e,6,6e,6,6e
MK439033,6,6r,6,6r,6,6r,6,6r,6,6r
MK439034,6,6r,6,6r,6,6r,6,6r,6,6r
MK439035,6,6e,6,6e,6,6e,6,6e,6,6e
MK439036,6,6e,6,6e,6,6e,6,6e,6,6e
MK439037,6,6r,6,6r,6,6r,6,6r,6,6r
MK439038,6,6e,6,6e,6,6e,6,6e,6,6e
MK439039,6,6a,6,6a,6,6a,6,6a,6,6a
MK439040,6,6e,6,6e,6,6e,6,6e,6,6e
MK439041,6,6e,6,6e,6,6e,6,6e,6,6e
MK439042,6,6e,6,6e,6,6e,6,6e,6,6e
MK439043,6,6e,6,6e,6,6e,6,6e,6,6e
MK439044,6,6r,6,6r,6,6r,6,6r,6,6r
MK439045,6,6xf,6,6xf,6,6w,6,6w,6,6xf
MK439046,6,6r,6,6r,6,6r,6,6r,6,6r
MK439047,6,6r,6,6r,6,6r,6,6r,6,6r
MK439048,6,6r,6,6r,6,6r,6,6r,6,6r
MK439049,8,8a,8,8a,6,6r,6,6r,6,6r
MK439050,6,6e,6,6e,6,6e,6,6e,6,6e
MK439051,6,6e,6,6e,6,6e,6,6e,6,6e
MK439052,6,6r,6,6r,6,6r,6,6r,6,6r
MK439053,6,6e,6,6e,6,6e,6,6e,6,6e
MK439054,6,6q,6,6q,6,6q,6,6q,6,6q
MK439055,6,6a,6,6a,6,6a,6,6a,6,6a
MK439056,1,1a,1,1a,6,6s,6,6s,6,6s
MK439057,6,6n,6,6n,6,6n,6,6n,6,6n
MK439058,6,6a,6,6a,6,6a,6,6a,6,6a
MK439059,6,6e,6,6e,6,6e,6,6e,6,6e
MK439060,6,6e,6,6e,6,6e,6,6e,6,6e
MK439061,6,6p,6,6p,6,6p,6,6p,6,6p
MK439062,6,6u,6,6u,6,6e,6,6e,6,
MK439063,8,8a,8,8a,6,6q,6,6q,6,6q
MK439064,6,6p,6,6p,6,6p,6,6p,6,6p
MK439065,6,6r,6,6r,6,6r,6,6r,6,6r
MK439066,6,6u,6,6u,6,6e,6,6e,6,
MK439067,6,6p,6,6p,6,6p,6,6p,6,6p
MK439068,6,6r,6,6r,6,6r,6,6r,6,6r
MK439069,6,6e,6,6e,6,6e,6,6e,6,6e
MK439070,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439071,1,1a,1,1a,6,6s,6,6s,6,6s
MK439072,6,6a,6,6a,6,6a,6,6a,6,6a
MK439073,6,6e,6,6e,6,6e,6,6e,6,6e
MK439074,8,8a,8,8a,6,6q,6,6q,6,6q
MK439075,6,6e,6,6e,6,6e,6,6e,6,6e
MK439076,6,6e,6,6e,6,6e,6,6e,6,6e
MK439077,6,6e,6,6e,6,6e,6,6e,6,6e
MK439078,6,6e,6,6e,6,6e,6,6e,6,6e
MK439079,6,6r,6,6r,6,6r,6,6r,6,6r
MK439080,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439081,6,6r,6,6r,6,6r,6,6r,6,6r
MK439082,6,6q,6,6q,6,6q,6,6q,6,6q
MK439083,6,6r,6,6r,6,6r,6,6r,6,6r
MK439084,1,1a,1,1a,6,6s,6,6s,6,6s
MK439085,6,6e,6,6e,6,6e,6,6e,6,6e
MK439086,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439087,6,6e,6,6e,6,6e,6,6e,6,6e
MK439088,1,1a,1,1a,6,6s,6,6s,6,6s
MK439089,6,6xf,6,6xf,6,6g,6,6g,6,6xf
MK439090,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439091,6,6xf,6,6xf,6,6g,6,6g,6,6xf
MK439092,8,8a,8,8a,6,6q,6,6q,6,6q
MK439093,6,6xf,6,6xf,6,6f,6,6f,6,6xf
MK439094,6,6r,6,6r,6,6r,6,6r,6,6r
MK439095,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439096,6,6e,6,6e,6,6e,6,6e,6,6e
MK439097,6,6e,6,6e,6,6e,6,6e,6,6e
MK439098,6,6q,6,6q,6,6q,6,6q,6,6q
MK439099,6,6r,6,6r,6,6r,6,6r,6,6r
MK439100,6,6s,6,6s,6,6s,6,6s,6,6s
MK439101,6,6xc,6,6xc,6,6e,6,6e,6,
MK439102,8,8a,8,8a,6,6e,6,6e,6,6e
MK439103,6,6e,6,6e,6,6e,6,6e,6,6e
MK439104,6,6e,6,6e,6,6e,6,6e,6,6e
MK439105,6,6f,6,6f,6,6f,6,6f,6,6r
MK439106,6,6xc,6,6xc,6,6e,6,6e,6,
MK439107,6,6e,6,6e,6,6e,6,6e,6,6e
MK439108,6,6p,6,6p,6,6p,6,6p,6,6p
MK439109,6,6e,6,6e,6,6e,6,6e,6,6e
MK439110,6,6r,6,6r,6,6r,6,6r,6,6r
MK439111,1,1a,1,1a,6,6s,6,6s,6,6s
MK439112,6,6e,6,6e,6,6e,6,6e,6,6e
MK439113,6,6e,6,6e,6,6e,6,6e,6,6e
MK439114,6,6r,6,6r,6,6r,6,6r,6,6r
MK439115,6,6e,6,6e,6,6e,6,6e,6,6e
MK439116,1,1d,1,1d,6,6e,6,6e,6,6e
MK439117,6,6e,6,6e,6,6e,6,6e,6,6e
MK439118,8,8a,8,8a,6,6r,6,6r,6,6r
MK439119,6,6r,6,6r,6,6r,6,6r,6,6r
MK439120,6,6e,6,6e,6,6e,6,6e,6,6e
MK439121,6,6r,6,6r,6,6r,6,6r,6,6r
MK439122,6,6e,6,6e,6,6e,6,6e,6,6e
MK439123,6,6a,6,6a,6,6a,6,6a,6,6a
MK439124,6,6r,6,6r,6,6r,6,6r,6,6r
MK439125,6,6e,6,6e,6,6e,6,6e,6,6e
MK439126,6,6q,6,6q,6,6q,6,6q,6,6q
MK439127,8,8a,8,8a,6,6r,6,6r,6,6r
MK439128,1,1e,1,1e,6,6r,6,6r,6,6r
MK439129,6,6r,6,6r,6,6r,6,6r,6,6r
MK439130,8,8a,8,8a,6,6q,6,6q,6,6q
MK439131,8,8a,8,8a,6,6q,6,6q,6,6q
MK439132,6,6e,6,6e,6,6e,6,6e,6,6e
MK439133,6,6s,6,6s,6,6s,6,6s,6,6s
MK439134,6,6r,6,6r,6,6r,6,6r,6,6r
MK439135,6,6r,6,6r,6,6r,6,6r,6,6r
MK439136,6,6r,6,6r,6,6r,6,6r,6,6r
MK439137,6,6e,6,6e,6,6e,6,6e,6,6e
MK439138,6,6xc,6,6xc,6,6e,6,6e,6,
MK439139,8,8a,8,8a,6,6q,6,6q,6,6q
MK439140,6,6r,6,6r,6,6r,6,6r,6,6r
MK439141,6,6e,6,6e,6,6e,6,6e,6,6e
MK439142,6,6e,6,6e,6,6e,6,6e,6,6e
MK439143,8,8a,8,8a,6,6q,6,6q,6,6q
MK439144,1,1e,1,1e,6,6r,6,6r,6,6r
MK439145,6,6e,6,6e,6,6e,6,6e,6,6e
MK439146,6,6r,6,6r,6,6r,6,6r,6,6r
MK439147,7,7a,7,7a,6,6q,6,6q,6,6q
MK439148,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439149,6,6e,6,6e,6,6e,6,6e,6,6e
MK439150,6,6r,6,6r,6,6r,6,6r,6,6r
MK439151,6,6e,6,6e,6,6e,6,6e,6,6e
MK439152,6,6e,6,6e,6,6e,6,6e,6,6e
MK439153,6,6xf,6,6xf,6,6f,6,6f,6,6xf
MK439154,6,6xc,6,6xc,6,6e,6,6e,6,
MK439155,8,8a,8,8a,6,6p,6,6p,6,6p
MK439156,6,6r,6,6r,6,6r,6,6r,6,6r
MK439157,6,6r,6,6r,6,6r,6,6r,6,6r
MK439158,6,6e,6,6e,6,6e,6,6e,6,6e
MK439159,8,8a,8,8a,6,6q,6,6q,6,6q
MK439160,6,6r,6,6r,6,6r,6,6r,6,6r
MK439161,6,6xc,6,6xc,6,6e,6,6e,6,
MK439162,6,6r,6,6r,6,6r,6,6r,6,6r
MK439163,6,6e,6,6e,6,6e,6,6e,6,6e
MK439164,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439165,6,6e,6,6e,6,6e,6,6e,6,6e
MK439166,6,6r,6,6r,6,6r,6,6r,6,6r
MK439167,6,6e,6,6e,6,6e,6,6e,6,6e
MK439168,6,6r,6,6r,6,6r,6,6r,6,6r
MK439169,1,1a,1,1a,6,6s,6,6s,6,6s
MK439170,6,6r,6,6r,6,6r,6,6r,6,6r
MK439171,6,6e,6,6e,6,6e,6,6e,6,6e
MK439172,6,6p,6,6p,6,6p,6,6p,6,6p
MK439173,6,6r,6,6r,6,6r,6,6r,6,6r
MK439174,6,6e,6,6e,6,6e,6,6e,6,6e
MK439175,6,6r,6,6r,6,6r,6,6r,6,6r
MK439176,6,6r,6,6r,6,6r,6,6r,6,6r
MK439177,7,7a,7,7a,6,6e,6,6e,6,6e
MK439178,6,6p,6,6p,6,6p,6,6p,6,6p
MK439179,8,8a,8,8a,6,6q,6,6q,6,6q
MK439180,1,1a,1,1a,6,6s,6,6s,6,6s
MK439181,6,6r,6,6r,6,6r,6,6r,6,6r
MK439182,6,6e,6,6e,6,6e,6,6e,6,6e
MK439183,1,1a,1,1a,6,6s,6,6s,6,6s
MK439184,6,6r,6,6r,6,6r,6,6r,6,6r
MK439185,6,6e,6,6e,6,6e,6,6e,6,6e
MK439186,6,6r,6,6r,6,6r,6,6r,6,6r
MK439187,6,6r,6,6r,6,6r,6,6r,6,6r
MK439188,6,6e,6,6e,6,6e,6,6e,6,6e
MK439189,6,6e,6,6e,6,6e,6,6e,6,6e
MK439190,6,6e,6,6e,6,6e,6,6e,6,6e
MK439191,8,8a,8,8a,6,6q,6,6q,6,6q
MK439192,6,6r,6,6r,6,6r,6,6r,6,6r
MK439193,6,6e,6,6e,6,6e,6,6e,6,6e
MK439194,6,6r,6,6r,6,6r,6,6r,6,6r
MK439195,6,6e,6,6e,6,6e,6,6e,6,6e
MK439196,6,6r,6,6r,6,6r,6,6r,6,6r
MK439197,6,6e,6,6e,6,6e,6,6e,6,6e
MK439198,6,6e,6,6e,6,6e,6,6e,6,6e
MK439199,6,6e,6,6e,6,6e,6,6e,6,6e
MK439200,6,6e,6,6e,6,6e,6,6e,6,6e
MK439201,6,6e,6,6e,6,6e,6,6e,6,6e
MK439202,6,6e,6,6e,6,6e,6,6e,6,6e
MK439203,6,6p,6,6p,6,6p,6,6p,6,6p
MK439204,6,6e,6,6e,6,6e,6,6e,6,6e
MK439205,6,6r,6,6r,6,6r,6,6r,6,6r
MK439206,6,6e,6,6e,6,6e,6,6e,6,6e
MK439207,1,1m,1,1m,6,6r,6,6r,6,6r
MK439208,6,6xc,6,6xc,6,6e,6,6e,6,
MK439209,6,6p,6,6p,6,6p,6,6p,6,6p
MK439210,6,6e,6,6e,6,6e,6,6e,6,6e
MK439211,6,6r,6,6r,6,6r,6,6r,6,6r
MK439212,6,6a,6,6a,6,6a,6,6a,6,6a
MK439213,6,6r,6,6r,6,6r,6,6r,6,6r
MK439214,6,6e,6,6e,6,6e,6,6e,6,6e
MK439215,8,8a,8,8a,6,6e,6,6e,6,6e
MK439216,6,6e,6,6e,6,6e,6,6e,6,6e
MK439217,6,6e,6,6e,6,6e,6,6e,6,6e
MK439218,6,6e,6,6e,6,6e,6,6e,6,6e
MK439219,6,6r,6,6r,6,6r,6,6r,6,6r
MK439220,8,8a,8,8a,6,6q,6,6q,6,6q
MK439221,6,6e,6,6e,6,6e,6,6e,6,6e
MK439222,6,6u,6,6u,6,6e,6,6e,6,
MK439223,6,6e,6,6e,6,6e,6,6e,6,6e
MK439224,6,6o,6,6o,6,6o,6,6o,6,6o
MK439225,1,1d,1,1d,6,6r,6,6r,6,6r
MK439226,6,6e,6,6e,6,6e,6,6e,6,6e
MK439227,6,6r,6,6r,6,6r,6,6r,6,6r
MK439228,8,8a,8,8a,6,6e,6,6e,6,6e
MK439229,6,6xc,6,6xc,6,6e,6,6e,6,
MK439230,6,6e,6,6e,6,6e,6,6e,6,6e
MK439231,6,6q,6,6q,6,6q,6,6q,6,6q
MK439232,6,6e,6,6e,6,6e,6,6e,6,6e
MK439233,6,6e,6,6e,6,6e,6,6e,6,6e
MK439234,6,6r,6,6r,6,6r,6,6r,6,6r
MK439235,6,6s,6,6s,6,6s,6,6s,6,6s
MK439236,6,6e,6,6e,6,6e,6,6e,6,6e
MK439237,6,6r,6,6r,6,6r,6,6r,6,6r
MK439238,6,6e,6,6e,6,6e,6,6e,6,6e
MK439239,6,6e,6,6e,6,6e,6,6e,6,6e
MK439240,6,6e,6,6e,6,6e,6,6e,6,6e
MK439241,6,6xc,6,6xc,6,6e,6,6e,6,
MK439242,6,6p,6,6p,6,6p,6,6p,6,6p
MK439243,6,6r,6,6r,6,6r,6,6r,6,6r
MK439244,6,6e,6,6e,6,6e,6,6e,6,6e
MK439245,6,6r,6,6r,6,6r,6,6r,6,6r
MK439246,6,6e,6,6e,6,6e,6,6e,6,6e
MK439247,6,6e,6,6e,6,6e,6,6e,6,6e
MK439248,6,6e,6,6e,6,6e,6,6e,6,6e
MK439249,6,6r,6,6r,6,6r,6,6r,6,6r
MK439250,6,6r,6,6r,3,3a,3,3a,6,
MK439251,8,8a,8,8a,6,6q,6,6q,6,6q
MK439252,6,6e,6,6e,6,6e,6,6e,6,6e
MK439253,6,6e,6,6e,6,6e,6,6e,6,6e
MK439254,6,6e,6,6e,6,6e,6,6e,6,6e
MK439255,6,6e,6,6e,6,6e,6,6e,6,6e
MK439256,6,6e,6,6e,6,6e,6,6e,6,6e
MK439257,8,8a,8,8a,6,6q,6,6q,6,6q
MK439258,6,6e,6,6e,6,6e,6,6e,6,6e
MK439259,6,6e,6,6e,6,6e,6,6e,6,6e
MK439260,6,6e,6,6e,6,6e,6,6e,6,6e
MK439261,6,6e,6,6e,6,6e,6,6e,6,6e
MK439262,6,6e,6,6e,6,6e,6,6e,6,6e
MK439263,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439264,6,6r,6,6r,6,6r,6,6r,6,6r
MK439265,6,6e,6,6e,6,6e,6,6e,6,6e
MK439266,6,6r,6,6r,6,6r,6,6r,6,6r
MK439267,6,6r,6,6r,6,6r,6,6r,6,6r
MK439268,6,6e,6,6e,6,6e,6,6e,6,6e
MK439269,6,6r,6,6r,6,6r,6,6r,6,6r
MK439270,6,6q,6,6q,6,6q,6,6q,6,6q
MK439271,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439272,6,6a,6,6a,6,6a,6,6a,6,6a
MK439273,6,6a,6,6a,6,6a,6,6a,6,6a
MK439274,6,6e,6,6e,6,6e,6,6e,6,6e
MK439275,6,6r,6,6r,6,6r,6,6r,6,6r
MK439276,6,6e,6,6e,6,6e,6,6e,6,6e
MK439277,6,6e,6,6e,6,6e,6,6e,6,6e
MK439278,8,8a,8,8a,6,6r,6,6r,6,6r
MK439279,6,6e,6,6e,6,6e,6,6e,6,6e
MK439280,6,6s,6,6s,6,6s,6,6s,6,6s
MK439281,1,1a,1,1a,6,6s,6,6s,6,6s
MK439282,8,8a,8,8a,6,6f,6,6f,6,6q
MK439283,8,8a,8,8a,6,6q,6,6q,6,6q
MK439284,3,3b,3,3b,6,6q,6,6q,6,6q
MK439285,2,2u,2,2u,6,6q,6,6q,6,6q
MK439286,6,6p,6,6p,6,6p,6,6p,6,6p
MK439287,8,8a,8,8a,6,6q,6,6q,6,6q
MK439288,6,6r,6,6r,6,6r,6,6r,6,6r
MK439289,6,6e,6,6e,6,6e,6,6e,6,6e
MK439290,6,6xf,6,6xf,6,6w,6,6w,6,6xf
MK439291,6,6e,6,6e,6,6e,6,6e,6,6e
MK439292,6,6e,6,6e,6,6e,6,6e,6,6e
MK439293,6,6r,6,6r,6,6r,6,6r,6,6r
MK439294,6,6e,6,6e,6,6e,6,6e,6,6e
MK439295,6,6r,6,6r,6,6r,6,6r,6,6r
MK439296,6,6l,6,6l,6,6l,6,6l,6,6l
MK439297,6,6e,6,6e,6,6e,6,6e,6,6e
MK439298,6,6e,6,6e,6,6e,6,6e,6,6e
MK439299,6,6e,6,6e,6,6e,6,6e,6,6e
MK439300,6,6e,6,6e,6,6e,6,6e,6,6e
MK439301,6,6e,6,6e,6,6e,6,6e,6,6e
MK439302,8,8a,8,8a,6,6f,6,6f,6,6xf
MK439303,6,6e,6,6e,6,6e,6,6e,6,6e
MK439304,8,8a,8,8a,6,6p,6,6p,6,6p
MK439305,6,6a,6,6a,6,6a,6,6a,6,6a
MK439306,6,6a,6,6a,6,6a,6,6a,6,6a
MK439307,6,6e,6,6e,6,6e,6,6e,6,6e
MK439308,8,8a,8,8a,6,6e,6,6e,6,6e
MK439309,6,6e,6,6e,6,6e,6,6e,6,6e
MK439310,6,6e,6,6e,6,6e,6,6e,6,6e
MK439311,6,6r,6,6r,6,6r,6,6r,6,6r
MK439312,6,6e,6,6e,6,6e,6,6e,6,6e
MK439313,6,6e,6,6e,6,6e,6,6e,6,6e
MK439314,6,6a,6,6a,6,6a,6,6a,6,6a
MK439315,6,6e,6,6e,6,6e,6,6e,6,6e
MK439316,6,6q,6,6q,6,6q,6,6q,6,6q
MK439317,6,6xf,6,6xf,6,6f,6,6f,6,6xf
MK439318,6,6p,6,6p,6,6p,6,6p,6,6p
MK439319,6,6e,6,6e,6,6e,6,6e,6,6e
MK439320,8,8a,8,8a,6,6q,6,6q,6,6q
MK439321,8,8a,8,8a,6,6q,6,6q,6,6q
MK439322,6,6e,6,6e,6,6e,6,6e,6,6e
MK439323,6,6e,6,6e,6,6e,6,6e,6,6e
MK439324,6,6e,6,6e,6,6e,6,6e,6,6e
MK439325,6,6e,6,6e,6,6e,6,6e,6,6e
MK439326,6,6xf,6,6xf,6,6e,6,6e,6,6xf
MK439327,6,6e,6,6e,6,6e,6,6e,6,6e
MK439328,6,6e,6,6e,6,6e,6,6e,6,6e
MK439329,8,8a,8,8a,6,6q,6,6q,6,6q
MK439330,6,6r,6,6r,6,6r,6,6r,6,6r
MK439331,3,3d,3,3d,6,6g,6,6g,6,6xf
MK439332,6,6a,6,6a,6,6a,6,6a,6,6a
MK439333,6,6e,6,6e,6,6e,6,6e,6,6e
MK439334,6,6s,6,6s,6,6s,6,6s,6,6s
MK439335,6,6a,6,6a,6,6a,6,6a,6,6a
MK439336,6,6e,6,6e,6,6e,6,6e,6,6e
MK439337,1,1e,1,1e,6,6r,6,6r,6,6r
MK439338,6,6xc,6,6xc,6,6e,6,6e,6,6xc
MK439339,6,6e,6,6e,6,6e,6,6e,6,6e
MK439340,8,8a,8,8a,6,6q,6,6q,6,6q
MK439341,6,6e,6,6e,6,6e,6,6e,6,6e
MK439342,6,6e,6,6e,6,6e,6,6e,6,6e
MK439343,3,3d,3,3d,6,6q,6,6q,6,6q
MK439344,6,6e,6,6e,6,6e,6,6e,6,6e
MK439345,6,6r,6,6r,6,6r,6,6r,6,6r
MK439346,6,6e,6,6e,6,6e,6,6e,6,6e
MK439347,6,6e,6,6e,6,6e,6,6e,6,6e
MK439348,6,6r,6,6r,6,6r,6,6r,6,6r
MK439349,6,6xc,6,6xc,6,6e,6,6e,6,6u
MK439350,6,6r,6,6r,6,6r,6,6r,6,6r
MK439351,6,6r,6,6r,6,6r,6,6r,6,6r
MK439352,6,6e,6,6e,6,6e,6,6e,6,6e
MK439353,6,6r,6,6r,6,6r,6,6r,6,6r
MK439354,6,6r,6,6r,6,6r,6,6r,6,6r
MK439355,6,6r,6,6r,6,6r,6,6r,6,6r
MK439356,6,6r,6,6r,6,6r,6,6r,6,6r
MK439357,6,6e,6,6e,6,6e,6,6e,6,6e
MK439358,6,6r,6,6r,6,6r,6,6r,6,6r
MK439359,6,6e,6,6e,6,6e,6,6e,6,6e
MK439360,6,6r,6,6r,6,6r,6,6r,6,6r
MK439361,1,1a,1,1a,6,6s,6,6s,6,6s
MK439362,8,8a,8,8a,6,6q,6,6q,6,6q
MK439363,6,6e,6,6e,6,6e,6,6e,6,6e
MK439364,6,6e,6,6e,6,6e,6,6e,6,6e
MK439365,7,7a,7,7a,6,6e,6,6e,6,6e
MK439366,6,6s,6,6s,6,6s,6,6s,6,6s
MK439367,6,6e,6,6e,6,6e,6,6e,6,6e
MK439368,6,6r,6,6r,6,6r,6,6r,6,6r
MK439369,6,6r,6,6r,6,6r,6,6r,6,6r
MK439370,6,6r,6,6r,6,6r,6,6r,6,6r
MK439371,8,8a,8,8a,6,6q,6,6q,6,6q
MK439372,6,6r,6,6r,6,6r,6,6r,6,6r
MK439373,6,6r,6,6r,6,6r,6,6r,6,6r
MK439374,6,6r,6,6r,6,6r,6,6r,6,6r
MK439375,6,6r,6,6r,6,6r,6,6r,6,6r
MK439376,6,6e,6,6e,6,6e,6,6e,6,6e
MK439377,6,6xc,6,6xc,6,6e,6,6e,6,6u
MK439378,6,6a,6,6a,6,6a,6,6a,6,6a
MK439379,6,6r,6,6r,6,6r,6,6r,6,6r
MK439380,6,6r,6,6r,6,6r,6,6r,6,6r
MK527322,1,1b,1,1b,1,1b,1,1b,2,2k
MK527334,1,1b,1,1b,1,1b,1,1b,2,2k
MK527338,1,1b,1,1b,1,1b,1,1b,2,2k
MK527341,1,1b,1,1b,1,1b,1,1b,2,2k
MK527346,1,1b,1,1b,1,1b,1,1b,2,2k
MK527348,1,1b,1,1b,1,1b,1,1b,2,2k
MK527351,1,1b,1,1b,1,1b,1,1b,2,2k
MK527354,1,1b,1,1b,1,1b,1,1b,2,2k
MK527364,1,1b,1,1b,1,1b,1,1b,2,2k
MK527367,1,1b,1,1b,1,1b,1,1b,2,2k
MK527370,1,1b,1,1b,1,1b,1,1b,2,2k
MK527375,1,1b,1,1b,1,1b,1,1b,2,2k
MK527378,1,1b,1,1b,1,1b,1,1b,2,2k
MK527381,1,1b,1,1b,1,1b,1,1b,2,2k
MK527384,1,1b,1,1b,1,1b,1,1b,2,2k
MK527387,1,1b,1,1b,1,1b,1,1b,2,2k
MK527390,1,1b,1,1b,1,1b,1,1b,2,2k
MK527393,1,1b,1,1b,1,1b,1,1b,2,2k
MK527396,1,1b,1,1b,1,1b,1,1b,2,2k
MK527399,1,1b,1,1b,1,1b,1,1b,2,2k
MK527402,1,1b,1,1b,1,1b,1,1b,2,2k
MK527405,1,1b,1,1b,1,1b,1,1b,2,2k
MK527408,1,1b,1,1b,1,1b,1,1b,2,2k
MK527411,1,1b,1,1b,1,1b,1,1b,2,2k
MK527414,1,1b,1,1b,1,1b,1,1b,2,2k
MK527417,1,1b,1,1b,1,1b,1,1b,2,2k
MK527420,1,1b,1,1b,1,1b,1,1b,2,2k
MK527428,1,1b,1,1b,1,1b,1,1b,2,2k
MK527431,1,1b,1,1b,1,1b,1,1b,2,2k
MK527434,1,1b,1,1b,1,1b,1,1b,2,2k
MK527436,1,1b,1,1b,1,1b,1,1b,2,2k
MK527445,1,1b,1,1b,1,1b,1,1b,2,2k
MK527450,1,1b,1,1b,1,1b,1,1b,2,2k
MK527456,1,1b,1,1b,1,1b,1,1b,2,2k
MK527459,1,1b,1,1b,1,1b,1,1b,2,2k
MK527508,1,1b,1,1b,1,1b,,"unassigned_1, 1b-2j-2k",2,2k
MK527509,1,1b,1,1b,1,1b,,"unassigned_1, 1b-2j-2k",2,2k
MK548362,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548363,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548364,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548365,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548366,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548367,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548368,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK548369,1,1a,1,1a,1,1a,,"unassigned_1, 1a-2b",2,2b
MK682556,1,1b,1,1b,1,1b,1,1b,,
MK682557,1,1b,1,1b,1,1b,1,1b,,
MK682558,3,3a,3,3a,3,3a,3,3a,,
MK682559,3,3a,3,3a,3,3a,3,3a,,
MK682560,3,3a,3,3a,3,3a,3,3a,,
MK682561,3,3a,3,3a,3,3a,3,3a,,
MK682562,3,3a,3,3a,3,3a,3,3a,,
MK682563,4,4d,4,4d,4,4d,4,4d,,
MK682564,1,1b,1,1b,1,1b,1,1b,,
