accession,genotype,subtype
EU078769,,
EU078770,,
EU078771,,
EU078772,,
EU078773,,
EU078774,,
EU078775,,
EU078776,,
EU078777,,
EU078778,,
EU078779,,
EU078780,,
EU078781,,
EU078782,,
EU078783,,
EU078784,,
EU078785,,
EU078786,,
EU078787,,
EU078788,,
EU078789,,
EU078790,,
EU078791,,
EU078792,,
EU078793,,
EU078794,,
EU078795,,
EU078796,,
EU078797,,
EU078798,,
EU078799,,
EU078800,,
EU078801,,
EU078802,,
EU078803,,
EU078804,,
EU078805,,
EU078806,,
EU078807,,
EU078808,,
EU078809,,
EU078810,,
EU078811,,
EU078812,,
EU078813,,
EU078814,,
EU078815,,
EU078816,,
EU078817,,
EU078818,,
EU078819,,
EU078820,,
EU078821,,
EU078822,,
EU078823,,
EU078824,,
EU078825,,
EU078826,,
EU078827,,
EU078828,,
EU078829,,
EU078830,,
EU078831,,
EU078832,,
EU078833,,
EU078834,,
EU078835,,
EU078836,,
EU078837,,
EU078838,,
EU078839,,
EU078840,,
EU081314,3,3b
EU081315,3,3b
EU081316,3,3b
EU081317,3,3b
EU081318,3,3b
EU081319,3,3a
EU081320,3,3a
EU081321,3,3a
EU081322,6,6n
EU081323,6,6n
EU081324,6,6n
EU081325,6,6u
EU081326,6,6u
EU081327,1,1a
EU081328,1,1b
EU081442,1,1b
EU081443,6,6n
EU081444,3,3b
EU081445,3,3b
EU081446,1,1b
EU081447,1,1b
EU081448,3,3b
EU081449,1,1b
EU081450,1,1b
EU081451,3,3b
EU081452,3,3a
EU081453,6,6a
EU081454,3,3b
EU081455,1,1b
EU081456,3,3b
EU081457,3,3b
EU081458,3,3b
EU081459,3,3a
EU081460,3,3a
EU081461,1,1b
EU081462,3,3a
EU081463,6,6n
EU081464,3,3b
EU081465,6,6a
EU081466,6,6n
EU081467,3,3b
EU081468,1,1b
EU081469,3,3a
EU081470,3,3a
EU081471,3,3b
EU081472,3,3a
EU081473,6,6a
EU081474,1,1b
EU081475,3,3a
EU081476,1,1b
EU081477,1,1b
EU081478,3,3b
EU081479,1,1b
EU081480,3,3b
EU081481,3,3b
EU081482,3,3b
EU081483,3,3a
EU081484,3,3a
EU081485,3,3a
EU081486,3,3a
EU081487,3,3a
EU081488,1,1b
EU081489,6,6a
EU081490,1,1b
EU081491,1,1b
EU081492,3,3a
EU081493,6,6n
EU081494,6,6n
EU081495,6,6n
EU081496,3,3a
EU081497,3,3b
EU081498,6,6u
EU081499,3,3b
EU081500,6,6u
EU081501,3,3a
EU081502,6,6u
EU081503,3,3a
EU081504,3,3b
EU081505,6,6u
EU081506,6,6u
EU081507,3,3b
EU081508,3,3a
EU117279,1,
EU117280,1,
EU117281,1,
EU117282,1,
EU117283,1,
EU117284,1,
EU117285,1,
EU117286,1,
EU117287,1,
EU117288,1,
EU117289,1,
EU117290,1,
EU117291,1,
EU117292,1,
EU117293,1,
EU117294,1,
EU117295,1,
EU117296,1,
EU117297,3,
EU117298,3,
EU117299,3,
EU117300,3,
EU117301,3,
EU117302,3,
EU117303,3,
EU123120,2,2b
EU123121,2,2b
EU123122,2,2b
EU123123,2,2b
EU123124,2,2b
EU123125,2,2b
EU123126,1,1a
EU123127,1,1a
EU123128,2,2b
EU123129,2,2b
EU123130,1,1a
EU123131,1,1a
EU123132,2,2b
EU123133,2,2b
EU123134,2,2b
EU123135,2,2b
EU123136,2,2b
EU123137,2,2b
EU123138,1,1a
EU123139,1,1a
EU123140,1,1a
EU123141,1,1a
EU123142,2,2b
EU123143,1,1a
EU123144,1,1a
EU123145,2,2b
EU123146,2,2b
EU123147,2,2b
EU123148,1,1a
EU123149,1,1a
EU123150,1,1a
EU123151,1,1a
EU123152,2,2b
EU123153,1,1a
EU123154,2,2b
EU123155,1,1a
EU123156,2,2b
EU123157,1,1a
EU123158,2,2b
EU123159,1,1a
EU123160,2,2b
EU123161,2,2b
EU123162,1,1a
EU123163,1,1a
EU123164,1,1a
EU123165,1,1a
EU123166,2,2b
EU123167,2,2b
EU123168,2,2b
EU123169,2,2b
EU123170,2,2b
EU123171,2,2b
EU123172,2,2b
EU123173,2,2b
EU123174,2,2b
EU123175,2,2b
EU123176,1,1a
EU123177,2,2b
EU123178,2,2b
EU123179,2,2b
EU123180,2,2b
EU123181,1,1a
EU123182,1,1a
EU123183,2,2b
EU123184,1,1a
EU123185,2,2b
EU123186,2,2b
EU123187,2,2b
EU123188,2,2b
EU123189,2,2b
EU123190,2,2b
EU123191,2,2b
EU123192,2,2b
EU123193,2,2b
EU123194,2,2b
EU123195,2,2b
EU123196,2,2b
EU123197,2,2b
EU123198,2,2b
EU123199,2,2b
EU123200,2,2b
EU123201,2,2b
EU123202,2,2b
EU123203,2,2b
EU123204,2,2b
EU123205,2,2b
EU123206,2,2b
EU123207,2,2b
EU123208,2,2b
EU123209,2,2b
EU123210,2,2b
EU123211,2,2b
EU123212,1,1a
EU123213,2,2b
EU123214,2,2b
EU123215,1,1a
EU123216,2,2b
EU123217,1,1a
EU123218,2,2b
EU123219,2,2b
EU123220,1,1a
EU123221,1,1a
EU123222,2,2b
EU123223,2,2b
EU123224,2,2b
EU123225,2,2b
EU123226,2,2b
EU123227,1,1a
EU123228,1,1a
EU123229,2,2b
EU123230,2,2b
EU123231,1,1a
EU123232,2,2b
EU123233,2,2b
EU123234,1,1a
EU123235,1,1a
EU123236,2,2b
EU123237,2,2b
EU123238,2,2b
EU123239,2,2b
EU123240,2,2b
EU123241,1,1a
EU123242,1,1a
EU123243,2,2b
EU123244,1,1a
EU123245,2,2b
EU123246,1,1a
EU123247,1,1a
EU123248,2,2b
EU123249,2,2b
EU123250,1,1a
EU123251,2,2b
EU123252,1,1a
EU123253,1,1a
EU123254,1,1a
EU123255,2,2b
EU123256,2,2b
EU123257,2,2b
EU123258,2,2b
EU123259,2,2b
EU123260,1,1a
EU123261,2,2b
EU123262,2,2b
EU123263,1,1a
EU123264,1,1a
EU123265,2,2b
EU123266,2,2b
EU123267,2,2b
EU123268,2,2b
EU123269,2,2b
EU123270,2,2b
EU123271,2,2b
EU123272,2,2b
EU123273,2,2b
EU123274,1,1a
EU123275,1,1a
EU123276,1,1a
EU123277,2,2b
EU123278,1,1a
EU123279,2,2b
EU123280,1,1a
EU123281,2,2b
EU123282,1,1a
EU123283,1,1a
EU123284,2,2b
EU123285,2,2b
EU123286,2,2b
EU123287,2,2b
EU123288,2,2b
EU123289,1,1a
EU123290,2,2b
EU123291,2,2b
EU123292,1,1a
EU123293,1,1a
EU123294,2,2b
EU123295,1,1a
EU123296,2,2b
EU123297,1,1a
EU123298,1,1a
EU123299,2,2b
EU123300,1,1a
EU123301,1,1a
EU123302,1,1a
EU127994,6,
OR469792,3,3a
OR477026,4,4f
OR477027,4,4f
OR477028,2,
OR477029,1,1l
OR477030,4,4p
OR477031,1,1e
OR477032,1,1e
OR477033,1,1h
OR477034,2,2r
OR477035,1,1l
OR477036,4,4f
OR477037,4,4p
OR477038,4,4f
OR477040,2,
OR477041,4,4f
OR477042,2,
OR477043,4,4f
OR477044,2,
OR477045,2,
OR477046,2,
OR477047,2,
OR477048,4,4k
OR477049,1,1l
OR477050,4,4f
OR477051,4,4f
OR477052,1,
OR477053,1,1l
OR477054,1,
OR477055,1,1h
OR477056,4,4f
OR477057,4,4f
OR477059,1,
OR477060,1,1h
OR477061,4,4f
OR477062,4,4f
OR477063,4,
OR477064,4,4f
OR477065,4,4f
OR477066,2,
OR477067,1,1h
OR477068,2,
OR477069,1,1e
OR477070,1,
OR477071,4,4f
OR478290,4,4f
OR478291,2,
OR478292,4,4f
OR478293,4,4f
OR478294,1,1h
OR478295,1,1l
OR478296,2,2r
OR478297,1,1l
OR478298,4,4f
OR478299,4,4f
OR478300,4,4p
OR478301,4,4f
OR478302,4,4t
OR478303,4,4f
OR478304,1,1e
OR478305,1,1l
OR478307,1,1e
OR478308,4,4f
OR478309,4,4p
OR478310,1,
OR478311,2,
OR478312,4,4f
OR478313,1,1e
OR478314,2,2r
OR478315,2,
OR478316,4,
OR478317,4,
OR478318,1,1e
OR478319,4,
OR478320,1,
OR478321,1,1e
OR478322,4,
OR478323,4,4f
OR478324,1,1e
OR478325,2,
OR478326,1,1e
OR478327,2,
OR478328,4,4f
OR478329,1,1l
OR478330,4,4t
OR478331,1,
OR478332,1,1e
OR478333,4,4f
OR478334,1,1l
OR478335,1,1l
OR478336,4,4f
OR478337,1,1l
OR478338,4,4f
OR478339,1,1e
OR478340,2,2c
OR478341,2,
OR478342,1,1e
OR478343,2,
OR478344,1,1l
OR478345,4,4f
OR478346,4,4f
OR478347,4,4p
OR478348,2,
OR478349,1,1e
OR478350,4,
OR478351,1,1l
OR478352,1,1e
OR478353,2,
OR478354,2,
OR478355,2,
OR478356,4,4f
OR478357,4,4t
OR478358,1,1e
OR478359,4,4f
OR478360,2,
OR478361,4,4c
OR478362,4,4f
OR478363,2,
OR478364,1,1h
OR478365,4,4f
OR478366,4,4f
OR478367,4,4t
OR478368,1,1l
OR478369,1,1l
OR478370,1,1l
OR478371,2,
OR478372,2,
OR478373,1,
OR478374,2,
OR478375,1,1e
OR478376,4,4f
OR478377,4,4f
OR478378,2,
OR480599,2,
OR480600,2,
OR480601,1,1e
OR480602,1,1e
OR480603,2,2r
OR480604,2,
OR480605,1,1l
OR480606,4,
OR480607,4,4f
OR480608,2,
OR480609,1,1l
OR480610,2,
OR480611,1,1h
OR480612,2,
OR480613,1,
OR480614,4,4f
OR480615,4,4f
OR480616,2,
OR480617,1,1e
OR480618,2,
OR480619,1,1l
OR480620,2,
OR480621,4,4t
OR480622,2,
OR480623,1,
OR480624,1,1l
OR480625,1,1h
OR480626,4,
OR480627,4,4f
OR480628,4,4f
OR480629,1,1l
OR480630,1,1l
OR480631,2,
OR480632,4,4f
OR480633,4,4t
OR480634,1,1e
OR480635,2,
OR480636,2,
OR480637,1,1e
OR480638,2,
OR480639,4,4f
OR480640,1,1e
OR480641,2,
OR480642,2,
OR480643,1,1l
OR480644,4,
OR480645,2,
OR480646,4,4f
OR490539,2,
OR490540,2,
OR490541,1,1e
OR490542,2,
OR490543,4,4f
OR490544,2,
OR490545,1,1e
OR490546,1,1e
OR490547,1,1e
OR490548,4,4f
OR490549,2,
OR490550,2,
OR490551,2,
OR490552,2,
OR490553,4,
OR490554,2,
OR490555,4,
OR490556,2,
OR490557,2,
OR490558,,
OR490559,2,
OR490560,4,4f
OR490561,1,1l
OR490562,1,1l
OR490563,4,
OR490564,2,
OR490565,2,
OR490566,2,
OR490567,1,1l
OR490568,1,
OR490569,2,
OR490570,1,1e
OR490571,4,4f
OR490572,2,
OR490573,1,1e
OR490574,1,1l
OR490575,1,1l
OR490576,4,4f
OR490577,1,1e
OR490578,4,
OR490579,4,
OR490580,4,4f
OR490581,2,2r
OR490582,2,
OR490583,4,
OR490584,2,
OR490585,4,4f
OR490586,4,4f
OR490587,4,4f
OR490588,4,4f
OR496874,3,3a
OR496875,3,3a
OR496876,3,3a
OR496877,3,3a
OR496878,3,3a
OR496879,3,3a
OR496880,3,3a
OR496881,3,3a
OR496882,3,3a
OR496883,3,3a
OR497849,4,4k
OR497850,4,4k
OR497851,4,4k
OR497852,4,4k
OR497853,4,4d
OR497854,4,4d
OR497855,4,4d
OR497856,4,4d
OR497857,4,4d
OR497858,4,4d
OR497859,4,4d
OR497860,4,4d
OR497861,4,4d
OR497862,4,4d
OR497863,4,4d
OR497864,4,4d
OR497865,4,4d
OR497866,4,4d
OR497867,4,4d
OR497868,4,4d
OR497869,4,4d
OR497870,4,4r
OR497871,4,4r
OR497872,1,1c
OR497873,4,4v
OR497874,4,4a
OR497875,4,4a
OR497876,2,2k1b
OR497877,1,1a
OR497878,1,1a
OR497879,1,1a
OR497880,1,1a
OR497881,1,1a
OR497882,1,1a
OR497883,1,1a
OR497884,1,1a
OR497885,1,1a
OR497886,1,1a
OR497887,1,1a
OR497888,1,1a
OR497889,1,1a
OR497890,1,1a
OR497891,1,1a
OR497892,1,1a
OR497893,1,1a
OR497894,1,1a
OR497895,1,1a
OR497896,1,1a
OR497897,1,1a
OR497898,1,1a
OR497899,1,1a
OR497900,1,1a
OR497901,1,1a
OR497902,1,1a
OR497903,1,1a
OR497904,1,1a
OR497905,1,1a
OR497906,1,1a
OR497907,1,1a
OR497908,1,1a
OR497909,1,1a
OR497910,1,1a
OR497911,1,1a
OR497912,1,1a
OR497913,1,1a
OR497914,1,1a
OR497915,1,1a
OR497916,1,1a
OR497917,1,1a
OR497918,1,1a
OR497919,1,1a
OR497920,1,1a
OR497921,1,1a
OR497922,1,1a
OR497923,1,1a
OR497924,1,1a
OR497925,1,1a
OR497926,1,1a
OR497927,1,1a
OR497928,1,1a
OR497929,1,1a
OR497930,1,1a
OR497931,1,1a
OR497932,1,1a
OR497933,1,1a
OR497934,1,1a
OR497935,1,1a
OR497936,1,1a
OR497937,1,1a
OR497938,1,1a
OR497939,1,1a
OR497940,1,1a
OR497941,1,1a
OR497942,1,1a
OR497943,1,1a
OR497944,1,1a
OR497945,1,1a
OR497946,1,1a
OR497947,1,1a
OR497948,1,1a
OR497949,1,1a
OR497950,1,1a
OR497951,1,1a
OR497952,1,1a
OR497953,1,1a
OR497954,1,1a
OR497955,2,2a
OR497956,4,4c
OR497957,2,2c
OR497958,2,2c
OR497959,3,3a
OR497960,3,3a
OR497961,3,3a
OR497962,3,3a
OR497963,3,3a
OR497964,3,3a
OR497965,3,3a
OR497966,3,3a
OR497967,3,3a
OR497968,3,3a
OR497969,3,3a
OR497970,3,3a
OR497971,3,3a
OR497972,3,3a
OR497973,3,3a
OR497974,3,3a
OR497975,3,3a
OR497976,3,3a
OR497977,3,3a
OR497978,3,3a
OR497979,3,3a
OR497980,3,3a
OR497981,3,3a
OR497982,3,3a
OR497983,3,3a
OR497984,3,3a
OR497985,3,3a
OR497986,3,3a
OR497987,3,3a
OR497988,4,4q
OR497989,1,1b
OR497990,1,1b
OR497991,1,1b
OR497992,1,1b
OR497993,1,1b
OR497994,1,1b
OR497995,1,1b
OR497996,1,1b
OR497997,1,1b
OR497998,1,1b
OR497999,1,1b
OR498000,1,1b
OR498001,1,1b
OR498002,1,1b
OR498003,1,1b
OR498004,1,1b
OR498005,1,1b
OR498006,1,1b
OR498007,1,1b
OR498008,1,1b
OR498009,1,1b
OR498010,1,1b
OR498011,1,1b
OR498012,1,1b
OR498013,1,1b
OR498014,1,1b
OR498015,1,1b
OR498016,1,1b
OR498017,1,1b
OR498018,1,1b
OR498019,1,1b
OR498020,1,1b
OR498021,1,1b
OR498022,1,1b
OR498023,1,1b
OR498024,1,1b
OR498025,1,1b
OR498026,1,1b
OR498027,1,1b
OR498028,1,1b
OR498029,1,1b
OR498030,1,1b
OR498031,1,1b
OR498032,1,1b
OR498033,1,1b
OR498034,1,1b
OR498035,1,1b
OR498036,1,1b
OR498037,1,1b
OR498038,1,1b
OR498039,1,1b
OR498040,1,1b
OR498041,1,1b
OR498042,1,1b
OR498043,1,1b
OR498044,1,1b
OR498045,1,1b
OR498046,1,1b
OR498047,1,1b
OR498048,1,1b
OR498049,1,1b
OR498050,1,1b
OR498051,1,1b
OR498052,1,1b
OR498053,1,1b
OR498054,1,1b
OR498055,1,1b
OR498056,1,1b
OR498057,1,1b
OR498058,1,1b
OR498059,1,1b
OR498060,1,1b
OR498061,1,1b
OR498062,1,1b
OR498063,1,1b
OR498064,1,1b
OR498065,1,1b
OR498066,1,1b
OR498067,1,1b
OR498068,1,1b
OR498069,1,1b
OR498070,1,1b
OR498071,1,1b
OR498072,2,2i
OR520298,1,
OR520299,1,
OR520300,4,
OR520301,4,
OR520302,1,
OR520303,4,
OR520304,4,
OR520305,4,
OR520306,1,
OR520307,4,
OR520308,1,
OR520309,2,
OR520310,1,
OR520311,1,
OR520312,2,
OR520313,4,
OR520314,4,
OR520315,4,
OR520316,4,
OR520317,2,
OR520318,4,
OR520319,1,
OR520320,2,
OR520321,4,
OR520322,1,
OR520323,1,
OR520324,4,
OR520325,1,
OR520326,1,
OR520327,1,
OR520328,4,
OR520329,4,
OR520330,2,
OR520331,1,
OR520332,4,
OR520333,4,
OR520334,1,
OR520335,4,
OR520336,1,
OR520337,1,
OR520338,1,
OR520339,2,
OR520340,1,
OR520341,2,
OR520342,4,
OR520343,1,
OR520344,2,
OR520345,4,
OR520346,1,
OR520347,4,
OR520348,1,
OR520349,1,
OR520350,1,
OR520351,1,
OR520352,1,
OR520353,2,
OR520354,4,
OR520355,2,
OR520356,1,
OR520357,2,
OR520358,2,
OR520359,1,
OR520360,2,
OR520361,1,
OR520362,2,
OR520363,4,
OR520364,1,
OR520365,1,
OR520366,4,
OR520367,4,
OR520368,4,
OR520369,1,
OR520370,4,
OR520371,4,
OR520372,1,
OR520373,2,
OR520374,1,
OR529249,1,
OR529250,1,
OR529251,4,
OR529252,4,
OR529253,1,
OR529254,1,
OR529255,2,
OR529256,4,
OR529257,4,
OR529258,2,
OR529259,4,
OR529260,1,
OR529261,1,
OR529262,4,
OR529263,4,
OR529264,2,
OR529265,1,
OR529266,4,
OR529267,1,
OR529268,2,
OR529269,4,
OR529270,4,
OR529271,1,
OR529272,1,
OR529273,1,
OR529274,2,
OR529275,4,
OR529276,4,
OR529277,4,
OR529278,1,
OR529279,4,
OR529280,2,
OR529281,1,
OR529282,1,
OR529283,1,
OR529284,4,
OR529285,2,
OR529286,1,
OR529287,4,
OR529288,1,
OR529289,2,
OR529290,1,
OR529291,2,
OR529292,2,
OR529293,4,
OR529294,1,
OR529295,1,
OR538553,1,1a
OP425919,,
OP425920,,
OP425921,,
OP425922,,
OP425923,,
OP425924,,
OP425925,,
OP425926,,
OP425927,,
OP425928,,
OP425929,,
OP425930,,
OP425931,,
OP425932,,
OP425933,,
OP425934,,
OP425935,,
OP425936,,
OP425937,,
OP425938,,
OP425939,,
OP425940,,
OP425941,,
OP425942,,
OP425943,,
OP425944,,
OP425945,,
OP425946,,
OP425947,,
OP425948,,
OP425949,,
OP425950,,
OP425951,,
OP425952,,
OP425953,,
OP425954,,
OP425955,,
OP425956,,
OP179320,3,3a
OR594285,4,
OR601690,1,1a
OR601691,1,1a
OR601692,1,1a
OR601693,1,1a
OR601694,1,1a
OR601695,3,3a
OR601696,3,3a
OR601697,3,3b
OR601698,3,3b
OR601699,3,3b
OR601700,6,6n
OR610546,3,3a
OR610548,1,1a
OR610549,1,1a
OR610550,1,1a
OR610551,1,1a
OR610553,1,1b
OR610554,1,1a
OR610555,1,1a
OR610559,1,1b
OR610561,1,1a
OR610562,1,1a
OR610563,3,3a
OR610566,3,3a
OR610567,1,1a
OR610568,1,1a
OR610569,1,1b
OR610570,3,3a
OR610571,1,1a
OR610572,1,1a
OR610573,1,1a
OR610574,1,1a
OR610575,1,1a
OR610576,1,1a
OR610577,1,1a
OR610578,1,1a
OR610579,1,1a
OR610580,1,1a
PX934536,,
PX934537,,
PX934538,,
PX934539,,
PX934540,,
PX934541,,
PX934542,,
PX934543,,
PX934544,,
PX934545,,
PX934546,,
PX934547,,
PX934548,,
PX934549,,
PX934550,,
PX934551,,
PX934552,,
PX934553,,
PX934554,,
PX934555,,
PX934556,,
PX934557,,
PX934558,,
PX934559,,
PX934560,,
PX934561,,
PX934562,,
PX934563,,
PX934564,,
PX934565,,
PX934566,,
PX934567,,
PX934568,,
PX934569,,
PX934570,,
PX934571,,
PX934572,,
PX934573,,
PX934574,,
PX934575,,
PX934576,,
PX934577,,
PX934578,,
PX934579,,
PX934580,,
PX934581,,
PX934582,,
PX934583,,
PX934584,,
PX934585,,
PX934586,,
PX934587,,
PX934588,,
PX934589,,
PX934590,,
PX934591,,
PX934592,,
PX934593,,
PX934594,,
PX934595,,
PX934596,,
PX934597,,
PX934598,,
PX934599,,
PX934600,,
PX934601,,
PX934602,,
PX934603,,
PX934604,,
PX934605,,
PX934606,,
PX934607,,
S40063,,
S44060,,
S62220,,
S64514,,
S66566,,
S66587,,
S67464,,
S68681,,
S70341,,
S71627,,
S77985,,
S77990,,
U01214,,
U13010,,
U14281,,
U14282,,
U14283,,
U14284,,
U14285,,
U14286,,
U14287,,
U14288,,
U14289,,
U14290,,
U14291,,
U14292,,
U14293,,
U14294,,
U14295,,
U14296,,
U14297,,
U14298,,
U14299,,
U14300,,
U14301,,
U14302,,
U14303,,
U14304,,
U14305,,
U14306,,
U14307,,
U14308,,
U14309,,
U14310,,
U14311,,
U14312,,
U14313,,
U14314,,
U14315,,
U14316,,
U14317,,
U14318,,
U14319,,
U14320,,
U16362,,
U22527,,
U23380,,
U23381,,
U23382,,
U23384,,
U28019,,
U28020,,
U28021,,
U28022,,
U28023,,
U28024,,
U28025,,
U31267,,
U31271,,
U31273,,
U31274,,
U31276,,
U37640,,
U37641,,
U37642,,
U37643,,
U37644,,
U37645,,
U37646,,
U37647,,
U37648,,
U37649,,
U37650,,
U37651,,
U37652,,
U37653,,
U37654,,
U37655,,
U37656,,
U37657,,
U37658,,
U37659,,
U37660,,
U37661,,
U37662,,
U37663,,
U37664,,
U37665,,
U37666,,
U37667,,
U37668,,
U37669,,
U37670,,
U37671,,
U38289,,
U38290,,
U45476,,
U50851,,
U50855,,
U50857,,
U50858,,
U56563,,
U56564,,
U56565,,
U56566,,
U56567,,
U56568,,
U56569,,
U56570,,
U56571,,
U56572,,
U56573,,
U56574,,
U56575,,
U56576,,
U56577,,
U56578,,
U56579,,
U56580,,
U56581,,
U56582,,
U56583,,
U56584,,
U56585,,
U56586,,
U56587,,
U56588,,
U56589,,
U56590,,
U56591,,
U56592,,
U56593,,
U56594,,
U56595,,
U56596,,
U56597,,
U56598,,
U56599,,
U56600,,
U56601,,
U61361,,
U80314,,
U80317,,
U80318,,
U80319,,
U80323,,
U80324,,
U80329,,
U80330,,
U80331,,
U80332,,
U80333,,
U80334,,
U80335,,
U80336,,
U80337,,
U80338,,
U80339,,
U80341,,
U80342,,
U80344,,
U80345,,
U80346,,
U80349,,
U80350,,
U80351,,
U80352,,
U80353,,
U80354,,
U80355,,
U81611,,
U81612,,
U81613,,
U81614,,
U81615,,
U81616,,
U81617,,
U81618,,
U89016,,
U89019,,
U90836,,
U90837,,
U90838,,
U90839,,
X16543,,
X53101,,
X53102,,
X53103,,
X53104,,
X53105,,
X53106,,
X53107,,
X53108,,
X53109,,
X53110,,
X53111,,
X53112,,
X53113,,
X53114,,
X53115,,
X53116,,
X53117,,
X53118,,
X53119,,
X53120,,
X59609,,
X59934,,
X61596,,
X65547,,
X71406,,
X76918,,
X78952,,
X78954,,
X79819,,
X79820,,
X88600,,
X88616,,
X88710,,
X88732,,
X88733,,
X88740,,
X88741,,
X88743,,
X88744,,
X88746,,
X88748,,
X88763,,
X91298,,
X91301,,
X91303,,
X91416,,
X91417,,
X91418,,
X91419,,
X91420,,
X91422,,
Y11604,,
Y12083,,
Y13184,,
Z35549,,
Z35559,,
Z35578,,
Z36525,,
Z36526,,
Z36527,,
Z70362,,
Z70418,,
Z70421,,
Z70429,,
Z70430,,
Z70444,,
Z70445,,
Z70459,,
Z70466,,
Z70468,,
Z70469,,
Z70470,,
Z70471,,
Z70479,,
Z70494,,
Z70502,,
Z97730,,
Z99040,,
Z99041,,
Z99042,,
Z99043,,
Z99044,,
OK582292,1,1a
OK582293,1,1a
OK582294,1,1a
OK582295,1,1a
OK582296,1,1a
OK582297,1,1a
OK582298,1,1a
OK582299,1,1a
OK582300,1,1a
OK582301,1,1a
OK582302,1,1a
OK582303,1,1a
OK582304,1,1a
OK582305,1,1a
OK582306,1,1a
OK582307,1,1a
OK582308,1,1a
OK582309,1,1a
OK582310,1,1a
OK582311,1,1a
OK582312,1,1a
OK582313,1,1a
OK582314,1,1a
OK582315,1,1a
OK582316,1,1a
OK582317,1,1a
OK582318,1,1a
OK582319,1,1a
OK582320,1,1a
OK582321,1,1a
OK582322,1,1a
OK582323,1,1a
OK582324,1,1a
OK582325,1,1a
OK582326,1,1a
OK582327,1,1a
OK582328,1,1a
OK582329,1,1a
OK582330,1,1a
OK582331,1,1a
OK582332,1,1a
OK582333,1,1a
OK582334,1,1a
OK582335,1,1a
OK582336,1,1a
OK582337,1,1a
OK582338,1,1a
OK582339,1,1a
OK582340,1,1a
OK582341,1,1a
OK582342,1,1a
OK582343,1,1a
OK582344,1,1a
OK582345,1,1a
OK582346,1,1a
OK582347,1,1a
OK582348,1,1a
OK582349,1,1a
OK582350,1,1a
OK582351,1,1a
OK582352,1,1a
OK582353,1,1a
OK582354,1,1a
OK582355,1,1a
OK582356,1,1a
OK582357,1,1a
OK582358,1,1a
OK582359,1,1a
OK582360,1,1a
OK582361,1,1a
OK582362,1,1a
OK582363,1,1a
OK582364,1,1a
OK582365,1,1a
OK582366,1,1a
OK582367,1,1a
OK582368,1,1a
OK582369,1,1a
OK582370,1,1a
OK582371,1,1a
OK582372,1,1a
OK582373,1,1a
OK582374,1,1a
OK582375,1,1a
OK582376,1,1a
OK582377,1,1a
OK582378,1,1a
OK582379,1,1a
OK582380,1,1a
OK582381,1,1a
OK582382,1,1a
OK582383,1,1a
OK582384,1,1a
OK582385,1,1a
OK582386,1,1a
OK582387,1,1a
OK582388,1,1a
OK582389,1,1a
OK582390,1,1a
OK582391,1,1a
OK582392,1,1a
OK582393,1,1a
OK582394,1,1a
OK582395,1,1a
OK582396,1,1a
OK582397,1,1a
OK582398,1,1a
OK582399,1,1a
OK582400,1,1a
OK582401,1,1a
OK582402,1,1a
OK582403,1,1a
OK582404,1,1a
OK582405,1,1a
OK582406,1,1a
OK582407,1,1a
OK582408,1,1a
OK582409,1,1a
OK582410,1,1a
OK582411,1,1a
OK582412,1,1a
OK582413,1,1a
OK582414,1,1a
OK582415,1,1a
OK582416,1,1a
OK582417,1,1a
OK582418,1,1a
OK582419,1,1a
OK582420,1,1a
OK582421,1,1a
OK582422,1,1a
OK582423,1,1a
OK582424,1,1a
OK582425,1,1a
OK582426,1,1a
OK582427,1,1a
OK582428,1,1a
OK582429,1,1a
OK582430,1,1a
OK582431,1,1a
OK582432,1,1a
OK582433,1,1a
OK582434,1,1a
OK582435,1,1a
OK582436,1,1a
OK582437,1,1a
OK582438,1,1a
OK582439,1,1a
OK582440,1,1a
OK582441,1,1a
OK582442,1,1a
OK582443,1,1a
OK582444,1,1a
OK582445,1,1a
OK582446,1,1a
OK582447,1,1a
OK582448,1,1a
OK582449,1,1a
OK582450,1,1a
OK582451,1,1a
OK582452,1,1a
OK582453,1,1a
OK582454,1,1a
OK582455,1,1a
OK582456,1,1a
OK582457,1,1a
OK582458,1,1a
OK582459,1,1a
OK582460,1,1a
OK582461,3,3a
OK582462,3,3a
OK582463,3,3a
OK582464,3,3a
OK582465,3,3a
OK582466,3,3a
OK582467,3,3a
OK582468,3,3a
OK582469,3,3a
OK582470,3,3a
OK582471,3,3a
OK582472,3,3a
OK582473,3,3a
OK582474,3,3a
OK582475,3,3a
OK582476,3,3a
OK582477,3,3a
OK582478,3,3a
OK582479,3,3a
OK582480,3,3a
OK582481,3,3a
OK582482,3,3a
OK582483,3,3a
OK582484,3,3a
OK582485,3,3a
OK582486,3,3a
OK582487,3,3a
OK582488,3,3a
OK582489,3,3a
OK582490,3,3a
OK582491,3,3a
OK582492,3,3a
OK582493,3,3a
OK582494,3,3a
OK582495,3,3a
OK582496,3,3a
OK582497,3,3a
OK582498,3,3a
OK582499,3,3a
OK582500,3,3a
OK582501,3,3a
OK582502,3,3a
OK582503,3,3a
OK582504,3,3a
OK582505,3,3a
OK582506,3,3a
OK582507,3,3a
OK582508,3,3a
OK582509,3,3a
OK582510,3,3a
OK582511,3,3a
OK582512,3,3a
OK582513,3,3a
OK582514,3,3a
OK582515,3,3a
OK582516,3,3a
OK582517,3,3a
OK582518,3,3a
OK582519,3,3a
OK582520,3,3a
