Accession,ClosestGenotype,ClosestSubtype,ReferenceOverlapAA,FullyCover
MG455125,,,,
MG455126,,,,
MG455127,,,,
MG455128,,,,
MG455129,,,,
MG455130,,,,
MG455131,,,,
MG455132,,,,
MG455133,,,,
MG455134,,,,
MG455135,,,,
MG455136,,,,
MG455137,,,,
MG455138,,,,
MG455139,,,,
MG455140,,,,
MG455141,,,,
MG455142,,,,
MG455143,,,,
MG455144,,,,
MG455145,,,,
MG455146,,,,
MG455147,,,,
MG455148,,,,
MG455149,,,,
MG455150,,,,
MG455151,,,,
MG455152,,,,
MG455153,,,,
MG455154,,,,
MG455155,,,,
MG455156,,,,
MG455157,,,,
MG455158,,,,
MG455159,,,,
MG455160,,,,
MG455161,,,,
MG455162,,,,
MG455163,,,,
MG455164,,,,
MG455165,,,,
MG455166,,,,
MG455167,,,,
MG455168,,,,
MG455169,,,,
MG455170,,,,
MG455171,,,,
MG455172,,,,
MG455173,,,,
MG455174,,,,
MG455175,,,,
MG455176,,,,
MG455177,,,,
MG455178,,,,
MG455179,,,,
MG455180,,,,
MG455181,,,,
MG455182,,,,
MG455183,,,,
MG455184,,,,
MG455185,,,,
MG455186,,,,
MG455187,,,,
MG455188,,,,
MG455189,,,,
MG455190,,,,
MG455191,,,,
MG455192,,,,
MG455193,,,,
MG455194,,,,
MG455195,,,,
MG455196,,,,
MG455197,,,,
MG455198,,,,
MG455199,,,,
MG455200,,,,
MG455201,,,,
MG455202,,,,
MG455203,,,,
MG455204,,,,
MG455205,,,,
MG455206,,,,
MG455207,,,,
MG455208,,,,
MG455209,,,,
MG455210,,,,
MG455211,,,,
MG455212,,,,
MG455213,,,,
MG455214,,,,
MG455215,,,,
MG455216,,,,
MG455217,,,,
MG455218,,,,
MG455219,,,,
MG455220,,,,
MG455221,,,,
MG455222,,,,
MG455223,,,,
MG455224,,,,
MG455225,,,,
MG455226,,,,
MG455227,,,,
MG455228,,,,
MG455229,,,,
MG455230,,,,
MG455231,,,,
MG455232,,,,
MG455233,,,,
MG455234,,,,
MG455235,,,,
MG455236,,,,
MG455237,,,,
MG455238,,,,
MG455239,,,,
MG455240,,,,
MG455241,,,,
MG455242,,,,
MG455243,,,,
MG455244,,,,
MG455245,,,,
MG455246,,,,
MG455247,,,,
MG455248,,,,
MG455249,,,,
MG455250,,,,
MG455251,,,,
MG455252,,,,
MG455253,,,,
MG455254,,,,
MG455255,,,,
MG455256,,,,
MG455257,,,,
MG455258,,,,
MG455259,,,,
MG455260,,,,
MG455261,,,,
MG455262,,,,
MG455263,,,,
MG455264,,,,
MG455265,,,,
MG455266,,,,
MG455267,,,,
MG455268,,,,
MG455269,,,,
MG455270,,,,
MG455271,,,,
MG455272,,,,
MG455273,,,,
MG455274,,,,
MG455275,,,,
MG455276,,,,
MG455277,,,,
MG455278,,,,
MG455279,,,,
MG455280,,,,
MG455281,,,,
MG455282,,,,
MG455283,,,,
MG455284,,,,
MG455285,,,,
MG455286,,,,
MG455287,,,,
MG455288,,,,
MG455289,,,,
MG455290,,,,
MG455291,,,,
MG455292,,,,
MG455293,,,,
MG455294,,,,
MG455295,,,,
MG455296,,,,
MG455297,,,,
MG455298,,,,
MG455299,,,,
MG455300,,,,
MG455301,,,,
MG455302,,,,
MG455303,,,,
MG455304,,,,
MG455305,,,,
MG455306,,,,
MG455307,,,,
MG455308,,,,
MG455309,,,,
MG455310,,,,
MG455311,,,,
MG455312,,,,
MG455313,,,,
MG455314,,,,
MG455315,,,,
MG455316,,,,
MG455317,,,,
MG455318,,,,
MG455319,,,,
MG455320,,,,
MG455321,,,,
MG455322,,,,
MG455323,,,,
MG455324,,,,
MG455325,,,,
MG455326,,,,
MG455327,,,,
MG455328,,,,
MG455329,,,,
MG455330,,,,
MG455331,,,,
MG455332,,,,
MG455333,,,,
MG455334,,,,
MG455335,,,,
MG455336,,,,
MG455337,,,,
MG455338,,,,
MG455339,,,,
MG455340,,,,
MG455341,,,,
MG455342,,,,
MG455343,,,,
MG455344,,,,
MG455345,,,,
MG455346,,,,
MG455347,,,,
MG455348,,,,
MG455349,,,,
MG455350,,,,
MG455351,,,,
MG455352,,,,
MG455353,,,,
MG455354,,,,
MG455355,,,,
MG455356,,,,
MG455357,,,,
MG455358,,,,
MG455359,,,,
MG455360,,,,
MG455361,,,,
MG455362,,,,
MG455363,,,,
MG455364,,,,
MG455365,,,,
MG455366,,,,
MG455367,,,,
MG455368,,,,
MG455369,,,,
MG455370,,,,
MG455371,,,,
MG455372,,,,
MG455373,,,,
MG455374,,,,
MG455375,,,,
MG455376,,,,
MG455377,,,,
MG455378,,,,
MG455379,,,,
MG455380,,,,
MG455381,,,,
MG455382,,,,
MG455383,,,,
MG455384,,,,
MG455385,,,,
MG455386,,,,
MG455387,,,,
MG455388,,,,
MG455389,,,,
MG455390,,,,
MG455391,,,,
MG455392,,,,
MG455393,,,,
MG455394,,,,
MG455395,,,,
MG455396,,,,
MG455397,,,,
MG455398,,,,
MG455399,,,,
MG455400,,,,
MG455401,,,,
MG455402,,,,
MG455403,,,,
MG455404,,,,
MG455405,,,,
MG455406,,,,
MG455407,,,,
MG455408,,,,
MG455409,,,,
MG455410,,,,
MG455411,,,,
MG455412,,,,
MG455413,,,,
MG455414,,,,
MG455415,,,,
MG455416,,,,
MG455417,,,,
MG455418,,,,
MG455419,,,,
MG455420,,,,
MG455421,,,,
MG455422,,,,
MG455423,,,,
MG455424,,,,
MG455425,,,,
MG455426,,,,
MG455427,,,,
MG455428,,,,
MG455429,,,,
MG455430,,,,
MG455431,,,,
MG455432,,,,
MG455433,,,,
MG455434,,,,
MG455435,,,,
MG455436,,,,
MG455437,,,,
MG455438,,,,
MG455439,,,,
MG455440,,,,
MG455441,,,,
MG455442,,,,
MG455443,,,,
MG455444,,,,
MG455445,,,,
MG455446,,,,
MG455447,,,,
MG455448,,,,
MG455449,,,,
MG455450,,,,
MG455451,,,,
MG455452,,,,
MG455453,,,,
MG455454,,,,
MG455455,,,,
MG455456,,,,
MG455457,,,,
MG455458,,,,
MG455459,,,,
MG455460,,,,
MG455461,,,,
MG455462,,,,
MG455463,,,,
MG455464,,,,
MG455465,,,,
MG455466,,,,
MG455467,,,,
MG455468,,,,
MG455469,,,,
MG455470,,,,
MG455471,,,,
MG455472,,,,
MG455473,,,,
MG455474,,,,
MG455475,,,,
MG455476,,,,
MG455477,,,,
MG455478,,,,
MG455479,,,,
MG455480,,,,
MG455481,,,,
MG455482,,,,
MG455483,,,,
MG455484,,,,
MG455485,,,,
MG455486,,,,
MG455487,,,,
MG455488,,,,
MG455489,,,,
MG455490,,,,
MG455491,,,,
MG455492,,,,
MG455493,,,,
MG455494,,,,
MG455495,,,,
MG455496,,,,
MG455497,,,,
MG455498,,,,
MG455499,,,,
MG455500,,,,
MG455501,,,,
MG455502,,,,
MG455503,,,,
MG455504,,,,
MG455505,,,,
MG455506,,,,
MG455507,,,,
MG455508,,,,
MG455509,,,,
MG455510,,,,
MG455511,,,,
MG455512,,,,
MG455513,,,,
MG455514,,,,
MG455515,,,,
MG455516,,,,
MG455517,,,,
MG455518,,,,
MG455519,,,,
MG455520,,,,
MG455521,,,,
MG455522,,,,
MG455523,,,,
MG455524,,,,
MG455525,,,,
MG455526,,,,
MG455527,,,,
MG455528,,,,
MG455529,,,,
MG455530,,,,
MG455531,,,,
MG455532,,,,
MG455533,,,,
MG455534,,,,
MG455535,,,,
MG455536,,,,
MG455537,,,,
MG455538,,,,
MG455539,,,,
MG455540,,,,
MG455541,,,,
MG455542,,,,
MG455543,,,,
MG455544,,,,
MG455545,,,,
MG455546,,,,
MG455547,,,,
MG455548,,,,
MG455549,,,,
MG455550,,,,
MG455551,,,,
MG455552,,,,
MG455553,,,,
MG455554,,,,
MG455555,,,,
MG455556,,,,
MG455557,,,,
MG455558,,,,
MG455559,,,,
MG455560,,,,
MG455561,,,,
MG455562,,,,
MG455563,,,,
MG455564,,,,
MG455565,,,,
MG455566,,,,
MG455567,,,,
MG455568,,,,
MG455569,,,,
MG455570,,,,
MG455571,,,,
MG455572,,,,
MG455573,,,,
MG455574,,,,
MG455575,,,,
MG455576,,,,
MG455577,,,,
MG455578,,,,
MG455579,,,,
MG455580,,,,
MG455581,,,,
MG455582,,,,
MG455583,,,,
MG455584,,,,
MG455585,,,,
MG455586,,,,
MG455587,,,,
MG455588,,,,
MG455589,,,,
MG455590,,,,
MG455591,,,,
MG455592,,,,
MG455593,,,,
MG455594,,,,
MG455595,,,,
MG455596,,,,
MG455597,,,,
MG455598,,,,
MG455599,,,,
MG455600,,,,
MG455601,,,,
MG455602,,,,
MG455603,,,,
MG455604,,,,
MG455605,,,,
MG455606,,,,
MG455607,,,,
MG455608,,,,
MG455609,,,,
MG455610,,,,
MG455611,,,,
MG455612,,,,
MG455613,,,,
MG455614,,,,
MG455615,,,,
MG455616,,,,
MG455617,,,,
MG455618,,,,
MG455619,,,,
MG455620,,,,
MG455621,,,,
MG455622,,,,
MG455623,,,,
MG455624,,,,
MG455625,,,,
MG455626,,,,
MG455627,,,,
MG455628,,,,
MG455629,,,,
MG455630,,,,
MG455631,,,,
MG455632,,,,
MG455633,,,,
MG455634,,,,
MG455635,,,,
MG455636,,,,
MG455637,,,,
MG455638,,,,
MG455639,,,,
MG455640,,,,
MG455641,,,,
MG455642,,,,
MG455643,,,,
MG455644,,,,
MG455645,,,,
MG455646,,,,
MG455647,,,,
MG455648,,,,
MG455649,,,,
MG455650,,,,
MG455651,,,,
MG455652,,,,
MG455653,,,,
MG455654,,,,
MG455655,,,,
MG455656,,,,
MG455657,,,,
MG455658,,,,
MG455659,,,,
MG455660,,,,
MG455661,,,,
MG455662,,,,
MG455663,,,,
MG455664,,,,
MG455665,,,,
MG455666,,,,
MG455667,,,,
MG455668,,,,
MG455669,,,,
MG455670,,,,
MG455671,,,,
MG455672,,,,
MG455673,,,,
MG455674,,,,
MG455675,,,,
MG455676,,,,
MG455677,,,,
MG455678,,,,
MG455679,,,,
MG455680,,,,
MG455681,,,,
MG455682,,,,
MG455683,,,,
MG455684,,,,
MG455685,,,,
MG455686,,,,
MG455687,,,,
MG455688,,,,
MG455689,,,,
MG455690,,,,
MG455691,,,,
MG455692,,,,
MG455693,,,,
MG455694,,,,
MG455695,,,,
MG455696,,,,
MG455697,,,,
MG455698,,,,
MG455699,,,,
MG455700,,,,
MG455701,,,,
MG455702,,,,
MG455703,,,,
MG455704,,,,
MG455705,,,,
MG455706,,,,
MG455707,,,,
MG455708,,,,
MG455709,,,,
MG455710,,,,
MG455711,,,,
MG455712,,,,
MG455713,,,,
MG455714,,,,
MG455715,,,,
MG455716,,,,
MG455717,,,,
MG455718,,,,
MG455719,,,,
MG455720,,,,
MG455721,,,,
MG455722,,,,
MG455723,,,,
MG455724,,,,
MG455725,,,,
MG455726,,,,
MG455727,,,,
MG455728,,,,
MG455729,,,,
MG455730,,,,
MG455731,,,,
MG455732,,,,
MG455733,,,,
MG455734,,,,
MG455735,,,,
MG455736,,,,
MG455737,,,,
MG455738,,,,
MG455739,,,,
MG455740,,,,
MG455741,,,,
MG455742,,,,
MG455743,,,,
MG455744,,,,
MG455745,,,,
MG455746,,,,
MG455747,,,,
MG455748,,,,
MG455749,,,,
MG455750,,,,
MG455751,,,,
MG455752,,,,
MG455753,,,,
MG455754,,,,
MG455755,,,,
MG455756,,,,
MG455757,,,,
MG455758,,,,
MG455759,,,,
MG455760,,,,
MG455761,,,,
MG455762,,,,
MG455763,,,,
MG455764,,,,
MG455765,,,,
MG455766,,,,
MG455767,,,,
MG455768,,,,
MG455769,,,,
MG455770,,,,
MG455771,,,,
MG455772,,,,
MG455773,,,,
MG455774,,,,
MG455775,,,,
MG455776,,,,
MG455777,,,,
MG455778,,,,
MG455779,,,,
MG455780,,,,
MG455781,,,,
MG455782,,,,
MG455783,,,,
MG455784,,,,
MG455785,,,,
MG455786,,,,
MG455787,,,,
MG455788,,,,
MG455789,,,,
MG455790,,,,
MG455791,,,,
MG455792,,,,
MG455793,,,,
MG455794,,,,
MG455795,,,,
MG455796,,,,
MG455797,,,,
MG455798,,,,
MG455799,,,,
MG455800,,,,
MG455801,,,,
MG455802,,,,
MG455803,,,,
MG455804,,,,
MG455805,,,,
MG455806,,,,
MG455807,,,,
MG455808,,,,
MG455809,,,,
MG455810,,,,
MG455811,,,,
MG455812,,,,
MG455813,,,,
MG455814,,,,
MG455815,,,,
MG455816,,,,
MG455817,,,,
MG455818,,,,
MG455819,,,,
MG455820,,,,
MG455821,,,,
MG455822,,,,
MG455823,,,,
MG455824,,,,
MG455825,,,,
MG455826,,,,
MG455827,,,,
MG455828,,,,
MG455829,,,,
MG455830,,,,
MG455831,,,,
MG455832,,,,
MG455833,,,,
MG455834,,,,
MG455835,,,,
MG455836,,,,
MG455837,,,,
MG455838,,,,
MG455839,,,,
MG455840,,,,
MG455841,,,,
MG455842,,,,
MG455843,,,,
MG455844,,,,
MG455845,,,,
MG455846,,,,
MG455847,,,,
MG455848,,,,
MG455849,,,,
MG455850,,,,
MG455851,,,,
MG455852,,,,
MG455853,,,,
MG455854,,,,
MG455855,,,,
MG455856,,,,
MG455857,,,,
MG455858,,,,
MG455859,,,,
MG455860,,,,
MG455861,,,,
MG455862,,,,
MG455863,,,,
MG455864,,,,
MG455865,,,,
MG455866,,,,
MG455867,,,,
MG455868,,,,
MG455869,,,,
MG455870,,,,
MG455871,,,,
MG455872,,,,
MG455873,,,,
MG455874,,,,
MG455875,,,,
MG455876,,,,
MG455877,,,,
MG455878,,,,
MG455879,,,,
MG455880,,,,
MG455881,,,,
MG455882,,,,
MG455883,,,,
MG455884,,,,
MG455885,,,,
MG455886,,,,
MG455887,,,,
MG455888,,,,
MG455889,,,,
MG455890,,,,
MG455891,,,,
MG455892,,,,
MG455893,,,,
MG455894,,,,
MG455895,,,,
MG455896,,,,
MG455897,,,,
MG455898,,,,
MG455899,,,,
MG455900,,,,
MG455901,,,,
MG455902,,,,
MG455903,,,,
MG455904,,,,
MG455905,,,,
MG455906,,,,
MG455907,,,,
MG455908,,,,
MG455909,,,,
MG455910,,,,
MG455911,,,,
MG455912,,,,
MG455913,,,,
MG455914,,,,
MG455915,,,,
MG455916,,,,
MG455917,,,,
MG455918,,,,
MG455919,,,,
MG455920,,,,
MG455921,,,,
MG455922,,,,
MG455923,,,,
MG455924,,,,
MG455925,,,,
MG455926,,,,
MG455927,,,,
MG455928,,,,
MG455929,,,,
MG455930,,,,
MG455931,,,,
MG455932,,,,
MG455933,,,,
MG455934,,,,
MG455935,,,,
MG455936,,,,
MG455937,,,,
MG455938,,,,
MG455939,,,,
MG455940,,,,
MG455941,,,,
MG455942,,,,
MG455943,,,,
MG455944,,,,
MG455945,,,,
MG455946,,,,
MG455947,,,,
MG455948,,,,
MG455949,,,,
MG455950,,,,
MG455951,,,,
MG455952,,,,
MG455953,,,,
MG455954,,,,
MG455955,,,,
MG455956,,,,
MG455957,,,,
MG455958,,,,
MG455959,,,,
MG455960,,,,
MG455961,,,,
MG455962,,,,
MG455963,,,,
MG455964,,,,
MG455965,,,,
MG455966,,,,
MG455967,,,,
MG455968,,,,
MG455969,,,,
MG455970,,,,
MG455971,,,,
MG455972,,,,
MG455973,,,,
MG455974,,,,
MG455975,,,,
MG455976,,,,
MG455977,,,,
MG455978,,,,
MG455979,,,,
MG455980,,,,
MG455981,,,,
MG455982,,,,
MG455983,,,,
MG455984,,,,
MG455985,,,,
MG455986,,,,
MG455987,,,,
MG455988,,,,
MG455989,,,,
MG455990,,,,
MG455991,,,,
MG455992,,,,
MG455993,,,,
MG455994,,,,
MG455995,,,,
MG455996,,,,
MG455997,,,,
MG455998,,,,
MG455999,,,,
MG456000,,,,
MG456001,,,,
MG456002,,,,
MG456003,,,,
MG456004,,,,
MG456005,,,,
MG456006,,,,
MG456007,,,,
MG456008,,,,
MG456009,,,,
MG456010,,,,
MG456011,,,,
MG456012,,,,
MG456013,,,,
MG456014,,,,
MG456015,,,,
MG456016,,,,
MG456017,,,,
MG456018,,,,
MG456019,,,,
MG456020,,,,
MG456021,,,,
MG456022,,,,
MG456023,,,,
MG456024,,,,
MG456025,,,,
MG456026,,,,
MG456027,,,,
MG456028,,,,
MG456029,,,,
MG456030,,,,
MG456031,,,,
MG456032,,,,
MG456033,,,,
MG456034,,,,
MG456035,,,,
MG456036,,,,
MG456037,,,,
MG456038,,,,
MG456039,,,,
MG456040,,,,
MG456041,,,,
MG456042,,,,
MG456043,,,,
MG456044,,,,
MG456045,,,,
MG456046,,,,
MG456047,,,,
MG456048,,,,
MG456049,,,,
MG456050,,,,
MG456051,,,,
MG456052,,,,
MG456053,,,,
MG456054,,,,
MG456055,,,,
MG456056,,,,
MG456057,,,,
MG456058,,,,
MG456059,,,,
MG456060,,,,
MG456061,,,,
MG456062,,,,
MG456063,,,,
MG456064,,,,
MG456065,,,,
MG456066,,,,
MG456067,,,,
MG456068,,,,
MG456069,,,,
MG456070,,,,
MG456071,,,,
MG456072,,,,
MG456073,,,,
MG456074,,,,
MG456075,,,,
MG456076,,,,
MG456077,,,,
MG456078,,,,
MG456079,,,,
MG456080,,,,
MG456081,,,,
MG456082,,,,
MG456083,,,,
MG456084,,,,
MG456085,,,,
MG456086,,,,
MG456087,,,,
MG456088,,,,
MG456089,,,,
MG456090,,,,
MG456091,,,,
MG456092,,,,
MG456093,,,,
MG456094,,,,
MG456095,,,,
MG456096,,,,
MG456097,,,,
MG456098,,,,
MG456099,,,,
MG456100,,,,
MG456101,,,,
MG456102,,,,
MG456103,,,,
MG456104,,,,
MG456105,,,,
MG456106,,,,
MG456107,,,,
MG456108,,,,
MG456109,,,,
MG456110,,,,
MG456111,,,,
MG456112,,,,
MG456113,,,,
MG456114,,,,
MG456115,,,,
MG456116,,,,
MG456117,,,,
MG456118,,,,
MG456119,,,,
MG456120,,,,
MG456121,,,,
MG456122,,,,
MG456123,,,,
MG456124,,,,
MG456125,,,,
MG456126,,,,
MG456127,,,,
MG456128,,,,
MG456129,,,,
MG456130,,,,
MG456131,,,,
MG456132,,,,
MG456133,,,,
MG456134,,,,
MG456135,,,,
MG456136,,,,
MG456137,,,,
MG456138,,,,
MG456139,,,,
MG456140,,,,
MG456141,,,,
MG456142,,,,
MG456143,,,,
MG456144,,,,
MG456145,,,,
MG456146,,,,
MG456147,,,,
MG456148,,,,
MG456149,,,,
MG456150,,,,
MG456151,,,,
MG456152,,,,
MG456153,,,,
MG456154,,,,
MG456155,,,,
MG456156,,,,
MG456157,,,,
MG456158,,,,
MG456159,,,,
MG456160,,,,
MG456161,,,,
MG456162,,,,
MG456163,,,,
MG456164,,,,
MG456165,,,,
MG456166,,,,
MG456167,,,,
MG456168,,,,
MG456169,,,,
MG456170,,,,
MG456171,,,,
MG456172,,,,
MG456173,,,,
MG456174,,,,
MG456175,,,,
MG456176,,,,
MG456177,,,,
MG456178,,,,
MG456179,,,,
MG456180,,,,
MG456181,,,,
MG456182,,,,
MG456183,,,,
MG456184,,,,
MG456185,,,,
MG456186,,,,
MG456187,,,,
MG456188,,,,
MG456189,,,,
MG456190,,,,
MG456191,,,,
MG456192,,,,
MG456193,,,,
MG456194,,,,
MG456195,,,,
MG456196,,,,
MG456197,,,,
MG456198,,,,
MG456199,,,,
MG456200,,,,
MG456201,,,,
MG456202,,,,
MG456203,,,,
MG456204,,,,
MG456205,,,,
MG456206,,,,
MG456207,,,,
MG456208,,,,
MG456209,,,,
MG456210,,,,
MG456211,,,,
MG456212,,,,
MG456213,,,,
MG456214,,,,
MG456215,,,,
MG456216,,,,
MG456217,,,,
MG456218,,,,
MG456219,,,,
MG456220,,,,
MG456221,,,,
MG456222,,,,
MG456223,,,,
MG456224,,,,
MG456225,,,,
MG456226,,,,
MG456227,,,,
MG456228,,,,
MG456229,,,,
MG456230,,,,
MG456231,,,,
MG456232,,,,
MG456233,,,,
MG456234,,,,
MG456235,,,,
MG456236,,,,
MG456237,,,,
MG456238,,,,
MG456239,,,,
MG456240,,,,
MG456241,,,,
MG456242,,,,
MG456243,,,,
MG456244,,,,
MG456245,,,,
MG456246,,,,
MG456247,,,,
MG456248,,,,
MG456249,,,,
MG456250,,,,
MG456251,,,,
MG456252,,,,
MG456253,,,,
MG456254,,,,
MG456255,,,,
MG456256,,,,
MG456257,,,,
MG456258,,,,
MG456259,,,,
MG456260,,,,
MG456261,,,,
MG456262,,,,
MG456263,,,,
MG456264,,,,
MG456265,,,,
MG456266,,,,
MG456267,,,,
MG456268,,,,
MG456269,,,,
MG456270,,,,
MG456271,,,,
MG456272,,,,
MG456273,,,,
MG456274,,,,
MG456275,,,,
MG456276,,,,
MG456277,,,,
MG456278,,,,
MG456279,,,,
MG456280,,,,
MG456281,,,,
MG456282,,,,
MG456283,,,,
MG456284,,,,
MG456285,,,,
MG456286,,,,
MG456287,,,,
MG456288,,,,
MG456289,,,,
MG456290,,,,
MG456291,,,,
MG456292,,,,
MG456293,,,,
MG456294,,,,
MG456295,,,,
MG456296,,,,
MG456297,,,,
MG456298,,,,
MG456299,,,,
MG456300,,,,
MG456301,,,,
MG456302,,,,
MG456303,,,,
MG456304,,,,
MG456305,,,,
MG456306,,,,
MG456307,,,,
MG456308,,,,
MG456309,,,,
MG456310,,,,
MG456311,,,,
MG456312,,,,
MG456313,,,,
MG456314,,,,
MG456315,,,,
MG456316,,,,
MG456317,,,,
MG456318,,,,
MG456319,,,,
MG456320,,,,
MG456321,,,,
MG456322,,,,
MG456323,,,,
MG456324,,,,
MG456325,,,,
MG456326,,,,
MG456327,,,,
MG456328,,,,
MG456329,,,,
MG456330,,,,
MG456331,,,,
MG456332,,,,
MG456333,,,,
MG456334,,,,
MG456335,,,,
MG456336,,,,
MG456337,,,,
MG456338,,,,
MG456339,,,,
MG456340,,,,
MG456341,,,,
MG456342,,,,
MG456343,,,,
MG456344,,,,
MG456345,,,,
MG456346,,,,
MG456347,,,,
MG456348,,,,
MG456349,,,,
MG456350,,,,
MG456351,,,,
MG456352,,,,
MG456353,,,,
MG456354,,,,
MG456355,,,,
MG456356,,,,
MG456357,,,,
MG456358,,,,
MG456359,,,,
MG456360,,,,
MG456361,,,,
MG456362,,,,
MG456363,,,,
MG456364,,,,
MG456365,,,,
MG456366,,,,
MG456367,,,,
MG456368,,,,
MG456369,,,,
MG456370,,,,
MG456371,,,,
MG456372,,,,
MG456373,,,,
MG456374,,,,
MG456375,,,,
MG456376,,,,
MG456377,,,,
MG456378,,,,
MG456379,,,,
MG456380,,,,
MG456381,,,,
MG456382,,,,
MG456383,,,,
MG456384,,,,
MG456385,,,,
MG456386,,,,
MG456387,,,,
MG456388,,,,
MG456389,,,,
MG456390,,,,
MG456391,,,,
MG456392,,,,
MG456393,,,,
MG456394,,,,
MG456395,,,,
MG456396,,,,
MG456397,,,,
MG456398,,,,
MG456399,,,,
MG456400,,,,
MG456401,,,,
MG456402,,,,
MG456403,,,,
MG456404,,,,
MG456405,,,,
MG456406,,,,
MG456407,,,,
MG456408,,,,
MG456409,,,,
MG456410,,,,
MG456411,,,,
MG456412,,,,
MG456413,,,,
MG456414,,,,
MG456415,,,,
MG456416,,,,
MG456417,,,,
MG456418,,,,
MG456419,,,,
MG456420,,,,
MG456421,,,,
MG456422,,,,
MG456423,,,,
MG456424,,,,
MG456425,,,,
MG456426,,,,
MG456427,,,,
MG456428,,,,
MG456429,,,,
MG456430,,,,
MG456431,,,,
MG456432,,,,
MG456433,,,,
MG456434,,,,
MG456435,,,,
MG456436,,,,
MG456437,,,,
MG456438,,,,
MG456439,,,,
MG456440,,,,
MG456441,,,,
MG456442,,,,
MG456443,,,,
MG456444,,,,
MG456445,,,,
MG456446,,,,
MG456447,,,,
MG456448,,,,
MG456449,,,,
MG456450,,,,
MG456451,,,,
MG456452,,,,
MG456453,,,,
MG456454,,,,
MG456455,,,,
MG456456,,,,
MG456457,,,,
MG456458,,,,
MG456459,,,,
MG456460,,,,
MG456461,,,,
MG456462,,,,
MG456463,,,,
MG456464,,,,
MG456465,,,,
MG456466,,,,
MG456467,,,,
MG456468,,,,
MG456469,,,,
MG456470,,,,
MG456471,,,,
MG456472,,,,
MG456473,,,,
MG456474,,,,
MG456475,,,,
MG456476,,,,
MG456477,,,,
MG456478,,,,
MG456479,,,,
MG456480,,,,
MG456481,,,,
MG456482,,,,
MG456483,,,,
MG456484,,,,
MG456485,,,,
MG456486,,,,
MG456487,,,,
MG456488,,,,
MG456489,,,,
MG456490,,,,
MG456491,,,,
MG456492,,,,
MG456493,,,,
MG456494,,,,
MG456495,,,,
MG456496,,,,
MG456497,,,,
MG456498,,,,
MG456499,,,,
MG456500,,,,
MG456501,,,,
MG456502,,,,
MG456503,,,,
MG456504,,,,
MG456505,,,,
MG456506,,,,
MG456507,,,,
MG456508,,,,
MG456509,,,,
MG456510,,,,
MG456511,,,,
MG456512,,,,
MG456513,,,,
MG456514,,,,
MG456515,,,,
MG456516,,,,
MG456517,,,,
MG456518,,,,
MG456519,,,,
MG456520,,,,
MG456521,,,,
MG456522,,,,
MG456523,,,,
MG456524,,,,
MG456525,,,,
MG456526,,,,
MG456527,,,,
MG456528,,,,
MG456529,,,,
MG456530,,,,
MG456531,,,,
MG456532,,,,
MG456533,,,,
MG456534,,,,
MG456535,,,,
MG456536,,,,
MG456537,,,,
MG456538,,,,
MG456539,,,,
MG456540,,,,
MG456541,,,,
MG456542,,,,
MG456543,,,,
MG456544,,,,
MG456545,,,,
MG456546,,,,
MG456547,,,,
MG456548,,,,
MG456549,,,,
MG456550,,,,
MG456551,,,,
MG456552,,,,
MG456553,,,,
MG456554,,,,
MG456555,,,,
MG456556,,,,
MG456557,,,,
MG456558,,,,
MG456559,,,,
MG456560,,,,
MG456561,,,,
MG456562,,,,
MG456563,,,,
MG456564,,,,
MG456565,,,,
MG456566,,,,
MG456567,,,,
MG456568,,,,
MG456569,,,,
MG456570,,,,
MG460589,,,,
MG460590,,,,
MG460591,,,,
MG460592,,,,
MG460593,,,,
MG460594,,,,
MG460595,,,,
MG460596,,,,
MG460597,,,,
MG460598,,,,
MG460599,,,,
MG460600,,,,
MG460601,,,,
MG460602,,,,
MG515251,,,,
MG515252,,,,
MG515253,,,,
MG515254,,,,
MG515255,,,,
MG515256,,,,
MG515257,,,,
MG515258,,,,
MG515532,1,1a,234-321,
MG515533,1,1a,234-321,
MG517000,,,,
MG517001,,,,
MG517002,,,,
MG517003,,,,
MG517004,,,,
MG519793,,,,
MG519794,,,,
MG519795,,,,
MG519796,,,,
MG519797,,,,
MG519798,,,,
MG519799,,,,
MG519800,,,,
MG519801,,,,
MG519802,,,,
MG519803,,,,
MG519804,,,,
MG545904,,,,
MG545905,,,,
MG545906,,,,
MG545907,,,,
MG545908,,,,
MG563373,,,,
MG581919,1,1a,150-321,Yes
MG581920,1,1a,150-321,Yes
MG581921,1,1a,150-321,Yes
MG581922,1,1a,150-321,Yes
MG581923,1,1a,150-321,Yes
MG581924,3,3a,150-321,Yes
MG581925,3,3a,150-321,Yes
MG581926,3,3a,150-321,Yes
MG581927,3,3a,150-321,Yes
MG581928,3,3a,150-321,Yes
MG581929,3,3a,150-321,Yes
MG601767,,,,
MG601768,,,,
MG601769,,,,
MG601770,,,,
MG601771,,,,
MG601772,,,,
MG601773,,,,
MG601774,,,,
MG601775,2,2c,150-321,Yes
MG601776,2,2c,150-321,Yes
MG601777,2,2c,150-321,Yes
MG601778,2,2c,150-321,Yes
MG602797,4,4a,150-321,Yes
MG602798,4,4a,150-321,Yes
MG602799,4,4a,150-321,Yes
MG602800,4,4a,150-321,Yes
MG602801,4,4a,150-321,Yes
MG602802,4,4a,150-321,Yes
MG602803,4,4a,150-321,Yes
MG602804,4,4a,150-321,Yes
MG602805,4,4a,150-321,Yes
