Accession,AssignedGenotype,Subtype6aDistance,Subtype6aDistance,Subtype6bDistance,Subtype6cDistance,Subtype6dDistance,Subtype6eDistance,Subtype6fDistance,Subtype6gDistance,Subtype6hDistance,Subtype6iDistance,Subtype6jDistance,Subtype6kDistance,Subtype6lDistance,Subtype6mDistance,Subtype6nDistance,Subtype6nDistance,Subtype6oDistance,Subtype6pDistance,Subtype6qDistance,Subtype6rDistance,Subtype6sDistance,Subtype6tDistance,Subtype6tDistance,Subtype6uDistance,Subtype6vDistance,Subtype6vDistance,Subtype6wDistance,Subtype6wDistance,Subtype6xaDistance,Subtype6xaDistance,Subtype6xbDistance,Subtype6xbDistance,Subtype6xcDistance,Subtype6xdDistance,Subtype6xdDistance,Subtype6xeDistance,Subtype6xeDistance,Subtype6xfDistance,Subtype6xfDistance,Subtype6xgDistance,Subtype6xgDistance,Subtype6xhDistance,Subtype6xiDistance,Subtype6xiDistance,Subtype6xjDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
PP164737,6,23.450,23.450,23.208,18.132,18.644,19.048,2.747,21.469,26.880,27.103,28.172,25.458,24.408,25.960,22.303,22.303,19.414,19.075,19.742,15.739,26.408,17.850,17.850,18.315,25.195,25.195,21.277,21.277,21.514,21.514,24.624,24.624,21.024,23.670,23.670,23.670,23.670,22.631,22.631,23.218,23.218,20.974,25.424,25.424,26.820,6f,2.747,6r,15.739
PP164738,6,23.837,23.837,23.585,18.498,19.774,19.963,2.381,21.092,26.177,27.103,27.239,25.547,25.319,25.777,23.077,23.077,19.780,18.882,20.926,15.931,25.775,16.346,16.346,18.864,25.781,25.781,22.437,22.437,22.510,22.510,24.624,24.624,22.121,23.783,23.783,23.713,23.713,22.008,22.008,23.218,23.218,21.348,25.235,25.235,26.628,6f,2.381,6r,15.931
PP164739,6,24.806,24.806,22.830,17.766,19.586,19.048,3.114,20.904,25.989,26.916,26.866,25.275,24.772,26.325,23.443,23.443,19.048,19.075,20.556,15.355,26.459,15.962,15.962,18.132,26.367,26.367,21.277,21.277,23.108,23.108,24.248,24.248,21.389,23.626,23.626,24.449,24.449,21.083,21.083,24.680,24.680,21.161,26.177,26.177,26.628,6f,3.114,6r,15.355
PP164740,6,24.855,24.855,23.962,19.597,19.774,19.597,4.579,21.092,26.592,27.509,28.015,25.800,26.047,26.504,23.810,23.810,19.561,20.424,22.411,16.123,26.894,18.130,18.130,19.963,26.378,26.378,23.917,23.917,24.356,24.356,24.314,24.314,22.476,25.094,25.094,25.000,25.000,23.077,23.077,24.314,24.314,22.951,25.424,25.424,27.839,6f,4.579,6r,16.123
PP164741,6,24.319,24.319,23.048,19.231,18.774,18.830,2.930,21.657,27.767,27.323,27.509,25.458,25.137,25.777,23.626,23.626,19.963,19.461,21.481,17.216,25.145,17.050,17.050,18.315,25.912,25.912,22.824,22.824,22.510,22.510,23.473,23.473,22.121,23.766,23.766,24.265,24.265,22.841,22.841,24.132,24.132,21.229,23.327,23.327,26.742,6f,2.930,6r,17.216
PP164742,6,24.225,24.225,23.396,18.681,18.832,19.414,4.029,21.657,27.119,27.477,29.478,25.641,24.954,25.411,22.711,22.711,18.282,19.461,21.587,15.931,26.265,18.426,18.426,18.132,25.977,25.977,21.857,21.857,22.311,22.311,23.120,23.120,22.121,24.220,24.220,24.081,24.081,22.244,22.244,23.218,23.218,20.225,24.859,24.859,25.862,6f,4.029,6r,15.931
PP164743,6,23.643,23.643,23.019,18.498,18.079,17.766,3.114,20.716,26.742,26.916,27.664,25.275,23.679,25.641,21.795,21.795,17.949,19.268,21.296,14.971,26.070,16.956,16.956,19.231,25.781,25.781,21.277,21.277,21.713,21.713,23.496,23.496,19.732,23.723,23.723,23.713,23.713,22.348,22.348,23.810,23.810,19.850,24.482,24.482,26.054,6f,3.114,6r,14.971
PP164744,6,24.031,24.031,22.830,17.582,18.644,18.864,3.663,21.092,26.554,27.290,27.799,25.424,23.679,25.777,23.077,23.077,19.963,19.653,19.962,13.820,25.486,17.274,17.274,18.315,26.172,26.172,22.222,22.222,22.908,22.908,23.035,23.035,20.690,24.060,24.060,24.632,24.632,23.295,23.295,23.949,23.949,21.978,24.294,24.294,26.557,6f,3.663,6r,13.820
PP164745,6,24.906,24.906,25.547,18.498,19.048,19.597,4.945,21.795,26.930,28.090,27.799,25.641,25.094,25.411,22.894,22.894,19.780,20.513,20.904,16.667,26.400,18.042,18.042,20.879,25.977,25.977,22.366,22.366,23.417,23.417,24.314,24.314,20.690,24.587,24.587,24.081,24.081,22.264,22.264,24.314,24.314,20.833,25.824,25.824,26.557,6f,4.945,6r,16.667
PP164746,6,24.612,24.612,23.774,18.681,19.397,19.597,3.846,20.716,26.365,26.729,27.612,25.235,24.954,25.960,23.810,23.810,20.147,19.846,20.904,14.395,26.459,17.658,17.658,19.048,25.781,25.781,21.846,21.846,22.709,22.709,24.863,24.863,21.073,23.872,23.872,24.449,24.449,23.396,23.396,24.132,24.132,21.429,25.047,25.047,27.106,6f,3.846,6r,14.395
PP164747,6,24.031,24.031,22.642,17.399,19.021,18.864,3.114,20.716,27.307,28.598,28.172,25.641,24.408,26.325,22.669,22.669,18.498,19.268,21.296,14.779,26.459,16.891,16.891,18.864,26.367,26.367,22.599,22.599,23.307,23.307,23.496,23.496,21.389,24.176,24.176,24.081,24.081,23.791,23.791,24.314,24.314,22.097,24.294,24.294,25.862,6f,3.114,6r,14.779
PP164748,6,25.388,25.388,24.528,18.864,19.048,18.132,4.762,20.865,27.119,26.916,28.253,25.989,24.408,26.316,24.176,24.176,20.147,21.241,21.033,17.582,26.716,19.414,19.414,18.681,26.367,26.367,22.868,22.868,23.992,23.992,23.766,23.766,20.762,25.421,25.421,24.449,24.449,23.295,23.295,24.863,24.863,22.711,25.092,25.092,27.289,6f,4.762,6r,17.582
PP164749,6,24.031,24.031,23.396,18.681,19.397,19.963,3.846,21.846,26.930,28.652,28.172,25.458,25.865,25.046,23.810,23.810,19.048,19.461,20.926,16.123,26.070,17.115,17.115,19.231,25.586,25.586,22.437,22.437,22.709,22.709,25.188,25.188,22.669,23.626,23.626,24.816,24.816,22.973,22.973,24.314,24.314,21.348,25.235,25.235,26.820,6f,3.846,6r,16.123
PP164750,6,25.194,25.194,23.208,19.231,19.586,20.330,4.029,21.657,27.925,28.598,28.492,25.824,25.683,26.923,23.993,23.993,19.414,20.231,21.481,16.315,26.654,18.810,18.810,20.147,26.562,26.562,22.437,22.437,23.506,23.506,24.436,24.436,22.303,24.060,24.060,25.184,25.184,23.791,23.791,25.275,25.275,21.536,24.859,24.859,26.628,6f,4.029,6r,16.315
PP164751,6,25.388,25.388,23.585,19.048,18.832,18.498,4.762,20.904,27.119,26.729,28.037,24.859,25.137,26.374,23.443,23.443,19.231,20.617,20.904,16.891,26.459,18.426,18.426,19.231,25.586,25.586,21.657,21.657,21.713,21.713,23.218,23.218,21.456,23.970,23.970,23.897,23.897,22.917,22.917,24.908,24.908,21.245,24.670,24.670,26.740,6f,4.762,6r,16.891
PP164752,6,24.131,24.131,23.585,18.498,19.021,19.231,4.762,20.716,26.355,27.273,27.829,24.818,25.865,26.508,24.132,24.132,19.963,19.846,21.296,15.931,26.703,17.591,17.591,19.597,26.172,26.172,22.514,22.514,23.225,23.225,24.248,24.248,21.024,23.626,23.626,24.449,24.449,21.689,21.689,24.497,24.497,21.455,25.235,25.235,26.554,6f,4.762,6r,15.931
PP164753,6,24.366,24.366,23.585,17.949,19.021,19.414,3.480,22.034,27.119,27.850,27.425,25.612,24.044,26.143,22.852,22.852,20.330,19.075,20.075,14.587,25.292,17.726,17.726,19.231,25.781,25.781,22.222,22.222,23.506,23.506,24.314,24.314,21.264,24.359,24.359,24.037,24.037,22.642,22.642,23.766,23.766,21.429,24.859,24.859,26.374,6f,3.480,6r,14.587
PP164754,6,24.225,24.225,23.208,18.498,19.397,19.048,2.747,20.904,26.177,26.916,26.160,25.047,23.862,25.960,22.527,22.527,19.414,19.268,20.599,15.355,26.459,17.274,17.274,18.132,25.586,25.586,21.657,21.657,22.311,22.311,24.680,24.680,20.881,23.221,23.221,23.713,23.713,21.321,21.321,23.905,23.905,21.245,24.482,24.482,26.190,6f,2.747,6r,15.355
PP164755,6,24.419,24.419,23.485,18.132,17.891,19.126,3.846,20.151,26.554,27.664,29.182,25.275,24.590,26.923,23.260,23.260,19.048,18.304,21.072,15.355,26.345,16.699,16.699,18.761,24.609,24.609,21.857,21.857,22.265,22.265,24.624,24.624,21.207,23.596,23.596,24.081,24.081,21.083,21.083,23.949,23.949,20.787,25.047,25.047,26.177,6f,3.846,6r,15.355
PP164756,6,23.552,23.552,23.585,17.766,18.456,19.048,2.747,21.092,26.355,25.836,27.644,25.641,24.408,25.411,23.035,23.035,20.147,19.268,20.849,15.355,25.676,17.176,17.176,17.949,25.391,25.391,22.599,22.599,22.908,22.908,24.624,24.624,21.572,24.542,24.542,22.936,22.936,21.663,21.663,23.218,23.218,20.670,24.294,24.294,26.437,6f,2.747,6r,15.355
PP164757,6,24.272,24.272,24.088,17.399,19.048,19.048,4.029,21.612,26.779,26.916,28.358,25.824,24.176,25.564,24.176,24.176,19.597,18.690,21.667,16.667,25.758,19.275,19.275,18.498,25.391,25.391,22.053,22.053,21.881,21.881,24.497,24.497,21.024,25.092,25.092,24.265,24.265,22.326,22.326,25.092,25.092,21.092,25.564,25.564,27.289,6f,4.029,6r,16.667
PP164758,6,24.565,24.565,23.585,19.231,19.397,20.330,3.480,21.281,26.554,26.542,26.716,25.275,25.137,26.143,22.527,22.527,19.780,18.882,21.296,15.163,25.400,17.341,17.341,18.864,26.758,26.758,22.050,22.050,22.709,22.709,23.684,23.684,22.303,24.314,24.314,24.265,24.265,21.622,21.622,24.314,24.314,22.097,24.859,24.859,26.245,6f,3.480,6r,15.163
PP164759,6,24.031,24.031,23.396,17.702,18.644,19.231,4.029,20.527,28.101,26.355,27.200,25.047,24.571,25.960,23.077,23.077,19.963,20.039,22.034,15.163,26.692,17.274,17.274,18.864,26.953,26.953,23.211,23.211,22.574,22.574,24.248,24.248,22.121,24.725,24.725,24.265,24.265,23.256,23.256,24.497,24.497,20.833,24.482,24.482,27.119,6f,4.029,6r,15.163
PP164760,6,24.225,24.225,23.774,18.315,19.021,18.864,1.832,21.281,27.684,27.477,27.612,25.092,24.408,26.143,22.894,22.894,19.963,19.653,20.741,15.355,25.486,17.341,17.341,18.132,26.367,26.367,21.663,21.663,22.709,22.709,23.684,23.684,21.024,24.157,24.157,24.265,24.265,22.394,22.394,24.497,24.497,21.536,24.670,24.670,25.479,6f,1.832,6r,15.355
PP164761,6,23.837,23.837,23.585,16.484,18.832,17.766,4.212,20.151,26.177,27.103,27.985,23.917,24.772,25.594,23.077,23.077,18.315,18.882,20.339,14.587,25.919,17.274,17.274,18.681,25.781,25.781,22.222,22.222,22.574,22.574,23.993,23.993,20.952,24.105,24.105,23.713,23.713,22.306,22.306,23.993,23.993,20.330,25.235,25.235,26.557,6f,4.212,6r,14.587
PP164762,6,24.855,24.855,24.635,17.399,18.644,19.780,4.579,21.795,26.966,26.766,28.253,25.641,24.408,25.229,22.303,22.303,18.315,20.424,22.037,14.971,26.753,16.985,16.985,18.681,26.367,26.367,22.787,22.787,22.311,22.311,23.496,23.496,20.881,24.176,24.176,24.081,24.081,22.050,22.050,24.132,24.132,21.521,24.859,24.859,26.628,6f,4.579,6r,14.971
PP164763,6,24.225,24.225,23.396,17.949,19.397,19.414,2.198,21.092,26.742,27.290,27.612,26.007,24.408,25.594,22.711,22.711,19.231,19.268,20.370,15.355,26.070,17.658,17.658,18.681,25.781,25.781,21.663,21.663,22.510,22.510,23.684,23.684,22.303,23.810,23.810,23.713,23.713,22.008,22.008,23.583,23.583,21.161,25.047,25.047,25.670,6f,2.198,6r,15.355
PP164764,6,24.031,24.031,23.396,18.681,18.644,19.780,3.480,21.469,26.454,26.816,28.200,25.818,24.408,25.777,22.121,22.121,19.414,19.268,20.111,15.547,25.681,17.083,17.083,18.315,25.977,25.977,21.663,21.663,22.311,22.311,23.496,23.496,19.923,24.404,24.404,24.265,24.265,22.631,22.631,23.949,23.949,21.536,24.670,24.670,26.245,6f,3.480,6r,15.547
PP164765,6,23.643,23.643,24.088,17.949,19.397,19.048,3.297,22.527,27.307,27.664,28.172,25.824,24.772,26.143,23.443,23.443,19.414,19.075,21.033,15.163,26.716,17.534,17.534,19.414,26.172,26.172,22.787,22.787,22.649,22.649,24.060,24.060,20.571,24.954,24.954,24.632,24.632,23.211,23.211,23.949,23.949,21.455,25.235,25.235,27.119,6f,3.297,6r,15.163
PP164766,6,25.843,25.843,25.365,18.498,19.774,20.696,4.762,22.344,26.365,25.607,26.493,26.554,24.772,25.752,22.486,22.486,19.414,20.424,20.527,17.033,26.531,18.042,18.042,19.963,24.805,24.805,21.657,21.657,22.908,22.908,25.046,25.046,21.264,25.424,25.424,24.081,24.081,22.075,22.075,23.218,23.218,21.612,25.824,25.824,27.473,6f,4.762,6r,17.033
PP164767,6,23.699,23.699,23.208,19.231,18.456,18.864,3.846,21.469,26.966,26.952,27.829,24.765,24.772,25.594,21.938,21.938,20.330,18.690,20.339,16.123,26.397,17.625,17.625,17.949,25.195,25.195,21.846,21.846,22.510,22.510,24.497,24.497,20.690,22.744,22.744,24.081,24.081,22.514,22.514,23.949,23.949,21.494,24.859,24.859,26.374,6f,3.846,6r,16.123
PP164768,6,24.561,24.561,23.585,18.315,19.774,19.597,3.480,20.716,26.930,28.411,28.090,26.190,24.908,26.740,22.486,22.486,19.231,19.268,20.926,15.547,25.681,18.042,18.042,18.681,24.466,24.466,21.857,21.857,21.315,21.315,24.436,24.436,21.755,23.303,23.303,23.346,23.346,21.857,21.857,23.583,23.583,21.495,25.235,25.235,25.670,6f,3.480,6r,15.547
PP164769,6,24.213,24.213,23.238,18.132,18.582,18.864,2.198,20.716,26.930,27.103,27.477,25.092,23.993,26.374,22.344,22.344,19.597,18.690,20.741,15.934,26.070,17.148,17.148,18.864,26.104,26.104,21.277,21.277,21.912,21.912,23.327,23.327,21.024,23.626,23.626,23.346,23.346,21.857,21.857,22.852,22.852,21.536,24.521,24.521,25.235,6f,2.198,6r,15.934
PP164770,6,24.225,24.225,23.585,18.498,19.021,19.048,2.747,20.527,26.742,26.542,27.799,25.047,24.226,26.143,22.303,22.303,19.780,19.846,20.527,14.779,26.654,17.658,17.658,18.681,25.195,25.195,21.281,21.281,23.108,23.108,23.766,23.766,20.881,23.872,23.872,24.449,24.449,23.208,23.208,23.583,23.583,21.612,24.859,24.859,26.557,6f,2.747,6r,14.779
PP164771,6,24.612,24.612,23.774,19.048,19.597,19.597,2.381,21.617,26.742,26.729,27.052,25.424,24.226,25.752,22.711,22.711,19.780,19.846,21.092,16.484,26.459,17.658,17.658,19.048,25.781,25.781,21.512,21.512,22.709,22.709,23.949,23.949,20.307,23.540,23.540,23.897,23.897,21.887,21.887,23.949,23.949,22.161,25.275,25.275,26.557,6f,2.381,6r,16.484
PP164772,6,23.782,23.782,23.019,17.399,18.832,18.864,4.029,20.716,25.989,27.632,28.008,25.092,25.092,25.229,23.077,23.077,17.949,18.497,21.111,15.739,26.531,16.923,16.923,19.048,25.586,25.586,22.976,22.976,21.881,21.881,23.684,23.684,21.389,23.993,23.993,24.081,24.081,22.394,22.394,24.359,24.359,21.723,25.235,25.235,26.365,6f,4.029,6r,15.739
PP164773,6,23.359,23.359,23.396,17.766,18.644,18.498,4.029,21.281,27.290,26.531,27.644,25.047,23.993,25.777,22.161,22.161,19.231,19.461,21.469,14.971,25.299,17.782,17.782,19.231,25.391,25.391,21.731,21.731,22.112,22.112,22.486,22.486,20.690,24.482,24.482,24.449,24.449,22.556,22.556,23.583,23.583,20.803,25.424,25.424,26.923,6f,4.029,6r,14.971
PP164774,6,24.612,24.612,23.774,18.498,19.021,18.681,2.747,21.469,27.307,27.477,27.612,25.612,24.772,25.960,23.077,23.077,19.963,19.653,21.092,14.779,25.875,17.534,17.534,18.315,26.562,26.562,21.657,21.657,22.908,22.908,24.132,24.132,21.073,24.157,24.157,24.449,24.449,22.264,22.264,24.725,24.725,21.245,25.235,25.235,26.374,6f,2.747,6r,14.779
PP164775,6,24.466,24.466,24.151,17.582,18.644,18.315,3.480,20.339,26.177,26.355,27.052,23.917,24.590,25.229,22.486,22.486,19.414,19.075,20.527,15.355,26.886,16.507,16.507,18.315,25.977,25.977,22.222,22.222,23.168,23.168,24.132,24.132,21.143,23.872,23.872,23.713,23.713,21.887,21.887,23.766,23.766,21.062,23.729,23.729,26.374,6f,3.480,6r,15.355
PP164776,6,24.419,24.419,24.053,18.681,18.411,20.765,3.846,21.092,27.495,25.981,28.015,25.641,24.044,25.960,23.077,23.077,19.780,20.039,21.284,15.547,25.681,17.083,17.083,19.672,25.195,25.195,21.663,21.663,23.506,23.506,24.624,24.624,23.218,23.970,23.970,23.897,23.897,21.815,21.815,23.540,23.540,20.412,25.612,25.612,26.437,6f,3.846,6r,15.547
PP164777,6,25.000,25.000,23.019,18.681,19.397,19.414,4.396,19.962,27.119,27.477,28.172,25.047,24.044,25.411,23.035,23.035,18.681,19.461,20.450,16.507,26.654,18.112,18.112,18.132,25.391,25.391,22.050,22.050,22.908,22.908,23.872,23.872,20.307,24.532,24.532,24.816,24.816,23.359,23.359,24.314,24.314,21.723,24.482,24.482,26.628,6f,4.396,6r,16.507
PP164778,6,24.806,24.806,23.962,17.582,18.456,19.414,3.663,20.904,26.365,27.290,27.323,25.092,24.044,26.325,23.077,23.077,19.414,18.497,20.926,14.203,25.417,16.378,16.378,18.315,25.781,25.781,22.050,22.050,23.225,23.225,22.932,22.932,21.572,24.908,24.908,24.265,24.265,22.244,22.244,24.314,24.314,20.599,24.105,24.105,25.800,6f,3.663,6r,14.203
PP164779,6,24.225,24.225,24.088,17.949,20.330,19.414,4.212,20.513,25.612,28.277,28.200,24.542,25.137,26.504,24.132,24.132,18.864,19.963,20.741,16.667,25.232,17.274,17.274,19.231,25.000,25.000,21.318,21.318,22.649,22.649,22.852,22.852,20.841,24.105,24.105,25.551,25.551,23.440,23.440,24.680,24.680,21.023,24.060,24.060,26.007,6f,4.212,6r,16.667
PP164780,6,24.225,24.225,24.151,17.949,19.021,19.231,3.663,21.092,26.742,28.277,28.545,25.824,24.772,26.691,23.443,23.443,19.414,19.268,20.741,14.779,26.531,17.534,17.534,18.681,25.586,25.586,22.787,22.787,23.225,23.225,23.684,23.684,21.572,24.635,24.635,24.632,24.632,22.973,22.973,24.542,24.542,20.787,24.482,24.482,25.989,6f,3.663,6r,14.779
PP164781,6,24.612,24.612,24.151,17.216,18.267,18.681,3.846,20.339,25.612,27.477,28.172,25.824,24.226,25.960,23.077,23.077,17.766,19.963,21.296,16.484,26.345,17.726,17.726,19.231,25.787,25.787,22.244,22.244,22.073,22.073,24.314,24.314,21.143,25.092,25.092,24.449,24.449,21.815,21.815,24.314,24.314,20.412,25.235,25.235,27.106,6f,3.846,6r,16.484
PP164782,6,24.078,24.078,22.830,17.949,20.339,19.780,4.762,19.925,26.742,27.528,28.464,24.294,25.091,26.374,23.260,23.260,20.147,19.653,21.469,15.547,26.070,17.850,17.850,18.864,24.805,24.805,22.599,22.599,23.705,23.705,23.949,23.949,21.648,24.532,24.532,24.265,24.265,23.251,23.251,24.314,24.314,21.062,23.917,23.917,26.190,6f,4.762,6r,15.547
PP164783,6,23.837,23.837,23.443,19.414,20.147,19.490,4.396,21.612,26.177,26.542,27.087,24.909,24.954,25.940,23.260,23.260,19.231,19.653,21.111,15.751,26.345,16.891,16.891,19.490,25.000,25.000,22.093,22.093,23.225,23.225,23.583,23.583,22.303,23.679,23.679,24.081,24.081,23.019,23.019,24.314,24.314,21.212,24.624,24.624,26.374,6f,4.396,6r,15.751
PP164784,6,25.388,25.388,23.905,18.498,21.612,21.062,4.579,22.344,26.177,26.592,26.679,26.007,26.230,25.424,24.176,24.176,21.062,21.002,20.926,16.850,26.160,19.194,19.194,19.414,26.562,26.562,22.481,22.481,24.376,24.376,24.635,24.635,21.389,24.151,24.151,25.184,25.184,23.864,23.864,24.497,24.497,21.212,26.128,26.128,26.909,6f,4.579,6r,16.850
PP164785,6,24.419,24.419,24.088,18.132,18.315,18.464,4.396,21.612,27.684,27.290,27.799,26.007,24.044,25.564,23.260,23.260,19.231,19.461,22.407,16.850,27.087,17.083,17.083,18.498,26.562,26.562,22.674,22.674,23.178,23.178,24.497,24.497,21.938,24.772,24.772,25.000,25.000,22.453,22.453,23.583,23.583,20.833,24.812,24.812,27.106,6f,4.396,6r,16.850
PP164786,6,24.855,24.855,23.585,18.132,18.456,19.597,3.297,21.469,26.217,27.695,28.386,26.190,24.954,26.143,24.176,24.176,19.780,19.461,21.667,15.934,26.306,17.433,17.433,19.048,25.781,25.781,22.222,22.222,23.417,23.417,24.497,24.497,21.073,24.542,24.542,25.000,25.000,22.457,22.457,24.863,24.863,21.974,25.424,25.424,27.473,6f,3.297,6r,15.934
PP164787,6,23.643,23.643,22.917,18.315,19.397,19.308,2.198,21.469,26.779,27.829,28.253,25.824,24.590,25.824,22.527,22.527,20.330,19.846,21.111,15.163,26.070,17.726,17.726,18.215,26.367,26.367,21.663,21.663,22.200,22.200,24.060,24.060,22.018,24.220,24.220,24.632,24.632,22.481,22.481,23.766,23.766,20.787,24.859,24.859,26.054,6f,2.198,6r,15.163
PP164788,6,25.194,25.194,24.270,17.949,18.832,20.513,4.945,21.429,26.981,27.290,27.477,25.091,25.137,25.411,22.344,22.344,19.414,18.690,21.667,14.587,26.531,17.919,17.919,19.597,26.758,26.758,22.599,22.599,23.108,23.108,23.496,23.496,21.073,25.138,25.138,24.081,24.081,22.824,22.824,23.583,23.583,20.149,25.424,25.424,26.437,6f,4.945,6r,14.587
PP164789,6,23.643,23.643,24.717,18.315,17.816,19.414,4.396,20.339,27.119,27.290,27.644,24.568,24.408,25.960,21.795,21.795,19.231,19.846,21.281,16.315,26.265,17.850,17.850,18.498,25.670,25.670,21.281,21.281,22.664,22.664,24.314,24.314,20.690,24.248,24.248,23.713,23.713,23.440,23.440,23.766,23.766,20.696,24.568,24.568,25.528,6f,4.396,6r,16.315
PP164790,6,23.892,23.892,23.396,17.582,18.267,18.681,2.564,21.846,26.930,27.477,27.799,25.275,24.226,25.960,23.260,23.260,19.597,19.268,20.370,14.779,25.725,17.176,17.176,18.315,25.000,25.000,21.663,21.663,22.709,22.709,23.684,23.684,21.572,23.993,23.993,24.265,24.265,22.050,22.050,24.497,24.497,21.043,24.294,24.294,25.670,6f,2.564,6r,14.779
PP164791,6,24.225,24.225,23.396,19.048,19.397,19.231,3.114,20.527,26.930,27.850,28.224,25.092,23.679,26.374,22.344,22.344,19.414,19.653,21.852,14.779,26.265,18.112,18.112,18.864,25.391,25.391,21.470,21.470,23.307,23.307,23.917,23.917,21.389,23.670,23.670,24.265,24.265,23.598,23.598,23.218,23.218,20.974,24.482,24.482,25.287,6f,3.114,6r,14.779
PP164792,6,24.031,24.031,23.396,17.399,19.597,19.231,2.564,21.092,26.930,27.664,27.799,26.190,24.590,25.594,23.077,23.077,19.048,19.268,20.741,16.300,26.459,17.919,17.919,18.864,25.586,25.586,21.857,21.857,22.841,22.841,24.132,24.132,19.923,23.443,23.443,24.632,24.632,22.780,22.780,24.314,24.314,21.348,25.047,25.047,26.740,6f,2.564,6r,16.300
PP164793,6,23.892,23.892,23.962,18.315,20.151,19.963,4.579,22.222,26.404,27.850,27.612,26.095,25.092,26.691,23.583,23.583,20.147,19.268,20.849,16.123,26.038,17.748,17.748,19.048,26.367,26.367,22.581,22.581,23.225,23.225,25.000,25.000,21.572,24.635,24.635,24.771,24.771,23.462,23.462,24.497,24.497,21.788,26.930,26.930,26.930,6f,4.579,6r,16.123
PP164794,6,24.663,24.663,23.396,18.681,18.832,18.681,2.198,21.281,26.592,26.952,27.306,25.641,25.137,25.960,23.443,23.443,19.963,19.846,21.852,14.395,25.919,17.625,17.625,18.681,25.781,25.781,21.470,21.470,22.908,22.908,23.872,23.872,21.938,24.359,24.359,24.081,24.081,22.631,22.631,24.132,24.132,20.857,25.235,25.235,26.245,6f,2.198,6r,14.395
PP164795,6,24.277,24.277,23.208,18.132,19.048,18.864,2.564,21.092,26.779,28.067,27.306,25.182,24.772,25.960,22.711,22.711,18.864,19.780,21.481,16.667,26.103,16.667,16.667,18.681,25.977,25.977,21.857,21.857,22.073,22.073,23.766,23.766,20.571,23.993,23.993,24.632,24.632,23.404,23.404,23.400,23.400,21.601,24.670,24.670,26.740,6f,2.564,6r,16.667
PP164796,6,23.256,23.256,23.540,18.132,19.173,19.378,4.762,20.339,26.742,26.692,27.580,24.725,24.772,25.229,22.527,22.527,19.963,20.617,22.037,17.274,26.459,18.618,18.618,19.963,26.316,26.316,22.787,22.787,21.912,21.912,22.368,22.368,22.031,23.970,23.970,24.081,24.081,23.552,23.552,24.176,24.176,20.974,23.729,23.729,24.138,6f,4.762,6c,18.132
PP164797,6,24.806,24.806,23.208,19.048,19.397,19.963,3.663,21.846,27.495,28.224,27.985,25.824,25.683,26.508,23.077,23.077,19.196,20.039,22.222,16.123,27.000,18.234,18.234,19.231,26.181,26.181,21.857,21.857,23.506,23.506,24.812,24.812,21.938,24.176,24.176,23.713,23.713,22.780,22.780,24.497,24.497,22.285,25.800,25.800,26.245,6f,3.663,6r,16.123
PP164798,6,23.985,23.985,23.585,17.766,19.209,19.231,2.930,20.716,26.542,27.138,27.458,25.424,24.226,26.874,22.121,22.121,20.513,18.690,19.962,14.587,26.062,17.557,17.557,18.315,25.243,25.243,22.222,22.222,22.908,22.908,24.680,24.680,20.881,23.783,23.783,23.119,23.119,21.764,21.764,23.583,23.583,21.636,25.235,25.235,26.557,6f,2.930,6r,14.587
PP164799,6,24.085,24.085,22.264,18.498,19.586,18.681,3.663,20.716,25.468,27.138,27.273,25.235,24.772,25.229,22.527,22.527,19.231,18.497,19.774,15.931,26.886,16.985,16.985,17.766,24.609,24.609,22.411,22.411,22.311,22.311,23.949,23.949,21.073,22.932,22.932,24.265,24.265,22.889,22.889,23.949,23.949,21.311,24.105,24.105,26.557,6f,3.663,6r,15.931
PP164800,6,24.266,24.266,23.622,18.526,18.164,19.124,2.761,20.958,27.022,27.344,27.655,25.697,23.810,25.838,21.937,21.937,19.361,19.162,21.542,15.737,25.349,16.899,16.899,19.329,25.852,25.852,21.627,21.627,21.956,21.956,24.056,24.056,21.230,23.031,23.031,23.705,23.705,22.701,22.701,23.062,23.062,20.866,25.100,25.100,26.295,6f,2.761,6r,15.737
