Accession,PerGeneSubtype,FullGenomeSubtype,CometPerGeneSubtype,CometFullGenomeSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
EF407473,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407474,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407475,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407476,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407477,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407478,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407479,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407480,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407481,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407482,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407483,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407484,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407485,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407486,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407487,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407488,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407489,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407490,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407491,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407492,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407493,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407494,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407495,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407496,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407497,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407498,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407499,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407500,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407501,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407502,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407503,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF407504,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
EF424626,6P,6P,6P,6P,6P,5,,1,6P,AllFiveAgree
EF424627,6O,6O,6O,6O,6O,5,,1,6O,AllFiveAgree
EF424628,6L,6L,6L,6L,6L,5,,1,6L,AllFiveAgree
EF424629,6C,6C,6C,6C,6C,5,,1,6C,AllFiveAgree
EF589160,4F,4F,4F,4F,4F,5,,1,4F,AllFiveAgree
EF589161,4F,4F,4F,4F,4F,5,,1,4F,AllFiveAgree
EF632069,6T,6T,6T,6T,6T,5,,1,6T,AllFiveAgree
EF632070,6T,6T,6T,6T,6T,5,,1,6T,AllFiveAgree
EF632071,6T,6T,6T,6T,6T,5,,1,6T,AllFiveAgree
OR497850,4K,4K,4K,4K,4K,5,,1,4K,AllFiveAgree
OR497853,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497854,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497855,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497856,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497857,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497858,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497861,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497862,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497863,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497864,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497866,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497867,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497868,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497869,4D,4D,4D,4D,4D,5,,1,4D,AllFiveAgree
OR497870,4R,4R,4R,4R,4R,5,,1,4R,AllFiveAgree
OR497871,4R,4R,4R,4R,4R,5,,1,4R,AllFiveAgree
OR497872,1C,1C,1C,1C,1C,5,,1,1C,AllFiveAgree
OR497873,4V,4V,4V,4V,4V,5,,1,4V,AllFiveAgree
OR497874,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
OR497875,4A,4A,4A,4A,4A,5,,1,4A,AllFiveAgree
OR497877,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497878,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497879,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497880,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497881,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497882,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497883,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497884,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497885,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497886,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497887,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497888,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497889,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497890,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497891,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497892,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497893,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497894,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497895,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497897,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497898,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497899,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497901,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497903,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497904,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497905,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497906,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497907,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497908,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497909,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497910,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497911,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497912,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497913,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497914,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497915,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497916,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497918,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497920,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497921,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497924,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497925,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497927,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497929,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497930,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497931,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497932,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497933,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497934,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497935,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497936,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497937,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497939,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497940,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497942,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497946,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497949,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497950,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497951,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497952,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497953,1A,1A,1A,1A,1A,5,,1,1A,AllFiveAgree
OR497956,4C,4C,4C,4C,4C,5,,1,4C,AllFiveAgree
OR497959,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497960,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497962,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497963,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497965,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497967,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497968,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497970,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497972,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497973,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497975,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497977,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497978,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497979,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497980,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497982,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497984,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497985,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497986,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497987,3A,3A,3A,3A,3A,5,,1,3A,AllFiveAgree
OR497989,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR497990,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR497991,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR497993,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR497995,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR497996,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR497997,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR497998,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR497999,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498004,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498005,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498006,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498007,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498008,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498012,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498015,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498016,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498017,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498018,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498021,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498022,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498023,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498026,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498028,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498034,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498036,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498037,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498045,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498048,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498051,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498053,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498054,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498055,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498056,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498057,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498059,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498060,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498064,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498067,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498068,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
OR498072,2I,2I,2I,2I,2I,5,,1,2I,AllFiveAgree
Y11604,4A,4A,4A,4A,,4,GenBank,1,4A,AvailableCallsAgree
Y12083,6A,6A,6A,6A,,4,GenBank,1,6A,AvailableCallsAgree
Y13184,5A,5A,5A,5A,,4,GenBank,1,5A,AvailableCallsAgree
AB030907,2B,2B,2B,2B,,4,GenBank,1,2B,AvailableCallsAgree
AB031663,2K,2K,2K,2K,,4,GenBank,1,2K,AvailableCallsAgree
AB047639,2A,2A,2A,2A,,4,GenBank,1,2A,AvailableCallsAgree
AB047640,2A,2A,2A,2A,,4,GenBank,1,2A,AvailableCallsAgree
AB047641,2A,2A,2A,2A,,4,GenBank,1,2A,AvailableCallsAgree
AB047642,2A,2A,2A,2A,,4,GenBank,1,2A,AvailableCallsAgree
AB047643,2A,2A,2A,2A,,4,GenBank,1,2A,AvailableCallsAgree
AB047644,2A,2A,2A,2A,,4,GenBank,1,2A,AvailableCallsAgree
AB047645,2A,2A,2A,2A,,4,GenBank,1,2A,AvailableCallsAgree
AB049087,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB049092,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB049093,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB049094,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB049096,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB049097,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB049098,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB049099,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB049100,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB072043,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072044,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072045,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072046,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072047,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072048,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072049,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072050,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072051,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072052,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072053,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072054,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072055,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072056,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072057,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072058,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072059,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072060,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072061,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072062,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072063,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072064,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072065,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072066,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072067,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072068,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072069,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072070,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072071,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072072,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072073,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072074,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072075,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072076,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072077,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072078,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072079,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072080,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072081,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072082,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072083,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072084,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072085,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072086,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072087,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072088,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072089,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072090,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072091,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072092,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072093,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072094,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072095,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072096,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072097,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072098,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072099,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072100,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072101,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072102,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072103,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072104,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072105,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072106,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072107,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072108,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072109,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072110,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072111,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072112,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB072113,1B,1B,1B,1B,,4,GenBank,1,1B,AvailableCallsAgree
AB089512,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089513,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089514,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089515,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089516,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089517,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089518,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089519,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089520,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089521,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089522,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089523,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089524,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089525,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089526,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089527,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089528,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089529,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089530,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089531,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089532,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089533,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089534,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089535,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089536,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089537,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089538,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089539,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089540,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089541,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089542,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089543,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089544,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089545,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089546,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089547,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089548,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089549,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089550,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089551,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089552,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089553,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089554,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089555,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089556,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089557,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089558,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089559,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089560,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089561,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089562,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089563,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089564,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089565,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089566,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089567,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089568,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089569,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089570,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089571,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089572,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089573,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089574,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089575,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089576,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089577,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089578,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089579,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089580,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089581,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089582,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB089583,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100806,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100807,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100808,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100809,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100810,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100811,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100812,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100813,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100814,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100815,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100816,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100817,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100818,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100819,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100820,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100821,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
AB100822,1B,1B,1B,1B,1B,5,,1,1B,AllFiveAgree
