Accession,ClosestGenotype,ClosestGenotypePident,ClosestSubtype,ClosestSubtypePident,ReferenceOverlapAA,FullyCover,CoveredNS3RASPositions
AB661375,2,78.541,2b,92.251,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661376,2,77.907,2b,92.357,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661377,2,78.224,2b,92.622,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661378,2,78.277,2b,91.879,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661379,2,77.259,2b,90.484,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661380,2,77.537,2b,92.446,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661381,2,77.590,2b,91.609,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661382,2,77.907,2b,91.985,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661383,2,78.383,2b,92.618,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661384,2,78.171,2b,91.454,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661385,2,78.541,2b,92.887,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661386,2,78.553,2b,93.312,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661387,2,78.024,2b,91.989,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661388,2,77.760,2b,92.042,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661389,2,78.383,2b,93.153,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661390,2,77.537,2b,92.622,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661391,2,77.960,2b,92.887,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661392,2,77.960,2b,93.238,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661393,2,78.330,2b,93.365,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661394,2,78.013,2b,91.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661395,2,78.224,2b,92.921,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661396,2,78.394,2b,92.974,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661397,2,78.753,2b,92.763,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661398,2,77.801,2b,91.826,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661399,2,78.013,2b,93.524,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661400,2,78.394,2b,92.974,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661401,2,78.013,2b,93.365,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661402,2,77.643,2b,93.365,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661403,2,78.277,2b,91.596,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661404,2,77.590,2b,91.332,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661405,2,77.801,2b,92.569,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661406,2,78.805,2b,91.773,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661407,2,77.960,2b,92.781,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661408,2,78.911,2b,91.242,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661409,2,77.748,2b,92.728,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661410,2,78.594,2b,93.790,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661411,2,78.700,2b,92.197,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661412,2,77.960,2b,90.759,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661413,2,77.537,2b,91.454,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661414,2,78.224,2b,92.781,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661415,2,79.070,2b,91.030,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661416,2,78.277,2b,92.675,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661417,2,78.171,2b,92.304,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661418,2,78.383,2b,93.259,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661419,2,78.488,2b,90.605,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661420,2,77.378,2b,93.365,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661421,2,78.647,2b,93.259,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661422,2,78.118,2b,92.994,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661423,2,78.277,2b,90.817,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661424,2,78.964,2b,93.418,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661425,2,78.171,2b,93.790,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661426,2,77.907,2b,92.728,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661427,2,78.541,2b,93.312,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661428,2,78.488,2b,90.605,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661429,2,78.383,2b,93.259,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661430,2,78.066,2b,91.401,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661431,2,77.696,2b,91.879,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB661432,2,78.066,2b,91.773,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB677527,1,79.389,1b,90.486,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB677528,1,78.892,1b,90.486,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB677529,1,79.651,1b,91.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB677530,1,79.757,1b,91.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB677531,1,79.651,1b,91.706,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB677532,1,79.915,1b,91.812,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB677533,1,79.915,1b,91.601,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693834,1,77.642,1b,91.880,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693835,1,78.381,1b,90.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693836,1,78.000,1b,90.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693837,1,77.802,1b,92.881,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693838,1,77.778,1b,89.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693839,1,78.267,1b,90.972,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693840,1,78.160,1b,89.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693841,1,78.271,1b,90.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693842,1,77.162,1b,89.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693843,1,78.714,1b,91.825,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693844,1,76.249,1b,89.989,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693845,1,77.827,1b,91.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB693846,1,78.111,1b,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709241,1,76.164,1b,90.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709242,1,78.225,1b,91.250,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709243,1,77.111,1b,92.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709244,1,77.913,1b,90.768,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709245,1,75.942,1b,89.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709246,1,77.667,1b,90.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709247,1,78.825,1b,92.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709248,1,78.532,1b,92.102,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709249,1,78.381,1b,89.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709250,1,76.386,1b,89.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709251,1,77.494,1b,90.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709252,1,77.889,1b,92.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709253,1,76.829,1b,89.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709254,1,77.384,1b,91.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709255,1,78.579,1b,90.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709256,1,78.556,1b,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709257,1,78.516,1b,92.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709258,1,77.778,1b,91.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709259,1,78.492,1b,91.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709260,1,77.051,1b,90.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709261,1,77.187,1b,90.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709262,1,78.381,1b,90.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709263,1,77.640,1b,90.211,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709264,1,78.160,1b,90.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709265,1,78.160,1b,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709266,1,76.940,1b,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709267,1,79.157,1b,91.377,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709268,1,76.838,1b,91.250,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709269,1,78.904,1b,90.150,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709270,1,77.790,1b,90.434,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709271,1,76.422,1b,89.722,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709272,1,78.667,1b,89.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709273,1,78.049,1b,91.937,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709274,1,75.382,1b,91.389,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709275,1,77.051,1b,89.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709276,1,78.515,1b,91.275,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709277,1,77.051,1b,91.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709278,1,78.643,1b,93.326,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709279,1,77.390,1b,89.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709280,1,78.556,1b,90.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709281,1,78.889,1b,91.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709282,1,77.384,1b,89.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709283,1,77.444,1b,90.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709284,1,76.912,1b,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709285,1,79.800,1b,90.768,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709286,1,78.271,1b,92.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709287,1,78.049,1b,90.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709288,1,76.603,1b,89.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709289,1,77.053,1b,90.768,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709290,1,77.667,1b,91.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709291,1,78.160,1b,91.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709292,1,76.608,1b,89.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709293,1,78.222,1b,92.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709294,1,78.825,1b,90.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709295,1,77.778,1b,90.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709296,1,78.492,1b,91.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709297,1,78.239,1b,90.484,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709298,1,77.273,1b,90.011,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709299,1,78.532,1b,92.102,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709300,1,77.494,1b,91.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709301,1,78.049,1b,91.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709302,1,77.889,1b,89.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709303,1,77.254,1b,89.306,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709304,1,78.160,1b,90.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709305,1,79.143,1b,89.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709306,1,78.603,1b,88.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709307,1,78.403,1b,90.323,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709308,1,78.271,1b,90.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709309,1,78.381,1b,91.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709310,1,79.190,1b,92.282,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709311,1,77.333,1b,91.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709312,1,77.827,1b,91.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709313,1,77.670,1b,89.167,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709314,1,77.590,1b,89.362,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709315,1,77.111,1b,89.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709316,1,76.889,1b,90.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709317,1,78.936,1b,90.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709318,1,76.386,1b,92.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709319,1,77.390,1b,90.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709320,1,78.271,1b,93.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709321,1,77.605,1b,91.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709322,1,78.049,1b,91.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709323,1,78.333,1b,90.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709324,1,76.940,1b,89.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709325,1,76.776,1b,89.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709326,1,78.271,1b,91.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709327,1,76.829,1b,90.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709328,1,77.162,1b,90.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709329,1,76.829,1b,89.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709330,1,78.965,1b,91.387,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709331,1,78.290,1b,90.211,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709332,1,77.575,1b,94.658,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709333,1,78.271,1b,90.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709334,1,78.690,1b,91.546,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709335,1,77.938,1b,91.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709336,1,78.271,1b,90.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709337,1,77.778,1b,91.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709338,1,78.241,1b,90.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709339,1,78.556,1b,90.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709340,1,76.461,1b,91.167,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709341,1,76.940,1b,90.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709342,1,77.494,1b,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709343,1,77.001,1b,89.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709344,1,79.444,1b,91.153,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709345,1,77.452,1b,90.545,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709346,1,77.333,1b,90.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709347,1,78.160,1b,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709348,1,77.938,1b,91.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709349,1,77.384,1b,90.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709350,1,77.938,1b,90.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709351,1,77.667,1b,91.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709352,1,79.712,1b,90.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709353,1,78.579,1b,91.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709354,1,75.939,1b,92.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709355,1,78.024,1b,90.656,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709356,1,78.160,1b,91.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709357,1,77.605,1b,91.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709358,1,78.143,1b,90.370,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709359,1,76.778,1b,92.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709360,1,77.273,1b,90.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709361,1,79.196,1b,93.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709362,1,78.492,1b,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709363,1,77.503,1b,89.333,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709364,1,77.938,1b,92.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709365,1,78.492,1b,91.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709366,1,77.273,1b,90.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709367,1,78.049,1b,91.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709368,1,78.135,1b,89.698,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709369,1,77.463,1b,90.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709370,1,77.716,1b,90.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709371,1,77.243,1b,91.319,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709372,1,79.473,1b,90.694,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709373,1,78.187,1b,92.361,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709374,1,78.492,1b,90.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709375,1,78.403,1b,90.391,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709376,1,77.938,1b,90.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709377,1,79.000,1b,91.000,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709378,1,78.111,1b,90.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709379,1,77.938,1b,90.258,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709380,1,78.333,1b,91.222,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709381,1,77.762,1b,89.430,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709382,1,79.157,1b,91.889,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709383,1,78.246,1b,90.323,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709384,1,79.379,1b,91.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709385,1,77.222,1b,92.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709386,1,77.393,1b,91.099,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709387,1,78.628,1b,90.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709388,1,78.468,1b,91.991,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709389,1,78.603,1b,91.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709390,1,78.690,1b,92.102,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709391,1,79.379,1b,90.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709392,1,77.605,1b,89.667,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709393,1,76.940,1b,91.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709394,1,78.420,1b,91.769,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709395,1,78.049,1b,89.778,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709396,1,78.357,1b,91.324,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709397,1,78.714,1b,91.111,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709398,1,78.778,1b,91.444,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709399,1,77.590,1b,90.838,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709400,1,77.358,1b,90.768,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709401,1,78.290,1b,90.211,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
AB709402,1,78.333,1b,90.556,36-175,Yes,36;41;43;54;55;56;80;122;155;156;158;166;168;170;175
