Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
JN377767,1,1b,1,1b,1,1b,1,1b,1,1b
JN377768,1,1b,1,1b,1,1b,1,1b,1,1b
JN377769,1,1b,1,1b,1,1b,1,1b,1,1b
JN377770,1,1b,1,1b,1,1b,1,1b,1,1b
JN377771,1,1b,1,1b,1,1b,1,1b,1,1b
JN377772,1,1b,1,1b,1,1b,1,1b,1,1b
JN377773,1,1b,1,1b,1,1b,1,1b,1,1b
JN377774,1,1b,1,1b,1,1b,1,1b,1,1b
JN377775,1,1b,1,1b,1,1b,1,1b,1,1b
JN377776,1,1b,1,1b,1,1b,1,1b,1,1b
JN377777,1,1b,1,1b,1,1b,1,1b,1,1b
JN377778,1,1b,1,1b,1,1b,1,1b,1,1b
JN377779,1,1b,1,1b,1,1b,1,1b,1,1b
JN377780,1,1b,1,1b,1,1b,1,1b,1,1b
JN377781,1,1b,1,1b,1,1b,1,1b,1,1b
JN588558,3,3a,3,3a,3,3a,3,3a,3,3a
JN714194,3,3a,3,3a,3,3a,3,3a,3,3a
JQ065709,3,3b,3,3b,3,3b,3,3b,3,3b
JQ717254,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717255,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717256,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717257,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717258,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717259,3,3a,3,3a,3,3a,3,3a,3,3a
JQ717260,3,3a,3,3a,3,3a,3,3a,3,3a
PX290144,4,4f,4,4f,4,4f,4,4f,4,4f
PX376056,1,1l,1,1l,1,1l,1,1l,2,
PX386717,3,3a,3,3a,3,3a,3,3a,3,3a
PX386719,3,3a,3,3a,3,3a,3,3a,3,3a
PX386721,1,1b,1,1b,1,1b,1,1b,1,1b
PX386722,3,3a,3,3a,3,3a,3,3a,3,3a
PX386723,3,3a,3,3a,3,3a,3,3a,3,3a
PX386724,1,1a,1,1a,1,1a,1,1a,1,1a
PX386730,3,3a,3,3a,3,3a,3,3a,3,3a
PX386731,1,1b,1,1b,1,1b,1,1b,1,1b
PX386732,3,3a,3,3a,3,3a,3,3a,3,3a
PX386733,3,3a,3,3a,3,3a,3,3a,3,3a
PX386734,3,3a,3,3a,3,3a,3,3a,3,3a
PX386737,1,1a,1,1a,1,1a,1,1a,1,1a
PX386738,3,3a,3,3a,3,3a,3,3a,3,3a
PX386741,3,3a,3,3a,3,3a,3,3a,3,3a
PX386742,3,3a,3,3a,3,3a,3,3a,3,3a
PX386743,1,1b,1,1b,1,1b,1,1b,1,1b
PX386744,3,3a,3,3a,3,3a,3,3a,3,3a
PX386745,1,1a,1,1a,1,1a,1,1a,1,1a
PX386746,1,1b,1,1b,1,1b,1,1b,1,1b
PX386748,1,1a,1,1a,1,1a,1,1a,1,1a
PX386749,3,3a,3,3a,3,3a,3,3a,3,3a
PX386751,3,3a,3,3a,3,3a,3,3a,3,3a
PX386753,3,3a,3,3a,3,3a,3,3a,3,3a
PX386754,1,1a,1,1a,1,1a,1,1a,1,1a
PX386759,3,3a,3,3a,3,3a,3,3a,3,3a
PX386762,3,3a,3,3a,3,3a,3,3a,3,3a
PX386764,1,1a,1,1a,1,1a,1,1a,1,1a
PX386765,1,1a,1,1a,1,1a,1,1a,1,1a
PX386769,1,1a,1,1a,1,1a,1,1a,1,1a
PX386770,1,1a,1,1a,1,1a,1,1a,1,1a
PX386771,3,3a,3,3a,3,3a,3,3a,3,3a
PX386772,3,3a,3,3a,3,3a,3,3a,3,3a
PX386773,3,3a,3,3a,3,3a,3,3a,3,3a
PX386774,1,1a,1,1a,1,1a,1,1a,1,1a
PX386775,1,1a,1,1a,1,1a,1,1a,1,1a
PX386776,3,3a,3,3a,3,3a,3,3a,3,3a
PX386778,1,1b,1,1b,1,1b,1,1b,1,1b
PX386779,1,1a,1,1a,1,1a,1,1a,1,1a
PX386780,1,1a,1,1a,1,1a,1,1a,1,1a
PX386781,3,3a,3,3a,3,3a,3,3a,3,3a
PX386782,1,1a,1,1a,1,1a,1,1a,1,1a
PX386784,1,1a,1,1a,1,1a,1,1a,1,1a
PX386785,1,1b,1,1b,1,1b,1,1b,1,1b
PX386789,1,1a,1,1a,1,1a,1,1a,1,1a
PX386790,1,1b,1,1b,1,1b,1,1b,1,1b
PX386792,1,1a,1,1a,1,1a,1,1a,1,1a
PX386793,1,1b,1,1b,1,1b,1,1b,1,1b
PX386794,1,1a,1,1a,1,1a,1,1a,1,1a
PX386797,3,3a,3,3a,3,3a,3,3a,3,3a
PX386798,1,1a,1,1a,1,1a,1,1a,1,1a
PX386799,3,3a,3,3a,3,3a,3,3a,3,3a
PX386803,1,1a,1,1a,1,1a,1,1a,1,1a
PX386806,1,1a,1,1a,1,1a,1,1a,1,1a
PX386807,1,1a,1,1a,1,1a,1,1a,1,1a
PX386808,3,3a,3,3a,3,3a,3,3a,3,3a
PX386809,3,3a,3,3a,3,3a,3,3a,3,3a
PX386810,3,3a,3,3a,3,3a,3,3a,3,3a
PX386812,3,3a,3,3a,3,3a,3,3a,3,3a
PX386813,1,1a,1,1a,1,1a,1,1a,1,1a
PX386814,1,1a,1,1a,1,1a,1,1a,1,1a
PX386815,1,1b,1,1b,1,1b,1,1b,1,1b
PX386816,1,1a,1,1a,1,1a,1,1a,1,1a
PX386819,1,1a,1,1a,1,1a,1,1a,1,1a
PX386820,3,3a,3,3a,3,3a,3,3a,3,3a
PX386821,3,3a,3,3a,3,3a,3,3a,3,3a
PX386823,1,1a,1,1a,1,1a,1,1a,1,1a
PX386825,1,1a,1,1a,1,1a,1,1a,1,1a
PX386826,2,2b,2,2b,2,2b,2,2b,2,2b
PX386828,3,3a,3,3a,3,3a,3,3a,3,3a
PX386829,1,1a,1,1a,1,1a,1,1a,1,1a
PX386830,3,3a,3,3a,3,3a,3,3a,3,3a
PX386831,3,3a,3,3a,3,3a,3,3a,3,3a
PX386834,3,3a,3,3a,3,3a,3,3a,3,3a
PX386835,3,3a,3,3a,3,3a,3,3a,3,3a
PX386837,3,3a,3,3a,3,3a,3,3a,3,3a
PX386839,1,1a,1,1a,1,1a,1,1a,1,1a
PX386840,1,1a,1,1a,1,1a,1,1a,1,1a
PX386841,1,1a,1,1a,1,1a,1,1a,1,1a
PX386843,3,3a,3,3a,3,3a,3,3a,3,3a
PX386844,3,3a,3,3a,3,3a,3,3a,3,3a
PX386845,1,1a,1,1a,1,1a,1,1a,1,1a
PX386846,2,2b,2,2b,2,2b,2,2b,2,2b
PX386847,3,3a,3,3a,3,3a,3,3a,3,3a
PX386848,3,3a,3,3a,3,3a,3,3a,3,3a
PX386850,3,3a,3,3a,3,3a,3,3a,3,3a
PX386851,1,1a,1,1a,1,1a,1,1a,1,1a
PX386852,1,1a,1,1a,1,1a,1,1a,1,1a
PX386854,3,3a,3,3a,3,3a,3,3a,3,3a
PX386855,1,1a,1,1a,1,1a,1,1a,1,1a
PX386856,1,1a,1,1a,1,1a,1,1a,1,1a
PX386857,1,1b,1,1b,1,1b,1,1b,1,1b
PX386859,3,3a,3,3a,3,3a,3,3a,3,3a
PX386860,3,3a,3,3a,3,3a,3,3a,3,3a
PX386861,1,1a,1,1a,1,1a,1,1a,1,1a
PX386863,3,3a,3,3a,3,3a,3,3a,3,3a
PX386864,1,1a,1,1a,1,1a,1,1a,1,1a
PX386865,3,3a,3,3a,3,3a,3,3a,3,3a
PX386867,1,1a,1,1a,1,1a,1,1a,1,1a
PX386872,3,3a,3,3a,3,3a,3,3a,3,3a
PX386874,3,3a,3,3a,3,3a,3,3a,3,3a
PX386875,1,1a,1,1a,1,1a,1,1a,1,1a
PX386876,3,3a,3,3a,3,3a,3,3a,3,3a
PX386878,1,1a,1,1a,1,1a,1,1a,1,1a
PX386879,1,1a,1,1a,1,1a,1,1a,1,1a
PX386880,3,3a,3,3a,3,3a,3,3a,3,3a
PX386882,1,1b,1,1b,1,1b,1,1b,1,1b
PX386883,3,3a,3,3a,3,3a,3,3a,3,3a
PX386884,3,3a,3,3a,3,3a,3,3a,3,3a
PX386885,1,1b,1,1b,1,1b,1,1b,1,1b
PX386887,3,3a,3,3a,3,3a,3,3a,3,3a
PX386888,3,3a,3,3a,3,3a,3,3a,3,3a
PX386891,1,1a,1,1a,1,1a,1,1a,1,1a
PX386892,1,1b,1,1b,1,1b,1,1b,1,1b
PX386893,3,3a,3,3a,3,3a,3,3a,3,3a
PX386894,1,1a,1,1a,1,1a,1,1a,1,1a
PX386896,3,3a,3,3a,3,3a,3,3a,3,3a
PX386897,1,1a,1,1a,1,1a,1,1a,1,1a
PX386898,1,1a,1,1a,1,1a,1,1a,1,1a
PX386899,3,3a,3,3a,3,3a,3,3a,3,3a
PX386900,1,1a,1,1a,1,1a,1,1a,1,1a
PX386901,3,3a,3,3a,3,3a,3,3a,3,3a
PX386905,3,3a,3,3a,3,3a,3,3a,3,3a
PX386907,1,1a,1,1a,1,1a,1,1a,1,1a
PX386908,1,1a,1,1a,1,1a,1,1a,1,1a
PX386909,1,1a,1,1a,1,1a,1,1a,1,1a
PX386911,3,3a,3,3a,3,3a,3,3a,3,3a
PX386913,1,1a,1,1a,1,1a,1,1a,1,1a
PX386915,1,1a,1,1a,1,1a,1,1a,1,1a
PX386916,3,3a,3,3a,3,3a,3,3a,3,3a
PX386917,1,1a,1,1a,1,1a,1,1a,1,1a
PX386918,3,3a,3,3a,3,3a,3,3a,3,3a
PX386919,3,3a,3,3a,3,3a,3,3a,3,3a
PX386920,3,3a,3,3a,3,3a,3,3a,3,3a
PX386921,3,3a,3,3a,3,3a,3,3a,3,3a
PX386922,1,1a,1,1a,1,1a,1,1a,1,1a
PX386925,3,3a,3,3a,3,3a,3,3a,3,3a
PX386927,1,1a,1,1a,1,1a,1,1a,1,1a
PX386928,3,3a,3,3a,3,3a,3,3a,3,3a
PX386929,3,3a,3,3a,3,3a,3,3a,3,3a
PX386930,1,1a,1,1a,1,1a,1,1a,1,1a
PX386931,1,1a,1,1a,1,1a,1,1a,1,1a
PX386932,1,1a,1,1a,1,1a,1,1a,1,1a
PX386933,3,3a,3,3a,3,3a,3,3a,3,3a
PX386934,3,3a,3,3a,3,3a,3,3a,3,3a
PX386935,1,1a,1,1a,1,1a,1,1a,1,1a
PX386937,1,1b,1,1b,1,1b,1,1b,1,1b
PX386938,1,1a,1,1a,1,1a,1,1a,1,1a
PX386939,1,1a,1,1a,1,1a,1,1a,1,1a
PX386942,3,3a,3,3a,3,3a,3,3a,3,3a
PX386944,1,1a,1,1a,1,1a,1,1a,1,1a
PX386945,3,3a,3,3a,3,3a,3,3a,3,3a
PX386946,3,3a,3,3a,3,3a,3,3a,3,3a
PX386947,1,1a,1,1a,1,1a,1,1a,1,1a
PX386948,1,1a,1,1a,1,1a,1,1a,1,1a
PX386949,1,1b,1,1b,1,1b,1,1b,1,1b
PX386950,3,3a,3,3a,3,3a,3,3a,3,3a
PX386952,1,1a,1,1a,1,1a,1,1a,1,1a
PX386953,1,1a,1,1a,1,1a,1,1a,1,1a
PX386956,2,2b,2,2b,2,2b,2,2b,2,2b
PX386957,3,3a,3,3a,3,3a,3,3a,3,3a
PX386958,1,1a,1,1a,1,1a,1,1a,1,1a
PX386959,3,3a,3,3a,3,3a,3,3a,3,3a
PX386961,1,1b,1,1b,1,1b,1,1b,1,1b
PX386962,1,1l,1,1l,1,1l,1,1l,1,1l
PX386964,1,1l,1,1l,1,1l,1,1l,1,1l
PX386966,3,3b,3,3b,3,3b,3,3b,3,3b
PX386969,6,6a,6,6a,6,6a,6,6a,6,6a
PX386970,3,3h,3,3h,3,3h,3,3h,3,
PX386971,4,4c,4,4c,4,4c,4,4c,4,4c
PX386972,3,3h,3,3h,3,3h,3,3h,3,3h
PX386973,3,3b,3,3b,3,3b,3,3b,3,3b
PX386974,4,4r,4,4r,4,4r,4,4r,4,4r
PX386975,4,4c,4,4c,4,4c,4,4c,4,4c
PX386976,4,4r,4,4r,4,4r,4,4r,4,4r
PX386977,4,4v,4,4v,4,4v,4,4v,4,4v
PX386978,6,6a,6,6a,6,6a,6,6a,6,6a
PX386979,6,6a,6,6a,6,6a,6,6a,6,6a
PX386980,4,4t,4,4t,4,4t,4,4t,4,4t
PX386981,1,1g,1,1g,1,1g,1,1g,1,1g
PX386982,1,1g,1,1g,1,1g,1,1g,1,1g
PX386983,4,4v,4,4v,4,4v,4,4v,4,4v
PX386984,1,1l,1,1l,1,1l,1,1l,1,1l
PX386985,1,1e,1,1e,1,1e,1,1e,1,1e
PX386986,1,1e,1,1e,1,1e,1,1e,1,1e
PX386989,2,2b,2,2b,2,2b,2,2b,2,2b
PX386992,1,1a,1,1a,1,1a,1,1a,1,1a
PX386994,4,4a,4,4a,4,4a,4,4a,4,4c
PX386995,4,4a,4,4a,4,4a,4,4a,4,4c
PX386996,4,4d,4,4d,4,4d,4,4d,4,4d
PX386997,4,4d,4,4d,4,4d,4,4d,4,4d
PX386998,4,4d,4,4d,4,4d,4,4d,4,4d
PX386999,4,4k,4,4k,4,4k,4,4k,4,4k
PX387001,5,5a,5,5a,5,5a,5,5a,5,5a
PX387002,5,5a,5,5a,5,5a,5,5a,5,5a
PX387003,1,1a,1,1a,1,1a,1,1a,1,1a
PX387004,1,1a,1,1a,1,1a,1,1a,1,1a
PX387005,3,3a,3,3a,3,3a,3,3a,3,3a
PX387006,1,1b,1,1b,1,1b,1,1b,1,1b
PX387009,1,1a,1,1a,1,1a,1,1a,1,1a
PX387010,1,1a,1,1a,1,1a,1,1a,1,1a
PX387011,1,1a,1,1a,1,1a,1,1a,1,1a
PX387012,1,1a,1,1a,1,1a,1,1a,1,1a
PX387013,1,1a,1,1a,1,1a,1,1a,1,1a
PX387014,1,1a,1,1a,1,1a,1,1a,1,1a
PX387016,1,1a,1,1a,1,1a,1,1a,1,1a
PX387017,3,3a,3,3a,3,3a,3,3a,3,3a
PX387018,1,1a,1,1a,1,1a,1,1a,1,1a
PX387019,1,1a,1,1a,1,1a,1,1a,1,1a
PX387020,1,1a,1,1a,1,1a,1,1a,1,1a
PX387022,1,1a,1,1a,1,1a,1,1a,1,1a
PX387024,1,1a,1,1a,1,1a,1,1a,1,1a
PX387026,3,3a,3,3a,3,3a,3,3a,3,3a
PX387029,1,1b,1,1b,1,1b,1,1b,1,1b
PX387031,3,3a,3,3a,3,3a,3,3a,3,3a
PX387032,1,1a,1,1a,1,1a,1,1a,1,1a
PX387033,1,1a,1,1a,1,1a,1,1a,1,1a
PX387036,1,1b,1,1b,1,1b,1,1b,1,1b
PX387037,1,1a,1,1a,1,1a,1,1a,1,1a
PX387039,3,3a,3,3a,3,3a,3,3a,3,3a
PX387040,2,2b,2,2b,2,2b,2,2b,2,2b
PX446232,4,4f,4,4f,4,4f,4,4f,4,
PX459926,1,1e,1,1e,1,1e,1,1e,1,
EU155213,1,1a,1,1a,1,1a,1,1a,1,1a
EU155214,1,1a,1,1a,1,1a,1,1a,1,1a
EU155215,1,1a,1,1a,1,1a,1,1a,1,1a
EU155216,1,1a,1,1a,1,1a,1,1a,1,1a
EU155217,1,1b,1,1b,1,1b,1,1b,1,1b
EU155218,1,1b,1,1b,1,1b,1,1b,1,1b
EU155219,1,1b,1,1b,1,1b,1,1b,1,1b
EU155220,1,1b,1,1b,1,1b,1,1b,1,1b
EU155221,1,1b,1,1b,1,1b,1,1b,1,1b
EU155222,1,1b,1,1b,1,1b,1,1b,1,1b
EU155223,1,1b,1,1b,1,1b,1,1b,1,1b
EU155224,1,1b,1,1b,1,1b,1,1b,1,1b
EU155225,1,1b,1,1b,1,1b,1,1b,1,1b
EU155226,1,1b,1,1b,1,1b,1,1b,1,1b
EU155227,1,1b,1,1b,1,1b,1,1b,1,1b
EU155228,1,1b,1,1b,1,1b,1,1b,1,1b
EU155229,1,1b,1,1b,1,1b,1,1b,1,1b
EU155230,1,1b,1,1b,1,1b,1,1b,1,1b
EU155231,1,1b,1,1b,1,1b,1,1b,1,1b
EU155232,1,1b,1,1b,1,1b,1,1b,1,1b
EU155233,1,1a,1,1a,1,1a,1,1a,1,1a
EU155234,1,1b,1,1b,1,1b,1,1b,1,1b
EU155235,1,1b,1,1b,1,1b,1,1b,1,1b
EU155236,1,1a,1,1a,1,1a,1,1a,1,1a
EU155237,1,1a,1,1a,1,1a,1,1a,1,1a
EU155238,1,1a,1,1a,1,1a,1,1a,1,1a
EU155239,1,1a,1,1a,1,1a,1,1a,1,1a
EU155240,1,1a,1,1a,1,1a,1,1a,1,1a
EU155242,1,1a,1,1a,1,1a,1,1a,1,1a
EU155243,1,1a,1,1a,1,1a,1,1a,1,1a
EU155244,1,1a,1,1a,1,1a,1,1a,1,1a
EU155245,1,1a,1,1a,1,1a,1,1a,1,1a
EU155246,1,1a,1,1a,1,1a,1,1a,1,1a
EU155248,1,1a,1,1a,1,1a,1,1a,1,1a
EU155249,1,1a,1,1a,1,1a,1,1a,1,1a
EU155250,1,1a,1,1a,1,1a,1,1a,1,1a
EU155251,1,1a,1,1a,1,1a,1,1a,1,1a
EU155252,1,1a,1,1a,1,1a,1,1a,1,1a
EU155253,1,1b,1,1b,1,1b,1,1b,1,1b
EU155254,1,1b,1,1b,1,1b,1,1b,1,1b
EU155255,1,1b,1,1b,1,1b,1,1b,1,1b
EU155256,1,1b,1,1b,1,1b,1,1b,1,1b
EU155257,1,1b,1,1b,1,1b,1,1b,1,1b
EU155258,1,1b,1,1b,1,1b,1,1b,1,1b
EU155259,1,1b,1,1b,1,1b,1,1b,1,1b
EU155261,1,1b,1,1b,1,1b,1,1b,1,1b
EU155262,1,1b,1,1b,1,1b,1,1b,1,1b
EU155263,1,1b,1,1b,1,1b,1,1b,1,1b
EU155264,1,1b,1,1b,1,1b,1,1b,1,1b
EU155266,1,1a,1,1a,1,1a,1,1a,1,1a
EU155267,1,1a,1,1a,1,1a,1,1a,1,1a
EU155268,1,1a,1,1a,1,1a,1,1a,1,1a
EU155269,1,1a,1,1a,1,1a,1,1a,1,1a
EU155270,1,1a,1,1a,1,1a,1,1a,1,1a
EU155271,1,1a,1,1a,1,1a,1,1a,1,1a
EU155272,1,1a,1,1a,1,1a,1,1a,1,1a
EU155274,1,1a,1,1a,1,1a,1,1a,1,1a
EU155275,1,1a,1,1a,1,1a,1,1a,1,1a
EU155276,1,1a,1,1a,1,1a,1,1a,1,1a
EU155277,1,1a,1,1a,1,1a,1,1a,1,1a
EU155278,1,1a,1,1a,1,1a,1,1a,1,1a
EU155279,1,1b,1,1b,1,1b,1,1b,1,1b
EU155280,1,1b,1,1b,1,1b,1,1b,1,1b
EU155281,1,1b,1,1b,1,1b,1,1b,1,1b
EU155282,1,1a,1,1a,1,1a,1,1a,1,1a
EU155283,1,1a,1,1a,1,1a,1,1a,1,1a
EU155284,1,1a,1,1a,1,1a,1,1a,1,1a
EU155285,1,1a,1,1a,1,1a,1,1a,1,1a
EU155286,1,1a,1,1a,1,1a,1,1a,1,1a
EU155287,1,1a,1,1a,1,1a,1,1a,1,1a
EU155288,1,1a,1,1a,1,1a,1,1a,1,1a
EU155289,1,1a,1,1a,1,1a,1,1a,1,1a
EU155290,1,1a,1,1a,1,1a,1,1a,1,1a
EU155291,1,1a,1,1a,1,1a,1,1a,1,1a
EU155292,1,1a,1,1a,1,1a,1,1a,1,1a
EU155293,1,1a,1,1a,1,1a,1,1a,1,1a
EU155294,1,1a,1,1a,1,1a,1,1a,1,1a
EU155295,1,1a,1,1a,1,1a,1,1a,1,1a
EU155296,1,1a,1,1a,1,1a,1,1a,1,1a
EU155297,1,1a,1,1a,1,1a,1,1a,1,1a
EU155298,1,1a,1,1a,1,1a,1,1a,1,1a
EU155299,1,1a,1,1a,1,1a,1,1a,1,1a
EU155300,1,1b,1,1b,1,1b,1,1b,1,1b
EU155301,1,1b,1,1b,1,1b,1,1b,1,1b
EU155302,1,1b,1,1b,1,1b,1,1b,1,1b
EU155303,1,1b,1,1b,1,1b,1,1b,1,1b
EU155304,1,1b,1,1b,1,1b,1,1b,1,1b
EU155305,1,1b,1,1b,1,1b,1,1b,1,1b
EU155306,1,1b,1,1b,1,1b,1,1b,1,1b
EU155307,1,1b,1,1b,1,1b,1,1b,1,1b
EU155308,1,1b,1,1b,1,1b,1,1b,1,1b
EU155309,1,1a,1,1a,1,1a,1,1a,1,1a
EU155310,1,1a,1,1a,1,1a,1,1a,1,1a
EU155311,1,1a,1,1a,1,1a,1,1a,1,1a
EU155313,1,1a,1,1a,1,1a,1,1a,1,1a
EU155314,1,1a,1,1a,1,1a,1,1a,1,1a
EU155315,1,1b,1,1b,1,1b,1,1b,1,1b
EU155316,1,1b,1,1b,1,1b,1,1b,1,1b
EU155317,1,1b,1,1b,1,1b,1,1b,1,1b
EU155318,1,1b,1,1b,1,1b,1,1b,1,1b
EU155319,1,1a,1,1a,1,1a,1,1a,1,1a
EU155320,1,1a,1,1a,1,1a,1,1a,1,1a
EU155321,1,1a,1,1a,1,1a,1,1a,1,1a
EU155322,1,1a,1,1a,1,1a,1,1a,1,1a
EU155323,1,1a,1,1a,1,1a,1,1a,1,1a
EU155324,1,1b,1,1b,1,1b,1,1b,1,1b
EU155325,1,1b,1,1b,1,1b,1,1b,1,1b
EU155326,1,1b,1,1b,1,1b,1,1b,1,1b
EU155327,1,1b,1,1b,1,1b,1,1b,1,1b
EU155328,1,1b,1,1b,1,1b,1,1b,1,1b
EU155329,1,1b,1,1b,1,1b,1,1b,1,1b
EU155330,1,1b,1,1b,1,1b,1,1b,1,1b
EU155331,1,1b,1,1b,1,1b,1,1b,1,1b
EU155332,1,1b,1,1b,1,1b,1,1b,1,1b
EU155333,1,1b,1,1b,1,1b,1,1b,1,1b
EU155334,1,1b,1,1b,1,1b,1,1b,1,1b
EU155335,1,1b,1,1b,1,1b,1,1b,1,1b
EU155336,1,1b,1,1b,1,1b,1,1b,1,1b
EU155337,1,1b,1,1b,1,1b,1,1b,1,1b
EU155338,1,1a,1,1a,1,1a,1,1a,1,1a
EU155339,1,1a,1,1a,1,1a,1,1a,1,1a
EU155340,1,1a,1,1a,1,1a,1,1a,1,1a
EU155341,1,1a,1,1a,1,1a,1,1a,1,1a
EU155342,1,1a,1,1a,1,1a,1,1a,1,1a
EU155343,1,1a,1,1a,1,1a,1,1a,1,1a
EU155344,1,1a,1,1a,1,1a,1,1a,1,1a
EU155345,1,1a,1,1a,1,1a,1,1a,1,1a
EU155346,1,1a,1,1a,1,1a,1,1a,1,1a
EU155347,1,1a,1,1a,1,1a,1,1a,1,1a
EU155348,1,1a,1,1a,1,1a,1,1a,1,1a
EU155349,1,1a,1,1a,1,1a,1,1a,1,1a
EU155351,1,1a,1,1a,1,1a,1,1a,1,1a
EU155352,1,1a,1,1a,1,1a,1,1a,1,1a
EU155353,1,1a,1,1a,1,1a,1,1a,1,1a
EU155354,1,1a,1,1a,1,1a,1,1a,1,1a
EU155355,1,1a,1,1a,1,1a,1,1a,1,1a
EU155356,1,1b,1,1b,1,1b,1,1b,1,1b
EU155357,1,1b,1,1b,1,1b,1,1b,1,1b
EU155358,1,1b,1,1b,1,1b,1,1b,1,1b
EU155359,1,1b,1,1b,1,1b,1,1b,1,1b
EU155360,1,1b,1,1b,1,1b,1,1b,1,1b
EU155361,1,1b,1,1b,1,1b,1,1b,1,1b
EU155362,1,1b,1,1b,1,1b,1,1b,1,1b
EU155363,1,1b,1,1b,1,1b,1,1b,1,1b
EU155364,1,1b,1,1b,1,1b,1,1b,1,1b
EU155365,1,1b,1,1b,1,1b,1,1b,1,1b
EU155366,1,1b,1,1b,1,1b,1,1b,1,1b
EU155367,1,1b,1,1b,1,1b,1,1b,1,1b
EU155368,1,1b,1,1b,1,1b,1,1b,1,1b
EU155369,1,1b,1,1b,1,1b,1,1b,1,1b
EU155370,1,1b,1,1b,1,1b,1,1b,1,1b
EU155371,1,1b,1,1b,1,1b,1,1b,1,1b
EU155372,1,1b,1,1b,1,1b,1,1b,1,1b
EU155373,1,1b,1,1b,1,1b,1,1b,1,1b
EU155374,1,1b,1,1b,1,1b,1,1b,1,1b
EU155375,1,1b,1,1b,1,1b,1,1b,1,1b
EU155376,1,1b,1,1b,1,1b,1,1b,1,1b
EU155377,1,1b,1,1b,1,1b,1,1b,1,1b
EU155378,1,1a,1,1a,1,1a,1,1a,1,1a
EU155380,1,1a,1,1a,1,1a,1,1a,1,1a
EU155381,1,1b,1,1b,1,1b,1,1b,1,1b
EU155382,1,1b,1,1b,1,1b,1,1b,1,1b
EU158186,6,6v,6,6v,6,6v,6,6v,6,6v
EU234061,1,1b,1,1b,1,1b,1,1b,1,1b
EU234062,1,1b,1,1b,1,1b,1,1b,1,1b
EU234063,1,1a,1,1a,1,1a,1,1a,1,1a
EU234064,1,1a,1,1a,1,1a,1,1a,1,1a
EU234065,1,1a,1,1a,1,1a,1,1a,1,1a
EU239713,1,1a,1,1a,1,1a,1,1a,1,1a
EU239714,1,1b,1,1b,1,1b,1,1b,1,1b
EU239715,1,1a,1,1a,1,1a,1,1a,1,1a
EU239716,1,1a,1,1a,1,1a,1,1a,1,1a
EU246930,6,6a,6,6a,6,6a,6,6a,6,6a
EU246931,6,6e,6,6e,6,6e,6,6e,6,6e
EU246932,6,6e,6,6e,6,6e,6,6e,6,6e
EU246933,6,6l,6,6l,6,6l,6,6l,6,6l
EU246934,6,6o,6,6o,6,6o,6,6o,6,6o
EU246935,6,6i,6,6i,6,6i,6,6i,6,6i
EU246936,6,6f,6,6f,6,6f,6,6f,6,6f
EU246938,6,6n,6,6n,6,6n,6,6n,6,6n
EU246939,6,6t,6,6t,6,6t,6,6t,6,
EU246940,6,6u,6,6u,6,6u,6,6u,6,
EU250017,1,1a,1,1a,1,1a,1,1a,1,1a
EU255927,1,1a,1,1a,1,1a,1,1a,1,1a
EU255928,1,1a,1,1a,1,1a,1,1a,1,1a
EU255929,1,1a,1,1a,1,1a,1,1a,1,1a
EU255930,1,1a,1,1a,1,1a,1,1a,1,1a
EU255931,1,1a,1,1a,1,1a,1,1a,1,1a
EU255932,1,1a,1,1a,1,1a,1,1a,1,1a
EU255933,1,1a,1,1a,1,1a,1,1a,1,1a
EU255934,1,1a,1,1a,1,1a,1,1a,1,1a
EU255935,1,1a,1,1a,1,1a,1,1a,1,1a
EU255936,1,1a,1,1a,1,1a,1,1a,1,1a
EU255937,1,1a,1,1a,1,1a,1,1a,1,1a
EU255938,1,1a,1,1a,1,1a,1,1a,1,1a
EU255939,1,1a,1,1a,1,1a,1,1a,1,1a
EU255940,1,1a,1,1a,1,1a,1,1a,1,1a
EU255941,1,1a,1,1a,1,1a,1,1a,1,1a
EU255942,1,1a,1,1a,1,1a,1,1a,1,1a
EU255943,1,1a,1,1a,1,1a,1,1a,1,1a
EU255944,1,1a,1,1a,1,1a,1,1a,1,1a
EU255945,1,1a,1,1a,1,1a,1,1a,1,1a
EU255946,1,1a,1,1a,1,1a,1,1a,1,1a
EU255947,1,1a,1,1a,1,1a,1,1a,1,1a
EU255948,1,1a,1,1a,1,1a,1,1a,1,1a
EU255949,1,1a,1,1a,1,1a,1,1a,1,1a
EU255950,1,1a,1,1a,1,1a,1,1a,1,1a
EU255951,1,1a,1,1a,1,1a,1,1a,1,1a
EU255952,1,1a,1,1a,1,1a,1,1a,1,1a
EU255953,1,1a,1,1a,1,1a,1,1a,1,1a
EU255954,1,1a,1,1a,1,1a,1,1a,1,1a
EU255955,1,1a,1,1a,1,1a,1,1a,1,1a
EU255956,1,1a,1,1a,1,1a,1,1a,1,1a
EU255957,1,1a,1,1a,1,1a,1,1a,1,1a
