Accession,PerGeneGenotype,PerGeneSubtype,FullGenomeGenotype,FullGenomeSubtype,CometPerGeneGenotype,CometPerGeneSubtype,CometFullGenomeGenotype,CometFullGenomeSubtype,GenBankGenotype,GenBankSubtype
MG455837,1,1a,1,1a,1,1a,1,1a,1,1a
MG455838,4,4d,4,4d,4,4d,4,4d,4,4d
MG455839,1,1a,1,1a,1,1a,1,1a,1,1a
MG455840,1,1a,1,1a,1,1a,1,1a,1,1a
MG455841,2,2b,2,2b,2,2b,2,2b,2,2b
MG455842,1,1a,1,1a,1,1a,1,1a,1,1a
MG455845,1,1a,1,1a,1,1a,1,1a,1,1a
MG455846,1,1a,1,1a,1,1a,1,1a,1,1a
MG455847,1,1a,1,1a,1,1a,1,1a,1,1a
MG455848,1,1a,1,1a,1,1a,1,1a,1,1a
MG455849,1,1a,1,1a,1,1a,1,1a,1,1a
MG455850,1,1a,1,1a,1,1a,1,1a,1,1a
MG455852,1,1a,1,1a,1,1a,1,1a,1,1a
MG455854,4,4a,4,4a,4,4a,4,4a,4,4a
MG455855,4,4a,4,4a,4,4a,4,4a,4,4a
MG455856,1,1a,1,1a,1,1a,1,1a,1,1a
MG455857,1,1a,1,1a,1,1a,1,1a,1,1a
MG455858,1,1a,1,1a,1,1a,1,1a,1,1a
MG455859,4,4d,4,4d,4,4d,4,4d,4,4d
MG455861,1,1a,1,1a,1,1a,1,1a,1,1a
MG455862,1,1a,1,1a,1,1a,1,1a,1,1a
MG455863,1,1a,1,1a,1,1a,1,1a,1,1a
MG455866,1,1a,1,1a,1,1a,1,1a,1,1a
MG455867,3,3a,3,3a,3,3a,3,3a,3,3a
MG455868,3,3a,3,3a,3,3a,3,3a,3,3a
MG455869,2,2b,2,2b,2,2b,2,2b,2,2b
MG455870,3,3a,3,3a,3,3a,3,3a,3,3a
MG455871,1,1a,1,1a,1,1a,1,1a,1,1a
MG455874,1,1a,1,1a,1,1a,1,1a,1,1a
MG455875,1,1a,1,1a,1,1a,1,1a,1,1a
MG455880,1,1a,1,1a,1,1a,1,1a,1,1a
MG455881,1,1a,1,1a,1,1a,1,1a,1,1a
MG455885,1,1a,1,1a,1,1a,1,1a,1,1a
MG455887,1,1a,1,1a,1,1a,1,1a,1,1a
MG455888,1,1a,1,1a,1,1a,1,1a,1,1a
MG455890,2,2b,2,2b,2,2b,2,2b,2,2b
MG455891,1,1a,1,1a,1,1a,1,1a,1,1a
MG455892,1,1a,1,1a,1,1a,1,1a,1,1a
MG455893,3,3a,3,3a,3,3a,3,3a,3,3a
MG455898,1,1b,1,1b,1,1b,1,1b,1,1b
MG455900,1,1a,1,1a,1,1a,1,1a,1,1a
MG455903,1,1a,1,1a,1,1a,1,1a,1,1a
MG455904,1,1a,1,1a,1,1a,1,1a,1,1a
MG455905,3,3a,3,3a,3,3a,3,3a,3,3a
MG455907,1,1a,1,1a,1,1a,1,1a,1,1a
MG455908,1,1a,1,1a,1,1a,1,1a,1,1a
MG455909,2,2b,2,2b,2,2b,2,2b,2,2b
MG455913,1,1b,1,1b,1,1b,1,1b,1,1b
MG455914,1,1a,1,1a,1,1a,1,1a,1,1a
MG455916,1,1a,1,1a,1,1a,1,1a,1,1a
MG455917,1,1a,1,1a,1,1a,1,1a,1,1a
MG455918,1,1a,1,1a,1,1a,1,1a,1,1a
MG455919,1,1a,1,1a,1,1a,1,1a,1,1a
MG455920,1,1a,1,1a,1,1a,1,1a,1,1a
MG455921,1,1a,1,1a,1,1a,1,1a,1,1a
MG455922,1,1a,1,1a,1,1a,1,1a,1,1a
MG455923,1,1a,1,1a,1,1a,1,1a,1,1a
MG455924,1,1a,1,1a,1,1a,1,1a,1,1a
MG455926,1,1a,1,1a,1,1a,1,1a,1,1a
MG455929,4,4a,4,4a,4,4a,4,4a,4,4a
MG455930,1,1a,1,1a,1,1a,1,1a,1,1a
MG455932,2,2a,2,2a,2,2a,2,2a,2,2a
MG455935,1,1a,1,1a,1,1a,1,1a,1,1a
MG455937,2,2c,2,2c,2,2c,2,2c,2,2b
MG455939,1,1a,1,1a,1,1a,1,1a,1,1a
MG455940,2,2b,2,2b,2,2b,2,2b,2,2b
MG455942,1,1a,1,1a,1,1a,1,1a,1,1a
MG455945,1,1b,1,1b,1,1b,1,1b,1,1b
MG455946,1,1a,1,1a,1,1a,1,1a,1,1a
MG455947,1,1a,1,1a,1,1a,1,1a,1,1a
MG455948,1,1a,1,1a,1,1a,1,1a,1,1a
MG455950,1,1a,1,1a,1,1a,1,1a,1,1a
MG455951,1,1b,1,1b,1,1b,1,1b,1,1b
MG455955,6,6a,6,6a,6,6a,6,6a,6,6a
MG455958,1,1a,1,1a,1,1a,1,1a,1,1a
MG455959,4,4a,4,4a,4,4a,4,4a,4,4a
MG455960,1,1a,1,1a,1,1a,1,1a,1,1a
MG455961,2,2b,2,2b,2,2b,2,2b,2,2b
MG455962,1,1a,1,1a,1,1a,1,1a,1,1a
MG455965,1,1b,1,1b,1,1b,1,1b,1,1b
MG455966,4,4r,4,4r,4,4r,4,4r,4,4r
MG455968,1,1a,1,1a,1,1a,1,1a,1,1a
MG455969,4,4a,4,4a,4,4a,4,4a,4,4a
MG455970,6,6a,6,6a,6,6a,6,6a,6,6a
MG455972,4,4a,4,4a,4,4a,4,4a,4,4a
MG455973,1,1a,1,1a,1,1a,1,1a,1,1a
MG455975,1,1b,1,1b,1,1b,1,1b,1,1b
MG455976,1,1a,1,1a,1,1a,1,1a,1,1a
MG455978,1,1a,1,1a,1,1a,1,1a,1,1a
MG455979,2,2j,2,2j,2,2j,2,2j,2,2j
MG455980,4,4a,4,4a,4,4a,4,4a,4,4a
MG455982,1,1b,1,1b,1,1b,1,1b,1,1b
MG455987,2,2c,2,2c,2,2c,2,2c,2,2c
MG455988,1,1b,1,1b,1,1b,1,1b,1,1b
MG455989,6,6l,6,6l,6,6l,6,6l,6,6l
MG455990,2,2b,2,2b,2,2b,2,2b,2,2b
MG455991,1,1a,1,1a,1,1a,1,1a,1,1a
MG455992,1,1a,1,1a,1,1a,1,1a,1,1a
MG455997,1,1a,1,1a,1,1a,1,1a,1,1a
MG456001,1,1b,1,1b,1,1b,1,1b,1,1b
MG456003,4,4k,4,4k,4,4k,4,4k,4,4a
MG456005,2,2b,2,2b,2,2b,2,2b,2,2b
MG456008,4,4d,4,4d,4,4d,4,4d,4,4d
MG456009,6,6q,6,6q,6,6q,6,6q,6,6q
MG456010,4,4b,4,4b,4,4b,4,4b,4,4b
MG456012,1,1a,1,1a,1,1a,1,1a,1,1a
MG456013,1,1b,1,1b,1,1b,1,1b,1,1b
MG456014,4,4d,4,4d,4,4d,4,4d,4,4a
MG456015,1,1b,1,1b,1,1b,1,1b,1,1b
MG456016,2,2k,2,2k,2,2k,2,2k,2,2k
MG456017,4,4d,4,4d,4,4d,4,4d,4,4d
MG456018,2,2a,2,2a,2,2a,2,2a,2,2a
MG456019,4,4a,4,4a,4,4a,4,4a,4,4a
MG456020,1,1b,1,1b,1,1b,1,1b,1,1b
MG456022,1,1a,1,1a,1,1a,1,1a,1,1a
MG456023,1,1i,1,1i,1,1b,1,1b,1,1b
MG456024,2,2k,2,2k,2,2k,2,2k,2,2k
MG456026,1,1a,1,1a,1,1a,1,1a,1,1a
MG456028,1,1a,1,1a,1,1a,1,1a,1,1a
MG456029,1,1a,1,1a,1,1a,1,1a,1,1a
MG456030,1,1a,1,1a,1,1a,1,1a,1,1a
MG456035,1,1b,1,1b,1,1b,1,1b,1,1b
MG456037,1,1a,1,1a,1,1a,1,1a,1,1a
MG456038,4,4a,4,4a,4,4a,4,4a,4,4a
MG456042,1,1a,1,1a,1,1a,1,1a,1,1a
MG456043,2,2b,2,2b,2,2b,2,2b,2,2b
MG456045,1,1a,1,1a,1,1a,1,1a,1,1a
MG456046,1,1a,1,1a,1,1a,1,1a,1,1a
MG456048,1,1b,1,1b,1,1b,1,1b,1,1b
MG456049,1,1a,1,1a,1,1a,1,1a,1,1a
MG456051,1,1a,1,1a,1,1a,1,1a,1,1a
MG456052,3,3a,3,3a,3,3a,3,3a,3,3a
MG456055,2,2b,2,2b,2,2b,2,2b,2,2b
MG456056,1,1a,1,1a,1,1a,1,1a,1,1a
MG456057,2,2b,2,2b,2,2b,2,2b,2,2b
MG456058,2,2a,2,2a,2,2a,2,2a,2,2a
MG456062,1,1a,1,1a,1,1a,1,1a,1,1a
MG456063,3,3a,3,3a,3,3a,3,3a,3,3a
MG456064,4,4a,4,4a,4,4a,4,4a,4,4a
MG456065,1,1a,1,1a,1,1a,1,1a,1,1a
MG456066,1,1a,1,1a,1,1a,1,1a,1,1a
MG456068,1,1a,1,1a,1,1a,1,1a,1,1a
MG456069,3,3a,3,3a,3,3a,3,3a,3,3a
MG456070,1,1a,1,1a,1,1a,1,1a,1,1a
MG456071,1,1a,1,1a,1,1a,1,1a,1,1a
MG456072,3,3a,3,3a,3,3a,3,3a,3,3a
MG456073,2,2b,2,2b,2,2b,2,2b,2,2b
MG456075,4,4a,4,4a,4,4a,4,4a,4,4a
MG456076,1,1a,1,1a,1,1a,1,1a,1,1a
MG456077,3,3a,3,3a,3,3a,3,3a,3,3a
MG456078,3,3a,3,3a,3,3a,3,3a,3,3a
MG456080,6,6a,6,6a,6,6a,6,6a,6,6a
MG456083,2,2b,2,2b,2,2b,2,2b,2,2b
MG456084,1,1b,1,1b,1,1b,1,1b,1,1b
MG456085,3,3a,3,3a,3,3a,3,3a,3,3a
MG456088,1,1a,1,1a,1,1a,1,1a,1,1a
MG456089,3,3a,3,3a,3,3a,3,3a,3,3a
MG456091,1,1a,1,1a,1,1a,1,1a,1,1a
MG456092,1,1b,1,1b,1,1b,1,1b,1,1b
MG456093,2,2b,2,2b,2,2b,2,2b,2,2b
MG456094,3,3a,3,3a,3,3a,3,3a,3,3a
MG456095,2,2b,2,2b,2,2b,2,2b,2,2b
MG456097,4,4a,4,4a,4,4a,4,4a,4,4a
MG456098,3,3a,3,3a,3,3a,3,3a,3,3a
MG456099,1,1a,1,1a,1,1a,1,1a,1,1a
MG456100,1,1b,1,1b,1,1b,1,1b,1,1b
MG456104,3,3a,3,3a,3,3a,3,3a,3,3a
MG456105,1,1b,1,1b,1,1b,1,1b,1,1b
MG456106,3,3a,3,3a,3,3a,3,3a,3,3a
MG456107,4,4a,4,4a,4,4a,4,4a,4,4a
MG456108,1,1a,1,1a,1,1a,1,1a,1,1a
MG456109,3,3a,3,3a,3,3a,3,3a,3,3a
MG456110,1,1a,1,1a,1,1a,1,1a,1,1a
MG456112,1,1a,1,1a,1,1a,1,1a,1,1a
MG456114,4,4a,4,4a,4,4a,4,4a,4,4a
MG456115,1,1a,1,1a,1,1a,1,1a,1,1a
MG456116,1,1a,1,1a,1,1a,1,1a,1,1a
MG456118,1,1b,1,1b,1,1b,1,1b,1,1b
MG456125,4,4a,4,4a,4,4a,4,4a,4,4a
MG456126,3,3a,3,3a,3,3a,3,3a,3,3a
MG456127,1,1a,1,1a,1,1a,1,1a,1,1a
MG456132,2,2b,2,2b,2,2b,2,2b,2,2b
MG456133,4,4a,4,4a,4,4a,4,4a,4,4a
MG456138,3,3a,3,3a,3,3a,3,3a,3,3a
MG456139,3,3a,3,3a,3,3a,3,3a,3,3a
MG456141,3,3a,3,3a,3,3a,3,3a,3,3a
MG456142,2,2b,2,2b,2,2b,2,2b,2,2b
MG456146,1,1a,1,1a,1,1a,1,1a,1,1a
MG456147,1,1a,1,1a,1,1a,1,1a,1,1a
MG456151,2,2b,2,2b,2,2b,2,2b,2,2b
MG456154,1,1a,1,1a,1,1a,1,1a,1,1a
MG456156,2,2b,2,2b,2,2b,2,2b,2,2b
MG456158,3,3a,3,3a,3,3a,3,3a,3,3a
MG456162,1,1a,1,1a,1,1a,1,1a,1,1a
MG456164,3,3a,3,3a,3,3a,3,3a,3,3a
MG456165,3,3a,3,3a,3,3a,3,3a,3,3a
MG456167,1,1b,1,1b,1,1b,1,1b,1,1b
MG456168,1,1a,1,1a,1,1a,1,1a,1,1a
MG456169,1,1a,1,1a,1,1a,1,1a,1,1a
MG456170,4,4d,4,4d,4,4d,4,4d,4,4d
MG456172,1,1a,1,1a,1,1a,1,1a,1,1a
MG456173,1,1a,1,1a,1,1a,1,1a,1,1a
MG456175,2,2a,2,2a,2,2a,2,2a,2,2a
MG456176,4,4a,4,4a,4,4a,4,4a,4,4a
MG456179,3,3a,3,3a,3,3a,3,3a,3,3a
MG456181,1,1b,1,1b,1,1b,1,1b,1,1b
MG456182,1,1a,1,1a,1,1a,1,1a,1,1a
MG456184,2,2b,2,2b,2,2b,2,2b,2,2b
MG456185,4,4a,4,4a,4,4a,4,4a,4,4a
MG456187,3,3a,3,3a,3,3a,3,3a,3,3a
MG456188,1,1a,1,1a,1,1a,1,1a,1,1a
MG456191,4,4a,4,4a,4,4a,4,4a,4,4a
MG456193,3,3a,3,3a,3,3a,3,3a,3,3a
MG456194,4,4a,4,4a,4,4a,4,4a,4,4a
MG456195,3,3a,3,3a,3,3a,3,3a,3,3a
MG456198,1,1a,1,1a,1,1a,1,1a,1,1a
MG456199,3,3a,3,3a,3,3a,3,3a,3,3a
MG456201,1,1a,1,1a,1,1a,1,1a,1,1a
MG456202,1,1a,1,1a,1,1a,1,1a,1,1a
MG456204,1,1a,1,1a,1,1a,1,1a,1,1a
MG456205,2,2b,2,2b,2,2b,2,2b,2,2b
MG456206,1,1a,1,1a,1,1a,1,1a,1,1a
MG456209,1,1a,1,1a,1,1a,1,1a,1,1a
MG456214,3,3b,3,3b,3,3b,3,3b,3,3b
MG456215,4,4a,4,4a,4,4a,4,4a,4,4a
MG456217,2,2a,2,2a,2,2a,2,2a,2,2a
MG456219,1,1a,1,1a,1,1a,1,1a,1,1a
MG456221,1,1a,1,1a,1,1a,1,1a,1,1a
MG456223,3,3a,3,3a,3,3a,3,3a,3,3a
MG456225,1,1a,1,1a,1,1a,1,1a,1,1a
MG456226,1,1a,1,1a,1,1a,1,1a,1,1a
MG456230,1,1a,1,1a,1,1a,1,1a,1,1a
MG456232,1,1a,1,1a,1,1a,1,1a,1,1a
MG456233,2,2a,2,2a,2,2a,2,2a,2,2a
MG456236,3,3a,3,3a,3,3a,3,3a,3,3a
MG456238,1,1a,1,1a,1,1a,1,1a,1,1a
MG456239,4,4p,4,4o,4,4o,4,4o,4,4o
MG456241,2,2f,2,2q,2,2a,2,2a,2,2a
MG456243,1,1a,1,1a,1,1a,1,1a,1,1a
MG456244,1,1a,1,1a,1,1a,1,1a,1,1a
MG456245,1,1a,1,1a,1,1a,1,1a,1,1a
MG456247,4,4a,4,4a,4,4a,4,4a,4,4a
MG456249,2,2b,2,2b,2,2b,2,2b,2,2b
MG456251,2,2b,2,2b,2,2b,2,2b,2,2b
MG456252,6,6e,6,6e,6,6e,6,6e,6,6e
MG456253,3,3a,3,3a,3,3a,3,3a,3,3a
MG456257,1,1a,1,1a,1,1a,1,1a,1,1a
MG456258,4,4a,4,4a,4,4a,4,4a,4,4a
MG456259,1,1a,1,1a,1,1a,1,1a,1,1a
MG456261,1,1a,1,1a,1,1a,1,1a,1,1a
MG456262,1,1a,1,1a,1,1a,1,1a,1,1a
MG456263,1,1a,1,1a,1,1a,1,1a,1,1a
MG456264,1,1a,1,1a,1,1a,1,1a,1,1a
MG456265,1,1a,1,1a,1,1a,1,1a,1,1a
MG456269,1,1a,1,1a,1,1a,1,1a,1,1a
MG456271,1,1a,1,1a,1,1a,1,1a,1,1a
MG456274,1,1a,1,1a,1,1a,1,1a,1,1a
MG456277,4,4a,4,4a,4,4a,4,4a,4,4a
MG456279,4,4d,4,4d,4,4d,4,4d,4,4d
MG456283,4,4a,4,4a,4,4a,4,4a,4,4a
MG456286,1,1b,1,1b,1,1b,1,1b,1,1b
MG456293,3,3a,3,3a,3,3a,3,3a,3,3a
MG456294,3,3a,3,3a,3,3a,3,3a,3,3a
MG456296,3,3a,3,3a,3,3a,3,3a,3,3a
MG456297,4,4r,4,4k,4,4k,4,4k,4,4g
MG456298,1,1a,1,1a,1,1a,1,1a,1,1a
MG456299,1,1b,1,1b,1,1b,1,1b,1,1b
MG456301,4,4k,4,4k,4,4k,4,4k,4,4k
MG456302,3,3a,3,3a,3,3a,3,3a,3,3a
MG456303,1,1a,1,1a,1,1a,1,1a,1,1a
MG456304,1,1a,1,1a,1,1a,1,1a,1,1a
MG456306,6,6a,6,6a,6,6a,6,6a,6,6a
MG456307,1,1b,1,1b,1,1b,1,1b,1,1b
MG456309,1,1b,1,1b,1,1b,1,1b,1,1b
MG456310,3,3a,3,3a,3,3a,3,3a,3,3a
MG456319,1,1a,1,1a,1,1a,1,1a,1,1a
MG456323,1,1b,1,1b,1,1b,1,1b,1,1b
MG456326,1,1a,1,1a,1,1a,1,1a,1,1a
MG456328,4,4a,4,4a,4,4a,4,4a,4,4a
MG456329,2,2b,2,2b,2,2b,2,2b,2,2b
MG456330,3,3g,3,3g,3,3g,3,3g,3,3g
MG456331,1,1b,1,1b,1,1b,1,1b,1,1b
MG456332,2,2a,2,2a,2,2a,2,2a,2,2a
MG456334,3,3a,3,3a,3,3a,3,3a,3,3a
MG456335,3,3a,3,3a,3,3a,3,3a,3,3a
MG456336,4,4g,4,4k,4,4k,4,4k,4,4g
MG456337,1,1b,1,1b,1,1b,1,1b,1,1b
MG456338,4,4a,4,4a,4,4a,4,4a,4,4a
MG456339,1,1a,1,1a,1,1a,1,1a,1,1a
MG456341,1,1a,1,1a,1,1a,1,1a,1,1a
MG456343,1,1a,1,1a,1,1a,1,1a,1,1a
MG456345,4,4a,4,4a,4,4a,4,4a,4,4a
MG456346,6,6v,6,6v,6,6v,6,6v,6,6v
MG456347,6,6l,6,6l,6,6l,6,6l,6,6l
MG456348,1,1a,1,1a,1,1a,1,1a,1,1a
MG456349,3,3a,3,3a,3,3a,3,3a,3,3a
MG456350,1,1a,1,1a,1,1a,1,1a,1,1a
MG456352,3,3a,3,3a,3,3a,3,3a,3,3a
MG456355,3,3a,3,3a,3,3a,3,3a,3,3a
MG456356,3,3a,3,3a,3,3a,3,3a,3,3a
MG456358,1,1a,1,1a,1,1a,1,1a,1,1a
MG456359,1,1a,1,1a,1,1a,1,1a,1,1a
MG456363,4,4a,4,4a,4,4a,4,4a,4,4a
MG456364,1,1a,1,1a,1,1a,1,1a,1,1a
MG456365,4,4v,4,4v,4,4v,4,4v,4,4l
MG456368,3,3a,3,3a,3,3a,3,3a,3,3a
MG456369,1,1a,1,1a,1,1a,1,1a,1,1a
MG456370,4,4v,4,4v,4,4a,4,4a,4,4a
MG456371,4,4d,4,4d,4,4d,4,4d,4,4d
MG456372,3,3a,3,3a,3,3a,3,3a,3,3a
MG456373,4,4a,4,4a,4,4a,4,4a,4,4a
MG456378,1,1b,1,1b,1,1b,1,1b,1,1b
MG456382,3,3a,3,3a,3,3a,3,3a,3,3a
MG456383,1,1a,1,1a,1,1a,1,1a,1,1a
MG456384,1,1a,1,1a,1,1a,1,1a,1,1a
MG456385,1,1a,1,1a,1,1a,1,1a,1,1a
MG456386,3,3a,3,3a,3,3a,3,3a,3,3a
MG456389,3,3a,3,3a,3,3a,3,3a,3,3a
MG456390,4,4a,4,4a,4,4a,4,4a,4,4a
MG456393,3,3a,3,3a,3,3a,3,3a,3,3a
MG456394,4,4q,4,4l,4,4v,4,4v,4,4m
MG456396,1,1a,1,1a,1,1a,1,1a,1,1a
MG456399,1,1a,1,1a,1,1a,1,1a,1,1a
MG456401,4,4a,4,4a,4,4a,4,4a,4,4a
MG456402,4,4a,4,4a,4,4a,4,4a,4,4a
MG456403,1,1a,1,1a,1,1a,1,1a,1,1a
MG456405,1,1d,1,1d,1,1b,1,1b,1,1b
MG456408,1,1b,1,1b,1,1b,1,1b,1,1b
MG456409,3,3a,3,3a,3,3a,3,3a,3,3a
MG456411,2,2b,2,2b,2,2b,2,2b,2,2b
MG456415,6,6e,6,6e,6,6e,6,6e,6,6e
MG456416,3,3a,3,3a,3,3a,3,3a,3,3a
MG456418,4,4a,4,4a,4,4a,4,4a,4,4a
MG456419,1,1a,1,1a,1,1a,1,1a,1,1a
MG456420,4,4d,4,4d,4,4d,4,4d,4,4d
MG456423,3,3a,3,3a,3,3a,3,3a,3,3a
MG456424,3,3a,3,3a,3,3a,3,3a,3,3a
MG456425,2,2d,2,2d,2,2d,2,2d,2,2d
MG456427,4,4k,4,4k,4,4k,4,4k,4,4k
MG456428,1,1a,1,1a,1,1a,1,1a,1,1a
MG456429,4,4a,4,4a,4,4a,4,4a,4,4a
MG456430,1,1a,1,1a,1,1a,1,1a,1,1a
MG456431,4,4d,4,4d,4,4d,4,4d,4,4d
MG456432,1,1a,1,1a,1,1a,1,1a,1,1a
MG456436,1,1a,1,1a,1,1a,1,1a,1,1a
MG456437,1,1a,1,1a,1,1a,1,1a,1,1a
MG456438,1,1a,1,1a,1,1a,1,1a,1,1a
MG456439,1,1a,1,1a,1,1a,1,1a,1,1a
MG456440,1,1a,1,1a,1,1a,1,1a,1,1a
MG456441,1,1a,1,1a,1,1a,1,1a,1,1a
MG456443,1,1a,1,1a,1,1a,1,1a,1,1a
MG456445,4,4a,4,4a,4,4a,4,4a,4,4a
MG456448,3,3a,3,3a,3,3a,3,3a,3,3a
MG456449,4,4d,4,4d,4,4d,4,4d,4,4d
MG456450,3,3a,3,3a,3,3a,3,3a,3,3a
MG456451,2,2b,2,2b,2,2b,2,2b,2,2b
MG456453,1,1b,1,1b,1,1b,1,1b,1,1b
MG456462,3,3a,3,3a,3,3a,3,3a,3,3a
MG456463,3,3a,3,3a,3,3a,3,3a,3,3a
MG456464,3,3a,3,3a,3,3a,3,3a,3,3a
MG456465,3,3a,3,3a,3,3a,3,3a,3,3a
MG456468,3,3a,3,3a,3,3a,3,3a,3,3a
MG456469,3,3a,3,3a,3,3a,3,3a,3,3a
MG456470,3,3a,3,3a,3,3a,3,3a,3,3a
MG456471,3,3a,3,3a,3,3a,3,3a,3,3a
MG456473,3,3a,3,3a,3,3a,3,3a,3,3a
MG456476,3,3a,3,3a,3,3a,3,3a,3,3a
MG456477,3,3a,3,3a,3,3a,3,3a,3,3a
MG456478,3,3a,3,3a,3,3a,3,3a,3,3a
MG456481,3,3a,3,3a,3,3a,3,3a,3,3a
MG456482,3,3a,3,3a,3,3a,3,3a,3,3a
MG456483,3,3a,3,3a,3,3a,3,3a,3,3a
MG456485,3,3a,3,3a,3,3a,3,3a,3,3a
MG456486,3,3a,3,3a,3,3a,3,3a,3,3a
MG456488,3,3a,3,3a,3,3a,3,3a,3,3a
MG456489,3,3a,3,3a,3,3a,3,3a,3,3a
MG456490,3,3a,3,3a,3,3a,3,3a,3,3a
MG456491,3,3a,3,3a,3,3a,3,3a,3,3a
MG456492,3,3a,3,3a,3,3a,3,3a,3,3a
MG456494,3,3a,3,3a,3,3a,3,3a,3,3a
MG456497,3,3a,3,3a,3,3a,3,3a,3,3a
MG456498,3,3a,3,3a,3,3a,3,3a,3,3a
MG456499,3,3a,3,3a,3,3a,3,3a,3,3a
MG456501,3,3a,3,3a,3,3a,3,3a,3,3a
MG456503,3,3a,3,3a,3,3a,3,3a,3,3a
MG456504,3,3a,3,3a,3,3a,3,3a,3,3a
MG456506,3,3a,3,3a,3,3a,3,3a,3,3a
MG456507,3,3a,3,3a,3,3a,3,3a,3,3a
MG456508,3,3a,3,3a,3,3a,3,3a,3,3a
MG456511,3,3a,3,3a,3,3a,3,3a,3,3a
MG456512,3,3a,3,3a,3,3a,3,3a,3,3a
MG456514,3,3a,3,3a,3,3a,3,3a,3,3a
MG456515,3,3a,3,3a,3,3a,3,3a,3,3a
MG456516,3,3a,3,3a,3,3a,3,3a,3,3a
MG456517,3,3a,3,3a,3,3a,3,3a,3,3a
MG456518,3,3a,3,3a,3,3a,3,3a,3,3a
MG456519,3,3a,3,3a,3,3a,3,3a,3,3a
MG456522,3,3a,3,3a,3,3a,3,3a,3,3a
MG456523,3,3a,3,3a,3,3a,3,3a,3,3a
MG456526,3,3a,3,3a,3,3a,3,3a,3,3a
MG456528,3,3a,3,3a,3,3a,3,3a,3,3a
MG456529,3,3a,3,3a,3,3a,3,3a,3,3a
MG456530,3,3a,3,3a,3,3a,3,3a,3,3a
MG456531,3,3a,3,3a,3,3a,3,3a,3,3a
MG456533,3,3a,3,3a,3,3a,3,3a,3,3a
MG456534,3,3a,3,3a,3,3a,3,3a,3,3a
MG456535,3,3a,3,3a,3,3a,3,3a,3,3a
MG456537,3,3a,3,3a,3,3a,3,3a,3,3a
MG456539,3,3a,3,3a,3,3a,3,3a,3,3a
MG456540,3,3a,3,3a,3,3a,3,3a,3,3a
MG456543,3,3a,3,3a,3,3a,3,3a,3,3a
MG456548,3,3a,3,3a,3,3a,3,3a,3,3a
MG456551,3,3a,3,3a,3,3a,3,3a,3,3a
MG456552,3,3a,3,3a,3,3a,3,3a,3,3a
MG456555,3,3a,3,3a,3,3a,3,3a,3,3a
MG456557,3,3a,3,3a,3,3a,3,3a,3,3a
MG456558,3,3a,3,3a,3,3a,3,3a,3,3a
MG456559,3,3a,3,3a,3,3a,3,3a,3,3a
MG456561,3,3a,3,3a,3,3a,3,3a,3,3a
MG456565,3,3a,3,3a,3,3a,3,3a,3,3a
MG456566,3,3a,3,3a,3,3a,3,3a,3,3a
MG456567,3,3a,3,3a,3,3a,3,3a,3,3a
MG456568,3,3a,3,3a,3,3a,3,3a,3,3a
MG456569,3,3a,3,3a,3,3a,3,3a,3,3a
MG460589,1,1b,1,1b,1,1b,1,1b,1,1b
MG460590,1,1b,1,1b,1,1b,1,1b,1,1b
MG460592,1,1b,1,1b,1,1b,1,1b,1,1b
MG460593,1,1b,1,1b,1,1b,1,1b,1,1b
MG460595,1,1b,1,1b,1,1b,1,1b,1,1b
MG460596,1,1b,1,1b,1,1b,1,1b,1,1b
MG460599,1,1b,1,1b,1,1b,1,1b,1,1b
MG460600,1,1b,1,1b,1,1b,1,1b,1,1b
MG460602,1,1b,1,1b,1,1b,1,1b,1,1b
MG515253,1,1a,1,1a,1,1a,1,1a,1,1a
MG515254,1,1a,1,1a,1,1a,1,1a,1,1a
MG515255,1,1a,1,1a,1,1a,1,1a,1,1a
MG515256,1,1a,1,1a,1,1a,1,1a,1,1a
MG515257,1,1a,1,1a,1,1a,1,1a,1,1a
MG515258,1,1a,1,1a,1,1a,1,1a,1,1a
MG517001,1,1b,1,1b,1,1b,1,1b,1,1b
MG517003,1,1b,1,1b,1,1b,1,1b,1,1b
MG519796,1,1a,1,1a,1,1a,1,1a,1,1a
MG739077,1,1a,1,1a,1,1a,1,1a,1,1a
MG739081,1,1a,1,1a,1,1a,1,1a,1,1a
MG739115,1,1a,1,1a,1,1a,1,1a,1,1a
MG739116,1,1a,1,1a,1,1a,1,1a,1,1a
MG739117,1,1a,1,1a,1,1a,1,1a,1,1a
MG739120,1,1a,1,1a,1,1a,1,1a,1,1a
MG739121,1,1a,1,1a,1,1a,1,1a,1,1a
MG739148,1,1a,1,1a,1,1a,1,1a,1,1a
MG739149,1,1a,1,1a,1,1a,1,1a,1,1a
MG747299,1,1b,1,1b,1,1b,1,1b,,
MG747300,1,1b,1,1b,1,1b,1,1b,,
MG747303,1,1b,1,1b,1,1b,1,1b,,
MG747304,1,1b,1,1b,1,1b,1,1b,,
MG747305,1,1b,1,1b,1,1b,1,1b,,
MG747308,1,1a,1,1a,1,1a,1,1a,,
MG747309,1,1b,1,1b,1,1b,1,1b,,
MG747310,1,1a,1,1a,1,1a,1,1a,,
MG747311,1,1b,1,1b,1,1b,1,1b,,
MG747312,1,1a,1,1a,1,1a,1,1a,,
MG747313,1,1b,1,1b,1,1b,1,1b,,
MG747314,1,1b,1,1b,1,1b,1,1b,,
MG747315,1,1b,1,1b,1,1b,1,1b,,
