Accession,PerGeneGenotype,PerGeneSubtype,PerGeneClosestSubtypeAlignedNT,FullSeqGenotype,FullSeqSubtype,FullSeqClosestSubtypeAlignedNT,CometPerGeneGenotype,CometPerGeneSubtype,CometFullSeqGenotype,CometFullSeqSubtype,GenBankGenotype,GenBankSubtype
JX227951,2,2c,1884,2,2c,9375,2,2c,2,2c,,
JX227953,2,2k,1884,2,2k,9385,2,2k,2,2k,,
JX227954,3,3g,1890,3,3g,9353,3,3g,3,3g,,
JX227955,3,3i,1890,3,3i,9352,3,3i,3,3i,,
JX227956,3,3i,1890,3,3i,9190,3,3i,3,3i,,
JX227957,4,4l,1893,4,4l,9330,4,4l,4,4l,,
JX227958,4,4l,1892,4,4l,9322,4,4l,4,4l,,
JX227959,4,4v,1893,4,4v,9323,4,4v,4,4v,,
JX227960,4,4v,1892,4,4v,9279,4,4v,4,4v,,
JX227961,4,4m,1893,4,4m,9311,4,4m,4,4m,,
JX227962,4,4r,1893,4,4r,9325,4,4r,4,4r,,
JX227964,4,4r,1893,4,4g,9348,4,4k,4,4k,4,
JX227965,2,2c,1884,2,2c,9399,2,2c,2,2c,,
JX227967,2,2m,1884,2,2m,9383,2,2m,2,2m,,
JX227968,2,2m,1884,2,2m,9382,2,2m,2,2m,,
JX227969,3,3i,1890,3,3i,8975,3,3i,3,3i,,
JX227970,4,4n,1893,4,4n,9309,4,4n,4,4n,,
JX227971,4,4g,1893,4,4g,9174,4,4g,4,4g,,
JX227972,4,4m,1892,4,4m,9305,4,4m,4,4m,,
JX227973,4,4n,1893,4,4n,9095,4,4n,4,4n,,
JX227974,2,2m,1884,2,2m,8604,2,2m,2,2m,,
JX227975,4,4r,1893,4,4r,9194,4,4r,4,4r,,
JX227976,4,4r,1893,4,4r,9317,4,4r,4,4r,,
JX227977,4,4o,1893,4,4o,9289,4,4o,4,4o,,
JX227978,4,4o,1893,4,4o,9263,4,4o,4,4o,,
JX227979,4,4o,1893,4,4o,9256,4,4o,4,4o,,
JX437282,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437283,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437287,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437289,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437291,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437292,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437293,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437299,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437300,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437301,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437302,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437306,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
JX437307,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437312,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437313,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437314,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437315,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437318,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437321,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
JX437323,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437325,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
JX437326,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
JX437327,1,1b,1893,1,1b,2054,1,1b,1,1b,1,1b
JX437331,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437332,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437333,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437338,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437339,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437341,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437342,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437343,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
JX437344,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437345,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437346,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437348,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437349,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437353,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437354,1,1b,1892,1,1b,2055,1,1b,1,1b,1,1b
JX437357,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437359,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437360,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437361,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437362,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437365,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437367,1,1a,1893,1,1a,2055,1,1a,1,1a,1,1a
JX437368,1,1b,1892,1,1b,2054,1,1b,1,1b,1,1b
JX463525,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463526,1,1a,1893,1,1a,9004,1,1a,1,1a,1,1a
JX463527,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463528,1,1a,1895,1,1a,9008,1,1a,1,1a,1,1a
JX463529,1,1a,1892,1,1a,9002,1,1a,1,1a,1,1a
JX463530,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463531,1,1a,1893,1,1a,9004,1,1a,1,1a,1,1a
JX463532,1,1a,1893,1,1a,9007,1,1a,1,1a,1,1a
JX463533,1,1a,1893,1,1a,9004,1,1a,1,1a,1,1a
JX463534,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463535,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463536,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463537,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463538,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463539,1,1a,1893,1,1a,9010,1,1a,1,1a,1,1a
JX463540,1,1a,1893,1,1a,9042,1,1a,1,1a,1,1a
JX463541,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463542,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463543,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463544,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463545,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463546,1,1a,1893,1,1a,9031,1,1a,1,1a,1,1a
JX463547,1,1a,1893,1,1a,9036,1,1a,1,1a,1,1a
JX463548,1,1a,1893,1,1a,9036,1,1a,1,1a,1,1a
JX463549,1,1a,1893,1,1a,9039,1,1a,1,1a,1,1a
JX463550,1,1a,1893,1,1a,9036,1,1a,1,1a,1,1a
JX463551,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463552,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463553,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463554,1,1a,1893,1,1a,9005,1,1a,1,1a,1,1a
JX463555,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463556,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463557,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463558,1,1a,1893,1,1a,9001,1,1a,1,1a,1,1a
JX463559,1,1a,1893,1,1a,8995,1,1a,1,1a,1,1a
JX463560,1,1a,1893,1,1a,9033,1,1a,1,1a,1,1a
JX463561,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463562,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463563,1,1a,1893,1,1a,9036,1,1a,1,1a,1,1a
JX463564,1,1a,1893,1,1a,9031,1,1a,1,1a,1,1a
JX463565,1,1a,1893,1,1a,9005,1,1a,1,1a,1,1a
JX463566,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463567,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463568,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463569,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463570,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463571,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463572,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463573,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463574,1,1a,1893,1,1a,9036,1,1a,1,1a,1,1a
JX463575,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463576,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463577,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463578,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463579,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463580,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463581,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463582,1,1a,1892,1,1a,9003,1,1a,1,1a,1,1a
JX463583,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463584,1,1a,1893,1,1a,9005,1,1a,1,1a,1,1a
JX463585,1,1a,1893,1,1a,8994,1,1a,1,1a,1,1a
JX463586,1,1a,1893,1,1a,8994,1,1a,1,1a,1,1a
JX463587,1,1a,1892,1,1a,9003,1,1a,1,1a,1,1a
JX463588,1,1a,1893,1,1a,9006,1,1a,1,1a,1,1a
JX463589,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463590,1,1a,1893,1,1a,9033,1,1a,1,1a,1,1a
JX463591,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463592,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463593,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463594,1,1a,1893,1,1a,9005,1,1a,1,1a,1,1a
JX463595,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463596,1,1a,1893,1,1a,9042,1,1a,1,1a,1,1a
JX463597,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463598,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463599,1,1a,1893,1,1a,9036,1,1a,1,1a,1,1a
JX463600,1,1a,1893,1,1a,8994,1,1a,1,1a,1,1a
JX463601,1,1a,1893,1,1a,8997,1,1a,1,1a,1,1a
JX463602,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463603,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463604,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463605,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463606,1,1a,1893,1,1a,9007,1,1a,1,1a,1,1a
JX463607,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463608,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463609,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463610,1,1a,1888,1,1a,9002,1,1a,1,1a,1,1a
JX463611,1,1a,1893,1,1a,9039,1,1a,1,1a,1,1a
JX463612,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463613,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463614,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463615,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463616,1,1a,1893,1,1a,9037,1,1a,1,1a,1,1a
JX463617,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463618,1,1a,1893,1,1a,8992,1,1a,1,1a,1,1a
JX463619,1,1a,1893,1,1a,9001,1,1a,1,1a,1,1a
JX463620,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463621,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463622,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463623,1,1a,1893,1,1a,9036,1,1a,1,1a,1,1a
JX463624,1,1a,1893,1,1a,9008,1,1a,1,1a,1,1a
JX463625,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463626,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463627,1,1a,1893,1,1a,9036,1,1a,1,1a,1,1a
JX463628,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463629,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463630,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463631,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463632,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463633,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463634,1,1a,1893,1,1a,9032,1,1a,1,1a,1,1a
JX463635,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463636,1,1a,1893,1,1a,9002,1,1a,1,1a,1,1a
JX463637,1,1a,1893,1,1a,9003,1,1a,1,1a,1,1a
JX463638,1,1a,1893,1,1a,9006,1,1a,1,1a,1,1a
JX463639,1,1a,1893,1,1a,9034,1,1a,1,1a,1,1a
JX463640,1,1a,1893,1,1a,9036,1,1a,1,1a,1,1a
JX463641,1,1a,1893,1,1a,9035,1,1a,1,1a,1,1a
KC123434,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123435,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123437,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123440,1,1b,1892,1,1b,2081,1,1b,1,1b,1,1b
KC123442,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123445,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123446,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123450,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123454,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123455,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123456,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123458,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123459,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123460,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123461,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123462,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123463,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123464,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123465,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123466,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123468,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123469,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123470,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123471,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123472,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123473,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123475,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123476,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123478,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123481,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123482,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123486,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123488,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123491,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123493,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123495,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123498,1,1g,542,1,1g,542,1,1g,1,1g,1,1b
KC123499,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123500,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123502,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123504,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123505,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123506,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123507,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123508,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123510,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123512,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123513,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123516,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123519,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123520,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123522,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123524,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123526,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123527,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123529,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123530,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123534,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123537,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123538,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123539,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123540,1,1b,1894,1,1b,2087,1,1b,1,1b,1,1b
KC123543,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123545,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123546,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123547,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123548,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123549,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123550,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123553,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123554,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123557,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123558,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123559,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123560,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123561,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123563,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123564,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123566,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123568,1,1b,1893,1,1b,2086,1,1b,1,1b,1,1b
KC123571,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123572,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123574,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123576,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123577,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123578,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123579,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123583,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123588,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123589,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123590,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123591,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123592,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123593,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123594,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123597,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123598,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123601,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123602,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123603,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123604,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123606,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123608,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123610,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123612,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123613,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123614,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123615,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123616,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123619,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123621,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123622,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123623,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123626,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123627,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123630,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123631,1,1d,1890,1,1d,2085,1,1b,1,1b,1,1b
KC123633,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123634,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123636,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123638,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123639,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123641,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123642,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123644,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123645,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123646,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123648,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123649,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123650,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123651,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123652,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123653,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123654,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123655,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123656,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123658,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123661,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123662,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123664,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123665,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123666,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123667,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123668,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123669,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123670,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123671,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123672,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123673,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123674,1,1b,1893,1,1b,2086,1,1b,1,1b,1,1b
KC123675,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123677,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123681,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123682,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123683,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123685,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123686,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123690,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123691,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123692,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123694,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123695,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123696,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123697,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123698,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123699,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123700,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123701,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123702,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123703,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123704,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123705,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123708,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123709,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123711,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123712,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123714,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123716,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123717,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123718,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123719,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123722,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123724,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123725,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123726,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123727,1,1b,1893,1,1b,2085,1,1b,1,1b,1,1b
KC123728,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123729,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123731,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123733,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123735,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123739,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123740,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123741,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123743,1,1b,1892,1,1b,2085,1,1b,1,1b,1,1b
KC123744,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
KC123746,1,1b,1892,1,1b,2084,1,1b,1,1b,1,1b
